mjd,night,band,n,flux,err,snr
58768.42169383698,58768,o,4,-10.439831800934886,37.8468290609114,-0.2758442929031868
58769.3660063368,58769,o,8,-15.85147594219732,10.508372932049522,-1.5084614949143889
58770.41695562042,58770,o,4,9.731555819391456,14.012713852358607,0.6944804498204643
58771.418359602285,58771,o,3,-14.07642665959157,11.564922594936796,-1.2171656614246886
58772.24057330066,58772,o,4,-7.741755143805805,7.876023575232535,-0.9829522562820965
58774.352954422924,58774,o,4,-6.4820982345067675,7.038586834350086,-0.9209374533638608
58775.30992819934,58775,o,4,-23.026026262151973,7.525875644261932,-3.0595810176199305
58778.298135941994,58778,c,4,-6.593922651933702,4.73029498104873,-1.393977051822632
58779.325782486754,58779,o,4,-5.861967543473068,4.291504564729348,-1.365946943561684
58780.298118538456,58780,o,4,-2.5274725274725274,4.193139346887673,-0.6027637811151031
58782.20083978133,58782,c,4,-10.7647985181007,10.460665017946026,-1.029074011989956
58783.36364682513,58783,o,4,-0.8652249532372923,4.536987427157621,-0.19070472800039198
58784.2572635112,58784,o,4,-1.6268656716417922,4.703523607717751,-0.3458823229827864
58788.30773286441,58788,o,4,-0.9891475082107669,5.576823175682441,-0.17736755802549253
58790.20760471027,58790,o,4,-2.1026067491361062,9.970350795950258,-0.2108859349251924
58791.29165092053,58791,o,4,9.84028917263218,10.070737188743244,0.9771170658322162
58795.33076996798,58795,o,4,-32.379011968253344,11.699762967803743,-2.767492987452503
58796.295855886805,58796,o,4,-9.521858091869309,8.594130430472417,-1.107948985520097
58797.309006212105,58797,o,4,-15.585998456290568,13.686699382087163,-1.1387696932022313
58798.32199682521,58798,o,4,-25.94588223441964,13.970737876470357,-1.8571590465610215
58799.28432254085,58799,o,4,-16.67089609531688,7.80051791843013,-2.1371524647009505
58800.313587564335,58800,o,4,-30.753974232855118,9.654839180677875,-3.1853429826571023
58801.31570707337,58801,o,4,-11.606948193744733,13.841747297918237,-0.83854645977321
58802.303175402376,58802,o,4,1.4581115594205234,9.42637094135541,0.15468429669189984
58811.29167220434,58811,o,4,-9.396557344982723,5.329343664331231,-1.7631734669079329
58814.258205520906,58814,c,4,3.705624524290701,5.071857084460223,0.7306247913894197
58815.25046393419,58815,o,4,-6.566800476570164,6.564761347084578,-1.0003106174585452
58816.25357124281,58816,o,4,-0.6996805111821087,6.235013982423966,-0.11221795382567791
58821.24902984288,58821,o,4,18.889291580220043,14.406102946984191,1.3112006522329047
58825.22256576671,58825,o,4,8.47762020002511,11.551593066207518,0.7338918668131703
58826.255115708336,58826,o,7,4.431485293150221,7.356873454718999,0.6023598639321008
58827.24000870474,58827,o,4,-12.651082481073184,8.297816908096822,-1.5246278173152439
58830.211975759186,58830,o,7,-11.310906275401685,7.973193191153343,-1.4186168582935756
58832.239631831006,58832,o,4,-13.99761278640392,10.36559344813863,-1.350391837808138
58836.20794166172,58836,o,4,10.460052362454041,7.799963138257526,1.3410386917278132
58850.216001604706,58850,o,4,-3.8141700001681724,12.023088919716287,-0.3172371114974817
58964.624103082984,58964,o,2,7.244583706356312,47.99967267122053,0.1509298564592086
58966.611920630145,58966,c,8,-1.052155701987685,5.717610028237991,-0.18402019319109286
58972.600119411756,58972,o,4,12.16470588235294,6.442505906317912,1.8881947582575738
58974.60387172273,58974,o,4,-2.5824795165695367,11.90312198650112,-0.21695816605914223
58985.597889728255,58985,o,4,-11.135038404918731,6.425960521207179,-1.7328208550566861
58988.603779406636,58988,o,4,14.802214411887896,5.888999277832286,2.513536462401558
