mjd,source,band,mag_AB,mag_err,flux,flux_err,flux_unit,meta,note
59490.32235,ATLAS,o,,,-9.3,6.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.64
59492.27132,ATLAS,o,,,-15.5,33.3,uJy,nightly_stack_n4,nondet_3sig_limit_18.90
59493.28759,ATLAS,o,,,-0.3,7.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.58
59494.30237,ATLAS,o,,,-12.1,7.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.59
59496.27425,ATLAS,o,,,5.2,10.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.00
59498.31086,ATLAS,o,,,-11.8,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.56
59503.25302,ATLAS,o,,,-13.9,21.6,uJy,nightly_stack_n4,nondet_3sig_limit_19.37
59504.32145,ATLAS,o,,,-408.4,176.3,uJy,nightly_stack_n2,nondet_3sig_limit_17.09
59506.30847,ATLAS,o,,,-18.4,12.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.97
59508.27466,ATLAS,o,,,-9.8,14.3,uJy,nightly_stack_n4,nondet_3sig_limit_19.82
59509.28117,ATLAS,o,,,-4.1,12.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.99
59510.25914,ATLAS,o,,,9.5,9.3,uJy,nightly_stack_n4,nondet_3sig_limit_19.97
59512.27702,ATLAS,o,,,-7.4,8.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.39
59513.25145,ATLAS,c,,,-0.9,6.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.64
59514.27916,ATLAS,c,,,-0.2,5.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.87
59516.27573,ATLAS,o,,,-15.1,10.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.11
59518.26393,ATLAS,c,,,4.5,4.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.70
59520.26581,ATLAS,o,,,11.3,9.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.94
59522.27594,ATLAS,c,20.097,0.297,33.2,9.1,uJy,nightly_stack_n4,marginal_3-5sigma
59524.23929,ATLAS,o,,,-5.5,10.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.13
59526.24159,ATLAS,c,,,1.5,7.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.51
59528.25683,ATLAS,o,,,-17.1,13.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.90
59530.23753,ATLAS,o,,,-73.2,25.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.18
59532.22402,ATLAS,o,,,-16.8,14.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.84
59540.19973,ATLAS,o,,,768.7,1540.6,uJy,nightly_stack_n3,nondet_3sig_limit_14.57
59542.20451,ATLAS,o,,,-5.5,9.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.22
59544.2394,ATLAS,o,,,-11.1,9.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.26
59546.24256,ATLAS,o,,,1.9,9.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.19
59552.22158,ATLAS,o,,,86.0,339.0,uJy,nightly_stack_n1,nondet_3sig_limit_16.29
59560.20752,ATLAS,o,,,36.5,17.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.03
59656.63896,ATLAS,o,,,-11.2,25.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.20
59679.39414,ATLAS,o,,,-0.9,7.8,uJy,nightly_stack_n5,nondet_3sig_limit_20.47
59680.60446,ATLAS,c,,,-21.8,14.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.83
59683.3423,ATLAS,o,,,-11.6,11.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.06
59684.61146,ATLAS,o,,,-13.2,17.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.58
59685.39572,ATLAS,o,,,7.9,11.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.82
59686.36803,ATLAS,o,,,2.3,13.6,uJy,nightly_stack_n4,nondet_3sig_limit_19.81
59687.39161,ATLAS,o,,,3.9,11.0,uJy,nightly_stack_n5,nondet_3sig_limit_19.98
59688.32876,ATLAS,o,,,-13.7,11.5,uJy,nightly_stack_n8,nondet_3sig_limit_20.06
59690.60958,ATLAS,o,,,-23.1,13.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.85
59691.40381,ATLAS,o,,,-29.8,12.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.93
59694.611,ATLAS,o,,,-16.6,11.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.10
59695.41187,ATLAS,o,,,-0.6,10.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.20
59696.61523,ATLAS,c,,,8.5,11.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.86
59698.61149,ATLAS,o,,,7.1,25.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.11
59699.39431,ATLAS,o,,,30.2,15.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.21
59700.60501,ATLAS,c,,,-3.2,7.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.49
59701.12924,ATLAS,o,,,11.8,7.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.04
59703.3654,ATLAS,o,,,-13.1,8.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.42
59710.54287,ATLAS,o,,,-33.7,11.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.10
59711.35575,ATLAS,o,,,1.8,8.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.32
59714.41595,ATLAS,o,,,1.3,9.0,uJy,nightly_stack_n8,nondet_3sig_limit_20.27
59715.28174,ATLAS,o,,,-13.8,15.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.74
59716.57178,ATLAS,o,,,-12.2,14.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.78
59722.57253,ATLAS,o,,,7.3,9.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.05
59723.08153,ATLAS,o,,,-5.8,8.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.45
59724.58232,ATLAS,o,,,1.2,5.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.83
59725.1015,ATLAS,o,,,3.2,6.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.46
59726.59236,ATLAS,o,,,-2.1,8.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.40
59727.21493,ATLAS,o,,,-7.8,4.2,uJy,nightly_stack_n8,nondet_3sig_limit_21.15
59728.57007,ATLAS,c,,,12.9,43.1,uJy,nightly_stack_n3,nondet_3sig_limit_18.52
59729.13774,ATLAS,o,,,0.5,6.1,uJy,nightly_stack_n6,nondet_3sig_limit_20.72
59730.58056,ATLAS,o,,,-3.1,9.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.23
59732.57155,ATLAS,c,,,-3.9,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.79
59734.55909,ATLAS,o,,,-12.0,8.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.41
59736.51848,ATLAS,c,,,1.3,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.70
59737.17859,ATLAS,o,,,-10.8,4.2,uJy,nightly_stack_n8,nondet_3sig_limit_21.14
59738.52722,ATLAS,o,,,-2.5,8.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.45
59740.50016,ATLAS,o,,,-12.1,6.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.68
59741.28494,ATLAS,o,,,-9.3,7.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.49
59742.402,ATLAS,o,,,1.8,6.9,uJy,nightly_stack_n8,nondet_3sig_limit_20.52
59743.25775,ATLAS,o,,,0.6,12.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.95
59744.4517,ATLAS,o,,,8.6,20.6,uJy,nightly_stack_n4,nondet_3sig_limit_19.28
59749.35391,ATLAS,o,,,-5.1,9.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.22
59750.55135,ATLAS,o,,,-0.6,9.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.31
59754.51086,ATLAS,o,,,-8.0,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.57
59758.55271,ATLAS,o,,,3.6,6.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.46
59762.57634,ATLAS,o,,,4.3,8.6,uJy,nightly_stack_n5,nondet_3sig_limit_20.20
59764.59,ATLAS,c,,,7.9,13.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.72
59764.98624,ATLAS,o,,,-3.9,8.4,uJy,nightly_stack_n3,nondet_3sig_limit_20.39
59766.4664,ATLAS,o,,,-4.8,8.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.41
59768.2375,ATLAS,o,,,-1.3,5.6,uJy,nightly_stack_n8,nondet_3sig_limit_20.83
59769.1401,ATLAS,o,,,-4.4,5.4,uJy,nightly_stack_n8,nondet_3sig_limit_20.87
59770.45893,ATLAS,o,,,-4.6,10.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.13
59772.45497,ATLAS,o,,,0.2,11.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.02
59776.99548,ATLAS,o,,,-4.0,21.1,uJy,nightly_stack_n2,nondet_3sig_limit_19.39
59777.01965,ATLAS,o,,,1.9,23.0,uJy,nightly_stack_n2,nondet_3sig_limit_19.27
59778.49202,ATLAS,o,,,7.3,10.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.97
59780.72806,ATLAS,o,,,-5.2,4.9,uJy,nightly_stack_n9,nondet_3sig_limit_20.99
59782.26435,ATLAS,o,,,-3.7,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.75
59783.23171,ATLAS,o,,,-5.9,5.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.79
59784.68123,ATLAS,c,,,0.9,3.5,uJy,nightly_stack_n8,nondet_3sig_limit_21.24
59785.24676,ATLAS,o,,,-5.4,11.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.05
59786.4653,ATLAS,o,,,-6.3,7.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.49
59787.27283,ATLAS,o,,,-1.4,4.6,uJy,nightly_stack_n4,nondet_3sig_limit_21.05
59788.68657,ATLAS,c,,,1.9,3.5,uJy,nightly_stack_n8,nondet_3sig_limit_21.16
59790.78436,ATLAS,c,,,-4.7,5.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.94
59791.2344,ATLAS,c,,,4.3,4.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.85
59792.44868,ATLAS,c,,,2.9,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.59
59794.51263,ATLAS,o,,,-11.0,8.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.40
59796.49331,ATLAS,c,,,0.4,5.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.88
59796.9647,ATLAS,o,,,2.8,6.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.56
59799.49554,ATLAS,o,,,10.9,13.4,uJy,nightly_stack_n8,nondet_3sig_limit_19.63
59800.37158,ATLAS,o,,,-1.4,13.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.85
59804.49981,ATLAS,o,,,2.5,15.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.68
59805.21533,ATLAS,o,,,-22.3,11.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.04
59806.52853,ATLAS,o,,,-10.2,5.9,uJy,nightly_stack_n12,nondet_3sig_limit_20.78
59807.57893,ATLAS,o,,,-4.8,4.8,uJy,nightly_stack_n8,nondet_3sig_limit_21.00
59808.46203,ATLAS,o,,,-16.7,8.5,uJy,nightly_stack_n3,nondet_3sig_limit_20.39
59810.40244,ATLAS,o,,,-3.4,6.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.66
59811.15623,ATLAS,c,,,-0.7,5.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.94
59811.92095,ATLAS,o,,,4.9,8.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.20
59812.38425,ATLAS,c,,,-1.3,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.77
59812.91288,ATLAS,o,,,-0.4,5.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.97
59813.08392,ATLAS,c,,,2.0,5.4,uJy,nightly_stack_n3,nondet_3sig_limit_20.75
59814.66044,ATLAS,o,,,-2.5,4.7,uJy,nightly_stack_n8,nondet_3sig_limit_21.03
59815.15107,ATLAS,c,,,-0.3,4.6,uJy,nightly_stack_n4,nondet_3sig_limit_21.05
59817.16312,ATLAS,c,,,-0.1,3.9,uJy,nightly_stack_n4,nondet_3sig_limit_21.24
59818.14924,ATLAS,c,,,-3.1,4.1,uJy,nightly_stack_n4,nondet_3sig_limit_21.17
59818.63859,ATLAS,o,,,-1.6,4.5,uJy,nightly_stack_n8,nondet_3sig_limit_21.09
59819.14222,ATLAS,c,,,-5.3,3.9,uJy,nightly_stack_n4,nondet_3sig_limit_21.24
59819.89411,ATLAS,o,,,-23.0,20.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.45
59820.36055,ATLAS,c,,,0.8,5.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.84
59821.15593,ATLAS,c,,,3.1,3.8,uJy,nightly_stack_n4,nondet_3sig_limit_21.00
59822.15928,ATLAS,c,,,-0.3,4.1,uJy,nightly_stack_n4,nondet_3sig_limit_21.18
59822.35818,ATLAS,o,,,4.8,6.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.38
59823.10728,ATLAS,c,,,-2.7,5.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.84
59824.35953,ATLAS,c,,,6.0,5.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.57
59825.14475,ATLAS,o,,,-6.1,6.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.72
59826.25181,ATLAS,o,,,-1.9,5.7,uJy,nightly_stack_n8,nondet_3sig_limit_20.81
59827.14341,ATLAS,o,,,-19.4,8.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.42
59831.90453,ATLAS,o,,,-11.5,23.8,uJy,nightly_stack_n3,nondet_3sig_limit_19.27
59832.65682,ATLAS,o,,,-23.9,21.6,uJy,nightly_stack_n8,nondet_3sig_limit_19.37
59834.47376,ATLAS,o,,,5.4,7.6,uJy,nightly_stack_n8,nondet_3sig_limit_20.28
59835.56331,ATLAS,o,,,-3.0,7.0,uJy,nightly_stack_n7,nondet_3sig_limit_20.60
59836.64901,ATLAS,o,,,-1.4,5.3,uJy,nightly_stack_n8,nondet_3sig_limit_20.89
59838.34174,ATLAS,o,,,-3.1,6.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.63
59839.12582,ATLAS,c,,,-80.5,163.0,uJy,nightly_stack_n2,nondet_3sig_limit_17.18
59840.37142,ATLAS,o,,,-12.3,7.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.55
59842.31863,ATLAS,c,,,2.9,5.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.71
59843.09426,ATLAS,o,,,-3.7,8.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.37
59844.30343,ATLAS,o,,,-6.2,7.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.53
59844.8248,ATLAS,c,,,18.3,9.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.73
59846.31354,ATLAS,c,,,0.8,8.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.34
59847.08004,ATLAS,o,,,-6.9,10.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.15
59848.30314,ATLAS,o,,,-9.1,7.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.55
59848.81991,ATLAS,c,,,1.8,4.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.93
59849.10888,ATLAS,o,,,-10.3,9.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.28
59850.05239,ATLAS,o,,,-5.7,10.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.11
59850.5487,ATLAS,c,,,5.1,3.3,uJy,nightly_stack_n8,nondet_3sig_limit_20.96
59851.06195,ATLAS,o,,,2.0,8.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.33
59852.80722,ATLAS,o,,,-3.6,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.56
59854.40537,ATLAS,o,,,2.8,4.9,uJy,nightly_stack_n12,nondet_3sig_limit_20.78
59855.37747,ATLAS,o,,,-12.6,11.2,uJy,nightly_stack_n7,nondet_3sig_limit_20.08
59858.87772,ATLAS,o,,,569.0,450.0,uJy,nightly_stack_n1,nondet_3sig_limit_15.69
59859.50025,ATLAS,o,,,-21.2,14.6,uJy,nightly_stack_n8,nondet_3sig_limit_19.79
59860.59412,ATLAS,o,,,-23.3,10.3,uJy,nightly_stack_n8,nondet_3sig_limit_20.17
59861.06214,ATLAS,o,,,-17.6,14.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.78
59862.24582,ATLAS,o,,,-8.0,15.9,uJy,nightly_stack_n8,nondet_3sig_limit_19.71
59863.12018,ATLAS,o,,,1.0,14.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.81
59864.31241,ATLAS,o,,,5.6,10.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.97
59866.30352,ATLAS,o,,,-9.4,16.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.65
59867.04927,ATLAS,c,,,2.4,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.63
59868.24253,ATLAS,c,,,-1.5,7.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.54
59870.2855,ATLAS,o,,,9.9,6.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.23
59871.05562,ATLAS,c,,,5.1,6.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.44
59872.25872,ATLAS,c,,,4.2,7.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.36
59872.76244,ATLAS,o,,,-7.9,10.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.21
59874.2654,ATLAS,o,,,-0.5,9.5,uJy,nightly_stack_n3,nondet_3sig_limit_20.26
59875.01116,ATLAS,c,,,11.9,6.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.11
59876.24752,ATLAS,c,,,3.5,5.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.59
59876.76075,ATLAS,o,,,2.9,8.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.30
59878.24264,ATLAS,o,,,-24.3,8.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.44
59879.01564,ATLAS,c,,,2.5,7.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.44
59882.24439,ATLAS,o,,,-3.6,6.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.61
59883.01311,ATLAS,o,,,-27.1,17.3,uJy,nightly_stack_n4,nondet_3sig_limit_19.61
59884.27215,ATLAS,o,,,-0.5,12.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.01
59886.2768,ATLAS,o,,,10.2,11.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.78
59887.07821,ATLAS,o,,,10.3,17.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.42
59888.7779,ATLAS,o,,,30.0,27.0,uJy,nightly_stack_n1,nondet_3sig_limit_18.79
59890.53094,ATLAS,o,,,1.1,9.5,uJy,nightly_stack_n8,nondet_3sig_limit_20.23
59891.03076,ATLAS,o,,,-16.0,38.0,uJy,nightly_stack_n1,nondet_3sig_limit_18.76
59892.80875,ATLAS,o,,,-3.7,15.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.76
59894.23209,ATLAS,o,,,4.1,7.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.34
59896.23023,ATLAS,o,,,-0.4,10.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.20
59898.26876,ATLAS,c,,,6.1,6.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.35
59900.20193,ATLAS,o,,,3.8,8.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.24
59902.2477,ATLAS,c,,,-1.5,7.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.58
59916.22253,ATLAS,o,,,14.3,16.5,uJy,nightly_stack_n2,nondet_3sig_limit_19.39
60035.14866,ATLAS,c,,,11.0,7.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.14
60036.40584,ATLAS,o,,,-16.9,13.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.88
60039.38656,ATLAS,o,,,0.5,12.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.93
60040.36342,ATLAS,o,,,-24.7,15.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.71
60042.40169,ATLAS,o,,,1.1,14.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.75
60044.41054,ATLAS,o,,,-11.3,17.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.62
60048.40219,ATLAS,o,,,-15.1,15.2,uJy,nightly_stack_n5,nondet_3sig_limit_19.76
60050.14486,ATLAS,o,,,-11.7,6.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.60
60051.35728,ATLAS,c,,,-7.9,11.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.02
60054.35568,ATLAS,c,,,-14.1,6.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.68
60063.39581,ATLAS,c,,,3.1,7.6,uJy,nightly_stack_n5,nondet_3sig_limit_20.36
60065.12859,ATLAS,o,,,-6.1,7.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.51
60066.34089,ATLAS,o,,,-12.1,8.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.34
60067.24857,ATLAS,o,,,-10.0,16.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.70
60068.08559,ATLAS,o,,,-9.6,12.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.00
60070.29652,ATLAS,o,,,4.7,15.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.60
60071.07261,ATLAS,o,,,-14.8,12.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.97
60073.99105,ATLAS,o,,,0.2,30.0,uJy,nightly_stack_n2,nondet_3sig_limit_19.01
60074.00298,ATLAS,o,,,-20.2,29.3,uJy,nightly_stack_n2,nondet_3sig_limit_19.04
60080.16161,ATLAS,c,,,1.3,5.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.75
60084.34733,ATLAS,o,,,-27.4,77.3,uJy,nightly_stack_n4,nondet_3sig_limit_17.99
60089.06758,ATLAS,c,,,0.0,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.75
60092.03326,ATLAS,c,,,-6.2,5.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.88
60096.24258,ATLAS,o,,,-31.0,16.8,uJy,nightly_stack_n2,nondet_3sig_limit_19.64
60100.99432,ATLAS,o,,,16.9,20.1,uJy,nightly_stack_n3,nondet_3sig_limit_19.18
60101.02361,ATLAS,o,,,-22.0,28.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.09
60106.29199,ATLAS,o,,,14.0,29.0,uJy,nightly_stack_n1,nondet_3sig_limit_18.89
60108.21231,ATLAS,c,,,-4.4,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.75
60111.2783,ATLAS,c,,,5.8,5.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.52
60114.2844,ATLAS,c,,,-2.3,6.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.63
60118.96534,ATLAS,o,,,-8.1,7.8,uJy,nightly_stack_n3,nondet_3sig_limit_20.47
60119.01106,ATLAS,o,,,11.0,13.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.65
60123.20688,ATLAS,o,,,2.8,13.5,uJy,nightly_stack_n2,nondet_3sig_limit_19.81
60125.98781,ATLAS,o,,,11.9,13.8,uJy,nightly_stack_n2,nondet_3sig_limit_19.59
60127.55304,ATLAS,o,,,9.8,14.7,uJy,nightly_stack_n8,nondet_3sig_limit_19.57
60132.29122,ATLAS,o,,,7.9,29.3,uJy,nightly_stack_n4,nondet_3sig_limit_18.95
60133.30842,ATLAS,o,,,3.8,10.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.06
60136.90416,ATLAS,c,,,0.3,3.9,uJy,nightly_stack_n4,nondet_3sig_limit_21.22
60138.28356,ATLAS,o,,,10.3,7.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.11
60139.26612,ATLAS,o,,,-8.8,6.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.73
60140.04284,ATLAS,c,,,15.0,7.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.94
60143.03454,ATLAS,c,,,5.4,4.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.67
60145.33208,ATLAS,o,,,259.0,242.0,uJy,nightly_stack_n1,nondet_3sig_limit_16.42
60154.17373,ATLAS,o,,,-19.9,10.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.19
60160.56573,ATLAS,o,,,-3.1,10.1,uJy,nightly_stack_n7,nondet_3sig_limit_20.20
60161.01855,ATLAS,o,,,-10.0,29.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.05
60162.23753,ATLAS,o,,,5946.0,5091.0,uJy,nightly_stack_n1,nondet_3sig_limit_13.08
60164.01282,ATLAS,o,,,-2.7,8.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.36
60166.96234,ATLAS,o,,,-12.7,7.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.50
60168.21756,ATLAS,c,,,2.8,4.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.85
60169.23008,ATLAS,c,,,2.5,5.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.78
60169.97155,ATLAS,o,,,-6.1,6.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.69
60171.18801,ATLAS,c,,,8.5,5.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.47
60174.15704,ATLAS,c,,,3.0,8.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.30
60176.0554,ATLAS,o,,,-8.2,9.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.31
60178.16421,ATLAS,c,,,8.5,5.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.44
60180.14876,ATLAS,o,,,1.5,7.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.39
60183.12912,ATLAS,o,,,-8.8,13.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.89
60188.92385,ATLAS,o,,,36.2,19.3,uJy,nightly_stack_n4,nondet_3sig_limit_18.96
60190.88788,ATLAS,o,,,0.0,18.0,uJy,nightly_stack_n1,nondet_3sig_limit_19.57
60192.15797,ATLAS,o,,,-13.1,15.6,uJy,nightly_stack_n4,nondet_3sig_limit_19.72
60193.90186,ATLAS,c,,,2.8,4.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.80
60199.85356,ATLAS,c,,,8.4,4.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.52
60201.12236,ATLAS,o,,,5.5,8.1,uJy,nightly_stack_n3,nondet_3sig_limit_20.22
60204.09735,ATLAS,o,,,3.3,9.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.10
60205.83903,ATLAS,c,,,1.1,4.3,uJy,nightly_stack_n4,nondet_3sig_limit_21.03
60208.11729,ATLAS,o,,,-9.0,7.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.54
60211.05722,ATLAS,o,,,-7.4,11.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.04
60214.86461,ATLAS,o,,,-20.4,16.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.67
60216.11495,ATLAS,o,,,7.0,19.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.36
60217.12939,ATLAS,o,,,-12.3,14.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.81
