mjd,source,band,mag_AB,mag_err,flux,flux_err,flux_unit,meta,note
60939.088,ATLAS,c,,,-10.3,12.2,uJy,nightly_stack_n3,nondet_3sig_limit_19.99
60942.82001,ATLAS,o,,,10.4,6.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.18
60943.81432,ATLAS,o,,,6.7,6.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.35
60945.07073,ATLAS,o,,,-27.8,10.7,uJy,nightly_stack_n4,nondet_3sig_limit_20.13
60946.06619,ATLAS,o,,,-3.2,9.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.27
60947.07496,ATLAS,o,,,-2.8,10.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.19
60948.81696,ATLAS,o,,,-4.5,11.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.11
60954.08536,ATLAS,o,,,1.7,22.3,uJy,nightly_stack_n4,nondet_3sig_limit_19.31
60955.43103,ATLAS,o,,,-16.7,14.5,uJy,nightly_stack_n5,nondet_3sig_limit_19.80
60956.33653,ATLAS,o,,,-22.8,12.3,uJy,nightly_stack_n4,nondet_3sig_limit_19.98
60957.5005,ATLAS,o,,,-3.7,8.6,uJy,nightly_stack_n8,nondet_3sig_limit_20.37
60960.08567,ATLAS,o,,,4.1,8.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.27
60960.79204,ATLAS,c,,,3.0,9.9,uJy,nightly_stack_n2,nondet_3sig_limit_20.11
60961.29494,ATLAS,c,,,8.0,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.35
60963.04773,ATLAS,o,,,-53.5,30.9,uJy,nightly_stack_n4,nondet_3sig_limit_18.98
60963.78073,ATLAS,c,,,-0.1,4.7,uJy,nightly_stack_n4,nondet_3sig_limit_21.02
60966.77108,ATLAS,c,,,5.6,6.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.43
60968.25334,ATLAS,c,,,4.8,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.52
60969.13483,ATLAS,o,,,-6.6,11.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.05
60969.79867,ATLAS,c,,,-6.1,6.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.70
60972.78404,ATLAS,c,,,3.4,6.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.49
60974.99805,ATLAS,o,,,44.0,45.0,uJy,nightly_stack_n1,nondet_3sig_limit_18.27
60975.38349,ATLAS,o,,,-6.2,9.8,uJy,nightly_stack_n6,nondet_3sig_limit_20.23
60981.44525,ATLAS,o,,,-11.5,11.7,uJy,nightly_stack_n8,nondet_3sig_limit_20.03
60984.79403,ATLAS,o,,,-35.1,18.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.52
60987.03276,ATLAS,o,,,-16.0,8.8,uJy,nightly_stack_n4,nondet_3sig_limit_20.34
60991.22887,ATLAS,o,,,-6.9,9.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.32
60992.23868,ATLAS,o,,,4.1,14.4,uJy,nightly_stack_n2,nondet_3sig_limit_19.71
60994.2753,ATLAS,c,,,2.9,8.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.25
61004.19147,ATLAS,o,,,9.0,47.0,uJy,nightly_stack_n1,nondet_3sig_limit_18.46
61005.23805,ATLAS,o,,,-3.8,13.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.92
61006.21648,ATLAS,o,,,-12.2,15.6,uJy,nightly_stack_n4,nondet_3sig_limit_19.72
61010.24317,ATLAS,o,,,-5.3,14.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.81
61011.2141,ATLAS,o,,,-10.5,13.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.92
61126.62809,ATLAS,c,,,-10.2,9.6,uJy,nightly_stack_n4,nondet_3sig_limit_20.26
61129.14178,ATLAS,o,,,20.8,9.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.64
61130.62354,ATLAS,o,,,0.9,13.3,uJy,nightly_stack_n4,nondet_3sig_limit_19.88
61131.40169,ATLAS,o,,,-32.2,19.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.50
61133.51447,ZTF_ZFPS,r,,,8.4,17.68,uJy,req479160_diffimage,nondet_diffmaglim_18.51
61134.51317,ZTF_ZFPS,r,,,13.07,17.11,uJy,req479160_diffimage,nondet_diffmaglim_18.51
61135.14431,ATLAS,o,,,2.1,9.5,uJy,nightly_stack_n4,nondet_3sig_limit_20.18
61137.50801,ZTF_ZFPS,r,,,-10.32,7.1,uJy,req479160_diffimage,nondet_diffmaglim_19.53
61138.14967,ATLAS,o,,,-8.7,11.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.09
61138.50829,ZTF_ZFPS,r,,,-9.4,7.08,uJy,req479160_diffimage,nondet_diffmaglim_19.49
61140.3185,ATLAS,o,,,-17.9,14.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.79
61140.50547,ZTF_ZFPS,r,,,-9.82,6.41,uJy,req479160_diffimage,nondet_diffmaglim_19.56
61143.39963,ATLAS,o,,,52.5,138.4,uJy,nightly_stack_n3,nondet_3sig_limit_17.23
61144.15317,ATLAS,c,,,5.3,6.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.43
61145.49947,ZTF_ZFPS,r,,,-0.13,5.2,uJy,req479160_diffimage,nondet_diffmaglim_19.89
61147.49736,ZTF_ZFPS,r,,,2.51,7.32,uJy,req479160_diffimage,nondet_diffmaglim_19.53
61148.49635,ZTF_ZFPS,r,,,-10.98,5.49,uJy,req479160_diffimage,nondet_diffmaglim_19.69
61149.38169,ATLAS,o,,,-16.6,9.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.29
61154.61275,ATLAS,c,,,-5.1,7.3,uJy,nightly_stack_n4,nondet_3sig_limit_20.56
61156.36494,ATLAS,o,,,-2.3,9.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.22
61157.34958,ATLAS,o,,,-4.9,9.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.22
61159.47791,ATLAS,o,,,-2.2,8.3,uJy,nightly_stack_n8,nondet_3sig_limit_20.41
61160.44282,ATLAS,o,,,9.8,8.4,uJy,nightly_stack_n8,nondet_3sig_limit_20.04
61161.10753,ATLAS,o,,,-2.9,9.7,uJy,nightly_stack_n5,nondet_3sig_limit_20.24
61162.33148,ATLAS,o,,,9.0,17.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.45
61163.33435,ATLAS,o,,,5.5,15.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.64
61164.06375,ATLAS,o,,,-3.9,10.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.17
61165.45827,ATLAS,o,,,8.4,8.6,uJy,nightly_stack_n8,nondet_3sig_limit_20.07
61166.61223,ATLAS,o,,,350.3,144.9,uJy,nightly_stack_n4,nondet_3sig_limit_16.66
61171.48011,ATLAS,o,,,8.1,8.8,uJy,nightly_stack_n8,nondet_3sig_limit_20.06
61172.5684,ATLAS,o,,,-7.0,7.4,uJy,nightly_stack_n4,nondet_3sig_limit_20.54
61174.34577,ATLAS,c,,,-5.0,6.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.77
61177.39255,ATLAS,c,,,2.3,4.8,uJy,nightly_stack_n5,nondet_3sig_limit_20.84
61178.34703,ATLAS,c,,,2.2,5.4,uJy,nightly_stack_n5,nondet_3sig_limit_20.73
61180.33226,ATLAS,c,,,-7.3,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.74
61183.35028,ATLAS,c,,,12.5,7.0,uJy,nightly_stack_n4,nondet_3sig_limit_20.09
61183.53901,ATLAS,o,,,-9.8,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.75
61184.54411,ATLAS,o,,,-6.5,6.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.74
61185.04526,ATLAS,o,,,-2.9,8.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.44
61187.2898,ATLAS,o,,,-9.5,9.1,uJy,nightly_stack_n4,nondet_3sig_limit_20.30
61188.02341,ATLAS,o,,,12.1,21.7,uJy,nightly_stack_n4,nondet_3sig_limit_19.18
61189.38675,ATLAS,o,,,9.5,8.0,uJy,nightly_stack_n8,nondet_3sig_limit_20.08
61190.39757,ATLAS,o,,,12.5,8.5,uJy,nightly_stack_n8,nondet_3sig_limit_19.95
61191.01257,ATLAS,o,,,-8.6,14.0,uJy,nightly_stack_n4,nondet_3sig_limit_19.84
61198.38682,ATLAS,o,20.278,0.347,28.1,9.0,uJy,nightly_stack_n4,marginal_3-5sigma
61199.30931,ATLAS,o,,,10.1,9.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.91
61202.53348,ATLAS,o,19.991,0.211,36.6,7.1,uJy,nightly_stack_n4,detection
61204.28945,ATLAS,o,,,17.8,43.3,uJy,nightly_stack_n4,nondet_3sig_limit_18.48
61207.50716,ATLAS,c,19.948,0.159,38.1,5.6,uJy,nightly_stack_n4,detection
61208.57425,ATLAS,c,20.1,0.161,33.1,4.9,uJy,nightly_stack_n5,detection
61208.92055,ATLAS,o,,,17.0,7.5,uJy,nightly_stack_n4,nondet_3sig_limit_19.91
61210.39093,ATLAS,o,,,15.0,6.0,uJy,nightly_stack_n5,nondet_3sig_limit_20.11
61211.26559,ATLAS,c,,,-73.4,83.3,uJy,nightly_stack_n4,nondet_3sig_limit_17.91
61213.25021,ATLAS,o,20.171,0.303,31.0,8.7,uJy,nightly_stack_n4,marginal_3-5sigma
61214.27267,ATLAS,o,,,18.1,6.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.98
61214.48252,ATLAS,c,20.275,0.207,28.2,5.4,uJy,nightly_stack_n4,detection
61216.23107,ATLAS,o,20.08,0.26,33.7,8.1,uJy,nightly_stack_n4,marginal_3-5sigma
61217.19733,ATLAS,o,,,12.9,9.1,uJy,nightly_stack_n4,nondet_3sig_limit_19.89
61218.31581,Rubin_LSST_diff,i,20.815,0.018,17145.0,281.0,nJy,visit_2026062600682_det131,alert_detection reliability=1.0000 templateFlux=1085+/-110nJy
61218.31581,Rubin_LSST_template,i,23.811,0.11,1085.0,110.0,nJy,visit_2026062600682,underlying source in deep template at transient position
61219.42838,ATLAS,o,,,16.1,10.8,uJy,nightly_stack_n4,nondet_3sig_limit_19.68
61220.43103,ATLAS,o,,,27.3,16.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.17
61226.38754,ATLAS,o,20.371,0.254,25.8,6.0,uJy,nightly_stack_n8,marginal_3-5sigma
61227.0167,ATLAS,o,,,20.4,11.9,uJy,nightly_stack_n4,nondet_3sig_limit_19.53
61228.31449,ATLAS,o,20.205,0.292,30.1,8.1,uJy,nightly_stack_n4,marginal_3-5sigma
61228.32884,Rubin_LSST_diff,i,21.198,0.02,12042.0,225.0,nJy,visit_2026070600706_det40,alert_detection reliability=1.0000 templateFlux=949+/-122nJy
61228.32884,Rubin_LSST_template,i,23.957,0.14,949.0,122.0,nJy,visit_2026070600706,underlying source in deep template at transient position
61229.30928,ATLAS,o,,,-3.1,11.2,uJy,nightly_stack_n4,nondet_3sig_limit_20.08
61230.03456,ATLAS,o,,,-15.2,12.2,uJy,nightly_stack_n4,nondet_3sig_limit_19.99
61231.23473,Rubin_LSST_template,i,23.79,0.109,1107.0,111.0,nJy,visit_2026070900419,underlying source in deep template at transient position
61231.23473,Rubin_LSST_diff,i,21.135,0.043,12761.0,509.0,nJy,visit_2026070900419_det142,alert_detection reliability=1.0000 templateFlux=1107+/-111nJy
61231.31618,ATLAS,o,,,-5.1,13.4,uJy,nightly_stack_n4,nondet_3sig_limit_19.89
61232.48628,ATLAS,o,,,4.6,5.9,uJy,nightly_stack_n4,nondet_3sig_limit_20.53
61233.3079,Rubin_LSST_template,r,23.963,0.053,944.0,46.0,nJy,visit_2026071100710,underlying source in deep template at transient position
61233.3079,Rubin_LSST_diff,r,21.122,0.016,12913.0,195.0,nJy,visit_2026071100710_det96,alert_detection reliability=1.0000 templateFlux=944+/-46nJy
