source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,pmra,pmdec,ruwe,num_obs_g_fov,gls_freq_g_fov,gls_freq_ampl_g_fov,gls_freq_fap_g_fov,nhm_fund_freq_g_fov,spearman_corr_ipd_g_fov,spearman_corr_exf_g_fov,scan_angle_model_ampl_sig_g_fov,M_G,spin_dist,in_jestin,jestin_var,in_tier1,in_tier2,checked,steen,vsx_period,vsx_type,main_id
357457350520905216,26.648907016930192,49.24526434957298,17.64362910023384,214.6982,16.992226,0.31349564,7.248125464597212,-8.951886622252855,0.95368826,41,11.663507037542,0.9047267,1.2247398315428014e-14,11.66352133293495,0.025783973,0.11128132,1.2250358,13.22516559788538,0.3204929624579993,True,False,True,False,False,False,0.171476,EW:,ATO J026.6489+49.2452
381335822504421376,10.255021316804982,41.74135152215778,6.858281991864711,55.59311,17.980816,0.3722248,-8.38558482849758,-37.71126404572581,0.9674191,37,0.954192065637,0.86605376,4.18894650915217e-10,0.9542131737439082,-0.08985301,-0.054505005,0.4817818,12.16189269012458,3.045807934363,True,True,True,False,False,False,,WD,PSO J010.2550+41.7413
1004340654352214656,98.30762274978098,57.93593289817627,1.6236864920240344,16.168604,17.600643,-0.20562363,-3.633344969510526,-2.811471411577319,0.99326384,51,3.822874840131,0.9205716,1.9509391507710285e-21,3.82285740918538,0.06570136,-0.13826531,1.1618469,8.653153888294849,0.177125159869,True,True,True,False,False,False,0.261584,VAR,GALEX J063313.8+575609
2120335400240968448,278.3100552687158,48.48679947578084,1.2052471714868107,22.535143,17.084867,-0.51159096,-9.212182658209116,-20.370665562154997,1.054793,46,1.096742704007,0.898866,1.4198981968445098e-16,1.0967269529014774,-0.17866173,0.068292685,1.1182197,7.490247604699256,2.903257295993,True,True,True,False,False,False,0.91175692,ROT/WD,GALEX J183314.4+482912
2795150147707769728,9.460283171440098,19.026664333122532,5.025736191598219,35.06515,17.991533,-0.36561584,14.994878930828298,-2.856456245608353,0.9420044,48,1.31570182719,0.83156526,8.870447845086411e-13,1.31565292751481,0.22948328,-0.022672065,2.149803,11.497531440443044,2.68429817281,True,False,True,False,False,False,,WD,GALEX J003750.4+190136
3162999910335737216,110.86357556676836,12.210138285733112,1.188524836212072,11.476093,17.59004,-0.502388,-10.35723269282879,-0.8963351768583536,0.9891655,26,2.714916062566,0.86334527,2.963539987410682e-05,2.7150173551567196,0.3408547,0.16363636,2.2626789,7.965081307338895,1.285083937434,True,True,False,False,False,,0.368326,R,
1203263915795342336,240.94205667792104,19.594395218504182,4.25078886544562,34.505703,18.712383,0.35661125,12.020465682503524,-8.025712291901,1.0764694,47,0.001015796093,0.8795846,2.1841018531038085e-15,0.0009787068282972,-0.013413506,-0.18483841,1.5001073,11.854730671566877,3.998984203907,False,,True,False,False,False,0.05693,AM,AT 2024loi
6248050248764273664,237.8712932864132,-19.23838326971679,6.580606340788688,41.56945,18.052988,0.49196815,-106.87768910120356,28.234872372843085,0.9809468,57,0.04823864516,0.5501638,4.8042979198541314e-05,0.0482136594135862,0.3316697,-0.0037104073,5.0095596,12.144317557983603,3.95176135484,False,,False,False,False,,,CV,
6802618144005794304,314.63735772750476,-25.520491690172204,3.3599896410950167,6.7354364,19.646433,0.40603447,-1.7521213029840352,-4.156796743936213,1.107149,65,5.63566530484,0.5713377,5.065756439169532e-07,5.635702724503628,0.34069055,0.11746606,6.3207707,12.278122692273314,1.6356653048399998,False,,True,False,False,False,0.354884,E,Gaia DR3 6802618144005794304
4584894081155993472,275.8507044463091,25.86751773341086,7.701578661726924,8.745723,19.791325,1.0001373,-1.6198965928447346,-1.1168633548056597,4.1225414,52,0.398125318849,0.5810372,8.351472969843518e-05,0.3981238881240947,-0.027576197,-0.12417195,0.6257253,14.224223777683696,3.601874681151,False,,False,False,False,,,UGSS,
