###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59612.087642 -21.061  1.279   -14   18 o  0   1.52  77.79369 -68.95426  8885.12  9060.02 2.73 2.60  15.0 -0.459 19.24 21.09 04a59612o0130o
59612.098268  20.985  1.586    15   23 o  0   0.93  77.79369 -68.95426   233.30  9135.59 3.26 2.52 -88.0 -0.444 19.21 21.30 04a59612o0153o
59616.119260  23.209 10.000     2   19 o  0   1.42  77.79369 -68.95426  8889.32  8972.91 2.78 2.41   5.1 -0.482 19.17 20.98 04a59616o0103o
59616.122932  20.633  0.908    20   18 o  0   1.17  77.79369 -68.95426  8897.96  9011.66 2.63 2.34   5.2 -0.460 19.28 21.01 04a59616o0111o
59616.128914  21.096  1.534    13   20 o  0   1.05  77.79369 -68.95426  8829.49  8926.27 2.65 2.24   9.1 -0.473 19.23 21.03 04a59616o0124o
59616.137191  19.808  0.437    43   19 o  0   1.06  77.79369 -68.95426   258.87  9036.17 2.76 2.27 -76.1 -0.469 19.34 21.30 04a59616o0142o
59616.138556 -20.316  0.642   -27   17 o  0   1.30  77.79369 -68.95426  8787.83  9037.48 2.58 2.30   7.6 -0.462 19.30 21.05 04a59616o0145o
59616.141770  20.700  0.963    19   18 o  0   1.34  77.79369 -68.95426   267.25  9072.84 3.12 2.53  88.6 -0.463 19.27 21.32 04a59616o0152o
59616.147362 -20.289  0.708   -28   20 o  0   0.96  77.79369 -68.95426   203.76  9000.06 2.89 2.33 -86.2 -0.475 19.27 21.36 04a59616o0164o
59616.161507  21.673  2.324     8   18 o  0   1.07  77.79369 -68.95426   155.83  9119.17 2.96 2.40  86.9 -0.445 19.24 21.33 04a59616o0194o
59617.820518 -20.067  0.486   -34   17 o  0   7.85  77.79369 -68.95426  4135.76  3981.06 2.57 2.07  83.2 -0.571 18.95 20.71 03a59618o0128o
59617.823292  22.535  4.316     4   15 o  0   1.83  77.79369 -68.95426  4154.20  4018.15 2.56 2.06  81.9 -0.573 19.04 20.70 03a59618o0134o
