recno,WDJname,GaiaDR3,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,plx,e_plx,Gmag,RPmag,BPmag,gmag,rmag,Variable,Periodic,Freq,gAmp,rAmp,Class,Note,Simbad
213,WDJ182408.25+351618.66,2095603539740855296,276.03446310114,0.026925,35.27176222557,0.029083,5.2073,0.0338,15.8913,16.0126,15.8170,15.73639,16.17352,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
214,WDJ184213.78+375832.86,2097692474389579392,280.55756634228,0.061293,37.97604963796,0.069563,4.8114,0.0731,17.3924,17.3538,17.2860,17.24179,17.50574,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
215,WDJ181222.75+432107.27,2114811453822316160,273.09480529986,0.029820,43.35229647968,0.034409,17.2120,0.0345,16.2436,16.2491,16.2541,16.19440,16.38827,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
216,WDJ183040.20+451825.65,2118062851443364096,277.66756315700,0.051792,45.30708332814,0.061524,6.6970,0.0595,17.3043,17.2274,17.3364,17.28276,17.40799,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
217,WDJ183314.43+482912.80,2120335400240968448,278.31005526872,0.047803,48.48679947578,0.058370,1.2052,0.0535,17.0849,17.4332,16.9216,16.82511,17.42848,True,True,1.0967030423,0.134313200,0.140274745,Unknown_type,---,Simbad
218,WDJ182606.04+482911.30,2120456419536355456,276.52510376797,0.029935,48.48675000631,0.032148,7.3821,0.0320,16.2782,16.2958,16.2877,16.21612,16.43252,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
219,WDJ181824.35+465721.46,2121629147470776704,274.60150550821,0.066744,46.95593014911,0.060861,1.5622,0.0664,17.5060,17.5185,17.3971,17.38549,17.76508,True,True,6.4270349853,0.174640055,0.392846280,WD-MS_binaries,---,Simbad
220,WDJ191931.09+443243.88,2126940892444693760,289.87947062537,0.036264,44.54545952854,0.041854,1.8667,0.0424,16.5667,16.8222,16.4260,16.41089,16.93615,True,True,3.8579467267,0.077757590,0.139859860,WD-MS_binaries,in_SIMBAD_(CV),Simbad
221,WDJ193914.79+482641.28,2128767627936545280,294.81146097087,0.039671,48.44464699621,0.050120,4.4017,0.0477,16.4296,16.6840,16.2741,16.23940,16.72047,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
222,WDJ190151.48+543853.29,2140742026816727936,285.46451219091,0.089714,54.64789367542,0.082875,11.8475,0.0847,17.4524,17.0193,17.4825,17.46685,17.36561,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
223,WDJ191446.09+593442.02,2143606976159946496,288.69214527154,0.067066,59.57820415397,0.075647,3.4880,0.0723,17.6836,17.8878,17.6261,17.55306,17.94139,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
224,WDJ184516.50+501542.25,2144164707730692992,281.31876691774,0.059850,50.26170521470,0.060484,2.0372,0.0643,17.3074,17.6013,17.1623,17.10246,17.61778,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
225,WDJ184506.31+505412.15,2144580907240525568,281.27627123951,0.065184,50.90333560100,0.075305,1.2038,0.0696,17.8024,17.9159,17.7288,17.66792,18.12972,True,True,4.1716729438,0.110281950,0.243209500,WD-MS_binaries,---,Simbad
226,WDJ184716.63+533749.81,2146494091832635520,281.81933018328,0.064247,53.63055470833,0.070583,1.2917,0.0690,17.6251,17.6289,17.5721,17.54580,17.93641,True,True,3.0012952299,0.122836625,0.209099240,WD-MS_binaries,---,Simbad
227,WDJ190319.56+603552.65,2155960371551164416,285.83306208213,0.019798,60.59833956276,0.020655,24.2583,0.0198,15.0145,15.0024,15.0430,14.98156,15.15874,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
228,WDJ210111.97+452021.22,2163427876590946560,315.30029460800,0.028629,45.33892508882,0.035593,9.0570,0.0359,16.1939,16.1142,16.2526,16.21471,16.32526,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
229,WDJ204044.65+492005.24,2167899311189012736,310.18547654966,0.066283,49.33458724685,0.063716,6.4926,0.0718,17.7468,17.7727,17.7791,17.73201,17.90821,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
230,WDJ214959.19+540839.50,2173871656498100096,327.49960708176,0.047093,54.14498829399,0.041854,9.3008,0.0527,16.8547,16.8522,16.8807,16.85649,17.01262,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
231,WDJ212409.00+555520.78,2177866074856588928,321.03785232479,0.075575,55.92280375371,0.080978,6.0881,0.0848,17.9009,17.9041,17.9383,17.87528,18.05005,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
232,WDJ202532.94+551656.48,2186782465621398656,306.38727163997,0.080370,55.28236283444,0.081107,6.9422,0.0852,17.8129,17.8253,17.8642,17.80801,17.98494,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
233,WDJ203724.74+570846.01,2187273294481108352,309.35310775421,0.051782,57.14635923865,0.047886,9.0318,0.0538,17.1528,17.1457,17.1893,17.14204,17.28204,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
234,WDJ212738.67+593755.72,2191618770599895296,321.91133242847,0.049865,59.63225600038,0.046273,4.1459,0.0555,16.8707,16.9225,16.8603,16.80320,17.10437,True,True,11.0614036937,0.062096880,0.114813250,---,---,Simbad
235,WDJ205826.67+621720.81,2195949639517287936,314.61111792441,0.078456,62.28907704627,0.079507,4.3926,0.0937,17.3925,17.4887,17.3119,17.26215,17.59247,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
236,WDJ215704.34+554842.88,2198121724740033408,329.26819054519,0.079861,55.81194184693,0.088373,2.5017,0.0940,17.9983,17.8130,17.9899,17.98588,18.10691,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
237,WDJ222539.00+655030.47,2206722349507123456,336.41289189187,0.045504,65.84184975145,0.043546,3.8428,0.0487,16.8750,17.0914,16.7585,16.74727,17.14933,True,True,15.0195884967,0.105967530,0.108965250,---,---,Simbad
238,WDJ225039.96+632838.33,2208124536065383424,342.66769939065,0.032255,63.47712830332,0.032115,12.3891,0.0362,16.4202,16.2216,16.4857,16.51670,16.28350,True,False,0.0000000000,0.570634490,0.743906325,---,"FAR,_in_SIMBAD_(CV)",Simbad
239,WDJ232411.16+653053.05,2210180554096762624,351.04663019400,0.027285,65.51476211254,0.027174,2.8037,0.0324,16.1198,16.2266,16.0452,16.06926,16.37870,True,True,3.2886204359,0.179932970,0.179659400,---,---,Simbad
240,WDJ231927.46+663035.80,2210509235053668992,349.86431644428,0.084780,66.50990328321,0.079550,3.9908,0.0972,17.9869,17.9576,17.6652,17.63638,18.00464,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
241,WDJ233707.48+690829.14,2214388728691905408,354.28119182151,0.083662,69.14135653636,0.078944,4.4671,0.0961,17.6619,17.7159,17.5472,17.52484,17.83051,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
242,WDJ215512.94+631058.64,2216491579042731776,328.80436371165,0.064825,63.18300323627,0.070785,8.8124,0.0730,17.6722,17.6949,17.7044,17.66807,17.84911,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
243,WDJ225546.01+724337.88,2230104696925290368,343.94091902345,0.078228,72.72698608367,0.070156,7.0288,0.0844,17.7637,17.7703,17.8004,17.71236,17.91380,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
244,WDJ200854.45+594158.89,2236516121030893568,302.22732049659,0.078583,59.69926321793,0.090824,14.6535,0.0885,17.7817,17.2226,18.1127,18.21542,17.72121,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
245,WDJ195709.84+600202.36,2237288944557097600,299.29095427394,0.076347,60.03395067526,0.077958,1.0597,0.0799,17.9080,17.9958,17.8100,17.83424,18.18377,True,True,4.7979800791,0.135797120,0.253232210,WD-MS_binaries,---,Simbad
246,WDJ192853.87+610547.60,2240031951187372928,292.22411831091,0.039519,61.09687494814,0.040013,11.7235,0.0419,16.4244,16.4241,16.4554,16.37460,16.57583,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
247,WDJ202050.02+691244.23,2250247788602155904,305.20809567445,0.060479,69.21230535464,0.072418,4.2092,0.0630,16.9788,17.2181,16.8553,16.79547,17.23146,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
248,WDJ195502.57+704256.21,2251592280865926912,298.76059594102,0.071887,70.71573019075,0.074798,5.5392,0.0753,17.6361,17.7980,17.6076,17.51713,17.84625,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
249,WDJ181144.96+654916.42,2257524940668800128,272.93728230073,0.071281,65.82097515200,0.071164,6.9851,0.0695,17.6452,17.6596,17.6753,17.59405,17.77338,True,True,290.5079618282,0.093870200,0.101660000,ZZ_Ceti,---,Simbad
250,WDJ180115.37+721848.76,2260805780286092032,270.31365752326,0.030753,72.31360862100,0.035007,7.8038,0.0328,16.0270,16.1279,15.9962,15.93579,16.21427,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
251,WDJ201120.24+771026.73,2290479876836755840,302.83479781383,0.047497,77.17432598261,0.043850,10.1187,0.0457,16.7024,16.7994,16.6922,16.61326,16.88869,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
252,WDJ035732.85+404842.66,230146136092951296,59.38697515920,0.165581,40.81187939895,0.110138,3.7967,0.2089,17.9431,17.5616,17.5727,17.51584,17.71938,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
253,WDJ005459.15-273019.33,2342611713134728832,13.74668628734,0.050600,-27.50558521072,0.049029,12.2426,0.0703,16.9776,16.9613,16.9888,16.92134,17.08664,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
254,WDJ003348.97-225639.72,2348513096982909312,8.45419811464,0.106233,-22.94442022577,0.098962,5.7871,0.1282,17.9857,17.9647,18.0398,17.96636,18.10370,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
255,WDJ003611.76-173239.56,2364297204875140224,9.04916284240,0.108515,-17.54428177261,0.101826,2.0250,0.1343,17.7767,17.9316,17.6947,17.63758,18.02739,True,True,8.4941866423,0.101584180,0.168948675,---,---,Simbad
256,WDJ033543.61+402803.17,236703211125673344,53.93189062278,0.071996,40.46753186417,0.059083,7.9200,0.0965,17.4016,17.3741,17.4431,17.35337,17.54143,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
257,WDJ005546.41-150451.99,2371650330620404224,13.94465215258,0.073707,-15.08131482934,0.050611,7.6685,0.0893,17.3580,17.3153,17.3965,17.28676,17.47845,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
258,WDJ005833.45-142843.24,2372072298271576832,14.63948248770,0.094599,-14.47839220001,0.067007,5.9711,0.1256,17.8642,18.0194,17.9687,17.82170,17.98749,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
259,WDJ003512.88-122508.84,2375576682347401216,8.80434558904,0.067421,-12.41979326900,0.059814,18.9865,0.0877,16.8881,16.6748,16.9889,16.99425,16.90990,True,True,38.6505498737,0.116807880,0.089115955,Spotted_variables,---,Simbad
260,WDJ004147.33-133546.73,2375950378861879040,10.44747825587,0.104888,-13.59630265131,0.062879,6.1667,0.1297,17.8818,17.8840,17.8846,17.83953,17.99772,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
261,WDJ225645.31-243932.97,2383855218925266560,344.18921986020,0.076920,-24.65935568625,0.082989,7.5537,0.0970,17.4710,17.0592,17.2210,17.13138,17.22824,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
262,WDJ230840.77-214459.60,2386223463892847872,347.17132699301,0.022063,-21.75032269121,0.024783,30.5144,0.0261,13.7660,13.8961,13.7175,13.65514,13.96036,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
263,WDJ233852.80-182612.68,2393875961742886656,354.72036510138,0.030722,-18.43747869168,0.030709,26.8758,0.0387,15.4875,15.2388,15.6238,15.61220,15.52963,True,True,3.2213893311,0.084638170,0.073890860,Spotted_variables,in_SIMBAD_(V*),Simbad
264,WDJ233536.62-161743.66,2395444208921491456,353.90299257994,0.019455,-16.29609284413,0.017440,41.0794,0.0223,13.4025,13.4707,13.3858,13.30421,13.56886,False,False,0.0000000000,0.000000000,0.000000000,---,in_SIMBAD_(V*),Simbad
265,WDJ230429.81-183747.95,2399970451616401280,346.12448924482,0.152357,-18.63008590102,0.153763,7.3043,0.1838,17.9847,17.5389,18.0544,18.00385,18.08609,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
266,WDJ225216.48-145907.61,2404891590784758784,343.06869200964,0.110081,-14.98538788355,0.081195,7.4071,0.1090,17.4647,17.4193,17.4927,17.44319,17.59450,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
267,WDJ230047.06-125054.98,2411529617359368960,345.19625815549,0.064282,-12.84860777872,0.056607,3.2163,0.0673,16.6928,16.9443,16.5580,16.52612,16.98232,True,True,1.4386264778,0.078142200,0.106637975,---,---,Simbad
268,WDJ235542.72-164924.98,2415294924993433216,358.92813348070,0.076766,-16.82370092090,0.073672,7.9387,0.0900,17.4100,17.3997,17.4566,17.37036,17.53892,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
269,WDJ003530.33-080905.69,2427145530036978816,8.87626878684,0.085872,-8.15171884902,0.070650,8.5444,0.0948,17.3139,17.2916,17.3535,17.28210,17.42952,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
270,WDJ000555.90-100213.55,2428675569186550784,1.48329995531,0.118372,-10.03699644745,0.076858,6.6364,0.1422,17.9442,18.2064,17.8408,17.81093,18.23889,True,True,0.4739710173,0.154869440,0.180676860,---,---,Simbad
271,WDJ235943.81-074038.08,2441483303397892608,359.93232605459,0.071093,-7.67764761455,0.059944,10.6364,0.0816,16.8658,16.8525,16.9031,16.81242,16.97663,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
272,WDJ000830.57-034941.84,2445199961937383424,2.12745057087,0.121705,-3.82823400377,0.101024,6.1340,0.1565,17.9242,17.8917,17.9620,17.88877,18.05703,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
273,WDJ013715.16-172722.72,2450585266810809216,24.31290614618,0.023411,-17.45772747432,0.023907,21.8176,0.0337,15.2272,15.2010,15.2550,15.19135,15.33593,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
274,WDJ013613.62-112032.63,2457759374023232768,24.05882062824,0.021384,-11.34291525470,0.014459,30.5370,0.0251,14.2100,14.2221,14.2174,14.14910,14.34511,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
275,WDJ020158.87-105438.25,2461540319633254656,30.49558704421,0.051220,-10.91064057231,0.046317,10.5458,0.0639,16.8885,16.8324,16.8916,16.87084,17.01906,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
276,WDJ015841.01-062841.90,2466766946939761280,29.67087643208,0.056929,-6.47823577091,0.048373,3.5487,0.0751,16.9095,16.7967,16.9178,16.85439,17.14703,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
277,WDJ005547.78-084507.23,2474288985158936960,13.94912805909,0.064419,-8.75227823808,0.034841,2.4072,0.0694,16.0112,16.2667,15.8713,15.87129,16.29612,True,True,0.8089200393,0.075964210,0.070794980,Unknown_type,---,Simbad
278,WDJ013148.02-055900.14,2478893842934875136,22.95011595743,0.074539,-5.98339901658,0.048674,1.0743,0.0913,17.2621,17.5903,17.1007,17.09184,17.57688,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
279,WDJ024202.24-022538.47,2495887310538281600,40.50916099815,0.043122,-2.42757388426,0.039735,3.5432,0.0494,15.7447,16.0798,15.5750,15.54841,16.06849,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
280,WDJ025403.75+005854.22,2498367529597482496,43.51566475342,0.088269,0.98170257202,0.086525,1.3309,0.1183,17.4098,17.7326,17.2490,17.26679,17.75832,True,True,0.9197756700,0.310304675,0.332913970,Unknown_type,---,Simbad
281,WDJ021952.57-002248.99,2500748109710808064,34.96917793745,0.080577,-0.38043213126,0.063133,6.2813,0.0836,16.5946,16.6951,16.5082,16.43528,16.76408,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
282,WDJ014323.63-014958.74,2508550832631950592,25.84848337187,0.072832,-1.83300036870,0.055475,5.6286,0.0853,16.7379,16.9321,16.6361,16.59029,16.97927,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
283,WDJ022517.08+031218.43,2515384911578351232,36.32115449345,0.074535,3.20503011910,0.060730,1.3051,0.0785,16.9220,17.2795,16.7304,16.73211,17.27037,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
284,WDJ023341.36+051843.65,2516291016534467200,38.42236316852,0.046599,5.31210153505,0.045934,1.5462,0.0518,16.0367,16.3671,15.8856,15.86922,16.35542,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
285,WDJ020724.06+071546.88,2521231599018864000,31.85056953045,0.087059,7.26264239851,0.092367,3.8654,0.1001,17.3870,17.3054,17.3979,17.33488,17.61108,True,True,9.4526208680,0.067599050,0.097665760,---,---,Simbad
286,WDJ004035.37-024747.92,2529964882439353728,10.14788739017,0.103469,-2.79678944587,0.058653,6.1570,0.1264,17.8105,17.7746,17.8388,17.78487,17.93233,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
287,WDJ010812.87-020411.96,2532727272261119616,17.05368325291,0.133236,-2.06998882181,0.091903,3.9414,0.1616,17.9665,17.7071,17.8696,17.78418,18.06367,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
288,WDJ011810.31-015612.23,2533306985471073920,19.54309016169,0.063750,-1.93677399744,0.056652,9.9830,0.0788,16.6863,17.0090,16.5090,16.52929,17.00030,True,True,25.3287304416,0.081319750,0.101273525,---,---,Simbad
289,WDJ011346.78+002828.65,2534875752341082880,18.44491406227,0.040609,0.47459402493,0.029968,4.2818,0.0484,15.2228,15.5543,15.0453,15.03820,15.55298,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
290,WDJ010528.63+020501.63,2539057401220177920,16.37014340949,0.059075,2.08359412161,0.044179,9.9405,0.0709,16.7093,16.7025,16.7428,16.66918,16.83791,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
291,WDJ002045.83-013815.63,2541821088121041792,5.19073632266,0.124020,-1.63796910677,0.089545,6.4336,0.1372,17.8062,17.8064,17.8340,17.75035,17.92179,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
292,WDJ003719.12+003139.22,2543356006353057792,9.32976278164,0.136265,0.52725336380,0.088920,6.0836,0.1537,17.4875,17.3841,17.5277,17.46603,17.56321,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
293,WDJ004419.67+053705.64,2555917621757969408,11.08231472038,0.076047,5.61796832588,0.043764,8.8720,0.0878,17.1835,17.1645,17.2106,17.14610,17.29391,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
294,WDJ013104.83+022218.60,2558979619911117568,22.77001469199,0.107935,2.37141290636,0.088614,5.7879,0.1495,17.9303,17.8789,17.9357,17.85866,18.02422,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
295,WDJ012221.34+022706.18,2559512165787198592,20.58899425825,0.131966,2.45166205429,0.085307,6.0595,0.1449,17.9596,17.9395,17.9892,17.86696,18.00307,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
296,WDJ013520.75+082814.85,2572682768899661312,23.83734262836,0.083793,8.47050081261,0.061818,8.8277,0.0941,17.0606,17.0336,17.0932,17.02723,17.17411,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
297,WDJ043350.99+485039.18,258439731372229120,68.46260292399,0.033547,48.84423892127,0.021966,15.2536,0.0437,15.8622,15.8442,15.8803,15.82569,16.00097,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
298,WDJ011009.09+132616.38,2584756467429594880,17.53810657021,0.061682,13.43774622656,0.045471,3.6643,0.0727,16.7055,16.7163,16.6873,16.61979,16.95934,True,True,3.0058272114,0.072940060,0.098526975,---,---,Simbad
299,WDJ224653.73-094834.48,2608280729159380992,341.72405168027,0.067820,-9.80970084363,0.061355,1.9023,0.0791,16.3907,16.7341,16.2275,16.20088,16.72670,True,True,1.2062828792,0.091657080,0.094789860,Unknown_type,---,Simbad
300,WDJ224840.07-064244.65,2611423167751076224,342.16693707805,0.067230,-6.71254355818,0.062818,9.9904,0.0769,16.9197,16.9313,16.9405,16.90431,17.06433,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
301,WDJ220340.60-121511.95,2613380053634956928,330.91915099524,0.094506,-12.25360577374,0.083509,2.5464,0.1133,17.4930,17.6245,17.4241,17.39240,17.73927,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
302,WDJ220929.82-102705.50,2614048247467990528,332.37413761225,0.114429,-10.45167185140,0.079271,6.9451,0.1235,16.9662,16.9374,16.8254,16.74726,17.01698,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
303,WDJ221945.16-111142.54,2614454620092715776,334.93837368258,0.156854,-11.19499574502,0.104030,6.0411,0.1425,17.9820,17.9873,18.0131,17.96968,18.12307,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
304,WDJ222236.56-082806.01,2616210918121365760,335.65236494250,0.071678,-8.46850266709,0.066194,9.0740,0.0854,17.1928,17.2148,17.2189,17.16280,17.32408,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
305,WDJ233617.11+033509.04,2647884790098989568,354.07105771203,0.065031,3.58558081210,0.048762,11.1886,0.0740,16.4829,16.4788,16.5039,16.41845,16.59989,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
306,WDJ053310.05+542703.74,264955055023575808,83.29183608535,0.108852,54.45098030262,0.093119,1.1549,0.1256,17.9054,17.8903,17.8828,17.91360,18.11967,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
307,WDJ230153.60-001312.79,2651651205835166336,345.47358613826,0.101200,-0.22017397657,0.090329,7.5339,0.1305,17.3164,17.2670,17.2415,17.19666,17.38848,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
308,WDJ230953.41+011213.26,2657498580470832384,347.47276802291,0.080937,1.20375542058,0.071561,6.6538,0.0952,16.7802,17.0323,16.6492,16.60323,17.04121,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
309,WDJ231906.96+021241.40,2658005420970607744,349.77892514732,0.069023,2.21132592844,0.060406,2.7514,0.0883,16.7382,16.9981,16.5993,16.56202,17.01387,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
310,WDJ232847.64+051454.24,2660358032257156736,352.19670801911,0.021700,5.24721309904,0.017294,57.0620,0.0251,13.0624,13.0535,13.0837,13.01045,13.18279,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
311,WDJ213958.29-074126.17,2667317799127474944,324.99296347741,0.079415,-7.69073284228,0.066151,1.9336,0.0885,16.6634,17.0080,16.4936,16.51162,17.02546,True,True,4.8390109527,0.184438700,0.149238550,---,---,Simbad
312,WDJ214448.79-045706.89,2668378930927399296,326.20330358630,0.133822,-4.95203165643,0.114586,5.8916,0.1429,17.9236,17.8876,17.9904,17.88408,18.06439,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
313,WDJ214454.89-040918.07,2672992211134257152,326.22872061824,0.210320,-4.15507717842,0.292773,2.3404,0.1519,17.7901,17.6914,17.7988,17.74806,18.07101,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
314,WDJ214207.40-020942.37,2674266437736332160,325.53102102749,0.070019,-2.16178005016,0.066176,8.1869,0.0901,17.0172,17.0215,17.0449,16.97030,17.15222,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
315,WDJ221640.39+012741.48,2679476512239443328,334.16837146887,0.084182,1.46137353649,0.069578,9.2207,0.0934,17.0515,17.0464,17.0697,17.00446,17.18311,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
316,WDJ215713.51+003714.87,2681387527873207424,329.30651425574,0.088993,0.62077873734,0.084346,6.4028,0.0973,17.4271,17.3774,17.4342,17.40799,17.55029,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
317,WDJ215923.32+011725.10,2681579190788729984,329.84771163115,0.064588,1.29042505525,0.062362,9.7037,0.0692,16.7337,16.7594,16.7370,16.65907,16.87057,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
318,WDJ222908.57+062247.49,2709363196787375488,337.28493372052,0.035699,6.37939293801,0.031183,16.1019,0.0424,14.7756,14.9159,14.7210,14.64471,14.99388,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
319,WDJ041128.82+510208.62,271649642028459392,62.87054009624,0.053612,51.03583387663,0.031573,8.2414,0.0683,17.1010,17.1112,17.1243,17.07775,17.24918,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
320,WDJ225646.15+125250.31,2719012579552367488,344.19316900158,0.035035,12.88068175897,0.034787,15.9821,0.0397,15.7612,15.7618,15.7793,15.70545,15.89170,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
321,WDJ224845.48+122007.22,2719317414856391040,342.18986694415,0.068006,12.33553089764,0.062059,5.7267,0.0773,16.6829,16.8595,16.5893,16.54388,16.92530,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
322,WDJ221159.45+140329.98,2734911861287681664,332.99788304857,0.088010,14.05828875538,0.089188,7.2030,0.1076,17.5101,17.4916,17.5615,17.48254,17.62465,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
323,WDJ235056.66+044028.51,2743616007651372288,357.73646992396,0.081653,4.67461640256,0.067977,9.4579,0.0989,17.3943,17.3400,17.4015,17.33377,17.47755,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
324,WDJ003221.86+073934.50,2749524641403549312,8.09120395343,0.100105,7.65950273285,0.068328,2.6083,0.1130,17.6049,17.6369,17.5747,17.50310,17.81845,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
325,WDJ002511.11+121712.39,2754909740118313344,6.29598240074,0.088894,12.28660757646,0.064143,6.3302,0.1033,17.4888,17.2913,17.5701,17.62937,17.51200,False,False,0.0000000000,0.000000000,0.000000000,---,in_SIMBAD_(CV),Simbad
326,WDJ234953.46+130612.92,2769930207121379968,357.47407583936,0.032485,13.10378133278,0.026522,14.1806,0.0424,16.0623,16.0277,16.1064,16.02431,16.17589,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
327,WDJ003213.13+160434.78,2780903539324180736,8.05473888326,0.042369,16.07639517345,0.029032,2.4077,0.0531,15.7510,16.1294,15.5694,15.55779,16.10204,True,True,1.1015056840,0.068760100,0.057832715,---,---,Simbad
328,WDJ010029.74+163349.88,2784454721363618432,15.12445962439,0.075058,16.56387064877,0.049251,9.2752,0.0738,16.5112,16.6184,16.4899,16.39044,16.68490,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
329,WDJ004929.37+202711.81,2789405753503977472,12.37265801918,0.068886,20.45310802258,0.054110,10.3670,0.0863,16.9457,16.9090,16.9653,16.90714,17.06081,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
