night,band,mjd,flux,err,n,snr
57978.0,o,57978.45211425,5.6543535620052765,7.117557910327119,4,0.7944232605120322
57980.0,o,57980.44457575001,10.824508116696185,8.193055565783972,4,1.3211808500239821
57982.0,c,57982.439055,4.75,5.0,4,0.95
57986.0,c,57986.43056366666,1374.0304609081318,401.90236442017346,3,3.418816564790437
57988.0,o,57988.42617025,-0.5851788377908606,9.772829994863896,4,-0.05987813541199436
57991.0,o,57991.414085250006,0.4082282770774034,6.421547703513491,4,0.0635716334948419
57992.0,o,57992.370968250005,2.9873130205242586,6.4037202195720235,4,0.4664964923661059
57993.0,o,57993.39739124999,8.210254399990529,7.590961267231385,4,1.0815829657085072
57994.0,o,57994.388048,1.3882431136747186,5.668104857370456,4,0.2449219181027557
57996.0,o,57996.365272250005,-7.5008086054164975,11.629217864678761,4,-0.6449968254699728
57998.0,o,57998.38055533334,-15.49825032727872,13.832343250700879,3,-1.1204356374321054
58003.0,o,58003.41485975,-30.38896480719094,26.465248374488112,4,-1.1482591954997559
58006.0,o,58006.34413675,5.05258729490955,6.891673379439011,4,0.7331437543142586
58010.0,o,58010.339996,-1.7199999999999995,5.091168824543142,4,-0.337839906566906
58011.0,o,58011.38724475,-2.190208209954748,5.668104857370456,4,-0.38640926113191704
58012.0,o,58012.33065025,16.412790472880133,19.23248980601341,4,0.853388751972631
58013.0,c,58013.35508266667,-6.995169082125605,8.944812006730427,3,-0.7820364560889782
58015.0,o,58015.35264775,10.950005307292221,9.272439482469304,4,1.180919576557449
58019.0,o,58019.34149775,5.120198970409433,7.843355219049677,4,0.6528072269344204
58022.0,o,58022.309945500005,-1.8613359947507375,5.980026516933743,4,-0.3112588195854919
58024.0,o,58024.311128999994,7.254680355448192,8.594130430472417,4,0.8441436180355253
58028.0,o,58028.31213633334,-14.474649178594447,20.816761157249708,3,-0.6953362758621776
58031.0,o,58031.3583055,43.168845975940954,18.91088440500114,4,2.2827513008606086
58032.0,o,58032.3528925,16.52303714050271,20.09412615893227,4,0.8222819449731515
58033.0,o,58033.255197,9.307651797310278,12.349418700128249,4,0.7536914913423106
58034.0,o,58034.300360249996,18.34544421612465,11.763980127904567,4,1.559458960034166
58035.0,o,58035.30228166666,-63.994716678044455,62.381627311303156,3,-1.025858404730154
58036.0,o,58036.296340249995,0.5575273129208143,7.087371667051212,4,0.07866489004841203
58037.0,o,58037.298224399994,10.105897508704809,6.6977105822003855,5,1.5088584949552626
58038.0,o,58038.292784666664,1.4526195247638134,7.918566353860191,3,0.18344476258075196
58044.0,o,58044.28739025,10.174553073491097,22.440508617811297,4,0.45340117939285185
58048.0,o,58048.280346499996,16.03894301363665,11.99319180645451,4,1.3373373220800817
58055.0,o,58055.27363,86.0,1223.0000000000002,1,0.07031888798037611
58056.0,o,58056.26840325,-10.619151155352148,14.493990707166068,4,-0.7326588908396267
58058.0,o,58058.27149,62.4442485973009,129.92501768013867,2,0.48061758783848607
