sdss_id,gaia,cls,n,n_rv,rv_mean,rv_chi2,drv_max,drv_sig,med_erv,ew_ha_mean,ew_ha_chi2r,ew_ha_range,ew_he_mean,ew_he_chi2r,ew_he_range,plx,e_plx,g_mag,bp_mag,rp_mag,bprp,MG,dr19,chi2r,n_edge
70820920,2641927017624714880,DA/DC,6,6.0,-116.2,1741.9,1074.6,41.0,22.5,1.01,13.23,8.4,-0.78,12.12,4.92,4.866124,0.3475,19.3142,19.40398,19.18526,0.2187200000000011,12.750115857776308,False,348.38,0
70289454,2534272597198152832,DA,3,3.0,-99.8,1262.4,289.5,34.5,5.9,16.09,4.86,2.25,0.01,14.16,2.34,1.650033,0.3124417,19.23957,19.21743,19.41223,-0.1948000000000007,10.327033150083434,False,631.2,0
70301915,2536443651627449472,DA,6,6.0,-55.0,1320.7,701.8,31.6,15.2,8.32,323.35,44.54,1.94,5.21,3.48,2.11127,0.300423,19.12618,19.05742,19.13856,-0.0811399999999977,10.748898883288453,False,264.14,0
57904031,919284629553875200,DA,6,6.0,176.4,1377.1,649.8,27.9,19.4,6.09,2.64,0.92,0.25,1.83,1.13,8.08418,0.1411711,18.26245,18.30712,18.21429,0.0928300000000028,12.800629874127544,False,275.41999999999996,0
63596910,1811489941277236224,DA,4,4.0,80.8,1083.8,327.3,27.7,8.8,2.23,1641.83,90.38,1.69,12.61,4.48,5.613489,0.4178383,19.5462,19.61273,19.36849,0.2442399999999978,13.292364379770584,False,361.26666666666665,0
70124065,2501879958146685056,DA,3,3.0,17.6,696.6,862.9,26.3,20.1,2.7,10.34,2.87,-0.12,0.63,0.45,5.160258,0.5614322,19.58065,18.74671,17.89432,0.8523899999999998,13.14400707904228,False,348.3,0
75806002,3212106397437585152,DA,5,5.0,40.9,672.6,553.2,25.4,16.2,17.17,1.51,2.67,0.42,4.12,3.03,2.741544,0.2596289,19.21311,19.19417,19.28398,-0.0898099999999999,11.40308610209852,False,168.15,0
75033977,3130208655368035200,DA,3,3.0,164.7,799.1,447.0,25.1,12.7,11.54,18.45,11.09,0.12,17.6,3.76,2.268566,0.3116738,18.97565,18.94129,19.02522,-0.0839300000000022,10.754407094159276,False,399.55,0
75536894,3168889066411928192,DA,7,7.0,41.1,1389.4,801.9,24.5,23.9,4.17,25.07,5.12,0.14,9.53,3.52,1.242121,0.1591615,18.1711,18.01016,18.42697,-0.4168100000000017,8.6419195213634,False,231.5666666666667,0
110514411,6455606188310688512,DA,3,3.0,-103.0,620.1,376.7,23.2,12.1,11.5,0.46,0.45,1.2,19.2,2.28,2.900488,0.1042711,17.58804,17.47095,17.86317,-0.3922200000000018,9.90039536514536,False,310.05,0
75537675,3168951493760248576,DA,3,3.0,-101.2,576.7,580.6,23.0,14.1,15.31,2.14,1.62,0.77,2.73,1.75,1.80747,0.3321497,19.18337,19.13826,19.34219,-0.2039299999999997,10.4687254884979,False,288.35,0
75542449,3169390443714868352,DA,7,7.0,-129.5,1475.7,740.8,22.9,16.5,4.35,9.73,4.61,-0.45,117.88,12.02,1.095411,0.1070612,17.27317,17.0892,17.65497,-0.565769999999997,7.471055488766801,False,245.95,0
89925262,4521195940900323456,DA,4,4.0,-39.5,496.8,408.6,22.1,14.5,17.2,44.99,5.48,0.71,3.3,1.58,4.375326,0.1075771,18.1912,18.22818,18.21775,0.0104299999999994,11.396252086479084,False,165.6,0
70156670,2507707502918736512,DA,10,10.0,17.5,518.6,413.3,22.0,15.4,19.74,4.13,2.66,1.41,7.98,2.72,3.709203,0.2190876,18.70227,18.70377,18.87865,-0.1748800000000017,11.54867301184026,False,57.62222222222223,0
57761652,897254058666453504,DAO/DA,3,3.0,-68.8,474.2,598.7,21.8,23.7,3.6,10.1,2.86,2.03,12.62,3.0,1.491091,0.1969422,18.33518,18.17564,18.68255,-0.5069099999999978,9.202700744400683,False,237.1,0
68465137,2190865570769177216,DA,3,3.0,360.6,527.7,599.9,20.9,21.2,3.99,31.26,3.11,0.45,3.9,0.82,3.439869,0.04172585,16.00067,15.83301,16.26562,-0.4326099999999986,8.683379518583767,False,263.85,0
55778737,579371301316943872,DA,3,3.0,-235.4,742.9,547.7,20.4,16.6,2.82,3.59,1.36,-0.22,1.16,0.54,0.6809048,0.1723154,18.29506,18.15234,18.61175,-0.4594100000000019,7.460491978617998,False,371.45,0
63702277,1819807540607001472,DA,3,3.0,96.3,440.7,528.8,20.4,18.3,8.41,10.97,5.61,-0.05,10.53,3.31,1.883715,0.2022426,18.55402,18.46735,18.70639,-0.2390399999999992,9.929095980367713,False,220.35,0
61610746,1489954254113546880,DA,4,4.0,102.0,497.7,485.6,19.9,17.4,15.19,9.47,6.16,-0.46,1.37,1.8,1.732358,0.2564659,19.52861,19.47422,19.72591,-0.2516899999999999,10.721798229856816,False,165.9,0
71066968,2686814889066259584,DA,7,7.0,-119.1,1104.9,545.6,19.3,18.0,19.45,0.97,1.93,1.51,10.91,5.38,3.331876,0.4901185,19.50072,19.60983,19.56428,0.0455499999999986,12.114164151071952,False,184.15,0
71071790,2687089526455089024,DA,5,5.0,-55.3,402.4,600.2,19.3,23.0,20.22,8.03,3.91,2.2,12.78,4.17,3.262947,0.334366,19.2298,19.24525,19.14285,0.1023999999999993,11.797850098031503,False,100.6,0
67323885,2093768278736360192,DA,3,3.0,-104.3,399.6,529.0,19.3,20.9,17.06,9.92,3.4,-0.17,1.58,1.04,3.484025,0.1470605,18.59439,18.55512,18.67834,-0.1232199999999998,11.304796313370282,False,199.8,0
71060560,2686054920373407104,DA,8,8.0,74.6,744.6,735.4,19.2,28.6,8.81,9.43,6.89,-0.55,4.23,3.39,1.365259,0.2446406,19.04347,18.94287,19.3807,-0.4378300000000017,9.71954524076947,False,106.37142857142858,0
55813454,584850472700100224,DA,4,4.0,-86.3,456.3,584.3,19.1,21.6,20.16,4.28,2.45,1.59,3.16,1.5,4.73315,0.1737936,18.36671,18.37931,18.39564,-0.0163299999999999,11.74246134036239,False,152.1,0
74709777,3107374277060584064,DA:,3,3.0,41.2,388.7,483.4,19.1,9.9,0.79,163.31,17.75,-1.36,18.81,2.52,1.816264,0.08818675,17.27092,17.14396,17.48905,-0.345089999999999,8.566814874587688,False,194.35,0
116633596,303768056000635776,DA,5,5.0,107.8,548.4,729.7,18.8,34.3,2.14,35.51,5.43,0.04,4.86,1.53,1.081164,0.1208447,18.01625,17.92903,18.17116,-0.2421299999999995,8.185707881851705,False,137.1,0
70157686,2507898852301432960,DA,10,10.0,-48.8,1452.8,484.8,18.3,16.4,20.3,12.95,4.0,1.36,5.13,3.23,3.8281,0.3164125,18.90014,18.96025,18.92831,0.0319399999999987,11.815056370812613,False,161.42222222222222,0
57464138,866788240727910784,DA,7,7.0,159.9,844.7,506.4,18.1,22.4,8.28,7.24,6.23,-0.11,2.17,2.53,1.183257,0.226055,19.03101,18.92023,19.2457,-0.3254699999999992,9.39640541189657,False,140.78333333333333,0
63696185,1819485280599109632,DAO:,3,3.0,-211.5,439.2,487.6,18.1,20.6,4.03,0.43,0.91,0.58,0.56,0.7,1.017257,0.1466053,18.31078,18.20413,18.53762,-0.3334900000000012,8.34793343512312,False,219.6,0
62545898,1661576062020439808,DA,5,5.0,-0.9,364.7,816.3,18.0,24.6,15.59,3.93,3.36,0.77,4.47,2.4,1.40317,0.266883,19.69232,19.60321,19.73308,-0.1298700000000003,10.427871454177188,False,91.175,0
70151111,2506663585346856064,DA,3,3.0,-63.0,399.8,527.1,17.9,18.0,4.6,12.6,1.64,-0.39,10.65,2.18,0.8469867,0.2055447,18.51131,18.38498,18.90361,-0.5186300000000017,8.15069295388518,False,199.9,0
77435172,3418563482491449600,DZ/DA,10,10.0,-271.1,988.7,805.2,17.7,39.7,0.08,5.17,4.88,0.06,5.39,3.16,7.222398,0.2501264,18.46858,18.55096,18.29406,0.2568999999999981,12.761987085672237,False,109.85555555555555,0
68985239,2253826832091026560,DC/DA,3,3.0,-133.1,401.1,398.4,17.7,15.4,3.53,1.43,1.04,1.34,1.84,0.91,11.59602,0.06430343,17.51878,17.47808,17.58509,-0.1070100000000024,12.840324778620968,False,200.55,0
74638069,3101646852271141248,DA,3,3.0,27.2,327.2,410.5,17.7,11.4,12.02,22.93,3.25,1.03,7.92,3.81,4.48882,0.1049515,17.69828,17.58324,17.89955,-0.3163100000000014,10.958940953524108,False,163.6,0
79712870,3788300999207789440,DC/DA,3,3.0,-18.9,373.4,627.0,17.6,24.5,0.21,9.19,3.35,-0.44,12.82,4.0,4.921501,0.2663827,18.84622,18.88101,18.8045,0.0765099999999989,12.30670788843026,False,186.7,0
68728784,2216247345721621760,DA,3,3.0,-177.0,554.0,484.0,17.5,15.5,11.6,6.05,2.86,0.31,1.79,0.9,2.480755,0.1356744,18.1287,18.06514,18.11468,-0.0495400000000003,10.101619376778125,False,277.0,0
59563536,1175677207709402880,DA,7,7.0,-111.7,473.2,550.7,17.5,26.4,19.69,7.89,5.31,0.87,17.66,7.26,2.693321,0.2380579,19.07494,19.10185,19.15101,-0.0491600000000005,11.226380586628196,False,78.86666666666666,0
67324837,2093870778136540032,DA,3,3.0,53.8,307.7,414.0,17.1,12.4,2.05,6.42,2.86,0.74,5.12,2.32,1.41189,0.1081382,18.29268,18.15178,18.50507,-0.3532900000000012,9.041684311291643,False,153.85,0
61100167,1406411097188506880,DA,4,4.0,-23.5,387.8,466.3,17.1,19.2,20.3,3.31,2.09,0.91,11.29,2.66,2.184479,0.2943222,19.67793,19.66128,19.73389,-0.0726099999999974,11.37466937036422,False,129.26666666666668,0
68699100,2212397886791015168,DA,3,3.0,140.0,475.5,570.0,17.1,21.9,13.53,1.83,2.49,1.24,9.77,4.0,2.406099,0.1937099,19.01002,19.01805,19.06144,-0.0433900000000022,10.916587463043172,False,237.75,0
60441088,1314715705786965248,DA,7,7.0,24.5,370.8,558.1,17.0,29.6,18.17,18.7,9.28,0.67,6.37,2.67,3.120059,0.3091238,19.87705,19.8691,19.71749,0.151609999999998,12.347864032804017,False,61.8,0
70168263,2510029396598315904,DA,5,5.0,-55.7,387.4,488.0,17.0,18.6,9.08,4.36,2.39,0.39,8.15,2.39,1.299294,0.2887716,19.04638,18.88375,19.31193,-0.4281800000000011,9.614917164644552,False,96.85,0
61101277,1406575474177141632,DA,8,8.0,-85.0,615.3,338.7,17.0,16.1,17.99,30.36,11.38,0.97,5.84,3.06,3.068537,0.1364596,18.82035,18.79885,18.92997,-0.1311199999999992,11.255006821575314,False,87.89999999999999,0
75916253,3226472517584308224,DA,3,3.0,90.5,337.3,434.9,17.0,15.9,17.72,12.63,5.8,1.17,0.11,0.39,2.614029,0.2039171,18.78443,18.7311,18.89952,-0.1684199999999975,10.87098200663983,False,168.65,0
75637719,3185643733834595456,DA:,3,3.0,26.3,291.5,161.9,17.0,7.8,-5.21,196.93,14.37,0.38,13.39,2.1,1.037015,0.1084569,17.73532,17.73642,17.69381,0.0426099999999998,7.814245191637173,False,145.75,0
55761027,576806617430573568,DA,4,4.0,45.3,297.4,456.9,16.9,21.0,5.25,5.84,2.82,0.31,8.42,1.89,1.036319,0.29757,18.92601,18.86574,19.24083,-0.3750900000000001,9.00347730317946,False,99.13333333333333,0
70261505,2529159077855409536,DA,4,4.0,95.6,388.6,598.5,16.9,22.4,19.08,8.09,6.15,1.78,9.54,4.35,1.794801,0.41826,19.79691,19.78623,19.9366,-0.1503699999999987,11.066991514173584,False,129.53333333333333,0
116392334,265824184605171200,DA,3,3.0,-116.9,310.2,487.3,16.9,22.2,16.12,2.83,2.39,-0.43,3.85,2.36,2.810188,0.2276137,18.96726,18.95127,19.04486,-0.0935899999999989,11.210936874670338,False,155.1,0
80045442,3851754124483964160,DA,6,6.0,53.4,455.4,508.0,16.8,16.1,18.5,6.22,4.33,1.42,2.21,1.52,2.435766,0.3913648,19.56406,19.56663,19.74941,-0.182780000000001,11.49723782007086,False,91.08,0
55770669,578192483117231872,DA,8,8.0,-77.8,442.4,581.8,16.6,21.1,6.72,9.0,7.7,0.64,5.36,3.48,0.8243622,0.2502415,19.0711,18.96512,19.27765,-0.3125300000000024,8.651690347924378,False,63.2,0
60633790,1339044565215090560,DA,6,6.0,-15.0,281.5,499.8,16.4,22.4,16.43,8.75,6.41,1.09,8.12,4.53,1.650365,0.2461918,19.67155,19.71477,19.86607,-0.1512999999999991,10.75945002396494,False,56.3,0
75818886,3213648703013478784,DZ/DA,3,3.0,-42.4,418.3,457.1,16.2,19.7,0.24,0.91,1.57,-1.69,18.64,5.37,4.651163,0.2539732,19.20067,19.24972,19.12754,0.1221800000000001,12.53847779813823,False,209.15,0
57464568,866830434486070784,DA,7,7.0,-12.8,353.1,987.6,16.2,37.8,14.39,28.34,7.5,0.51,6.87,3.27,2.652915,0.2731128,19.1459,19.12559,19.40503,-0.279440000000001,11.264516676556315,False,58.85,0
55765717,577517142459726336,DA,6,6.0,-184.9,817.1,455.7,16.2,25.0,20.68,7.15,3.85,0.13,2.82,2.12,3.188562,0.4224962,19.68745,19.7783,19.70464,0.0736600000000002,12.20542433022636,False,163.42000000000002,0
55759617,576626847279124352,DA,3,3.0,-50.9,441.1,317.4,16.2,11.1,18.44,32.91,5.71,1.0,2.37,1.19,3.397788,0.36147,19.448,19.48478,19.55617,-0.0713900000000009,12.10398139105477,False,220.55,0
59484287,1162904348633399424,DA,12,12.0,55.4,576.6,773.2,16.1,26.7,5.27,6.85,7.19,0.93,8.13,5.73,1.09602,0.2773021,18.63713,18.50632,18.89136,-0.38504,8.836222395789143,False,52.41818181818182,0
71371441,2738789147308719872,DA,6,6.0,154.7,435.7,467.7,16.0,25.5,20.25,7.5,5.41,0.93,9.06,4.79,2.995689,0.3079011,19.13906,19.17667,19.15911,0.0175600000000031,11.52154362358407,False,87.14,0
92234153,4721902678903465600,DA,5,5.0,7.5,256.6,893.2,16.0,29.4,2.73,7.14,5.59,0.38,4.58,2.93,0.527382,0.139036,18.65131,18.53888,18.9265,-0.3876200000000018,7.261936514336011,False,64.15,0
110083454,6408537508570581120,DA,3,3.0,-93.0,273.8,477.0,16.0,23.6,4.69,7.54,2.24,0.52,9.35,1.84,1.529856,0.1017303,17.72567,17.58034,18.10052,-0.5201799999999999,8.64892277059596,False,136.9,0
71715793,2806739000264778880,DA,6,6.0,-182.3,791.5,539.7,15.7,22.4,18.77,15.28,5.13,1.56,6.99,2.92,3.157443,0.2633958,19.22178,19.30826,19.12107,0.187190000000001,11.718457595806024,False,158.3,0
61918517,1548267368689027840,DA,10,10.0,68.7,537.9,559.2,15.6,32.8,4.7,16.49,3.23,0.3,6.07,2.13,1.386001,0.09370172,17.94662,17.7746,18.2355,-0.4608999999999987,8.655437718097284,False,59.766666666666666,0
70107186,2498280255861633408,DA,3,3.0,-30.3,241.4,289.3,15.5,17.7,7.24,3.01,1.14,0.23,4.48,1.06,1.686582,0.1567106,18.27756,18.15262,18.37545,-0.2228300000000018,9.412597305099531,False,120.7,0
54405380,423616369618993920,DA,3,3.0,161.7,286.0,402.4,15.4,18.6,16.43,3.75,2.88,1.17,6.3,2.44,4.808579,0.1458253,18.3368,18.35326,18.33478,0.0184800000000002,11.74688377725867,False,143.0,0
116462718,274791771384341376,DA,3,3.0,96.5,351.1,472.2,15.4,21.2,13.25,39.83,5.69,0.23,3.65,1.84,4.159784,0.1451264,18.08222,18.04433,18.1333,-0.0889699999999997,11.177573900677505,False,175.55,0
70308372,2537569315310965888,DA,5,5.0,-9.3,243.0,554.9,15.3,11.6,18.24,5.41,2.43,0.85,6.44,1.98,6.197674,0.1690118,18.34547,18.4261,18.2614,0.1647000000000034,12.306613642248962,False,60.75,0
66994610,2071078176977176064,DA,3,3.0,54.1,239.0,316.7,15.3,16.6,7.46,1.11,2.51,-0.86,30.88,3.99,9.623254,0.1331874,18.50047,18.30307,17.83347,0.4696000000000033,13.41707974443488,False,119.5,0
71728037,2808593876380750080,DA,3,3.0,-52.4,263.1,229.7,15.3,9.7,14.1,50.2,8.76,0.38,2.22,1.5,4.100841,0.3154125,19.16106,19.23758,18.995,0.2425800000000002,12.225424654580216,False,131.55,0
110821179,6491991712427357824,DA/DC,3,3.0,-48.2,406.6,541.5,15.2,22.7,4.76,10.78,6.0,3.14,5.18,2.8,3.366001,0.2194112,19.27539,19.30789,19.26832,0.0395700000000012,11.910961203318482,False,203.3,0
61607221,1489358524974176256,DA/DC,4,4.0,-62.4,227.2,472.5,14.9,25.5,0.84,4.41,3.3,0.83,19.36,6.6,4.147081,0.2167384,19.37432,19.46325,19.42513,0.0381199999999992,12.463032590021788,False,75.73333333333333,0
80032943,3849230779658154368,DA/DC,3,3.0,-180.9,243.4,407.7,14.7,21.1,1.14,10.78,2.81,0.13,12.44,2.81,7.387318,0.3493716,19.27662,19.58945,19.00248,0.5869700000000009,13.619053971937683,False,121.7,0
70566085,2588832017731337984,DA,3,3.0,-75.2,241.8,385.0,14.6,17.1,7.44,1.44,1.65,1.54,5.51,2.32,3.637391,0.2358613,18.77957,18.86703,18.73593,0.1311,11.583519939443631,False,120.9,0
70281655,2532849004518354560,DA,3,3.0,-119.2,237.2,491.7,14.4,23.7,19.47,35.6,8.03,0.69,22.83,4.89,2.700056,0.4152193,19.78188,19.80495,19.71605,0.0889000000000024,11.938743858274156,False,118.6,0
58638708,1016882298157369984,DA,16,16.0,-10.6,403.2,416.9,14.4,20.8,17.17,6.9,3.35,0.92,9.26,4.1,3.073689,0.1479309,18.37785,18.35654,18.60001,-0.243470000000002,10.816149614425168,False,26.88,0
60455434,1316671290295471744,DA,8,8.0,29.6,240.2,512.2,14.3,24.2,7.23,8.47,3.74,0.38,5.74,2.15,1.44676,0.1611029,18.62628,18.54283,18.8805,-0.3376700000000028,9.428262464439406,False,34.31428571428571,0
103083939,5862306522804597632,DA,4,4.0,69.3,240.2,367.2,14.3,17.8,3.96,11.5,10.59,-0.23,12.38,4.37,0.9785216,0.1280297,18.37606,18.33051,18.18993,0.1405799999999999,8.328912083834545,False,80.06666666666666,0
57591101,880335598371585152,DA/DC,5,5.0,192.0,432.7,606.3,14.3,28.1,-1.36,11.68,5.13,-0.27,10.5,3.26,6.009001,0.2981637,19.46421,19.64118,19.19555,0.4456299999999977,13.358221381436175,False,108.175,0
62265860,1612862646028095104,DA,5,5.0,-28.1,210.7,666.1,14.2,24.0,18.2,7.16,4.18,1.22,6.04,2.23,1.597616,0.2740634,19.80267,19.85456,19.74818,0.1063799999999979,10.820032006549445,False,52.675,0
70022678,2481267168847794816,DA,6,6.0,21.3,354.3,590.8,13.9,24.8,14.17,36.06,6.32,0.85,13.12,3.32,2.482954,0.1533794,18.20566,18.13099,18.36877,-0.2377800000000007,10.180503368753044,False,70.86,0
60715945,1348795004265872000,DC/DA,5,5.0,-61.5,217.5,462.4,13.9,24.4,1.51,3.55,1.63,0.13,4.29,1.27,26.69115,0.0791304,17.70201,18.15104,17.09517,1.0558699999999988,14.833846429802051,False,54.375,0
78719363,3608368292144373248,DA,4,4.0,-64.9,223.3,380.3,13.8,17.3,17.7,22.48,10.06,1.35,2.92,2.75,2.813451,0.2889256,19.11837,19.1432,19.16504,-0.0218400000000009,11.364566778692414,False,74.43333333333334,0
74330213,3075454522492869376,DAH,5,5.0,-5.3,206.7,245.4,13.6,11.1,12.54,14.83,2.08,-0.79,12.23,1.07,5.611894,0.1262396,18.10184,18.09362,18.15623,-0.0626099999999993,11.847387296412895,False,51.675,0
75657113,3188185323680381952,DAO,4,4.0,-65.6,217.2,380.7,13.6,19.7,5.35,15.2,2.82,-0.0,1.99,0.92,1.683004,0.07682228,17.09952,16.93013,17.46586,-0.5357300000000009,8.229945740829395,False,72.39999999999999,0
57769805,898088244393739520,DA,3,3.0,59.8,191.0,345.5,13.6,22.5,15.41,17.25,5.16,1.18,15.46,4.16,2.620692,0.1475488,18.30575,18.1638,18.61516,-0.4513600000000011,10.397829914804673,False,95.5,0
57597524,881197035667713024,DA,5,5.0,1.6,216.6,412.6,13.6,13.3,15.93,8.68,2.95,1.15,17.6,4.82,2.475615,0.2870371,19.18026,19.17854,19.29264,-0.1140999999999969,11.148675527313232,False,54.15,0
116704571,315677931593250560,DA,5,5.0,-10.9,193.6,481.6,13.6,11.6,18.58,1.13,1.14,1.31,5.41,2.66,4.308586,0.1644961,18.0799,18.08741,18.20492,-0.1175100000000028,11.251573829744029,False,48.4,0
71726613,2808358477813341184,DA,10,10.0,-45.8,225.7,375.8,13.5,22.1,14.6,6.94,7.94,1.07,3.83,2.88,1.932928,0.2501169,18.87559,18.81433,19.01363,-0.1992999999999973,10.30666838606344,False,25.077777777777776,0
77080289,3377073136339768960,DA,3,3.0,-94.0,290.0,537.5,13.5,35.3,17.88,13.03,4.83,0.59,0.75,0.93,4.22104,0.1698792,18.40472,18.39445,18.47784,-0.0833900000000014,11.531817338475152,False,145.0,0
63611662,1812788975610524160,DA,4,4.0,38.4,230.4,124.1,13.5,7.0,17.9,347.96,77.72,1.05,6.02,2.2,4.619994,0.1374015,18.28694,18.33391,18.33483,-0.0009200000000006,11.61014705768476,False,76.8,0
80015881,3845846620306924928,DA,7,7.0,-55.7,274.1,565.2,13.4,27.4,22.14,5.15,4.32,1.36,6.28,4.42,4.386623,0.4364671,19.6538,19.70155,19.73903,-0.0374799999999986,12.864451556962992,False,45.68333333333334,0
59545509,1172595822077535360,DA,5,5.0,-51.1,233.4,566.7,13.2,27.3,19.6,9.31,4.75,0.96,5.39,3.16,3.416809,0.4645733,19.6857,19.71423,19.70503,0.0091999999999998,12.3538035118392,False,58.35,0
80039821,3850671414769052544,DA,6,6.0,16.7,198.4,441.5,13.2,15.3,19.99,6.43,3.45,0.46,2.72,2.35,3.372654,0.2597476,19.124,19.16739,19.13285,0.0345399999999997,11.763858946387227,False,39.68,0
55804495,583288307195266432,DA,3,3.0,-17.1,190.3,358.9,13.1,12.0,18.02,0.51,0.88,0.61,0.06,0.23,3.136513,0.2661924,18.89067,18.84282,19.04925,-0.206430000000001,11.372905459552586,False,95.15,0
61555706,1480121287266734592,DA,8,8.0,71.9,457.2,488.2,13.0,21.3,14.31,15.99,11.98,1.41,6.87,3.64,1.257249,0.2845397,19.6092,19.55449,19.78708,-0.2325899999999983,10.10630649430374,False,65.31428571428572,0
70172628,2510893612737945728,DA,5,5.0,29.9,201.3,593.4,13.0,24.1,20.7,18.6,8.08,1.84,4.72,2.58,3.246551,0.3315222,19.55659,19.64369,19.46538,0.1783099999999997,12.113701147925294,False,50.325,0
71012975,2678482377634459776,DA,11,11.0,-8.3,217.8,348.9,12.9,15.7,16.61,17.92,5.22,1.34,3.15,1.53,3.504718,0.1989663,18.58808,18.56173,18.66003,-0.0982999999999982,11.311345395434993,False,21.78,0
60455600,1316696205402107008,DA,6,6.0,115.6,661.1,514.2,12.9,17.4,15.86,1.17,2.64,0.51,7.0,3.33,1.909151,0.2107157,18.96294,18.96964,19.18761,-0.2179700000000011,10.367141396481976,False,132.22,0
70824007,2642481485019256064,DA,7,7.0,45.8,315.7,436.3,12.9,17.2,14.78,8.16,3.7,0.05,4.1,2.13,2.595778,0.1689351,18.49582,18.45549,18.75602,-0.3005299999999984,10.567157736678505,False,52.61666666666667,0
57658554,887088901868044800,DA,4,4.0,117.1,251.3,535.9,12.8,28.9,5.48,30.64,7.09,1.3,7.95,3.42,2.747151,0.2803766,18.82766,18.71191,19.1293,-0.417390000000001,11.02207265761326,False,83.76666666666667,0
70173210,2510986521469852672,DA,3,3.0,52.2,175.9,376.3,12.8,18.8,17.22,3.0,1.93,0.46,5.33,2.14,5.418133,0.6919947,19.94209,19.91544,19.87386,0.0415799999999997,13.611338307709769,False,87.95,0
63183467,1762020022631465216,DAO/DA,3,3.0,-97.5,231.9,451.2,12.7,25.0,4.18,7.69,3.11,0.22,1.39,1.1,0.9297033,0.1473881,18.12942,17.95873,18.44025,-0.4815199999999997,7.971141862492086,False,115.95,0
76018063,3238737943451688448,DA,3,3.0,40.2,158.4,319.6,12.6,23.9,5.91,5.25,2.35,0.09,1.14,1.05,1.384941,0.2072738,18.61163,18.50661,18.83613,-0.3295200000000022,9.318786361875205,False,79.2,0
116702759,315426590111350400,DA,3,3.0,36.1,202.6,325.2,12.6,14.8,15.75,4.38,2.09,-0.59,58.89,6.98,2.220676,0.3303551,19.11685,18.94947,19.1032,-0.1537299999999994,10.84927599473102,False,101.3,0
60453294,1316436853801281152,DA,6,6.0,-54.0,260.5,377.1,12.5,17.0,15.75,10.09,5.04,-0.22,11.1,4.0,2.757184,0.1738696,18.79907,18.78773,19.05442,-0.2666900000000005,11.00139874804468,False,52.1,0
80014892,3845681521764206848,DA,6,6.0,-0.6,195.3,312.4,12.5,13.0,19.24,5.64,1.63,1.17,5.98,1.97,4.3174,0.1660287,18.41447,18.40076,18.51862,-0.1178600000000003,11.590581435944276,False,39.06,0
62109318,1583713218386293120,DA,7,7.0,6.6,179.5,480.2,12.5,19.0,20.21,5.99,4.06,1.27,15.63,5.7,1.880324,0.3128638,19.75157,19.70562,19.45459,0.2510300000000001,11.1227334465535,False,29.916666666666668,0
115986011,213298452562402176,DA,4,4.0,15.6,184.1,491.8,12.5,19.2,20.53,13.39,2.73,1.24,18.19,3.66,5.697132,0.1349514,17.68958,17.7009,17.71755,-0.0166499999999985,11.467861409910649,False,61.36666666666667,0
62799751,1709387775398437760,DA,5,5.0,-28.6,210.6,439.5,12.5,24.5,7.47,16.14,3.72,0.2,5.69,2.28,2.331465,0.04944954,16.8304,16.73004,17.00395,-0.2739100000000007,8.668544501009258,False,52.65,0
54764286,456833822787232768,DA,6,6.0,30.3,204.2,614.5,12.5,17.4,19.41,25.94,7.83,0.85,18.4,5.81,3.640855,0.135638,18.21927,18.23701,18.31354,-0.0765299999999982,11.025286915743838,False,40.84,0
78960022,3650678977049516416,DA,5,5.0,104.6,188.8,408.6,12.4,23.3,15.18,2.9,3.07,0.58,2.2,1.97,2.174088,0.3136272,19.35583,19.44331,19.44328,2.999999999886427e-05,11.04221559465968,False,47.2,0
60725358,1349981716613485568,DA,5,5.0,61.4,192.6,434.3,12.4,24.2,17.74,15.83,5.4,0.53,3.44,1.79,4.769998,0.1043529,18.205,18.22563,18.26577,-0.0401400000000009,11.597590984729765,False,48.15,0
57010302,784489932827435264,DZ/DA,5,5.0,57.5,189.2,452.3,12.4,25.9,6.16,12.52,5.4,0.26,14.72,3.78,3.283834,0.3402654,19.58841,19.61065,19.33863,0.2720200000000012,12.170315975632056,False,47.3,0
62200406,1600870173920940928,DA,7,7.0,-5.7,173.3,614.3,12.4,24.5,21.28,3.45,2.04,1.14,10.62,3.31,3.886623,0.2157924,19.35379,19.44552,19.34205,0.1034699999999979,12.301652081905718,False,28.883333333333336,0
71012123,2678341330908264960,DA,15,15.0,2.5,189.2,320.7,12.3,15.0,20.5,10.75,5.59,1.04,10.22,3.87,3.847364,0.1897825,18.62671,18.65341,18.61696,0.036450000000002,11.55252638476131,False,13.514285714285714,0
