sdss_id,gaia,cls,n,n_rv,rv_mean,rv_chi2,drv_max,drv_sig,med_erv,ew_ha_mean,ew_ha_chi2r,ew_ha_range,ew_he_mean,ew_he_chi2r,ew_he_range
71881168,2836106960137728512,DA_MS/DZ,2,2.0,-1.7,2.6,35.5,1.6,15.4,-3.14,118.16,4.56,-1.03,0.06,0.08
71914168,2841771575325305216,DA,2,2.0,1.3,3.2,35.0,1.8,13.8,14.82,5.73,1.55,0.61,0.02,0.08
73716468,3034866226855364608,DA/DZ,2,2.0,0.7,0.1,1.9,0.2,5.5,1.1,29.73,1.11,-0.34,0.39,0.1
73890368,3045399720045550080,DA,5,5.0,16.9,21.8,75.0,2.8,16.5,14.41,7.97,4.13,0.64,6.4,0.78
74365468,3079481999225480448,DA,2,2.0,0.6,5.3,14.4,2.3,4.4,12.48,7.83,0.58,0.57,0.93,0.16
75033568,3130168042156410752,DA:,2,2.0,14.6,0.2,10.1,0.5,14.6,9.57,1.92,0.91,-0.51,0.3,0.24
75060868,3132402151005490560,DA,3,3.0,-2.8,5.3,24.6,2.2,6.7,7.78,21.07,1.27,0.44,1.54,0.29
75238568,3145950848676224256,DA,2,2.0,-3.8,2.6,43.8,1.6,18.5,14.44,10.11,2.1,0.71,2.11,0.76
75269968,3148826273447913600,DA,2,2.0,1.7,2.5,61.1,1.6,23.2,4.7,13.15,2.49,0.68,0.31,0.28
75503468,3165716008997572352,DA,2,2.0,3.3,0.8,15.2,0.9,11.4,18.18,77.69,8.92,0.34,13.6,2.82
75593168,3178250097955851136,DA,2,2.0,-12.4,4.4,37.3,2.1,12.2,7.33,10.98,2.62,0.56,0.01,0.05
76263768,3290248967998293248,DA,2,2.0,-4.3,0.9,18.9,0.9,14.2,19.39,0.67,0.86,1.81,0.03,0.13
76312468,3301595202145610240,DA,2,2.0,1.1,13.4,36.1,3.7,7.0,14.64,0.23,0.2,1.47,2.59,0.49
76432668,3324044450744162304,DA,3,3.0,0.2,0.1,2.3,0.3,4.6,7.78,6.22,0.78,0.26,3.24,0.48
76517968,3329967824822460928,DA,3,3.0,-6.8,7.3,22.9,2.7,5.8,5.29,10.96,0.99,0.55,0.8,0.19
78717168,3607853003443272576,DQ,12,12.0,-14.5,119.0,411.3,8.5,21.8,-0.39,4.45,1.24,0.09,5.3,1.07
78872068,3636151129911425408,DA,3,3.0,1.8,0.5,8.4,0.7,8.9,16.72,19.23,1.46,0.24,3.88,0.6
78973168,3652792135318823680,DA,3,3.0,-2.0,4.3,86.1,2.1,36.2,16.36,34.42,6.24,1.48,1.49,1.11
79083768,3671614159478740224,DA,2,2.0,20.9,0.7,64.4,0.9,46.0,10.57,3.15,2.15,-0.06,2.79,1.51
79086968,3672144639479380224,DA,2,2.0,4.8,0.7,18.3,0.9,15.0,9.2,0.07,0.2,-0.39,4.14,1.17
79135468,3679903137122460416,DA,2,2.0,1.2,0.1,5.9,0.4,10.8,19.93,0.57,0.28,1.8,3.38,0.56
79137768,3680253297216114304,DA,2,2.0,0.0,0.2,8.9,0.5,13.0,20.68,6.6,1.69,0.96,2.36,0.83
79488568,3741531519773340800,DA,4,4.0,1.3,3.3,39.2,1.2,15.0,19.31,1.78,1.27,0.98,5.78,2.14
79671768,3779969935179625216,DA:,3,3.0,0.3,6.8,15.9,2.6,4.1,3.77,8.36,0.84,-0.03,3.35,0.41
79705568,3786827073806471552,DA/DZ,3,3.0,-0.7,3.7,9.3,1.3,3.7,2.43,8.42,0.93,-0.08,1.84,0.36
79811668,3807318087897327616,DA:,2,2.0,0.9,1.4,12.1,1.2,6.9,3.56,0.79,0.37,0.53,0.2,0.15
80131368,3868922315652102912,DA,2,2.0,7.3,1.5,42.6,1.2,22.6,16.0,0.52,0.72,1.74,0.09,0.21
81471568,4043748852063039232,DA:,8,8.0,0.9,10.8,34.3,2.6,9.3,2.19,7.09,2.16,-0.01,3.29,1.32
81798568,4050233157545132800,DA/DZ,2,2.0,-0.0,3.1,15.5,1.8,6.2,1.18,2.37,0.42,-0.33,0.0,0.01
82107768,4055220744073725056,DC/DQ,3,3.0,0.0,0.3,7.3,0.4,13.8,2.65,5.75,7.2,-0.4,2.14,0.58
85660968,4155957793252018816,DA_MS,2,2.0,-13.3,42.5,235.4,6.5,22.6,0.61,8.38,2.41,0.4,0.58,0.53
87367968,4274460957468779392,DA_MS,3,3.0,3.4,6.4,56.5,2.3,13.6,10.86,2.2,1.08,0.13,5.15,1.3
87633668,4293222027452271104,DZ,2,2.0,14.6,8.4,112.6,2.9,27.3,2.58,6.37,2.03,1.02,0.05,0.15
89615068,4497308256196457472,DA,3,3.0,-6.7,9.4,66.1,2.8,13.7,18.18,10.31,2.34,1.64,1.61,0.74
89639268,4499893001877256576,DA,2,2.0,-2.7,0.7,25.6,0.8,20.6,5.81,8.73,2.64,-0.8,5.43,1.63
89908868,4519727508767756672,DA,2,2.0,-10.9,0.7,23.3,0.8,19.3,19.47,0.2,0.26,1.25,0.24,0.24
89922468,4520924670767317376,DA/DA_MS,2,2.0,-12.0,2.7,20.6,1.7,8.7,3.74,33.48,1.64,-0.12,0.84,0.21
90424668,4575990480811119488,DA,2,2.0,3.9,0.0,6.0,0.2,19.4,4.33,0.36,0.72,1.77,12.44,3.03
90944668,4640212542668882048,DA:,2,2.0,-0.9,0.4,7.6,0.6,8.2,-5.14,1.13,0.28,-1.71,0.51,0.15
90961468,4643260423260663808,DA:,2,2.0,-0.8,0.2,3.5,0.5,5.0,3.28,0.37,0.19,-0.15,0.0,0.01
91583968,4660533957122264832,DA,2,2.0,1.1,3.9,29.1,2.0,10.4,3.96,8.46,0.81,0.69,0.1,0.07
91758068,4671906785677325824,DC/DB,2,2.0,2.3,1.9,37.7,1.4,19.5,4.52,8.83,1.81,1.45,14.05,1.74
92381068,4746476317108135424,DA,2,2.0,-17.2,0.0,3.6,0.1,18.8,19.0,4.52,2.65,0.67,0.53,0.69
92495068,4760284228943802752,DA_MS/DZ,2,2.0,6.0,1.7,25.2,1.3,13.7,-4.53,10.33,3.07,-0.35,1.39,0.86
92528168,4764100732586749568,DA,2,2.0,-1.5,1.1,16.0,1.1,10.1,18.84,8.6,3.41,0.33,5.97,2.15
92537668,4765338305939847424,DZ/DA,2,2.0,0.6,0.0,0.7,0.1,5.1,0.14,2.57,0.35,-0.18,0.54,0.13
92611868,4775601731588769024,DA_MS/DZ,4,4.0,2.1,2.6,47.7,1.6,13.4,-6.51,9.28,2.55,-2.06,12.89,2.35
92910468,4818286417950253440,DA,2,2.0,-0.6,0.6,19.4,0.8,17.3,17.89,3.83,2.21,0.61,0.0,0.03
93474968,4909757852578365184,DA,3,3.0,2.1,1.0,25.7,0.9,17.0,18.5,10.29,4.65,0.84,5.8,2.82
94810968,5160606100399297280,DA,2,2.0,0.8,0.2,6.1,0.5,9.3,8.18,2.58,0.94,-0.34,0.43,0.29
94820968,5162927998374146560,DA,2,2.0,-1.2,0.2,6.9,0.4,10.9,17.99,3.02,0.93,-0.17,0.13,0.15
94834268,5165560568514101376,DZ,4,4.0,-39.6,352.1,615.2,14.5,25.1,-0.37,0.64,0.62,0.03,1.73,0.91
94842568,5167620267325476096,DA/DZ,2,2.0,0.0,0.0,0.7,0.1,6.5,2.41,8.83,0.83,-0.29,2.3,0.34
94925468,5186379821185526272,DA,2,2.0,-7.9,0.7,26.1,0.8,22.4,12.89,27.79,6.47,-0.3,0.11,0.36
95760768,5258850973340865280,DA:,2,2.0,-3.1,3.8,11.5,1.9,4.2,4.24,0.11,0.08,-0.09,2.73,0.32
95895868,5272852979034659072,DA,3,3.0,2.6,7.1,37.5,2.5,9.6,14.34,0.76,0.29,0.58,3.13,0.58
95992168,5281113128858978944,DZ:,2,2.0,1.3,2.0,9.6,1.4,4.8,1.13,1.15,0.27,-0.23,0.22,0.1
96757568,5335053691904431360,DA:,2,2.0,7.3,3.8,18.4,2.0,6.6,3.1,2.22,0.59,-0.33,0.14,0.12
96766068,5335369938925068672,DA,3,3.0,2.5,1.4,8.6,1.2,4.8,5.87,4.61,0.5,0.1,0.24,0.12
96799668,5336707288656281472,DA:,2,2.0,0.1,0.0,0.8,0.1,7.2,3.22,6.41,0.84,-0.46,0.4,0.16
96851368,5338295876816520832,DC/DZ,3,,,,,,,2.73,1.12,6.67,0.63,0.0,0.0
99341368,5571586298273271040,DA,2,2.0,4.5,5.4,41.8,2.3,12.7,9.03,23.28,2.24,0.49,4.68,0.78
100056569,5617701881832459904,DA:,4,4.0,-0.4,6.2,35.8,2.4,11.2,8.17,35.97,4.09,0.02,21.67,1.69
101616369,5764002722919781632,DA,2,2.0,-4.9,4.1,23.1,2.0,8.1,13.69,6.48,1.2,-0.1,0.01,0.04
102389169,5825159483807143808,DA,2,2.0,7.3,1.7,34.1,1.3,18.4,19.3,11.35,2.93,2.38,0.02,0.1
102531769,5833256016919223552,DA,2,2.0,0.6,1.7,31.3,1.3,17.1,5.15,91.56,7.35,-0.29,1.15,0.65
102834369,5852221115052167552,DA,2,2.0,-1.2,0.6,11.0,0.8,9.9,12.34,1.04,0.32,0.44,2.13,0.4
102902969,5854295240595495040,DA,3,3.0,-0.1,1.3,16.6,1.0,11.5,18.64,10.63,1.74,0.51,2.15,0.62
103335469,5870020215406230144,DA,2,2.0,-7.0,2.7,19.4,1.7,7.8,10.6,0.73,0.55,-0.06,0.3,0.11
103401269,5873414094208632576,DA,2,2.0,-2.8,7.0,56.4,2.6,15.1,4.09,2.08,1.08,0.67,37.3,3.13
103419369,5874024769842933760,DBA,2,2.0,-1.3,0.8,14.6,0.9,11.1,3.67,2.64,0.9,4.67,5.21,0.95
103916669,5891290748821039872,DA_MS,2,2.0,10.7,2.9,33.8,1.7,14.1,12.32,13.28,2.14,1.29,6.96,1.19
106138569,5982594538026270720,DA:,2,2.0,-0.7,0.7,11.3,0.9,9.3,2.54,14.01,1.72,-0.46,0.17,0.15
109563869,6327060806437974912,DA,2,2.0,37.8,28.6,133.7,5.3,17.7,15.29,16.99,3.03,-0.27,1.79,0.82
110026269,6401506986407736832,DA_MS:,2,2.0,21.4,0.3,12.6,0.6,15.7,-12.16,17.61,1.87,-3.15,2.52,0.52
110028369,6401745442992545280,DA:,2,2.0,0.3,1.3,28.1,1.1,17.6,4.02,0.55,0.63,0.46,5.35,1.42
110058069,6405270133673708800,DA,2,2.0,-8.4,9.2,34.1,3.0,7.9,19.09,1.11,1.17,0.06,0.25,0.43
110078669,6407895698721523328,DA,2,2.0,0.8,0.2,10.7,0.4,16.3,20.01,5.57,1.1,0.15,0.09,0.12
110407069,6444245518775930112,DA,2,2.0,6.1,10.4,66.2,3.2,14.5,13.1,21.79,3.46,-0.71,31.37,3.27
110484069,6452114315474935040,DA,2,2.0,1.8,1.9,59.2,1.4,28.0,17.96,2.87,12.68,0.72,7.54,1.53
110549569,6460051342022089856,DA,2,2.0,-1.8,0.8,9.7,0.9,7.6,12.35,6.78,0.97,-0.13,0.21,0.15
110812069,6490945728977868928,DB,2,2.0,1.3,0.7,15.1,0.8,11.9,-0.63,4.25,1.28,6.18,24.47,2.38
111717169,6638321385640881280,DA,2,2.0,-0.4,1.3,14.6,1.1,9.0,11.58,0.02,0.06,-0.35,2.91,0.55
112090869,6668864512993530240,DA,2,2.0,-8.5,0.9,27.2,1.0,19.8,21.99,6.72,1.93,2.65,6.6,1.57
112146469,6674423708205578752,DA,2,2.0,3.3,0.3,11.1,0.5,14.4,16.06,23.4,4.94,0.82,6.93,2.09
112471669,6705655615171344896,DA,2,2.0,-6.9,1.8,35.9,1.3,18.9,14.78,3.6,1.73,1.76,1.2,0.82
112582369,6710600423900428800,DA,2,2.0,-3.4,1.0,20.1,1.0,14.0,18.43,5.57,2.11,-0.97,1.78,1.0
114817969,288175125714560,DA,4,4.0,0.8,3.0,30.2,1.4,15.3,20.29,16.36,2.63,1.08,13.08,1.57
116264969,251969345961804288,DA,3,3.0,-1.1,3.1,20.5,1.7,6.8,7.77,4.28,0.49,0.07,9.66,0.81
116364169,261671470922942976,DA,4,4.0,-3.6,45.0,55.8,3.8,7.0,10.91,8.88,1.8,0.41,3.18,1.53
116703269,315493110560779520,DA,5,5.0,-17.6,49.4,340.0,6.6,21.7,19.02,15.2,3.76,1.4,1.57,1.2
116736669,321459820861615872,DA,2,2.0,-0.2,0.0,2.7,0.1,12.5,14.57,2.7,0.52,0.51,0.09,0.09
54471769,428520363278315008,DA,2,2.0,0.6,0.5,16.8,0.7,16.6,17.07,0.0,0.07,0.49,19.25,3.13
54478869,429002228548839552,DZ/DA,3,3.0,0.4,1.0,3.8,0.9,2.9,1.55,4.46,0.42,-0.2,1.05,0.18
54892769,466511719829630080,DA/DZ,2,2.0,-2.4,4.5,25.1,2.1,8.1,2.65,17.41,1.84,-0.11,0.29,0.22
55052569,486763452703696768,DA,3,3.0,0.9,0.7,33.5,0.8,23.8,7.53,8.6,2.25,-0.02,0.53,0.54
55424969,523855065153120768,DA,2,2.0,4.8,1.3,29.5,1.1,18.6,17.65,0.0,0.02,1.66,0.51,0.43
55770669,578192483117231872,DA,8,8.0,-77.8,442.4,581.8,16.6,21.1,6.72,9.0,7.7,0.64,5.36,3.48
55772969,578469319529775232,DA,3,3.0,6.7,10.8,64.4,3.1,14.6,19.51,0.43,0.85,-0.18,1.11,1.02
55775669,578869610481847296,DA,3,3.0,-1.0,3.7,45.7,1.9,14.5,18.95,5.98,3.07,0.96,1.89,1.36
55879569,596304501938339840,DA_MS,2,2.0,15.3,6.4,66.1,2.5,18.2,0.86,58.43,2.65,-0.62,0.07,0.07
56420769,677232436098185216,DA,2,2.0,1.1,0.1,7.1,0.3,14.9,20.26,4.27,1.88,1.66,14.96,2.77
57444969,864961745755180672,DA,7,7.0,-3.3,39.5,133.9,3.8,21.0,16.31,17.72,7.69,1.32,9.41,4.88
57446769,865128012530025600,DA,2,2.0,-0.4,0.9,21.1,0.9,16.0,17.51,10.55,2.99,0.8,0.0,0.02
57461969,866574493091351936,DC/DZ,2,2.0,7.7,1.8,36.3,1.4,18.9,-2.0,0.16,0.12,-0.44,1.86,0.31
57495169,869914740696553600,DC_MS/DA_MS,6,6.0,-1.1,26.2,29.3,4.0,3.3,-19.19,12.9,1.95,-2.92,3.29,0.84
57510069,871368844823116288,DA,2,2.0,18.9,18.1,63.2,4.3,10.1,9.42,56.96,4.86,0.94,0.12,0.16
57658969,887128071970085376,DA,2,2.0,-1.7,0.8,22.5,0.9,16.7,8.28,38.66,3.96,0.24,0.03,0.09
59481969,1162587929802416768,DA,4,4.0,15.8,183.4,368.4,10.6,22.2,16.38,21.63,9.29,0.49,9.98,5.3
60451669,1316238426312036096,DA,11,11.0,-4.4,52.5,157.0,5.4,13.6,9.16,13.67,3.08,0.03,6.65,2.26
60529669,1327078580169023872,DA,7,7.0,3.3,33.8,128.6,5.6,25.4,20.8,7.44,3.92,1.42,7.04,3.15
60773569,1356089263187623040,DA,5,5.0,10.1,30.5,151.2,4.2,20.5,6.0,17.45,4.88,0.69,24.61,3.8
60814169,1361096202918618368,DA_MS,2,2.0,1.4,0.1,9.6,0.3,22.6,13.5,3.3,1.59,-0.38,1.7,0.87
61199869,1421012852123804032,DA/DZ,3,3.0,-6.5,4.7,18.1,2.2,5.8,0.48,0.99,0.31,-0.29,3.33,0.41
61245969,1428212793563296512,DA,2,2.0,5.7,2.6,42.4,1.6,16.2,20.7,5.46,2.17,0.84,0.14,0.25
61553369,1479765251657612160,DA,5,5.0,6.8,68.4,149.9,6.8,15.8,14.56,5.88,2.73,-0.07,8.26,2.0
61557769,1480478559826282624,DB,6,6.0,-88.7,1943.4,1096.8,33.0,16.2,-1.17,11.11,4.74,4.36,4.99,2.47
61559669,1480771854552689152,DA,4,4.0,-11.1,9.9,60.7,2.5,20.9,19.89,9.52,2.83,1.07,12.18,2.66
62200469,1600882268549215616,DA,2,2.0,1.2,0.8,8.3,0.9,6.5,15.15,0.09,0.08,0.54,0.39,0.15
62238569,1608021500627073408,DA,2,2.0,0.6,25.2,50.9,5.0,7.1,12.6,0.01,0.04,0.43,4.76,0.58
62263969,1612498673320412160,DA,7,7.0,-0.5,8.6,70.3,2.6,17.3,19.41,10.69,5.38,0.86,4.74,2.6
62784569,1706625016212384128,DZ,2,2.0,-11.9,1.0,30.1,1.0,20.6,0.01,9.47,0.85,0.04,2.89,0.36
63219469,1766571210496228352,DA,2,2.0,-3.1,0.2,10.9,0.4,17.5,13.05,13.92,2.27,-0.11,9.35,1.51
63367669,1787711593577752832,DA,2,2.0,14.3,7.5,69.7,2.7,18.0,5.49,3.0,1.69,1.14,1.24,0.82
63546369,1807439993287364608,DA,2,2.0,-0.9,0.2,5.2,0.5,7.2,13.25,5.37,0.66,0.27,1.69,0.33
63642669,1815614965310875520,DZ,2,2.0,7.8,1.1,27.8,1.0,18.8,0.13,0.0,0.03,0.9,1.6,0.36
64435969,1877767089156296448,DB,3,3.0,1.4,15.0,83.1,3.7,17.6,-0.16,0.43,0.42,5.33,4.08,0.91
64820269,1936168787435552256,DA,2,2.0,0.7,0.1,3.8,0.4,7.3,15.41,0.13,0.13,0.16,0.0,0.01
64820669,1936215374942167424,DA/DC,2,2.0,-5.1,2.1,39.6,1.5,19.1,5.51,0.03,0.19,1.5,4.62,1.72
65105969,1966355565642718592,DA_MS,2,2.0,-0.9,0.1,4.3,0.3,8.9,8.58,12.25,3.72,2.18,27.74,3.75
65775869,2005975956050842368,DA,2,2.0,-0.9,0.2,7.4,0.4,12.0,19.39,4.65,1.06,1.48,22.24,1.38
66093969,2023610645105206400,DZ/DA,2,2.0,400.8,406.9,614.5,20.2,20.6,-0.3,82.08,1.63,-0.25,2.18,0.21
66948469,2067804930852279808,DZ:,8,8.0,-23.2,58.2,259.6,3.0,11.6,-1.68,326.1,20.0,-0.74,25.89,2.15
67111869,2076678981825545088,DA,2,2.0,-10.8,5.7,69.9,2.4,20.5,17.76,1.05,1.3,0.99,17.66,3.45
67476669,2107358689133079168,DA,2,2.0,-7.5,3.7,47.4,1.9,17.5,18.02,22.17,2.37,1.01,2.65,0.69
67568669,2116529818698486656,DA,2,2.0,-8.2,7.7,57.8,2.8,14.7,8.87,4.42,2.18,-0.32,6.45,1.98
67695169,2129404343947290496,DA,2,2.0,10.4,1.8,29.9,1.4,15.6,14.86,2.4,1.11,1.2,4.84,1.24
67720169,2131427827597111936,DA,2,2.0,0.1,0.2,6.4,0.5,9.4,2.83,7.38,1.37,-1.28,11.61,1.33
67732469,2132460848833123328,DA,2,2.0,-3.9,0.3,13.6,0.5,18.6,17.97,0.74,0.77,1.34,6.85,1.73
67993269,2161886464355399936,DA_MS/DC_MS,2,2.0,28.3,0.1,5.9,0.3,15.9,-14.85,5.97,1.06,-2.55,11.4,0.7
68161669,2169066855097667968,DA,3,3.0,-12.0,8.5,64.1,2.3,19.8,16.18,1.04,1.99,0.61,13.09,4.33
68274169,2174946875789961216,DA_MS:,3,3.0,52.7,0.6,26.5,0.7,26.1,5.53,1.03,0.51,0.88,1.53,0.36
68642169,2206897515454733312,DC,2,2.0,-3.8,7.6,30.6,2.8,7.4,-4.08,0.9,0.76,0.98,3.59,0.75
69608269,2386099974993061120,DA,2,2.0,0.8,0.1,6.6,0.3,16.9,6.32,1.23,0.5,0.64,2.63,0.6
69722169,2419860303430004736,DZ,2,2.0,-47.9,11.6,112.6,3.4,23.4,0.09,33.39,5.54,-1.35,29.74,3.85
70105069,2497820178964816128,DA,2,2.0,1.1,7.3,54.9,2.7,14.3,20.02,2.75,1.35,0.53,23.02,3.03
70286369,2533734008299242368,DBA,9,9.0,2.9,140.5,389.8,10.3,25.3,3.35,20.07,6.88,4.78,2.25,2.21
70308369,2537568898701342080,DA,5,5.0,-1.1,7.0,67.6,1.9,11.2,13.23,10.72,2.23,0.27,4.69,0.87
70819669,2641630119421561856,DA,9,9.0,0.9,37.2,155.4,4.5,11.8,17.54,8.26,2.25,0.71,4.19,1.76
71017069,2679271414665937280,DA:,4,4.0,-0.6,6.8,12.9,2.4,4.0,3.22,2.83,0.57,0.06,2.56,0.46
71037569,2682633102748692096,DA,6,6.0,3.0,25.7,85.1,3.6,14.9,12.47,32.24,8.3,0.45,14.6,3.97
71077769,2687768066863960576,DA,3,3.0,-0.7,129.0,68.6,10.4,5.4,15.03,0.29,0.12,0.48,4.4,0.49
71619769,2789409425702135424,DA,2,2.0,9.4,3.1,47.2,1.8,18.8,6.87,0.53,0.91,-0.34,3.55,1.64
71875869,2835134334729445504,DZ,2,2.0,1.2,0.8,30.0,0.9,23.4,-0.79,9.21,1.94,0.33,0.0,0.01
71995369,2855941943744691072,DA,2,2.0,4.9,3.8,25.2,1.9,8.9,20.03,50.29,2.04,1.29,5.59,0.61
74041669,3054300919509522944,DA,3,3.0,3.6,26.6,23.8,5.0,4.3,7.63,16.07,1.15,-0.03,6.39,0.53
74199969,3063352060566862336,DA,2,2.0,-3.0,14.2,84.1,3.8,15.6,9.19,1.76,1.25,-0.54,13.46,2.7
74252969,3068006812979765632,DA_MS,2,2.0,1.3,0.8,24.0,0.9,17.0,-4.51,37.84,6.15,-1.21,0.03,0.13
74333269,3075850381038596736,DA,3,3.0,4.2,3.7,66.1,1.9,14.9,21.0,27.61,6.46,2.12,9.7,2.66
74366869,3079646616731536512,DA_MS,2,2.0,-5.8,3.2,46.3,1.8,18.4,1.19,1.46,1.23,-0.38,15.31,3.04
74626069,3100810570602116736,DA_MS,2,2.0,-5.1,0.7,24.8,0.8,21.3,11.26,161.71,10.08,0.37,0.56,0.42
74638069,3101646852271141248,DA,3,3.0,27.2,327.2,410.5,17.7,11.4,12.02,22.93,3.25,1.03,7.92,3.81
74708569,3107298032795070336,DA_MS:,3,3.0,0.7,2.1,23.6,1.4,11.6,-10.85,6.45,0.94,-2.89,1.6,0.37
74820269,3113083967926388480,DA,2,2.0,-7.5,3.0,71.6,1.7,29.1,10.29,1.33,1.35,1.17,2.57,1.63
74864069,3115763615201858048,DA,2,2.0,1.7,0.1,6.4,0.4,11.6,20.91,3.73,1.75,-0.13,3.33,1.47
74876269,3116686277255861888,DA,2,2.0,-11.2,2.3,40.3,1.5,18.8,14.43,1.71,1.19,2.59,23.16,3.34
74923269,3120891879169754368,DA,3,3.0,-4.4,1.1,12.5,0.9,9.9,13.45,16.12,15.18,0.04,6.57,2.76
75277169,3149400119731666048,DA,2,2.0,16.1,6.7,59.4,2.6,16.0,19.75,27.51,5.24,1.28,0.43,0.52
75298269,3151359754392618112,DA,2,2.0,17.0,11.5,78.1,3.4,16.3,3.61,6.01,1.53,0.95,0.0,0.03
75811769,3212795756869253376,DA,3,3.0,4.4,1.8,11.5,1.3,5.8,7.57,124.18,15.4,1.82,6.54,1.57
76111869,3254349050060900608,DA,3,3.0,1.4,5.0,50.9,2.2,12.6,18.93,5.59,2.88,2.17,0.3,0.56
76139069,3261209006186249728,DA,2,2.0,-9.0,5.1,71.9,2.3,21.5,19.61,7.14,2.4,1.36,19.34,2.91
76153569,3264198921899074304,DA,2,2.0,-0.0,0.3,14.1,0.5,18.5,19.86,3.41,2.06,1.15,5.49,1.99
77480169,3423827673584544384,DA,2,2.0,0.2,1.8,27.4,1.3,14.3,14.65,0.02,0.08,1.19,4.0,0.96
78869469,3635744619846870912,DA,2,2.0,-0.9,1.7,12.0,1.3,6.6,14.64,5.43,0.67,0.43,8.25,0.71
78938869,3647232832730355968,DA,2,2.0,-3.3,1.5,33.5,1.2,19.2,20.04,0.29,0.38,0.84,6.34,1.44
78999069,3656974574471569792,DA,2,2.0,-0.4,17.6,118.4,4.2,19.9,22.22,2.77,1.93,0.8,0.28,0.47
79002369,3657568761722508672,DA,2,2.0,1.0,0.2,5.9,0.5,8.8,18.39,0.04,0.04,0.61,11.54,0.74
79058369,3667046582018455040,DA,2,2.0,44.0,363.8,270.3,19.1,9.3,21.72,5.32,2.36,1.62,0.01,0.07
79068369,3668868374001785472,DA,2,2.0,0.6,8.3,44.5,2.9,10.9,14.94,2.84,0.36,0.69,0.6,0.15
79128269,3678698931371648640,DA,2,2.0,-2.4,0.6,14.6,0.8,12.5,16.36,0.6,0.53,0.55,4.33,1.14
79710569,3787834290881131776,DBA/DAO,2,2.0,2.2,2.1,27.5,1.4,13.5,4.85,1.52,0.55,2.16,0.07,0.09
79782169,3801286403330584448,DC/DB,2,2.0,1.9,0.1,8.2,0.3,17.1,2.5,46.75,9.12,5.72,5.0,2.16
79825169,3810315970774971136,DA,2,2.0,0.9,0.1,5.8,0.4,11.0,16.92,39.35,4.64,2.13,9.78,1.84
79886369,3822502923296971392,DA_MS:,5,5.0,-3.4,60.7,214.5,7.7,14.1,-31.85,4.5,4.18,-2.13,2.05,1.57
79904869,3825710576672661888,DB/DBA,2,2.0,-7.1,1.3,27.9,1.1,17.4,1.62,15.42,2.7,4.51,8.63,1.49
80072269,3857054492084167424,DA,2,2.0,-3.6,1.5,21.6,1.2,12.3,9.06,10.7,3.03,0.55,4.98,1.58
80107269,3864088239766350080,DA:,2,2.0,-3.3,3.6,41.9,1.9,15.6,10.75,7.18,1.6,-0.05,2.37,0.7
80562569,3953326257039572864,DA,3,3.0,4.1,14.1,87.9,3.7,15.2,20.19,4.73,2.03,1.31,1.29,0.56
82120569,4055471024724510208,DA,3,3.0,-0.2,1.1,6.4,1.0,4.8,6.06,0.56,0.22,0.05,12.75,0.95
83228969,4067477554248982528,DA,2,2.0,1.6,0.1,5.5,0.3,13.6,19.47,13.21,0.96,1.52,0.37,0.12
83976069,4090446352204600448,DA,2,2.0,8.9,0.0,1.3,0.1,12.5,19.5,29.97,1.48,0.75,0.2,0.1
86856069,4253427991600581760,DA:,3,3.0,-0.7,7.2,16.1,2.7,4.2,4.6,1.18,0.35,-0.05,2.02,0.38
89607969,4496420297480903808,DA,2,2.0,-0.5,4.1,48.6,2.0,16.8,18.35,1.74,0.9,-0.49,31.05,3.17
90217869,4552346853345386112,DA,2,2.0,6.2,4.4,52.4,2.1,17.6,17.44,17.5,3.9,1.25,0.18,0.31
90421869,4575695468097692544,DA,2,2.0,3.6,0.7,16.4,0.8,14.1,20.24,2.15,0.82,0.93,2.05,0.67
91746869,4669791879358091776,DA,2,2.0,0.1,0.1,4.4,0.2,13.0,19.47,2.72,1.83,2.46,1.35,0.99
92108069,4701323016687771136,DA,2,2.0,-3.7,11.0,67.5,3.3,14.4,11.44,2.11,1.47,1.54,10.33,2.54
92339069,4739058942947995776,DA,2,2.0,-2.4,3.0,29.2,1.7,11.1,18.75,0.21,0.44,-0.11,0.09,0.23
92519269,4762934803585423744,DA,2,2.0,-2.7,1.5,14.8,1.2,8.3,14.77,36.05,5.41,0.43,6.91,1.88
92526969,4763943334920257024,DA,3,3.0,-1.4,12.0,94.5,3.5,19.0,19.75,1.52,1.36,-1.05,43.13,5.53
93441369,4904495207674294528,DA,2,2.0,2.5,1.2,16.0,1.1,10.0,22.6,0.63,0.57,-0.23,14.4,2.18
93492969,4913032163846113280,DA,2,2.0,0.1,0.0,1.0,0.0,14.5,14.9,4.77,0.99,0.33,0.85,0.36
93508869,4915882991336989696,DA,2,2.0,-0.6,4.6,38.6,2.2,12.5,6.71,3.32,1.11,0.01,0.01,0.05
93580169,4927960675596693760,DA,2,2.0,-1.8,4.4,35.6,2.1,12.0,17.78,2.43,0.8,1.12,7.23,1.18
94905869,5181880726979272320,DA,2,2.0,50.8,17.4,151.2,4.2,25.4,20.92,1.13,1.1,0.46,16.37,2.49
94910769,5183144336421870848,DA,2,2.0,1.9,0.2,9.2,0.4,14.8,15.15,2.33,1.53,0.8,0.75,0.62
95928569,5276314447797889408,DA:,2,2.0,-0.5,5.8,13.1,2.4,3.9,2.28,0.67,0.16,-0.21,1.01,0.16
