sdss_id,n_vis,chi2r,dv,dv_sig,vis,gaia,cls,g_mag,MG,bprp,dr19
100027843,3,1.25,39.9,1.5,59217:-31±23 59218:+9±14 59220:+8±12,5616326495865283072,DA,17.81207,7.62622119408632,-0.4618300000000026,False
100038798,4,8.22,69.1,4.6,59212:-7±24 59217:-9±10 59218:+50±11 59220:-19±10,5616874946010432000,DA,17.44839,10.62765571053657,-0.1486299999999971,False
101590042,3,7.18,93.4,3.6,60026:-59±19 60058:+10±10 60286:+35±17,5760874440540631680,DA,17.3959,9.318538890143858,-0.465250000000001,False
104455449,3,101.93,514.2,13.1,60101:-470±32 60111:-4±10 60155:+44±23,5923963561484530944,DA,18.18923,11.8726567574069,0.2965599999999995,False
110514411,3,0.24,16.8,0.4,60165:-10±13 60167:+7±36 60168:+1±12,6455606188310688512,DA,17.58804,9.90039536514536,-0.3922200000000018,False
110663463,4,2.28,90.6,2.6,60165:+37±21 60167:-2±19 60171:-2±18 60173:-53±28,6473396458246166016,DA,18.44775,10.430355993673908,-0.318290000000001,False
110833883,3,0.04,13.4,0.3,60576:-5±43 60577:-16±20 60578:-19±19,6493699696366931200,DA,18.70598,11.430040178147722,-0.2843300000000006,False
114181553,5,0.43,30.8,1.1,60507:+4±18 60530:-10±19 60584:-27±22 60585:+1±10 60586:+0±10,6837525469227801088,DA,17.42406,12.48864243377922,-0.0593099999999999,False
114182511,5,2.88,48.2,2.7,60507:-24±11 60530:-8±24 60584:+24±14 60585:+13±10 60586:-15±10,6837772412668138624,DA,18.55841,13.324418293396032,0.5244,False
115986011,4,2.35,72.8,2.4,59206:+60±28 59212:-12±10 59971:-8±10 60625:+17±21,213298452562402176,DA,17.68958,11.467861409910649,-0.0166499999999985,False
116392334,4,0.99,38.3,1.2,59914:+19±12 59956:-19±29 59971:+17±17 60615:-5±13,265824184605171200,DA,18.96726,11.210936874670338,-0.0935899999999989,False
116462718,2,0.78,15.3,0.9,59971:-4±10 60617:+12±14,274791771384341376,DA,18.08222,11.177573900677505,-0.0889699999999997,False
116625587,4,0.34,14.8,0.4,60255:+10±15 60579:+11±35 60591:+9±13 60615:-4±10,302666207910787712,DA,18.54071,11.30110329889498,-0.1802500000000009,False
116633596,4,6.33,125.6,3.5,60255:+19±22 60579:-69±31 60580:-43±24 60615:+57±17,303768056000635776,DA,18.01625,8.185707881851705,-0.2421299999999995,False
116676666,3,1.33,33.4,1.6,60253:+28±18 60589:-6±10 60638:+5±11,310776033878412288,DA,18.82234,9.661070498079823,-0.318010000000001,False
116702759,5,5.1,85.0,4.4,60293:-2±24 60581:+18±23 60582:+79±16 60583:+6±23 60593:-6±11,315426590111350400,DA,19.11685,10.84927599473102,-0.1537299999999994,False
116703665,5,2.84,78.5,2.7,60293:+7±16 60581:-47±17 60582:+30±43 60583:+19±14 60593:+32±24,315548051782005504,DA,17.34813,11.66673222114004,-0.1515599999999999,False
116704571,4,2.94,76.6,2.8,60293:+15±17 60581:+0±10 60583:+42±17 60593:-35±21,315677931593250560,DA,18.0799,11.251573829744029,-0.1175100000000028,False
54405380,3,0.51,19.4,1.0,59952:+4±15 60564:+18±17 60565:-1±10,423616369618993920,DA,18.3368,11.74688377725867,0.0184800000000002,False
54764286,6,1.15,237.4,2.0,59205:+46±12 59206:+48±16 59207:+35±14 59208:-1±34 59209:+29±13 60625:+237±112,456833822787232768,DA,18.21927,11.025286915743838,-0.0765299999999982,False
55759617,3,0.96,27.8,1.4,59257:-14±17 59312:+13±10 59313:+10±30,576626847279124352,DA,19.448,12.10398139105477,-0.0713900000000009,False
55761027,4,1.05,44.2,1.5,59252:-8±10 59257:+29±26 59312:+8±15 59313:-15±14,576806617430573568,DA,18.92601,9.00347730317946,-0.3750900000000001,False
55764036,8,14.66,186.3,7.0,59255:+18±16 59256:+54±11 59257:-14±24 59305:-96±23 59306:-81±25 59312:+90±14 59313:-22±11 59615:-83±34,577257520277310848,DA,18.13181,12.276951553092909,0.4016599999999997,True
55765447,9,3.4,76.5,1.3,59207:+42±20 59208:+37±25 59257:-34±23 59305:+39±14 59306:+30±14 59312:+16±15 59313:-28±11 59615:+43±56 59663:-10±15,577477182084060160,DA,19.27059,12.37581831047525,0.116109999999999,False
55765717,7,1.46,87.9,2.6,59257:+4±26 59305:-6±48 59306:+22±29 59312:-25±24 59313:+26±15 59615:-62±31 59663:+4±17,577517142459726336,DA,19.68745,12.20542433022636,0.0736600000000002,False
55770669,8,2.96,179.2,4.5,59257:+4±33 59304:+11±18 59305:+5±18 59306:+4±25 59312:-5±25 59313:+68±24 59615:-112±31 59663:+9±19,578192483117231872,DA,19.0711,8.651690347924378,-0.3125300000000024,False
55773475,5,5.89,103.7,4.7,59292:-27±15 59304:+5±11 59305:+20±20 59306:+2±32 59664:+76±16,578539413395848704,DA,18.2592,8.075164543378188,-0.2657799999999994,True
55778737,4,1.88,145.7,2.3,59308:+12±12 59905:-2±15 59906:-134±62 60271:+11±23,579371301316943872,DA,18.29506,7.460491978617998,-0.4594100000000019,False
55779406,5,2.07,81.6,2.4,59292:-60±32 59310:-0±12 59315:-34±49 59316:+22±10 59913:-3±10,579482828732706688,DA,19.64442,11.449634050886576,-0.0141100000000022,True
55804495,2,0.65,17.8,0.8,59904:-5±11 60270:+12±19,583288307195266432,DA,18.89067,11.372905459552586,-0.206430000000001,False
55805429,3,0.58,15.1,1.1,59883:-0±10 59904:+6±10 60270:-9±10,583456223236799232,DA,18.67393,11.823655512864502,0.1439799999999991,False
55813454,4,1.39,63.1,1.8,59874:-19±40 59878:-39±31 59999:+24±18 60000:-8±10,584850472700100224,DA,18.36671,11.74246134036239,-0.0163299999999999,False
55817099,5,1.12,62.0,2.0,59292:+11±11 59306:-18±18 59316:+7±17 59345:+27±39 59913:+44±26,585487364810732160,DA,18.90186,11.737392545232106,-0.1010099999999987,True
55922596,4,3.34,51.8,2.3,59885:+20±10 59915:-20±10 59988:-32±20 60263:+3±29,602421256924272384,DA,17.74652,10.888386986790684,0.0191100000000012,True
56180722,3,2.5,59.4,2.2,60346:-1±10 60349:+11±13 60353:-49±23,648717804623037952,DA,18.35533,11.238548767342056,-0.1970200000000019,False
56293703,3,2.86,52.2,2.2,59223:+2±15 59226:-12±18 60373:+40±15,662798086105290112,DA,17.93008,11.481110387092578,-0.1480899999999998,False
56364792,5,9.38,97.4,6.0,59186:-26±36 59209:-49±13 59210:+48±10 59211:-1±16 59302:+5±23,671200102992315264,DA,18.86612,10.685964285635198,-0.0597400000000014,True
56424355,3,0.4,19.3,0.8,59230:-12±11 59232:-22±21 59914:-3±10,677686362605925888,DA,19.88169,11.592768747161726,-0.1903299999999994,False
56424409,2,100.32,141.6,10.0,59230:+67±10 59232:-75±10,677695609668436736,DA,19.01409,8.599198435597414,-0.3803100000000015,True
56453841,3,1.36,25.2,1.6,59201:-11±24 59202:-11±11 59254:+14±11,681902749176213888,DA,19.7425,11.566961467949875,0.2627099999999984,False
57008599,11,11.75,121.9,8.3,59252:-5±10 59280:+5±13 59309:-45±14 59335:+50±10 59336:+1±19 59337:-72±11 59640:-46±11 59641:+34±12 59972:+31±17 60288:+48±19 60372:+25±18,784186708135977088,DA,18.23962,11.88398419605196,0.2721400000000002,True
57010302,3,4.38,88.7,2.9,59252:-72±21 59280:+17±22 59309:-11±31,784489932827435264,DZ/DA,19.58841,12.170315975632056,0.2720200000000012,False
57316168,10,1.78,84.4,2.7,59255:+40±16 59284:+21±17 59317:+0±12 59348:-42±23 59350:-28±48 59351:+10±21 59644:+3±48 60295:-5±31 60465:-26±20 60647:+42±21,842136399758219648,DA,19.41542,11.42737180830631,-0.2073099999999996,False
57336261,13,2.82,106.9,3.2,59255:+0±13 59284:+3±11 59290:+31±17 59317:-23±14 59348:-44±14 59350:-8±16 59351:-76±28 59644:+21±16 59675:-11±15 60073:-51±23 60295:+19±11 60465:-11±22 60647:+16±15,845486680407936512,DA,18.93684,12.221110778191711,0.0915500000000015,False
57406575,10,4.15,227.2,2.2,59254:-0±10 59281:+8±13 59315:+79±16 59345:-38±19 59346:-24±16 59664:-29±27 59725:+43±23 60272:-31±34 60357:+20±26 60655:-148±103,857971944178748032,DA,19.13725,12.339920528237112,-0.1156700000000015,False
57406590,7,5.53,132.5,3.9,59254:+42±21 59281:-81±16 59315:-14±19 59345:-34±27 59346:+31±26 59725:+10±23 60655:+52±30,857975311433094016,DA,19.85709,12.40872971384644,0.2777200000000022,False
57407895,8,1.29,50.6,2.5,59254:+15±19 59281:-30±13 59315:-7±17 59345:+8±15 59346:+14±21 59664:+21±16 59725:+6±26 60655:-20±25,858181985259426176,DA,19.90757,11.325274646437524,0.0857700000000001,False
57413330,8,1.0,46.6,1.9,59254:+5±11 59281:-20±14 59315:-12±11 59345:+27±21 59346:-15±23 59664:+21±19 59725:+17±29 60655:-11±23,859078396473323904,DA,19.71687,12.064254730273785,0.0536400000000014,False
57464138,7,1.81,79.2,2.3,59245:+24±15 59247:+51±25 59275:-28±24 59276:-27±18 59304:+16±12 60704:+13±18 60706:-2±22,866788240727910784,DA,19.03101,9.39640541189657,-0.3254699999999992,False
57464568,6,2.5,93.4,3.1,59247:+61±25 59275:+20±35 59276:-7±24 59304:-8±13 60704:-32±17 60706:+24±16,866830434486070784,DA,19.1459,11.264516676556315,-0.279440000000001,False
57544378,6,1.06,79.3,1.3,59165:+2±10 59193:-10±10 59226:-3±16 59250:-15±16 59251:+22±14 60596:-57±59,874755748658587648,DA,19.51726,11.558097601537352,-0.2483299999999992,False
57555268,5,7.13,61.4,4.3,59164:-25±10 59199:-18±10 59222:+36±10 59252:+26±10 59281:+8±10,875888795390849664,DA,17.50854,9.956800582402913,-0.1590999999999987,True
57577580,5,0.81,31.4,1.7,59164:-1±21 59199:+19±14 59222:-12±12 59252:+7±20 59281:-9±20,878799511907697152,DA,19.83464,10.917796821466196,-0.3118900000000018,False
57579772,12,2.09,59.7,3.1,59163:+3±27 59164:-2±10 59197:-27±10 59199:-32±16 59221:-2±11 59222:+7±10 59251:-21±18 59252:+11±10 59279:-5±28 59280:+27±11 59281:+15±10 60594:-9±17,879036662822920448,DA,17.78345,11.347457969826936,-0.3938299999999977,True
