sdss_id,gaia,nvis,snr_max,C,C_v,CI,CI_v,CII,CII_v,HeI,HeI_v,C_vis,status
63296751,1778213045769881600,2,7.5,0.63,-50,0.37,330,2.13,-40,1.68,400,0.0/0.3,ok
93060887,4842206430852050816,2,5.1,1.21,200,2.24,-200,1.14,170,0.71,100,0.3/0.6,ok
76053884,3243565284830273792,1,5.2,0.44,-130,0.91,100,0.18,-200,1.52,390,0.4,ok
90224044,4552999688374519040,2,3.4,2.71,360,7.17,340,0.78,-200,-0.15,400,0.1/1.7,ok
65205339,1971860652870061824,3,4.6,-0.54,360,1.14,-70,0.42,280,0.89,290,-0.3/1.1/-0.0,ok
56225643,654130081891068032,1,12.6,0.56,-200,0.63,-200,0.31,-200,1.53,210,0.6,ok
117273262,394034013576994816,2,8.2,0.93,-170,2.87,-190,0.25,-120,0.02,-80,0.2/0.6,ok
87721585,4297745177776214400,1,3.4,0.56,-200,0.09,-200,1.09,-80,1.91,-200,0.6,ok
63510106,1804659083555801856,2,6.1,0.03,400,0.83,250,-0.35,400,0.78,-30,-0.6/0.6,ok
87778573,4302241596214473856,1,13.0,0.18,240,0.17,200,-0.17,370,1.18,400,0.2,ok
99786153,5605433496730897024,1,17.7,-0.10,300,-0.84,40,1.99,290,1.52,-200,-0.1,ok
89397408,4475491540321654784,1,8.2,1.44,90,2.36,80,0.85,400,2.05,0,1.4,ok
114704357,6905657463157913088,1,4.0,1.12,-90,0.60,-110,2.81,380,0.12,250,1.1,ok
66955071,2068123372609091456,3,7.0,-1.44,0,-0.62,20,-0.89,-200,1.33,400,-6.3/0.2/-0.3,ok
112387777,6701381401151248000,1,3.5,1.41,400,0.51,-200,1.03,320,10.14,100,1.4,ok
93263617,4876267480014116864,2,8.7,-0.46,-200,0.79,-200,0.29,290,1.48,240,-4.8/1.9,ok
85920287,4178251387936479104,1,14.9,0.07,270,-0.31,-200,1.72,230,2.04,170,0.1,ok
77492963,3424873717162032640,1,5.1,-1.09,90,-0.13,130,-0.23,-200,-1.83,400,-1.1,ok
79980103,3839626962201614208,1,10.8,-1.24,-200,-0.00,390,-1.15,-200,5.17,400,-1.2,ok
86400425,4216621148289013888,1,3.6,0.86,-200,1.13,-130,1.59,400,0.58,-30,0.9,ok
110048521,6404013048285222912,2,13.0,-0.10,400,0.33,400,-0.13,400,1.40,210,-0.1/0.5,ok
102213532,5815545319771926656,1,3.2,1.13,130,0.96,150,0.03,90,1.39,110,1.1,ok
79181457,3687169259714747264,1,15.4,0.79,20,0.29,400,1.09,-30,2.95,-100,0.8,ok
78665680,3598424931753893888,2,43.5,-1.48,-200,0.28,400,0.63,110,-0.98,350,-2.8/1.7,ok
67191204,2083051751221608448,2,5.3,-0.26,150,-0.22,100,2.73,400,0.72,-200,-1.8/0.5,ok
58082409,943646680488826368,1,9.5,-0.35,400,1.56,400,-3.44,400,3.01,390,-0.3,ok
110619929,6468900250259264512,2,17.0,1.18,110,0.83,70,0.95,240,0.41,-20,0.1/0.5,ok
77059988,3375341959579355904,2,9.4,0.73,-200,1.14,-200,0.60,400,1.30,-90,-0.5/1.3,ok
71792049,2820518908914717824,2,5.8,0.76,280,-0.05,230,1.21,340,2.57,30,-0.4/1.1,ok
88796251,4400306316736798848,2,5.9,0.17,160,0.23,140,2.48,400,0.06,120,2.2/-0.9,ok
89661661,4502001555939957760,1,7.7,2.18,400,0.68,400,4.34,340,2.44,-200,2.2,ok
102094121,5807644920707118464,1,4.1,1.06,160,0.53,-200,0.51,200,2.80,-160,1.1,ok
90200083,4550733045155973632,2,11.4,0.14,-200,0.24,-180,0.02,-200,0.94,-40,-2.1/0.5,ok
90162470,4547029649473974144,2,6.3,1.51,-10,1.36,-10,1.79,-20,1.14,290,1.4/-0.2,ok
77005097,3370417242707416576,2,3.7,2.22,-180,2.33,-180,0.11,-200,0.35,-200,-0.8/1.9,ok
89817260,4513832992566854784,2,11.3,0.77,80,-0.42,-200,4.84,100,3.25,-190,0.8/-0.1,ok
98366689,5482807468839416960,3,3.6,0.29,400,-0.20,400,0.76,400,1.26,-40,-0.6/-0.6/0.3,ok
62775694,1705253817836969728,4,7.2,1.28,350,1.35,300,1.11,400,3.53,400,3.2/0.7/-0.2/-2.5,ok
70400068,2554000825098370432,2,5.8,0.03,210,-0.11,-40,1.59,260,1.24,-180,0.6/-0.6,ok
59567204,1176344229014850816,11,8.1,0.52,400,0.58,400,1.62,10,-1.77,330,-1.5/-0.5/0.4/-0.3/-0.8/-0.9/-1.6/5.9/2.7/-0.3/1.3,ok
62954183,1736391265581690240,1,3.5,2.19,300,0.96,200,4.26,340,1.38,-20,2.2,ok
116421378,270609362288720896,2,4.5,2.49,-140,2.81,-170,1.06,-80,0.52,-20,3.6/0.6,ok
79068055,3668819853755752064,2,22.6,-0.47,100,-0.70,-200,0.93,160,3.64,-200,-1.2/0.8,ok
68454936,2189793508274337280,2,4.8,-2.43,400,-1.27,130,0.11,400,1.64,-40,-1.1/-0.9,ok
75089713,3134464005887698304,2,5.4,-0.77,60,1.49,40,-1.16,-200,0.21,-50,-1.2/-0.7,ok
70240062,2524879812959998592,1,7.1,-0.27,-140,1.55,-150,-1.07,200,1.43,400,-0.3,ok
60812801,1360908697531492864,5,5.1,0.65,110,1.39,170,0.92,-200,2.28,-110,-0.4/-0.0/-1.8/0.1/0.7,ok
94583070,5112950075290631936,2,11.2,2.99,250,0.87,220,4.43,270,0.59,-200,1.0/0.5,ok
63214104,1765683114338751744,1,11.4,0.80,-150,3.38,-190,-0.56,250,2.75,320,0.8,ok
63297282,1778301144139021824,2,12.4,-0.37,400,-0.12,400,-0.21,150,1.37,-10,-1.8/0.4,ok
56113114,636311705688936192,1,11.3,-1.21,-200,-0.74,-80,-1.04,400,2.06,400,-1.2,ok
102144535,5811258637473782016,2,5.3,-0.16,330,0.36,-90,-0.66,400,1.26,-140,0.2/-0.9,ok
105224684,5952990324877744896,2,4.9,-1.77,400,0.19,230,-0.48,-80,0.37,-130,-0.7/-1.6,ok
54751679,455892537747503488,3,11.8,2.66,-200,1.60,-190,1.36,-200,0.36,400,0.9/-0.1/1.3,ok
68996473,2255278569692676864,3,4.4,1.86,-70,2.95,-100,0.84,0,0.24,-190,-0.7/1.0/2.5,ok
66934398,2066982766736908928,2,4.7,0.61,-70,-0.88,-70,2.49,-70,1.31,340,1.8/-1.1,ok
76255965,3289204839971826688,1,7.0,-1.02,400,-0.06,-200,-0.49,400,2.21,-120,-1.0,ok
79739610,3793213960758333568,1,11.1,-0.55,130,0.97,-200,1.17,160,2.44,380,-0.5,ok
110642531,6471311234443779200,1,5.9,-0.71,-200,-0.98,-200,-0.46,-180,0.80,400,-0.7,ok
70831782,2644123292100791680,4,8.8,1.71,-200,2.89,-200,-0.60,80,4.62,400,-0.0/-1.4/0.0/2.5,ok
104064244,5900144802428248064,1,3.6,0.39,400,0.27,400,1.25,-200,3.32,-200,0.4,ok
55746844,573544263352173184,5,5.5,1.34,250,0.56,270,3.30,40,0.90,130,1.2/-0.6/1.2/-3.9/0.9,ok
110095339,6409891144822635648,2,5.4,2.23,0,2.01,-50,0.89,100,1.60,400,1.0/1.7,ok
68516188,2197471879007223936,1,14.5,0.30,400,1.94,400,0.27,-30,-0.48,0,0.3,ok
89608947,4496561653444905600,4,4.6,-0.04,220,0.75,160,-2.55,400,1.26,230,-2.1/-1.4/-0.1/1.2,ok
111976843,6658921831205921792,1,5.9,0.80,-150,1.50,320,0.23,-100,-0.86,-200,0.8,ok
62968499,1738015385989717632,1,4.8,1.77,40,1.52,50,1.38,30,2.51,90,1.8,ok
68008330,2162694914656212224,3,4.7,1.05,400,0.28,400,2.10,310,-0.88,150,-4.4/0.8/0.9,ok
58106094,946344160468841856,1,10.8,2.00,370,3.02,380,0.58,-100,1.74,370,2.0,ok
65318120,1977664455047957888,2,11.1,0.81,-150,1.81,-170,1.11,140,0.10,-120,-1.0/1.5,ok
62627368,1676818694796546304,3,4.6,-0.01,-100,0.40,-160,-0.13,400,1.71,70,0.1/0.7/0.1,ok
93762652,4960314840332500864,1,5.1,1.55,70,3.24,80,-0.33,60,1.21,-200,1.6,ok
68648436,2207299833631421696,2,4.1,0.77,400,6.47,400,0.64,-70,0.99,-160,1.0/0.6,ok
87800455,4303642069100272768,1,4.0,1.33,260,0.40,200,1.86,380,0.68,200,1.3,ok
92181716,4713064465137282688,2,4.1,-0.11,400,0.84,210,-0.98,400,0.62,-90,-0.3/-0.2,ok
92218446,4719306289570179200,2,4.0,-0.17,-200,0.05,-80,1.67,390,3.62,-200,0.3/0.1,ok
93772263,4962098450054562944,1,5.7,-2.09,-200,0.16,-200,-1.22,10,1.05,340,-2.1,ok
92339663,4739172712337807360,2,6.2,-1.11,-160,0.46,400,1.52,30,-1.23,390,-1.2/0.3,ok
92217104,4719081748678490624,5,4.1,-1.96,-200,-0.56,210,-0.05,-200,1.77,400,-0.5/-1.3/1.2/-0.2/-1.3,ok
92207929,4717536930546714496,2,3.6,3.87,400,2.33,400,5.99,100,1.92,-200,2.5/-0.1,ok
93508981,4915907799069369472,2,3.4,3.74,250,1.31,280,0.69,200,1.42,30,0.2/2.7,ok
93595293,4930616923890212096,2,5.2,0.32,400,-0.20,400,1.58,400,-0.53,400,0.7/-0.5,ok
93627181,4936071910313700864,2,4.3,2.70,240,1.94,-200,3.53,200,0.11,-170,-0.3/3.3,ok
93704176,4949761659007717632,1,8.4,0.38,-200,2.22,-200,-0.51,400,3.02,320,0.4,ok
94028565,5008646858931804160,1,4.3,4.77,400,1.12,400,3.71,400,1.14,400,4.8,ok
89788623,4512257495480187392,2,13.3,0.24,-140,0.30,-200,0.96,0,0.98,60,0.4/-0.1,ok
93929508,4989894619400816128,1,3.8,1.81,-200,2.81,-200,0.16,-200,1.42,-200,1.8,ok
67427256,2103005864336779392,2,4.5,3.25,400,0.09,400,2.34,400,1.37,20,-0.1/1.4,ok
67804740,2139778201793574272,1,3.7,1.14,400,1.34,260,0.61,400,1.60,350,1.1,ok
94881205,5176019638513029120,3,4.1,0.29,400,0.51,400,-0.43,400,2.66,400,0.2/-0.9/1.5,ok
61303628,1436935837782440448,1,12.4,0.35,380,1.23,400,-0.18,280,1.71,-200,0.4,ok
67228354,2085855299713868800,2,3.9,-0.55,0,0.55,360,0.22,10,3.22,170,0.5/-3.0,ok
67698933,2129722755640884864,2,3.9,0.26,70,0.75,100,-0.15,50,3.09,110,-0.1/1.4,ok
93767366,4961237639824026880,2,51.5,0.30,-60,-0.93,-200,1.28,-50,3.36,-40,-0.9/0.2,ok
94692614,5135676117348382720,1,3.4,-0.69,400,1.18,380,0.47,-10,2.34,-180,-0.7,ok
86653001,4241058756291380352,2,4.6,0.39,400,1.17,-20,1.60,400,0.57,290,-0.9/0.4,ok
76167605,3267262470532136320,2,3.2,-1.07,400,-0.86,20,-0.74,400,3.42,-110,-1.3/-0.5,ok
116370230,262435116104693504,4,8.9,0.03,400,1.06,-200,-0.25,400,0.12,400,3.1/0.4/-1.5/-0.1,ok
67731827,2132407694315826688,2,4.1,1.06,-10,0.56,400,1.39,40,0.22,400,-0.9/4.1,ok
57547403,875085056687866496,6,13.1,-0.97,-200,-2.00,-200,0.33,-180,-0.20,400,-1.5/0.9/-0.5/-1.1/-0.1/-1.0,ok
63281381,1775894141386199680,2,5.0,0.52,360,0.15,-200,1.14,330,3.90,-50,-0.7/0.4,ok
67131430,2078253138879298048,2,3.6,0.70,190,2.05,250,0.69,-50,2.55,-50,-0.5/3.2,ok
93682962,4945920373403750656,1,5.5,1.16,80,1.81,100,0.15,350,1.85,400,1.2,ok
111938299,6655848524409847936,3,3.6,1.64,-160,1.29,-110,1.01,400,0.96,-110,-0.2/0.6/2.4,ok
86034728,4186589263787739264,1,32.9,0.96,350,2.00,320,1.46,400,1.39,220,1.0,ok
67848959,2144615919814060544,2,3.4,-0.07,400,-0.21,400,0.52,-200,3.61,-200,4.4/-1.9,ok
98243368,5465900828294545152,2,5.1,2.42,370,1.16,370,0.97,360,1.15,-200,0.3/2.2,ok
68866092,2236762622085120896,1,4.9,3.66,280,3.71,250,3.01,290,0.46,-200,3.7,ok
72195283,2886272281234860672,1,3.9,2.94,170,2.16,220,1.68,90,0.88,30,2.9,ok
63508241,1804514669577390720,2,3.9,1.76,130,2.02,400,1.01,60,0.78,-100,0.7/0.0,ok
112091908,6668967489126972160,2,4.0,-1.16,400,-0.72,50,0.10,320,0.24,150,-0.9/-0.9,ok
112281429,6688411939946757504,2,4.8,0.56,-200,-0.06,-200,0.78,-200,2.01,230,-1.0/2.4,ok
61156032,1414497966555449856,2,3.8,0.17,-50,0.56,-200,-0.79,-60,3.52,-160,-0.4/-0.1,ok
67717819,2131227849619827584,2,3.2,0.43,-40,0.31,-80,0.16,30,2.09,400,1.7/-1.2,ok
70145105,2505605202326617216,3,7.7,0.88,130,0.44,80,4.48,240,-1.03,-200,0.3/0.4/-0.2,ok
115243883,112616894359837952,2,7.3,3.37,100,0.86,60,2.96,130,0.62,-40,5.8/1.0,ok
93788985,4965068265320969088,1,4.7,1.21,-80,0.77,-100,1.59,320,1.48,-200,1.2,ok
74227939,3065952302487092480,2,4.4,0.15,-200,0.47,-200,0.20,400,-0.29,330,0.2/-0.2,ok
63081002,1750727801992030592,1,3.8,1.73,-20,1.64,-50,0.73,400,-0.31,400,1.7,ok
58603238,1010544614351271680,1,11.5,-0.41,400,0.17,-150,-0.11,250,0.93,-200,-0.4,ok
71014584,2678809143041158272,5,7.7,-0.90,-200,0.13,-200,0.62,180,1.36,-150,-2.5/2.5/-0.7/0.1/-1.0,ok
71838277,2828250193644635904,2,5.8,0.67,-100,5.14,-70,-0.39,-200,0.86,40,0.9/0.8,ok
89886467,4517699146012977024,2,3.4,6.74,-150,2.20,-200,1.67,-110,0.37,-200,1.0/2.0,ok
68162717,2169105681599318656,2,5.2,1.22,330,1.49,370,1.39,20,0.98,-200,0.8/0.5,ok
63904189,1828589919777421440,2,3.7,0.66,-190,1.17,-170,0.52,400,0.01,320,0.1/1.9,ok
71704069,2804803241324557440,2,5.3,0.69,400,0.73,-200,0.50,400,-0.78,140,0.8/-1.5,ok
117148879,378067622967411328,2,4.2,2.19,-90,4.37,-20,1.12,330,3.76,100,3.3/1.5,ok
80209534,3885728380947728384,1,4.9,-0.88,-190,-1.31,-160,0.05,-200,1.14,-200,-0.9,ok
71858302,2832007461098295808,5,8.4,0.04,150,1.36,140,-0.12,-200,8.70,-130,0.4/-0.6/0.5/-0.8/-2.5,ok
75676682,3191526013666377472,3,8.4,1.65,-200,1.41,-200,0.37,-200,3.39,-200,2.8/1.1/-1.5,ok
110707534,6478023447990058112,2,13.0,2.12,400,1.06,400,2.30,320,2.27,380,1.8/0.9,ok
65940930,2016711583285292544,4,3.5,0.76,110,0.53,-50,1.27,130,0.30,400,0.3/1.1/-0.8/0.8,ok
92826509,4806074863855515136,1,5.2,0.55,-200,1.11,0,-0.22,380,0.07,400,0.5,ok
110594098,6465958399522962304,1,3.5,-0.28,-200,2.17,40,-1.33,390,1.93,400,-0.3,ok
75493103,3164774659542001280,2,4.6,1.22,100,1.44,50,0.68,170,4.01,-100,-1.2/1.8,ok
55759617,576626847279124352,4,9.4,-0.19,-110,-0.26,-90,0.28,400,2.11,-40,-0.8/-2.0/-1.0/1.2,ok
67097683,2075769960587783680,2,3.8,0.56,-200,0.84,-200,1.42,210,1.70,260,0.8/-0.1,ok
66073775,2022253607260285696,2,4.0,0.65,300,2.68,310,-0.28,-20,-0.11,-70,2.4/-1.8,ok
67609068,2120641889107499264,2,3.5,3.50,370,6.08,370,1.23,370,0.11,-200,0.8/7.6,ok
65423247,1983209365201507712,2,4.1,2.32,-200,3.40,-200,3.07,90,0.66,400,0.8/3.5,ok
110916383,6505524840844532224,2,12.9,-0.30,400,0.18,20,0.37,220,1.47,160,-1.3/0.5,ok
62360404,1629667306869864064,4,5.1,3.52,400,1.91,-200,3.32,400,0.75,-200,2.0/0.0/3.5/1.4,ok
80210010,3885835656345547008,1,5.8,-0.00,80,0.58,140,2.62,-200,3.00,-150,-0.0,ok
112087851,6668562383516235648,2,3.9,0.98,400,0.69,30,0.90,400,2.90,190,1.4/0.4,ok
115237902,111123551411235328,2,5.8,2.23,-190,1.21,-160,3.39,-200,1.02,0,1.1/2.3,ok
92810970,4803933947214814336,3,4.8,0.63,70,0.87,120,2.42,-200,3.09,-150,0.1/1.5/0.0,ok
92875890,4812831362808498560,1,3.8,2.08,160,3.86,180,-0.22,400,0.73,400,2.1,ok
63871004,1827194918691502208,2,3.3,2.67,180,1.55,330,1.95,-30,-0.50,-190,2.0/1.1,ok
63360554,1786818682761152256,2,4.0,1.59,390,0.50,-70,5.16,400,1.99,400,1.2/-0.6,ok
103253618,5867222404931651456,2,3.9,-1.01,30,0.68,-40,0.53,230,3.14,-40,-0.9/-0.9,ok
65119862,1967506513801162112,2,3.6,0.59,400,1.86,-170,-0.01,400,1.04,280,0.2/0.5,ok
76307511,3300122165801692800,3,5.3,1.39,-200,1.99,-170,0.53,400,3.31,400,-1.5/0.9/1.0,ok
96113448,5292385523927699584,6,8.6,1.61,-200,1.15,0,2.95,-200,0.54,400,-0.1/3.1/-0.1/-3.3/-0.5/-1.5,ok
92655138,4782336652626481280,1,15.3,-0.37,370,1.35,20,1.06,400,3.83,110,-0.4,ok
79081453,3671229300344425472,2,13.3,-1.13,400,-0.91,300,0.53,400,1.44,-150,-1.4/1.1,ok
71250883,2716009946440647936,1,3.7,3.78,400,2.84,400,1.95,400,7.86,-200,3.8,ok
100610164,5678619632069758848,1,6.7,-0.80,130,0.66,310,-2.16,10,5.02,-200,-0.8,ok
55804218,583240237921265280,4,9.2,0.66,-200,1.06,-200,0.11,20,2.94,-100,0.9/-0.0/-0.6/0.1,ok
66986971,2070571400888310272,2,3.8,0.32,160,-0.20,270,1.30,90,1.64,260,-0.3/1.6,ok
68482565,2192680276053497856,3,3.8,-0.98,400,0.37,-200,-0.64,80,6.63,-200,-1.5/-0.0/-1.0,ok
88155242,4317073325202572928,1,31.8,-0.65,400,-3.93,-200,0.54,50,0.40,-150,-0.6,ok
76194645,3275317320918274944,1,6.4,2.71,400,0.11,400,1.57,400,-0.30,110,2.7,ok
69690691,2411769203519626368,1,4.8,1.09,310,1.82,270,0.05,380,4.47,-200,1.1,ok
67614459,2121279777649628544,2,4.0,4.76,400,2.95,400,4.23,340,3.67,400,4.3/4.3,ok
57509320,871290401542063616,2,5.3,1.51,230,1.10,170,3.10,400,2.36,20,0.0/-0.2,ok
64413019,1874314867458960640,2,3.4,0.90,60,0.67,80,0.97,400,0.60,-200,1.6/-0.2,ok
57745710,895498997588858240,1,4.0,0.54,-200,-0.59,-200,2.47,-200,1.96,400,0.5,ok
71751130,2812939180693432960,2,4.5,1.28,-20,7.27,-10,-1.34,400,1.02,120,0.1/0.9,ok
57603521,881993219525329408,1,9.1,2.71,-10,2.28,-30,1.96,20,0.40,390,2.7,ok
57113097,803816259165592960,1,6.8,2.25,400,3.36,400,1.38,30,-1.77,-200,2.3,ok
64025047,1837935665531070208,2,4.5,0.90,-170,1.37,-110,0.73,-200,3.33,-70,-0.3/0.9,ok
56419240,677036138913371776,3,6.3,1.69,-200,1.42,400,0.72,-200,1.20,-200,4.6/-1.4/0.4,ok
76154494,3264424149983975680,2,22.0,3.31,10,2.04,20,1.35,-200,1.14,-200,1.1/5.5,ok
67094317,2075555521456954496,2,3.5,0.05,170,0.88,100,0.34,250,0.67,190,0.5/0.3,ok
101529049,5753751980308694272,2,8.9,0.68,-80,0.44,320,1.03,-130,2.29,110,1.1/-0.1,ok
102860881,5853167450894921984,2,3.8,1.56,-100,1.23,-120,0.78,-10,2.53,260,0.5/2.7,ok
79083838,3671625463832868096,2,5.0,3.54,160,0.99,160,3.17,150,-0.86,180,1.6/3.0,ok
65271453,1975435951141303168,2,7.9,-1.16,340,0.03,400,-1.04,220,2.23,-170,-0.7/-0.9,ok
116966037,353111870113314816,2,3.8,3.79,10,1.96,40,2.68,-40,1.96,150,1.0/3.1,ok
75736389,3201598089933456000,2,3.4,-2.12,20,0.50,40,-2.97,400,0.27,-200,-0.8/-1.0,ok
63278352,1775479561078457984,2,4.1,2.36,320,2.21,330,1.45,270,0.64,-200,0.7/2.5,ok
71091566,2689304320830286720,6,5.7,0.30,-200,2.18,-200,0.18,50,7.80,-10,0.2/0.1/0.8/-0.8/-1.5/1.5,ok
71380946,2740524966930915968,3,5.2,-0.47,10,-0.91,-10,0.79,400,1.54,-60,-0.8/3.1/-0.7,ok
54461028,427654948848944128,3,3.4,0.95,400,2.24,-200,-0.14,400,1.33,380,-0.4/0.9/1.2,ok
79240896,3697591294211712512,1,5.6,1.60,160,1.77,140,1.46,330,-0.21,-120,1.6,ok
101525025,5753399135861060608,2,4.5,-0.30,400,0.10,-200,0.30,400,2.31,-100,-0.3/-0.2,ok
63166515,1760061212601641728,1,4.4,0.03,400,0.76,400,1.07,-200,0.94,-130,0.0,ok
112046657,6664665542509936640,1,9.7,0.96,320,0.92,-200,2.71,390,0.52,-200,1.0,ok
68099187,2165912871632222080,2,3.5,0.68,320,0.23,390,2.31,270,5.29,180,-0.0/0.8,ok
112055122,6665449769178375296,4,6.4,1.29,0,2.96,-50,0.17,130,0.33,400,0.5/0.8/-1.4/1.0,ok
67318148,2093234676297122688,3,5.2,4.60,180,1.54,200,5.17,20,1.98,310,0.1/2.6/1.8,ok
58053035,940728988945784192,1,5.4,0.54,10,1.73,-200,-0.23,40,1.08,-200,0.5,ok
69200580,2294191243976738176,2,3.2,0.25,90,0.40,140,1.53,-200,0.39,-200,-1.9/2.7,ok
71061498,2686165180773111808,6,8.3,3.18,130,3.01,160,1.23,70,1.32,400,1.7/1.9/1.0/-0.3/-0.0/-0.8,ok
117098948,371070026026145792,2,26.0,1.08,240,0.72,400,1.60,-50,3.61,400,1.0/0.9,ok
64344938,1869379808306744192,1,5.2,-0.06,-150,0.17,-120,-0.11,200,0.34,-200,-0.1,ok
71066968,2686814889066259584,12,10.3,0.31,70,1.73,80,-0.14,400,1.79,190,-1.4/-1.3/-0.4/0.6/0.4/2.0/-1.2/-0.7/1.9/0.2/-1.6/-1.6,ok
56475077,684778006442804096,1,4.6,-0.18,0,0.09,-140,-0.45,30,2.48,300,-0.2,ok
55903844,599834518380440960,2,6.6,0.47,400,1.51,-190,-0.15,400,7.30,370,1.3/-1.1,ok
78986785,3654875847292736768,6,8.3,1.80,-110,0.98,-110,1.41,-110,0.69,-150,2.4/0.1/-0.1/-3.8/1.7/0.3,ok
63036699,1746162900294734976,1,3.4,0.55,-170,1.75,-180,0.26,240,6.90,-50,0.6,ok
57652886,886514853718682624,3,5.6,0.27,250,0.56,400,2.64,180,1.95,390,1.0/0.6/-0.3,ok
63628780,1814594412363843456,2,3.4,1.11,400,0.64,400,0.33,400,1.18,-200,-0.4/1.8,ok
95697727,5255566354141420800,2,4.1,1.69,110,0.65,80,2.99,150,0.19,200,2.2/2.1,ok
86533796,4229579614376496640,1,9.8,1.99,400,1.50,400,1.95,390,2.35,-200,2.0,ok
57711693,891877927841752192,8,7.1,0.82,-200,0.77,-200,-0.47,400,0.15,360,-0.5/-0.1/-1.2/0.8/-0.0/-0.5/-0.5/2.9,ok
71390459,2742332564047355008,1,3.8,1.83,400,-0.29,-200,6.25,270,3.29,260,1.8,ok
57630496,884431347905473664,1,5.4,0.39,-200,0.22,400,1.06,-200,1.96,40,0.4,ok
75493688,3164822827597676928,2,4.5,1.34,400,1.65,-200,2.43,400,1.34,-200,2.8/-1.1,ok
56133106,640192157101794816,1,5.0,0.89,400,1.82,400,0.55,150,3.32,-200,0.9,ok
70421896,2558265285241539328,9,8.5,-0.43,-200,-0.76,-200,1.18,-200,0.44,-180,0.8/-0.6/1.7/-2.1/2.1/-1.5/-4.8/-0.3/-0.3,ok
79846835,3814549056181754880,2,4.0,0.01,400,0.40,-10,1.16,390,2.86,140,1.1/-1.5,ok
109600794,6333582490939000064,2,6.7,1.11,-70,3.45,-60,0.03,-200,3.01,-160,0.0/0.9,ok
89535945,4487535384534395648,1,6.7,2.16,400,1.19,100,0.90,400,7.21,-120,2.2,ok
59429177,1154456216681249536,2,14.7,-0.26,130,0.28,160,0.90,-200,2.52,370,0.3/-0.9,ok
63354109,1785909975057041536,2,4.2,0.77,400,1.41,230,0.74,400,2.96,400,3.0/-1.4,ok
63734444,1821290610002536576,3,13.5,-0.33,260,-0.26,-200,-0.26,240,0.56,390,0.1/-1.3/-0.4,ok
99175732,5556997187723606144,1,16.2,0.49,-200,1.77,-200,3.10,400,5.25,350,0.5,ok
76996579,3369688511305553024,2,8.9,-0.23,-10,4.61,0,-2.39,-200,4.01,400,-0.6/-0.0,ok
68663597,2208640103948672512,3,3.6,1.98,400,1.76,400,1.90,400,-0.34,400,-1.6/0.9/0.9,ok
67662024,2126661028076129024,2,4.1,0.93,400,0.79,-200,0.82,400,3.52,-40,0.3/1.0,ok
76057522,3244183790184727936,4,3.6,1.36,120,1.94,400,0.99,60,-0.13,400,0.5/-0.1/-0.4/-0.0,ok
116692303,313463652613577728,2,8.0,0.20,-10,0.95,30,4.13,-200,0.96,-200,1.8/-1.7,ok
68694991,2211856205520038272,2,3.3,1.72,-200,4.78,-200,0.12,-80,2.89,400,4.3/-0.7,ok
78994722,3656283428334936832,2,10.4,0.40,-140,-1.05,-200,2.49,-30,-0.47,-200,1.8/-3.6,ok
77732797,3443597953508317056,2,5.2,0.75,-200,2.10,-200,0.09,210,4.74,-130,-0.6/1.0,ok
92850767,4809344605278095872,1,5.2,0.62,40,-1.11,170,4.12,-60,4.55,20,0.6,ok
66961781,2068625441408688256,5,4.5,0.03,-190,4.62,-170,0.09,400,6.05,400,0.3/-0.1/0.3/-0.3/1.4,ok
114508875,6879367800839927936,2,13.2,-0.19,260,1.88,220,-2.11,400,1.20,-200,-0.9/0.2,ok
67655062,2126058358266289536,2,4.0,0.83,-200,1.02,-200,1.26,-170,2.39,-200,-0.3/1.8,ok
94026604,5008277766623179776,1,4.8,1.25,-200,0.33,-200,2.11,-200,-0.34,10,1.2,ok
67157102,2080354412979810560,2,4.0,0.35,240,-0.10,250,0.54,230,1.32,290,-1.9/1.0,ok
67772907,2136031581563134336,1,3.5,1.63,400,2.19,400,0.21,400,2.43,20,1.6,ok
70307241,2537348652776151296,5,5.4,-1.33,-200,-0.03,-200,-1.14,-200,4.17,-170,-1.1/2.2/-0.5/-5.1/0.0,ok
64060042,1842591581885385088,2,4.1,-0.12,40,-0.16,0,1.81,400,2.72,-200,-0.9/0.5,ok
76083808,3249026898386482304,2,3.7,-0.61,180,-0.06,160,0.05,400,2.10,120,-1.8/0.3,ok
79654537,3776479531221967232,2,6.3,-0.69,-100,0.79,-80,-1.75,-200,2.08,-150,0.3/-0.8,ok
73477821,3014796806745632128,3,3.9,0.21,-200,0.88,-50,-0.33,-200,1.96,340,-0.3/1.1/1.2,ok
98171182,5455890874436900992,1,6.6,-0.08,-110,-0.28,-140,-0.43,-20,9.97,-200,-0.1,ok
63027157,1745192413779004160,1,4.3,3.17,40,2.41,60,0.47,400,2.52,140,3.2,ok
63311330,1780311502366384896,2,5.6,1.09,320,1.09,300,0.25,400,0.30,10,0.4/1.4,ok
80013886,3845506012220187008,6,7.3,-0.15,400,1.42,-200,1.80,400,2.41,100,-0.1/-1.3/0.9/-1.2/-0.1/-0.7,ok
78929971,3645654208910902912,2,4.3,-0.74,220,0.34,-200,0.22,300,1.52,380,0.5/-1.5,ok
79753593,3795787436442112896,1,6.7,3.39,90,4.23,120,0.52,-80,1.01,-200,3.4,ok
64790097,1931596086076534912,2,3.6,0.71,-140,0.36,-80,1.07,-200,0.48,-120,0.0/-0.0,ok
