angDist,source_id,ra,dec,main_id,ra.1,dec.1,coo_err_maj,coo_err_min,coo_err_angle,otype,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z,f150w,f200w,f444w
0.917746,3857118439852847744,157.09285471348005,3.737807129037017,GALEX J102822.3+034416,157.0930699723,3.7379444228,0.0,0.0,90,WD*,17,10 28 22.33679,+03 44 16.5999,A,2020yCat.1350....0G,WhiteDwarf,*|Opt|UV|WD*|WD?,34.0,6.0,0.0001134,2e-05,DA,,13.3093,0.094,-48.33,-30.891,0.105,0.091,90.0,,,,,,,16.97,16.8,16.94,17.912,17.484,17.421,17.444,17.512,,,
0.365016,1223988576107848832,234.9087069327765,27.101590047389426,Ton  243,234.9088147504,27.1016227368,0.0,0.0,90,**,24,15 39 38.11554,+27 06 05.8419,A,2020yCat.1350....0G,**,*|**|blu|Em*|Opt|UV|V*|WD*|WD?,-114.27,3.8,-0.0003811,1.27e-05,DA+M,,2.2345,0.051,-21.595,-7.355,0.037,0.057,90.0,,,,16.3,,,16.884,16.59,16.48,16.145,16.386,16.839,17.128,17.318,,,
0.515791,2048212728863128064,294.85195462945916,35.76588507353845,Gaia DR3 2048212728863128064,294.8520136911,35.7660200964,0.0,0.0,90,WD*,5,19 39 24.48329,+35 45 57.6723,A,2020yCat.1350....0G,WhiteDwarf,*|WD*|WD?,,,,,DA,,2.6362,0.0746,-10.783,-30.38,0.074,0.086,90.0,,,,,,,,,,,,,,,,,
1.263045,5620763437599189376,135.5541657074046,-39.76488139438883,Gaia DR3 5620763437599189376,135.5537187839,-39.7648101664,0.0,0.0,90,WD*,13,09 02 12.89251,-39 45 53.3166,A,2020yCat.1350....0G,WhiteDwarf,*|PM*|WD*|WD?,,,,,DAH,,27.4615,0.0319,77.296,-16.026,0.032,0.033,90.0,,,,,,,,,,,,,,,,,
0.507235,4942033050042466432,27.96611436691433,-47.6409772673291,GALEX J015151.9-473827,27.9659171574,-47.6409303978,0.0,0.0,90,WD?,2,01 51 51.82012,-47 38 27.3494,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|UV|WD?,,,,,,,2.6946,0.1392,29.897,-10.546,0.12,0.159,90.0,,,,,,,,,,,,,,,,,
2.730537,6634532571652409856,277.51639039763575,-60.755747609553765,Gaia DR3 6634532571652409856,277.5178705656,-60.7559765389,0.0,0.0,90,WD?,4,18 30 04.28894,-60 45 21.5155,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|EB*|PM*|WD?,,,,,,,22.998,0.3924,-162.699,51.511,0.357,0.351,90.0,,,,,,,,,,,,,,,,,
0.279668,5657176543986789248,147.0376909890338,-28.010676015257697,Gaia DR3 5657176543986789248,147.0377697016,-28.0107107412,0.0,0.0,90,WD*,3,09 48 09.06473,-28 00 38.5587,A,2020yCat.1350....0G,WhiteDwarf,*|WD*|WD?,,,,,DO,,1.7277,0.0719,-15.636,7.813,0.071,0.072,90.0,,,,,,,,,,,,,,,,,
0.586416,5660008787157868928,147.57478936229552,-25.190354997105405,CRTS J095017.9-251125,147.5748876632,-25.1902185358,0.0,0.0,90,**,9,09 50 17.97304,-25 11 24.7867,A,2020yCat.1350....0G,**,*|**|MIR|NIR|Opt|Ro*|V*|WD*|WD?,,,,,sdA+ELMD,,3.2274,0.0403,-20.014,-30.704,0.039,0.041,90.0,,,,15.52,15.67,,15.625,15.325,15.372,,15.46,16.04,,,,,
0.345662,6131648350046165376,185.80161088846432,-45.13855368931156,GALEX J122312.3-450819,185.8017226216,-45.1384988502,0.0,0.0,90,WD?,2,12 23 12.41343,-45 08 18.5959,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|UV|WD?,,,,,,,2.2485,0.2727,-17.734,-12.339,0.271,0.195,90.0,,,,,,,,,,,,,,,,,
1.579436,4618860233015905408,40.651133733632285,-82.11018428958832,UCAC4 040-001194,40.6480146692,-82.1100885191,0.0,0.0,90,WD*,12,02 42 35.52352,-82 06 36.3187,A,2020yCat.1350....0G,WhiteDwarf,*|MIR|NIR|PM*|V*|WD*|WD?,,,,,DA,,18.8423,0.0409,96.335,-21.546,0.05,0.046,90.0,,,,16.59,16.44,,16.427,15.9,,,16.52,16.37,,,,,
0.3087,5503429908930455808,105.2755266323729,-53.80311306631112,Gaia DR3 5503429908930455808,105.275650043,-53.8031582474,0.0,0.0,90,WD*,5,07 01 06.15601,-53 48 11.3697,A,2020yCat.1350....0G,WhiteDwarf,*|V*|WD*|WD?,,,,,DB,,1.6603,0.1205,-16.398,10.166,0.142,0.126,90.0,,,,,,,,,,,,,,,,,
0.455167,2934432505440751360,106.452258259348,-18.2069026807129,Gaia DR3 2934432505440751360,106.4522694824,-18.2067766958,0.0,0.0,90,WD?,2,07 05 48.54468,-18 12 24.3961,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|WD?,,,,,,,1.9175,0.2434,-2.399,-28.347,0.214,0.204,90.0,,,,,,,,,,,,,,,,,
0.994937,2951380789991336192,96.4794994288502,-14.24532370559194,Gaia DR3 2951380789991336192,96.4793535463,-14.2450862438,0.0,0.0,90,WD*,12,06 25 55.04485,-14 14 42.3105,A,2020yCat.1350....0G,WhiteDwarf,*|PM*|V*|WD*|WD?,,,,,DA,,22.7879,0.0519,31.814,-53.429,0.05,0.053,90.0,,,,,,,,,,,,,,,,,
0.676314,3471231910527986432,186.9106108603975,-30.720377821493383,EC 12250-3026,186.9108144943,-30.7203096459,0.0,0.0,90,HS*,10,12 27 38.59548,-30 43 13.1147,A,2020yCat.1350....0G,HotSubdwarf,*|HS*|V*|WD*|WD?,,,,,sdB,,2.0355,0.0657,-39.388,-15.339,0.078,0.06,90.0,,,,17.0,16.74,16.7,,,,,,,,,,,
0.348888,4134483442134184064,259.9284797392765,-18.366461781293296,FAUST 4086,259.9285814109,-18.3664708022,0.0,0.0,90,WD*,5,17 19 42.85954,-18 21 59.2949,A,2020yCat.1350....0G,WhiteDwarf,*|UV|V*|WD*|WD?,,,,,DA,,2.0924,0.075,-21.711,2.03,0.071,0.051,90.0,,,,15.0,,,,,,,,,,,,,
4.117286,4235280071072332672,299.11983048810464,-1.045547362957428,UCAC4 445-120387,299.120917944,-1.0451925935,0.0,0.0,90,*,0,19 56 29.02031,-01 02 42.6933,A,2020yCat.1350....0G,Star,*|**|MIR|NIR,,,,,,,0.0584,0.0301,-4.885,-7.018,0.031,0.021,90.0,,,,,,15.2,13.411,12.831,12.713,,,,,,,,
0.384736,1190316479183748992,235.3326705129276,12.154002172847044,SDSS J154119.85+120914.4,235.3326829882,12.1541083458,0.0,0.0,90,WD*,12,15 41 19.84392,+12 09 14.7900,A,2020yCat.1350....0G,WhiteDwarf,*|blu|Opt|V*|WD*|WD?,19.0,4.0,6.34e-05,1.33e-05,DA,,2.7003,0.0636,-2.744,-23.889,0.067,0.062,90.0,,,,,,,,,,16.813,16.848,17.22,17.474,17.637,,,
0.195781,1214396952063253632,232.03412355689764,21.64636037851269,GALEX J152808.2+213847,232.0341778,21.6463807651,0.0,0.0,90,WD*,10,15 28 08.20267,+21 38 46.9708,A,2020yCat.1350....0G,WhiteDwarf,*|Opt|UV|V*|WD*|WD?,,,,,DB,,1.8572,0.1657,-11.344,-4.587,0.175,0.193,90.0,,,,,,,,,,18.244,18.439,18.856,19.126,19.483,,,
0.148061,4705562733524591232,14.063370131377717,-66.29221284421354,GALEX J005615.1-661732,14.0632679396,-66.2922146468,0.0,0.0,90,WD?,4,00 56 15.18431,-66 17 31.9727,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|UV|V*|WD?,,,,,,,1.4006,0.1629,9.245,0.406,0.175,0.193,90.0,,,,,,,,,,,,,,,,,
0.107988,4749559145849819008,47.814864229616866,-48.907777856247755,GALEX J031115.5-485427,47.8148871657,-48.9078037894,0.0,0.0,90,WD*,3,03 11 15.57292,-48 54 28.0936,A,2020yCat.1350....0G,WhiteDwarf,*|UV|WD*|WD?,,,,,DA:,,2.6189,0.0394,-3.392,5.835,0.04,0.051,90.0,,,,,,,,,,,,,,,,,
1.05628,2043899619620928000,284.8531974637941,33.03259009218595,ZTF J185924.75+330157.4,284.8535409255,33.0326464648,0.0,0.0,90,WD*,11,18 59 24.84982,+33 01 57.5273,A,2020yCat.1350....0G,WhiteDwarf,*|dS*|PM*|WD*|WD?,,,,,D,,10.8986,0.081,-64.788,-12.684,0.08,0.092,90.0,,,,,,,,,,,17.828,17.856,,,,,
0.305023,5873013322220969984,224.5744763954758,-65.17365652319165,Gaia DR3 5873013322220969984,224.5746119142,-65.1735937436,0.0,0.0,90,WD*,4,14 58 17.90686,-65 10 24.9375,A,2020yCat.1350....0G,WhiteDwarf,*|V*|WD*|WD?,,,,,DA:,,1.573,0.0946,-12.803,-14.125,0.046,0.091,90.0,,,,,,,,,,,,,,,,,
0.157789,5877560558721805952,218.9383565014163,-61.992249798322035,Gaia DR3 5877560558721805952,218.9383630687,-61.9922060767,0.0,0.0,90,WD*,3,14 35 45.20714,-61 59 31.9419,A,2020yCat.1350....0G,WhiteDwarf,*|V*|WD*|WD?,,,,,DA:,,1.7688,0.1195,-0.694,-9.837,0.11,0.124,90.0,,,,,,,,,,,,,,,,,
0.152747,6644157726508197504,287.62476138918277,-54.39539764101494,Gaia DR3 6644157726508197504,287.6247016284,-54.3953733553,0.0,0.0,90,WD?,2,19 10 29.92839,-54 23 43.3441,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|WD?,,,,,,,1.6798,0.314,7.828,-5.464,0.274,0.219,90.0,,,,,,,,,,,,,,,,,
0.060108,3044606216244826112,107.4767788369766,-13.389861692448806,Gaia DR3 3044606216244826112,107.4767618039,-13.3898637436,0.0,0.0,90,WD?,3,07 09 54.42283,-13 23 23.5095,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|EB*|WD?,,,,,,,2.4957,0.4551,3.728,0.462,0.396,0.397,90.0,,,,,,,,,,,,,,,,,
0.252865,3341182435406679424,84.13366566769434,12.52468233989559,ATO J084.1336+12.5246,84.1336256374,12.5246239736,0.0,0.0,90,WD*,8,05 36 32.07015,+12 31 28.6463,A,2020yCat.1350....0G,WhiteDwarf,*|Opt|V*|WD*|WD?,,,,,DA,,3.4321,0.0588,8.792,13.132,0.054,0.039,90.0,,,,,,,,,,,,,,,,,
1.141991,3890059941364406144,155.7148994098113,16.197716868501697,GALEX J102251.6+161152,155.7152255611,16.1976665582,0.0,0.0,90,WD*,9,10 22 51.65413,+16 11 51.5996,A,2020yCat.1350....0G,WhiteDwarf,*|Opt|PM*|UV|WD*|WD?,68.61,11.29,0.0002289,3.77e-05,DA,,1.864,0.1533,-70.471,11.32,0.139,0.168,90.0,,,,,,,,,,17.508,17.591,17.923,18.171,18.349,,,
0.065189,5671975077144346112,149.71812056556632,-17.975938947799463,Gaia DR3 5671975077144346112,149.7181367699,-17.975948452,0.0,0.0,90,WD?,4,09 58 52.35282,-17 58 33.4144,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|blu|WD?,,,,,,,0.8089,0.1078,-3.468,2.138,0.102,0.092,90.0,,,,,,,,,,,,,,,,,
0.077396,5751694003780912512,127.94729666149505,-10.264580370524492,Gaia DR3 5751694003780912512,127.9473180012,-10.2645757582,0.0,0.0,90,WD?,5,08 31 47.35632,-10 15 52.4727,A,2020yCat.1350....0G,WhiteDwarf_Candidate,*|blu|HS?|V*|WD?,,,,,,,0.8463,0.1262,-4.725,-1.038,0.136,0.114,90.0,,,,,,,,,,,,,,,,,
1.318504,5383832838018956032,170.97960677347658,-40.103915121665445,UCAC4 250-050231,170.9800440605,-40.1040643505,0.0,0.0,90,WD*,6,11 23 55.21057,-40 06 14.6317,A,2020yCat.1350....0G,WhiteDwarf,*|blu|MIR|NIR|PM*|V*|WD*|WD?,,,,,DA:,,3.1331,0.0425,-75.256,33.577,0.055,0.038,90.0,,,,14.61,14.96,15.35,15.675,15.766,,,14.66,15.23,15.72,,,,
0.265133,5363157758807631232,161.62811909591989,-47.52650316257153,GALEX J104630.7-473135,161.6282261756,-47.5264891643,0.0,0.0,90,WD*,4,10 46 30.77428,-47 31 35.3610,A,2020yCat.1350....0G,WhiteDwarf,*|UV|V*|WD*|WD?,,,,,DA:,,1.4137,0.1156,-16.269,-3.15,0.107,0.102,90.0,,,,,,,,,,,,,,,,,
