source_id,source_pool,nss_solution_type,period_d,eccentricity,significance,ruwe,parallax,phot_g_mean_mag,bp_rp,distance_pc,M_2_mjup_face_on,M_2_mjup_marginalized,M_2_2sigma_hi,HIP,Name,Vmag,SpType,snrPMaH2G2,M_host_msun_used,sahl_confirmed,tier_a,in_stefansson,documented_fp,ruwe_pass,nasa_exo_match,hgca_chisq,hgca_tier,v2_verdict,v2_score,ra,dec,exoeu_hit,sb9_hit,novelty_verdict
1897143408911208832,orbital_pool,OrbitalTargetedSearch,712.2098986703652,0.049144461095342984,30.051275,3.3403082,20.569166859711668,7.798445,0.8818793,48.61645621430958,32.48459089505971,126.91544484072311,281.93320731185736,107821.0,HD 207740,7.983,G5V,11.92,1.0,0,0,false,false,true,false,12.235554695129395,CORROBORATED_real_companion,CORROBORATED_real_companion,5.3051275,327.6506596243043,28.767098529753262,"","",NOVEL_for_promotion
3391529760035164288,orbital_pool,Orbital,472.3487283865229,0.44583481103546574,23.904806,6.85504,4.6249423632470545,9.466919,0.50699043,216.2189107364195,386.388461868192,406.41043512815844,507.23046129723934,23462.0,HD 287363,9.563,A3,2.57,1.3993711780779925,0,0,false,false,true,false,10.126911163330078,CORROBORATED_real_companion,CORROBORATED_real_companion,5.1904806,75.6532362032791,13.063893474524196,"","",NOVEL_for_promotion
626384936756751744,acceleration_pool,Acceleration7,,,23.332771,1.849,10.47775063410725,8.7967,,95.44033208280341,,128.8366490367461,621.793567067797,48366.0,HD 85347,8.921,G5,1.37,1.27,,,,false,true,false,12.236448287963867,CORROBORATED_real_companion,CORROBORATED_real_companion,5.1332771,147.90404645429342,18.410890900616366,"","",NOVEL_for_promotion
321123400368013696,orbital_pool,Orbital,560.1810820327507,0.4043201016316578,12.77703,1.684154,7.477217706611519,8.952339,0.72543526,133.73958593124527,52.90539180123044,54.61038883147441,78.84987269366347,5787.0,BD+35 228,9.076,G0,5.85,1.3115643518611053,0,1,false,false,true,false,18.908123016357422,CORROBORATED_real_companion,CORROBORATED_real_companion,5.077703,18.561431462604585,35.79883528730702,"","",NOVEL_for_promotion
3930044373199225088,acceleration_pool,Acceleration7,,,22.774052,1.891,7.842086427733413,7.6775,,127.5170847981879,,210.5520520293585,987.2943517942161,63472.0,HD 112961,7.904,G8IV,1.69,1.83,,,,false,true,false,29.243188858032227,CORROBORATED_real_companion,CORROBORATED_real_companion,5.0774052,195.0923791053952,13.843963738406607,"","",NOVEL_for_promotion
1607476280298633984,orbital_pool,Orbital,197.29462032385786,0.42075281129768916,11.700687,2.2666967,10.230815704779582,9.816512,0.99819565,97.74391689343254,67.71873005596925,69.13695221168032,96.3728467410348,72389.0,BD+56 1762,10.027,G5,0.52,0.9524195373626487,0,0,false,false,true,false,10.274184226989746,CORROBORATED_real_companion,CORROBORATED_real_companion,4.9700687,222.01171854948367,56.15919885287697,"","",NOVEL_for_promotion
5855416020897444352,orbital_pool,Orbital,364.37901322152106,0.6783416456141458,20.904531,4.9325624,8.576688800857163,8.609373,0.6449928,116.59511301145251,406.7897970125914,407.6255124654642,468.68381801923266,62055.0,HD 110450,8.745,F6V,2.46,1.3491959800059554,0,0,false,false,true,false,11.119476318359375,CORROBORATED_real_companion,CORROBORATED_real_companion,4.890453099999999,190.78123366027887,-69.54584134420946,"","",NOVEL_for_promotion
1017645329162554752,orbital_pool,Orbital,274.60399924755893,0.2852048282023843,10.647005,1.5996602,7.358778459173577,8.583238,0.73371696,135.8921192624549,68.58117319759177,77.77041654647996,121.23830863595545,43870.0,HD 76078,8.717,G5,4.04,1.0678300694521072,0,1,false,false,true,false,9.354486465454102,CORROBORATED_real_companion,CORROBORATED_real_companion,4.8647005,134.05530727578005,53.05869080946821,"","",NOVEL_for_promotion
230138989266819456,orbital_pool,Orbital,739.782184777381,0.47212117253804736,10.501683,1.5382183,6.082535307819546,9.957889,0.81361103,164.4051286828416,30.216711035299333,33.94379868298451,46.864051281019066,18421.0,HD 275921,10.09,G5,2.45,1.2570723109607984,0,1,false,false,true,false,5.109676837921143,CORROBORATED_real_companion,CORROBORATED_real_companion,4.8501683,59.07704769940935,40.862186188617464,"","",NOVEL_for_promotion
3913728032959687424,orbital_pool,Orbital,328.8965469220986,0.2649163092625745,14.928623,2.584024,15.251314629148803,7.458737,0.5849385,65.56811817971204,81.89539895401609,84.3038891608644,118.20875754169916,55751.0,HD 99251,7.567,F5,1.9,1.3600603803792677,0,0,false,false,true,false,5.610035419464111,CORROBORATED_real_companion,CORROBORATED_real_companion,4.2928623,171.35595289509968,7.952671521933157,"","",NOVEL_for_promotion
1028090449107993216,orbital_pool,Orbital,342.3365438835215,0.2643389202904831,13.167935,2.7674632,8.650145828160577,8.626539,0.69136715,115.60498746096243,130.34107045058073,138.76445209698997,214.17765239961963,41672.0,HD 71450,8.758,F8,0.86,1.337894172061329,0,0,false,false,true,false,6.60203742980957,CORROBORATED_real_companion,CORROBORATED_real_companion,4.1167935,127.43877853721948,50.666545235605994,"","",NOVEL_for_promotion
2121783289552546432,orbital_pool,Orbital,495.7664852218739,0.331620471708667,8.477017,1.455927,3.497056419760464,8.8796625,0.6301937,285.9547802401474,74.2609401207113,88.61352693689362,124.61552964930769,90060.0,BD+46 2473,8.968,F5,1.87,1.0,0,1,false,false,true,false,17.763933181762695,CORROBORATED_real_companion,CORROBORATED_real_companion,3.6477017,275.679617016811,47.05407076456884,"","",NOVEL_for_promotion
6071451157905853312,orbital_pool,AstroSpectroSB1,530.1672098198553,0.33960581140048174,92.89862,5.7725334,20.31658658671667,10.858573,1.6617823,49.220866690953734,77.85205322167681,77.82869104675815,89.00559303130642,60321.0,L 194-115,11.515,,7.73,1.0,0,0,false,false,true,false,42.1738395690918,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,7.8,185.53199920578726,-58.445744767302266,HIP 60321 b (3.9 arcsec),"",PUBLISHED_exoeu: HIP 60321 b (3.9 arcsec)
2994437527894182272,orbital_pool,OrbitalTargetedSearch,800.0697224063844,0.37025175110682945,76.93188,5.9154744,23.08418631923021,8.496388,1.1752434,43.3196988696523,49.89709778138262,50.55302242282094,57.80244052959426,29330.0,HD 42606,8.778,K3V,15.61,1.0,0,0,false,false,true,false,58.94246292114258,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,6.8,92.76299295487104,-13.8010932584893,"","",NOVEL_for_promotion
4539057576001089408,orbital_pool,AstroSpectroSB1,855.8380725681343,0.8148027395911521,32.23995,4.11259,18.32932208897376,10.335466,1.4956284,54.55739143792791,79.14266843918885,79.37134846876775,92.30117397724126,91479.0,LP 335-104,10.805,,6.22,1.0,0,0,false,false,true,false,50.264522552490234,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,6.023995,279.85840941038,28.374240895893713,"","",NOVEL_for_promotion
5205742362689967488,orbital_pool,Orbital,291.64270751532166,0.5475309755190284,46.141968,3.9846053,9.454770298652642,8.404207,0.786613,105.76671546875185,233.4245174052119,233.945210627157,270.01780365344416,50350.0,HD 89591,8.558,G0V,4.71,1.2227894223909375,0,0,false,false,true,false,35.82965850830078,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,5.9141968,154.2178491208196,-74.42705135687513,"","",NOVEL_for_promotion
3238810137558836352,acceleration_pool,Acceleration7,,,22.27788,1.881,33.61664789030475,6.8754,,29.747165846610372,,52.190218666468674,263.31599304978397,24205.0,HD 33636,6.99,G0V_CH-0.3,1.54,1.08,,,,false,true,false,55.603355407714844,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,4.527788,77.94434718938692,4.402925294469125,"","",NOVEL_for_promotion
2321198552384930688,orbital_pool,Orbital,152.76580131745294,0.15250886829173593,29.158894,4.500086,11.254659280147,9.213077,0.9707632,88.85209006406623,258.15230169876924,267.126852959129,378.18986649748024,1151.0,HD 1019,9.408,K0/1V(CNIII),1.28,1.0170733244341776,0,0,false,false,true,false,55.99366760253906,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,4.2158894,3.5921837416316995,-28.93504899146401,"","",NOVEL_for_promotion
4989323015089651200,acceleration_pool,Acceleration7,,,26.498549,1.585,5.565608608989223,9.844,,179.6748694086865,,171.70245242072082,875.3520515100071,4969.0,CD-38 357,9.947,K0,3.23,1.16,,,,false,true,false,32.347293853759766,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,3.9498549,15.922829248070908,-38.099348623989954,"","",NOVEL_for_promotion
4632430611684633344,orbital_pool,Orbital,778.3571532792081,0.7324617891006516,8.218727,1.8168283,9.495259295810635,8.706728,0.7512264,105.31571269898926,29.846921447588954,30.746243476053113,42.05640502407283,10538.0,HD 14717,8.852,G0V,5.98,1.2654080009895547,0,1,false,false,true,false,47.504112243652344,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,3.1218727,33.93972822946907,-79.0261071609897,"","",NOVEL_for_promotion
2884087104955208064,orbital_pool,OrbitalTargetedSearchValidated,826.5310697340134,0.06565210017612134,10.652899,1.4081933,25.488936461792147,8.973351,1.1241579,39.23270794366009,6.0945691120407375,13.847856145594243,28.41405520776869,28193.0,HD 40503,9.226,K2/3V,5.73,1.0,0,1,true,false,true,false,99.53504180908203,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.8652898999999996,89.36900200804413,-37.847875055373265,"","",NOVEL_for_promotion
3708590877255536256,orbital_pool,Orbital,176.28116180915043,0.7456960121446593,14.9125395,6.461215,14.182794285066924,7.758422,1.098114,70.50796760500862,571.4161701574287,571.5708088741891,690.018200210445,61354.0,HD 109402,8.02,K0,5.14,1.263980623460514,0,0,false,false,true,false,31.06547737121582,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.7912539499999998,188.58673127342306,6.378275939380651,"","",NOVEL_for_promotion
1556040507876718080,orbital_pool,Orbital,207.80779846112586,0.6782582665372119,13.728019,2.804623,11.785735024232347,9.165328,0.8595123,84.84833554665244,106.9045909308708,107.94624633819257,131.14132372956743,64923.0,BD+49 2208,9.347,G5,2.76,0.9877477020602374,0,0,false,false,true,false,32.06361389160156,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.6728018999999996,199.60142617233862,48.90548948993044,"","",NOVEL_for_promotion
1051117864725305216,orbital_pool,Orbital,391.53245964158003,0.3607635235134001,8.96486,1.7463602,5.1451283782102495,9.115048,0.73720455,194.35861002711334,183.0484414804915,185.59335511264328,240.49097061837472,48438.0,BD+61 1149,9.238,G0,2.87,1.2567986291664284,0,1,false,false,true,false,37.656036376953125,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.1964859999999997,148.14236221889965,61.13508955650044,"","",NOVEL_for_promotion
665785802795255808,orbital_pool,Orbital,980.6387804797065,0.49733257172350154,7.819725,6.4996743,5.490875895550882,9.568588,0.5842743,182.1203063085572,278.30078234635357,279.6373364836884,378.2615170663293,41513.0,BD+22 1935,9.581,F5,12.01,1.342582299559496,0,0,false,false,true,false,72.58256530761719,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.0819725,126.99205179135994,22.102001783182182,"","",NOVEL_for_promotion
2486813315952088064,orbital_pool,Orbital,483.07530616781384,0.3674870977516781,7.372251,2.9732652,6.673612471685275,8.737813,0.71973133,149.84388204181593,275.24560088311125,285.971449133309,486.82640377672453,11199.0,HD 14906,8.893,F8/G0V,4.53,1.4019104470030632,0,0,false,false,true,false,31.37364959716797,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.0372251,36.05272784372769,-6.788951099952196,"","",NOVEL_for_promotion
6687122384608886528,orbital_pool,Orbital,626.4892807589271,0.5543886516738926,7.0199275,5.656166,5.608051243149299,9.3675,0.5442009,178.31506108678718,320.32084272637184,345.21870211765133,451.1959536378872,98081.0,HD 188243,9.443,F2V,6.22,1.2782988750817101,0,0,false,false,true,false,37.93772888183594,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,2.00199275,298.9970878879118,-41.35272321646785,"","",NOVEL_for_promotion
