name,gaia,dataset,identifier,date_utc,mjd,snr_pix,ew_A,ew_err_A,cover_min,cont_med,cont_rms,v_gauss_kms,fwhm_gauss_kms,hole,year,err
WD J0529-3401,4823042355496728832,ESO XSHOOTER,ADP.2022-12-19T11:20:15.672,2022-12-15,59928.089,100.8,3.76,0.17,1.0,1.001,0.036,83.0,268.0,,2022.953015742642,1.0817929561612056
WD J0529-3401,4823042355496728832,ESO XSHOOTER,ADP.2019-02-11T15:34:39.786,2019-01-12,58495.17,59.6,6.15,0.26,1.0,0.998,0.058,139.0,51.0,,2019.0298973305955,1.202424633812864
WD J0529-3401,4823042355496728832,ESO XSHOOTER,ADP.2023-12-27T08:54:23.892,2023-12-17,60295.181,114.9,4.39,0.14,1.0,1.004,0.037,116.0,113.0,,2023.958058863792,1.1010544945641882
WD J0529-3401,4823042355496728832,ESO XSHOOTER,ADP.2019-02-11T15:34:39.584,2019-01-12,58495.136,65.5,4.32,0.23,1.0,1.002,0.045,140.0,48.0,,2019.0298042436689,1.1133391217414397
WD J0529-3401,4823042355496728832,ESO XSHOOTER,ADP.2019-02-11T15:34:39.663,2019-01-12,58495.155,65.8,5.03,0.23,1.0,1.0,0.049,139.0,45.0,,2019.0298562628336,1.1427637551130154
WD J0529-3401,4823042355496728832,ESO XSHOOTER,ADP.2019-02-11T15:34:39.875,2019-01-12,58495.121,64.2,6.8,0.23,1.0,1.004,0.045,139.0,52.0,,2019.029763175907,1.2309752231462665
WD J0529-3401,4823042355496728832,ESO XSHOOTER,ADP.2020-11-13T10:46:21.696,2020-03-02,58910.032,64.2,3.67,0.23,1.0,0.999,0.05,143.0,55.0,,2020.1657275838468,1.0897655711206884
WD J0529-3401,4823042355496728832,SDSS-V visit,sdss_id 92944351,2024-11-28,60642.0,22.2,3.04,0.61,1.0,1.001,0.044,,,,2024.9075975359344,1.2101718886174808
SDSS J0234-0406,2489275328645218560,DESI-DR1,39627688771584461,2021-10-25,59512.365,43.6,1.63,0.33,1.0,1.0,0.029,,,,2021.8148254620123,1.0655838775056612
SDSS J0234-0406,2489275328645218560,ESO XSHOOTER,ADP.2020-12-15T08:50:15.694,2020-10-14,59136.191,36.6,-0.07,0.34,1.0,1.0,0.055,,,,2020.7849171800135,1.0562428697984192
SDSS J0234-0406,2489275328645218560,ESO XSHOOTER,ADP.2019-11-05T13:18:13.254,2019-10-08,58764.302,73.7,1.69,0.18,1.0,1.002,0.039,29.0,95.0,,2019.766740588638,1.0300296112248424
SDSS J0234-0406,2489275328645218560,ESO XSHOOTER,ADP.2019-02-11T15:34:40.037,2019-01-12,58495.058,88.6,1.46,0.16,1.0,0.999,0.031,64.0,109.0,,2019.0295906913072,1.0231891320767632
SDSS J0234-0406,2489275328645218560,ESO XSHOOTER,ADP.2019-11-05T13:18:13.334,2019-10-08,58764.295,75.4,2.15,0.18,1.0,0.998,0.034,29.0,100.0,,2019.7667214236824,1.038568726661842
SDSS J0234-0406,2489275328645218560,ESO XSHOOTER,ADP.2023-12-27T08:54:23.918,2023-12-17,60295.099,227.7,1.45,0.06,1.0,1.002,0.019,66.0,108.0,,2023.9578343600272,1.012237620324398
SDSS J0234-0406,2489275328645218560,ESO UVES,ADP.2020-06-08T16:57:51.492,2019-12-20,58837.116,45.6,5.56,0.3,1.0,1.027,0.114,-108.0,45.0,,2019.9660944558525,1.1828507936337531
SDSS J0234-0406,2489275328645218560,ESO XSHOOTER,ADP.2019-02-11T15:34:40.042,2019-01-12,58495.05,83.6,2.68,0.17,1.0,1.004,0.031,68.0,113.0,,2019.0295687885011,1.0491539448527083
SDSS J0234-0406,2489275328645218560,ESO XSHOOTER,ADP.2022-11-24T10:42:36.516,2022-11-13,59896.175,221.6,0.92,0.07,1.0,0.997,0.017,50.0,114.0,,2022.8656399726217,1.0066598233762982
SDSS J0234-0406,2489275328645218560,SDSS-V visit,sdss_id 70061066,2024-12-20,60664.0,23.7,-0.96,0.59,1.0,1.005,0.039,,,,2024.9678302532511,1.1650390551393546
WD J2133+2428,1797494081674032512,ESO XSHOOTER,ADP.2025-05-26T05:56:57.214,2025-05-24,60819.374,120.0,5.43,0.2,1.0,1.001,0.03,-350.0,32.0,,2025.393221081451,1.1553566548906014
WD J2133+2428,1797494081674032512,ESO XSHOOTER,ADP.2023-06-01T08:09:13.390,2023-05-22,60086.356,92.0,1.02,0.19,1.0,1.002,0.043,-235.0,718.0,,2023.386327173169,1.0229877809631942
WD J2133+2428,1797494081674032512,ESO XSHOOTER,ADP.2022-06-09T06:00:06.195,2022-05-26,59725.34,95.2,12.15,0.2,1.0,1.006,0.042,161.0,280.0,,2022.3979192334016,1.586261327776732
WD J1829+4537,2118281993556276096,DESI-DR1,39633180113767662,2022-05-29,59728.462,8.7,50.73,2.13,1.0,1.027,0.144,29.0,275.0,,2022.4064668035592,5.592157812508513
WD J1829+4537,2118281993556276096,SDSS-V visit,sdss_id 67586017,2024-06-10,60471.0,6.6,58.97,2.36,1.0,0.995,0.144,-64.0,274.0,,2024.4394250513344,6.4299462672716015
WD J1829+4537,2118281993556276096,SDSS-V visit,sdss_id 67586017,2024-06-12,60473.0,7.1,65.12,2.39,1.0,1.007,0.166,-70.0,282.0,,2024.444900752909,7.008440910787506
WD J2307-0002,2651256614304360576,DESI-DR1,39627790546378313,2021-09-24,59481.276,6.8,32.4,2.37,1.0,1.014,0.158,-28.0,1155.0,,2021.7297084188913,4.1369674883905
WD J2307-0002,2651256614304360576,BOSS-DR17,4739055186563323904,2010-10-09,55478.176,5.9,32.2,3.31,1.0,1.006,0.136,-52.0,1088.0,,2010.7698179329227,4.7248809508811975
WD J2307-0002,2651256614304360576,ESO XSHOOTER,ADP.2018-09-13T17:29:10.058,2018-07-10,58309.243,21.3,19.19,0.8,1.0,1.004,0.135,-18.0,1149.0,,2018.5208569472964,2.307067619295109
WD J2307-0002,2651256614304360576,ESO XSHOOTER,ADP.2018-09-13T17:29:10.076,2018-07-10,58309.227,19.6,20.04,0.89,1.0,1.012,0.167,-108.0,1312.0,,2018.5208131416837,2.4100033194997885
WD J2307-0002,2651256614304360576,ESO XSHOOTER,ADP.2018-09-13T17:29:09.805,2018-07-10,58309.31,20.5,24.22,0.84,1.0,1.006,0.155,-127.0,1367.0,,2018.5210403832991,2.751669311527096
WD J2307-0002,2651256614304360576,ESO XSHOOTER,ADP.2018-09-13T17:29:10.071,2018-07-10,58309.276,21.4,18.61,0.78,1.0,1.002,0.13,-92.0,1098.0,,2018.520947296372,2.2520481788807274
WD J2307-0002,2651256614304360576,ESO XSHOOTER,ADP.2018-09-13T17:29:09.877,2018-07-10,58309.295,20.4,28.87,0.83,1.0,1.003,0.14,-43.0,1257.0,,2018.5209993155372,3.1660178458119916
WD J2307-0002,2651256614304360576,ESO XSHOOTER,ADP.2018-09-13T17:29:09.954,2018-07-10,58309.261,21.1,20.71,0.81,1.0,1.007,0.154,-333.0,1347.0,,2018.5209062286103,2.4382659822094883
WD J2307-0002,2651256614304360576,SDSS-V visit,sdss_id 70865248,2022-09-25,59847.0,10.7,26.49,1.78,1.0,1.0,0.076,-161.0,1257.0,,2022.7310061601645,3.344488152169178
WD J2307-0002,2651256614304360576,SDSS-V visit,sdss_id 70865248,2024-10-29,60612.0,4.5,30.71,3.7,1.0,0.999,0.178,181.0,1048.0,,2024.8254620123205,4.911317643972949
WD J0857-2245,5654689998440806912,DESI-DR1,2305843051341341412,2022-03-17,59655.176,66.8,0.26,0.21,1.0,1.0,0.019,,,,2022.2058206707736,1.0221428471598282
WD J0857-2245,5654689998440806912,SDSS-V visit,sdss_id 100460534,2024-11-03,60617.0,41.6,0.18,0.32,1.0,1.001,0.014,,,,2024.839151266256,1.0501066612492276
WD 0856+048,578709631539357440,BOSS-DR17,4294443471572588544,2010-12-05,55535.414,7.4,3.05,2.31,1.0,1.008,0.103,,,,2010.9265270362764,2.535571927593457
WD 0856+048,578709631539357440,DESI-DR1,39627901678653625,2022-03-07,59645.161,10.1,18.73,1.79,1.0,1.01,0.119,-75.0,739.0,,2022.1784010951403,2.77709002374788
WD 0856+048,578709631539357440,ESO XSHOOTER,ADP.2025-04-30T10:46:37.942,2025-04-23,60788.998,43.9,32.86,0.38,1.0,1.006,0.055,25.0,769.0,,2025.3100561259412,3.4557482547199525
WD 0856+048,578709631539357440,ESO XSHOOTER,ADP.2025-04-30T10:44:39.423,2025-04-23,60788.048,22.6,31.16,0.8,1.0,0.997,0.115,30.0,769.0,,2025.3074551676937,3.368895367921064
WD 0856+048,578709631539357440,SDSS-V visit,sdss_id 55774610,2021-03-19,59292.0,10.3,21.41,1.33,1.0,1.033,0.17,-38.0,698.0,,2021.211498973306,2.7116011874905204
WD 0856+048,578709631539357440,SDSS-V visit,sdss_id 55774610,2021-03-31,59304.0,18.1,15.9,0.77,1.0,1.001,0.07,-14.0,766.0,,2021.2443531827516,2.0300246303924494
WD 0856+048,578709631539357440,SDSS-V visit,sdss_id 55774610,2021-04-01,59305.0,12.9,16.66,1.13,1.0,1.001,0.076,-40.0,866.0,,2021.2470910335387,2.247766891828421
WD 0856+048,578709631539357440,SDSS-V visit,sdss_id 55774610,2021-04-02,59306.0,11.1,10.52,1.26,1.0,1.002,0.093,37.0,688.0,,2021.2498288843256,1.9220572311978643
WD 0856+048,578709631539357440,SDSS-V visit,sdss_id 55774610,2022-10-31,59883.0,6.9,18.07,2.2,1.0,1.002,0.092,130.0,208.0,,2022.829568788501,3.017490513655346
WD 0856+048,578709631539357440,SDSS-V visit,sdss_id 55774610,2022-11-21,59904.0,8.6,17.19,1.87,1.0,0.981,0.109,13.0,759.0,,2022.8870636550307,2.7298097003271127
WD 0856+048,578709631539357440,SDSS-V visit,sdss_id 55774610,2023-11-22,60270.0,12.8,20.03,1.14,1.0,0.998,0.078,-50.0,859.0,,2023.8891170431211,2.5122915833955264
WD J1959+2208,1827014701883095680,SDSS-V visit,sdss_id 63867520,2024-08-10,60532.0,26.5,17.76,0.54,1.0,1.005,0.038,-14.0,953.0,,2024.6064339493496,2.108500889257579
WD J1959+2208,1827014701883095680,SDSS-V visit,sdss_id 63867520,2024-08-11,60533.0,29.2,26.64,0.49,1.0,1.003,0.025,-32.0,1071.0,,2024.609171800137,2.887385668732184
GALEX J0039-0356,2527617665632689024,SDSS-V visit,sdss_id 70254122,2022-11-22,59905.0,9.6,30.91,1.67,1.0,0.987,0.107,-17.0,333.0,,2022.889801505818,3.6528319151036777
GALEX J0039-0356,2527617665632689024,SDSS-V visit,sdss_id 70254122,2023-10-08,60225.0,4.0,48.66,4.26,1.0,0.998,0.215,-70.0,251.0,,2023.7659137577,6.544123776335529
GALEX J0039-0356,2527617665632689024,SDSS-V visit,sdss_id 70254122,2023-12-07,60285.0,5.8,23.17,2.51,1.0,1.01,0.215,-63.0,286.0,,2023.930184804928,3.559296138283523
GALEX J0039-0356,2527617665632689024,SDSS-V visit,sdss_id 70254122,2024-08-08,60530.0,7.5,45.53,2.02,1.0,1.017,0.15,-20.0,391.0,,2024.6009582477757,5.080374887742045
SDSS J2054+1610,1764314497240770176,SDSS-V visit,sdss_id 63203321,2024-06-06,60467.0,4.5,26.44,3.87,1.0,1.012,0.186,-11.0,309.0,,2024.428473648186,4.792456155250667
SDSS J2054+1610,1764314497240770176,SDSS-V visit,sdss_id 63203321,2024-06-07,60468.0,3.4,24.17,5.61,1.0,1.042,0.228,,,,2024.4312114989732,6.189829480688463
WDJ1448+3225,1283510882895711872,DESI-DR1,39632931110519992,2022-06-05,59735.243,8.0,23.52,2.48,1.0,0.99,0.152,99.0,817.0,,2022.4250321697468,3.561222262089239
WDJ1448+3225,1283510882895711872,BOSS-DR17,4356321232809121792,2010-03-18,55273.381,4.7,19.23,3.76,1.0,0.992,0.137,-54.0,654.0,,2010.209119780972,4.339991820268789
WDJ1611+4017,1379988076130545536,BOSS-DR17,5842445901361338368,2012-05-25,56072.398,15.2,3.5,1.14,1.0,0.999,0.047,,,,2012.396709103354,1.5563097378092832
WDJ1611+4017,1379988076130545536,DESI-DR1,39633082331956564,2021-05-22,59356.355,37.1,5.87,0.41,1.0,1.0,0.034,-4.0,383.0,,2021.387693360712,1.229906093976284
WD J2212-1352,2600209141285265280,ESO XSHOOTER,ADP.2017-05-12T16:08:28.070,2016-09-28,57659.166,71.3,22.96,0.2,1.0,1.002,0.052,85.0,805.0,,2016.74104312115,2.51229297654553
WD J2212-1352,2600209141285265280,ESO XSHOOTER,ADP.2021-06-01T10:29:43.819,2021-05-15,59349.363,51.6,19.05,0.3,1.0,0.999,0.056,32.0,869.0,,2021.3685503080085,2.1723316965877935
WD J2212-1352,2600209141285265280,ESO XSHOOTER,ADP.2019-08-06T11:06:07.785,2019-07-06,58670.304,81.7,21.69,0.17,1.0,0.999,0.035,9.0,764.0,,2019.5093880903491,2.394464658331795
WD J2212-1352,2600209141285265280,ESO XSHOOTER,ADP.2023-06-01T08:07:05.811,2023-05-21,60085.356,114.0,15.36,0.15,1.0,1.004,0.036,-65.0,846.0,,2023.383589322382,1.8389660138240729
WD J2212-1352,2600209141285265280,ESO XSHOOTER,ADP.2018-06-11T12:45:18.542,2018-05-18,58256.311,79.7,12.77,0.22,1.0,1.004,0.036,30.0,952.0,,2018.375937029432,1.636804508791444
WD J2212-1352,2600209141285265280,ESO XSHOOTER,ADP.2022-08-12T12:09:13.182,2022-07-24,59784.365,104.4,15.06,0.15,1.0,1.004,0.033,89.0,916.0,,2022.559520876112,1.8139834618871256
WD J2212-1352,2600209141285265280,ESO XSHOOTER,ADP.2017-05-12T16:08:27.802,2016-09-28,57659.181,75.6,22.96,0.19,1.0,1.002,0.054,79.0,799.0,,2016.7410841889116,2.5115166732474625
WD J2212-1352,2600209141285265280,ESO XSHOOTER,ADP.2025-05-13T08:54:52.075,2025-05-08,60803.372,110.1,22.21,0.16,1.0,1.002,0.034,-112.0,782.0,,2025.3494099931552,2.4409918066228737
