ra,dec,mjd,mag_auto,filter,class_star
249.49729389619395,-28.937591380853075,58715.97535911389,21.58318,i,0.648392
249.49970490806064,-28.936876704721538,58715.97535911389,20.575146,i,0.867074
249.4972808864873,-28.94082071242115,58715.97535911389,21.307222,i,0.750831
249.50030298688273,-28.938149441704237,58715.97535911389,16.13105,i,0.985365
249.4998116728269,-28.93601341974327,58715.97535911389,19.184355,i,0.982467
249.49857624221622,-28.940600521365454,58715.97535911389,16.604315,i,0.983845
249.49857701671638,-28.93923035325451,58715.97535911389,18.826603,i,0.981811
249.49866447498,-28.938037112445674,58715.97535911389,19.5723,i,0.284938
249.49886616382625,-28.93591628175589,58715.97535911389,21.000866,i,0.961136
249.49816832041293,-28.936784849585713,58715.97535911389,16.310463,i,0.983683
249.50050390227784,-28.939868510464237,58715.97535911389,22.252337,i,0.887472
249.4991854538188,-28.94453192766548,58715.97535911389,20.28204,i,0.972822
249.5002702716314,-28.94325261095201,58715.97535911389,21.82879,i,0.771568
249.4990388184203,-28.943316352940855,58715.97535911389,17.336033,i,0.981616
249.49764270180256,-28.935164246664762,58715.97535911389,22.013548,i,0.768517
249.4972038339331,-28.93437149939083,58715.97535911389,21.77835,i,0.920611
249.49681445561515,-28.94173955221137,58715.97535911389,20.690975,i,0.97456
249.4963582965424,-28.94118694397344,58715.97535911389,20.656487,i,0.331159
249.4964206176831,-28.944384336835295,58715.97535911389,21.405941,i,0.941411
249.4963487261615,-28.9397506688662,58715.97535911389,22.904078,i,0.517663
249.49599003083867,-28.943623286775164,58715.97535911389,21.636482,i,0.940049
249.49525664602228,-28.935943409893216,58715.97535911389,21.271118,i,0.850904
249.49459047487318,-28.936163495637413,58715.97535911389,21.237179,i,0.24027
249.49444148777192,-28.938947043896093,58715.97535911389,16.87176,i,0.984866
249.4943256041439,-28.94205945744913,58715.97535911389,22.423752,i,0.524697
249.49388140982185,-28.93784305267203,58715.97535911389,21.948019,i,0.502676
249.49262634634098,-28.939361532176445,58715.97535911389,19.071077,i,0.983052
249.50421639071143,-28.939157528275796,56814.13543812651,20.356047,r,0.859174
