gaia,set
4531225823402424960,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4531240490704583680,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4531289045322075520,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4531350617970087936,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4531364739823484032,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4531467337999905408,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4531557291797938816,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4531565950452012160,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4531582443127738624,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4531614294600793600,shahaf2024_nonclassI
4531653911380909440,shahaf2024_nonclassI
4531848250058419968,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4531910711757991808,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4531982764129319552,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4532008022845211648,shahaf2024_nonclassI
4532042554376123136,shahaf2024_nonclassI
4532086156885010560,shahaf2024_nonclassI
4532149000849260928,shahaf2024_nonclassI
453249724114710912,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4532621344169818880,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4532710851291080704,shahaf2024_nonclassI
4532759332879237632,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4532771702385805568,shahaf2024_nonclassI
4532776409670204160,shahaf2024_nonclassI
4532925393500413440,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4532966006712768512,shahaf2024_nonclassI
4533183332053959936,shahaf2024_nonclassI
4533229167947216640,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4533271086829778816,shahaf2024_nonclassI
4533308264063352064,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4533373994245323264,shahaf2024_nonclassI
4533395950118386944,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4533409590935331072,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4533455220666235008,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4533697628624293632,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4533776381139818752,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4533787754213448960,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4533897293059615872,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4533902756257948672,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4534017036743826688,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4534069465403072640,shahaf2024_nonclassI
4534115786635287808,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4534120459559745920,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4534192786806919424,shahaf2024_nonclassI
4534258516988510464,shahaf2024_nonclassI
4534264770461164416,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4534416022026409600,shahaf2024_nonclassI
4534442960058851200,shahaf2024_nonclassI
4534512091854130304,unified:Tier-1 NS|v2_orbital
4534812258532122880,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4534932513308325248,shahaf2024_nonclassI
4534982923349697280,shahaf2024_nonclassI
4535326245853093248,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4535408159467669120,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4535519725541006720,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4535572089779419008,shahaf2024_nonclassI
4535575731911564672,shahaf2024_nonclassI
4535868305084947712,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4535891291750067840,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4535936268648899968,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4536090887471108224,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4536324568043212928,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4536334772892899200,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4536472040047602432,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
453667332373788160,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4537015026991789568,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4537196583850447616,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4537203730675203456,shahaf2024_nonclassI
4537455450120466816,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4537455793717798400,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4537557635981965184,shahaf2024_nonclassI
4537679372532988288,shahaf2024_nonclassI
4537825538860482816,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4537827497365720192,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4537884362733930112,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4537935627464240640,shahaf2024_nonclassI
4538039943630048128,shahaf2024_nonclassI
4538102993748633344,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4538163123294594048,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4538226070330009984,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4538346191977928704,shahaf2024_nonclassI
4538533482609013888,shahaf2024_nonclassI
4538537438279470976,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4538589012247985664,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4538636531766650368,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4538730849248029824,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4538811766430138752,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4538976830613958528,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4539020707999438720,shahaf2024_nonclassI
453918914380604928,amrf3_halbwachs2023
4539256312727147648,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4539354822095560960,shahaf2024_nonclassI
4539472362459003008,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4539524937160016896,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4539644023711472128,unified:Tier-1 NS|v2_orbital
4539653163401877504,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4539654950108273536,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4539690241856863616,shahaf2024_nonclassI
4539766417396925056,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
4540029406834369280,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4540061258311469312,shahaf2024_nonclassI
4540099328902056832,shahaf2024_nonclassI
4540176432155017472,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4540569404482716928,shahaf2024_nonclassI
4540692309266720384,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4540696054478139008,shahaf2024_nonclassI
4540755909141672960,shahaf2024_nonclassI
4540790749916356224,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4540856205218193280,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4540860427168404096,shahaf2024_nonclassI
4540997320664139008,shahaf2024_nonclassI
4541184478158652160,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4541351191609683712,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4541649056181351040,shahaf2024_nonclassI
454176509339291520,shahaf2024_nonclassI
4541869954939780864,shahaf2024_nonclassI
4541961935959148928,shahaf2024_nonclassI
4542057043714975616,shahaf2024_nonclassI
4542125625753262720,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4542353838837126656,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
454292331716193792,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
454326523956502400,shahaf2024_nonclassI
4543290760182639488,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4543557980166509696,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4543930405370187520,shahaf2024_nonclassI
4543942564421219328,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
454471968727886848,shahaf2024_nonclassI
4544730574956793856,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4545154196170577920,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4545643169607669760,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4546051157140575104,shahaf2024_nonclassI
454629027094387712,amrf3_halbwachs2023;shahaf2024_nonclassI
4546348639459344256,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4546396640014970496,shahaf2024_nonclassI
4546726291640517248,shahaf2024_nonclassI
4546780580027158656,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4546851051850695040,shahaf2024_nonclassI
4546962205604631808,shahaf2024_nonclassI
4547512682972180992,shahaf2024_nonclassI
4547566387243401728,shahaf2024_nonclassI
4547719116280571136,shahaf2024_nonclassI
4547937678578134528,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
4547941011472724352,shahaf2024_nonclassI
4548104353369565824,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4548459362487778560,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4548507702339301632,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4548659473601418240,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4548713895128487296,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4548735855300621184,shahaf2024_nonclassI
4548765198516973952,shahaf2024_nonclassI
454889267745270400,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4548915934689940352,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4549279357641331840,amrf3_halbwachs2023;shahaf2024_nonclassI
4549293204615764352,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4549386113348377856,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4549414803729560064,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4549599384244791808,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4549663151620580864,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4549799456702209024,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4549815163401321088,shahaf2024_nonclassI
4549840417808691200,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4549893056928417664,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4550010292355866240,shahaf2024_nonclassI
4550149273199899904,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4550184938607010176,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4550211399903815296,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4550300975742142976,shahaf2024_nonclassI;unified:Tier-1 NS|v2_orbital
4550362926350611712,shahaf2024_nonclassI
4550451398379153920,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4550664776649356032,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4550913953474925312,shahaf2024_nonclassI
4551090322014158080,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4551280778042370688,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4551526244015245312,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4551537410930217600,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
455157239348978816,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4551614170584301312,shahaf2024_nonclassI
4551672547781101696,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4551707659135421824,shahaf2024_nonclassI
4551971099546278784,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4552560914517351680,shahaf2024_nonclassI
4552567722042761600,shahaf2024_nonclassI
4553065663377244800,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4553257047112893184,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4553350123346932352,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
455335909989561216,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4554406552162335744,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4554600203651175424,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4554644424634336512,shahaf2024_nonclassI
4554832372403640448,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4555115634084699520,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4555176244658651776,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
4555180780148815488,shahaf2024_nonclassI
455536570861067392,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4555811624947836672,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4555814614246398592,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4555838940940699648,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4556116017869991168,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
45561807646397440,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4556257270752314624,shahaf2024_nonclassI;unified:Demoted (failed F#32 joint K_obs/K_pred)|v2_orbital
4556396324612071808,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4556432471057503488,shahaf2024_nonclassI
4556481330605423744,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
455657207906301824,shahaf2024_nonclassI
4557010092617252352,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4557156224585008384,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4557232262685034496,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4557442647363176704,shahaf2024_nonclassI
4557509408334716928,shahaf2024_nonclassI
4557622726751717760,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4557629495620225792,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4557651039180274176,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4557732025083566592,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4557814557174722944,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4558122386067403776,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4558315144202612096,shahaf2024_nonclassI
4558426297948903552,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4558436949475560448,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4558721722983430784,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4558994638085797504,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4558998829974329600,shahaf2024_nonclassI
4559056180674635392,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
455912981798145792,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4559288211988098944,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4559317241669166976,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4559709153142796672,shahaf2024_nonclassI
4560263753681930624,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4560346595010653824,shahaf2024_nonclassI
4560502691304003200,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
4560558697677513344,shahaf2024_nonclassI
4560701462390274688,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4560767295647122560,shahaf2024_nonclassI
4561070451618484096,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4561077461005140608,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4561174218028173568,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4561225826355346176,shahaf2024_nonclassI
4561282210686053632,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4561806398556499968,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4561869212455635072,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4561897902837289088,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4561987856632682624,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4562159238709842432,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4562615845271896320,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
4562731985484901120,shahaf2024_nonclassI
4563102795781662720,shahaf2024_nonclassI
456331036730738560,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4563442957191363456,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4563741337159029504,shahaf2024_nonclassI
4563791055700387712,shahaf2024_nonclassI
4563974639783025920,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4564039339170661120,shahaf2024_nonclassI
4564111219743366144,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4564299408030242304,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4564829063396796032,shahaf2024_nonclassI
4564934513434157696,shahaf2024_nonclassI
4565045254871152768,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4565054802580472448,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4565081019061253632,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4565107823955001472,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4565133147081974016,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4565275018440988416,shahaf2024_nonclassI
4565278420055187968,shahaf2024_nonclassI
4565795705916428160,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4566039969296448128,shahaf2024_nonclassI
4566104496885164288,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
456611171682201472,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4566124459893332480,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4566133668303374976,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4566193041931164160,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4566293509806324736,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4566344121701019520,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4566382913845083648,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4566485370287428864,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4566729363090143360,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4566756640422869632,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4566783651477280768,shahaf2024_nonclassI
4566908892723619328,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
456743009997736448,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4567493661110305408,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4567551248031496960,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4567584095941539840,shahaf2024_nonclassI
4567626628997730688,shahaf2024_nonclassI
4567705420176681984,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4567706794566332160,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4567821075055856256,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4568269121745061120,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4568287577223793792,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4568409004539401344,shahaf2024_nonclassI
4568466041705027456,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4568570289150718464,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4568645811854980224,shahaf2024_nonclassI
4568846026050648064,shahaf2024_nonclassI
4568900451876410496,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4568948899109170816,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4569388119643544576,shahaf2024_nonclassI
4569402619453676032,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4569612454375333888,shahaf2024_nonclassI
4569680624092243968,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4569882315760252928,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4569966153521791232,shahaf2024_nonclassI
4570137677335648000,shahaf2024_nonclassI
4570139326603110144,shahaf2024_nonclassI
4570237286217131904,shahaf2024_nonclassI
4570367200387481344,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
457039671979425280,unified:Demoted (failed F#32 joint K_obs/K_pred)|v2_orbital
4570545149472604288,shahaf2024_nonclassI
4570833565116355200,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4570914894616842624,shahaf2024_nonclassI
4570972447178828288,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4571038830193894400,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4571053226923809664,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
4571121018687778048,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4571140191421927680,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4571160875984254208,shahaf2024_nonclassI
4571358822437221760,shahaf2024_nonclassI
4571650055579018880,shahaf2024_nonclassI
4571658714233104256,shahaf2024_nonclassI
457173778037240064,shahaf2024_nonclassI
4571745369494463616,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4571945824207082496,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4571952524356107136,shahaf2024_nonclassI
4572151364161541248,shahaf2024_nonclassI
4572207473614579072,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4572902261883485184,unified:Tier-2 (NSS period non-significant — nee|v2_orbital
4573263073496643072,shahaf2024_nonclassI
4573276370715008640,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4573408896226514432,shahaf2024_nonclassI
4573431126977369984,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4573439751271695232,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4573850865540853120,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4574013902499367040,shahaf2024_nonclassI
4574093170416029312,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4574138697069202688,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4574225313672707712,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4574412097507469440,shahaf2024_nonclassI;unified:Tier-2 (RV inconclusive — needs follow-u|v2_orbital
4574473738877890944,shahaf2024_nonclassI
4574640074370797696,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4574641689278534528,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4574677144231249664,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4574926153552092800,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4575180140738909056,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4575301087017915776,shahaf2024_nonclassI
4575441858865715968,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4575470240009768064,shahaf2024_nonclassI
4575473568607694208,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4575566275478086656,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4575649048087934848,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4575710070986700160,shahaf2024_nonclassI
457590355506120064,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4575922414170073984,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4575935573949958784,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4576048922427000448,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4576077548388608256,shahaf2024_nonclassI
4576250927634048000,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4576421111419662976,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4576504365065402624,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4576678637654618496,amrf3_halbwachs2023;shahaf2024_nonclassI
4577091401193797760,shahaf2024_nonclassI
4577103598901251456,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
4577243958428960512,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4577253407357031424,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4577294501603832704,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4577372944887603200,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4577462452006480384,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4577465544382944384,shahaf2024_nonclassI
4577474099958193408,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4577545087175804672,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4577571922130795648,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4577655244495941760,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4577795329149399680,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4577925827437670656,shahaf2024_nonclassI
4577959637420605824,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4578106868897434624,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4578284302587685376,shahaf2024_nonclassI
4578395903016009216,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4578398926673187328,shahaf2024_nonclassI
4578407619686259200,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4578473418585476608,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4578731597660925952,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4578760322400830080,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4578795403694536576,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4578808941431251456,shahaf2024_nonclassI
4579068872852115328,shahaf2024_nonclassI
4579133434800348288,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4579206586682552064,shahaf2024_nonclassI
4579284205332034048,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
4579433223516719872,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
4579463666244171904,shahaf2024_nonclassI
4579497510586897536,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
45795110269884416,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4579723150990139648,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4579758919476519936,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4579791561227952512,shahaf2024_nonclassI
4579803552777189760,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4579856913450929536,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4580007993219723648,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4580107842619479552,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4580150620493871488,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4580172301490505600,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4580570737015651584,shahaf2024_nonclassI
4580737553544611840,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
4580740233604641152,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4580829672003689728,shahaf2024_nonclassI
4580911654339185536,unified:Demoted (failed F#30 K-giant chromatic)|v2_orbital
4580923439729340928,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4580971199765687296,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4580985630852328448,shahaf2024_nonclassI
4581029469581884032,shahaf2024_nonclassI
4581381455041447424,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
4581656917063018624,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4581798788422452480,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
4582080293460325504,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4582316143003268992,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
458240613553078144,shahaf2024_nonclassI
4582408433260667136,shahaf2024_nonclassI
4582423757703975936,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
4582499727085787904,unified:Tier-1 NS|v2_orbital
4582581846860570624,shahaf2024_nonclassI
4582588783228156160,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
