source_id,Name_aug,HIP_aug,TIC_aug,P_d_nss,e_nss,M2_mjup_nss,a_rel_au,a_star_au,M1_msun,PlxG3,d_pc,priority_score,snrPMaH2G2,dVt,e_dVt,BinH2G2,pred_dVt_ms_NSS,excess_dVt_ms,excess_dVt_sigma,M2_3au_Mj_kerv,M2_5au_Mj_kerv,M2_outer_10au_Mj_kerv,M2_30au_Mj_kerv,M_outer_to_NSS_ratio,chi2,dpmRA,dpmDE,in_tokovinin_msc,classification,documented_fp,hgca_chisq,hgca_tier
5211034655748139008,HD 42950,28525.0,261261527.0,1471.285872411193,0.6234575091996687,454.4680247591903,2.919552584498985,0.8255666413123774,1.1,14.666,68.18491749624982,3,29.41,2698.17,187.28,1.0,983.5884962894492,1714.5815037105508,9.15517676052195,366.75,303.97,312.04,1303.1,0.6866049600856763,238.4,0.0,-0.0001,false,A_multi_body_candidate,false,238.3943328857422,REJECTED_likely_stellar
6744521388408107648,HD 182435,95553.0,112610054.0,1261.5342573337305,0.45766720626363055,1122.1281587650853,3.178092969607176,1.2647207374575493,1.62,4.153,240.7897905128823,3,33.43,9480.88,877.58,1.0,1506.8011546644648,7974.078845335534,9.086440945937161,2229.79,1247.22,1573.82,4584.76,1.4025314200581211,117.0,0.0,0.0,false,A_multi_body_candidate,false,116.98429870605469,REJECTED_likely_stellar
2884087104955208064,HD 40503,28193.0,20096267.0,826.5310697340134,0.06565210017612134,6.0945691120407375,1.649112311865953,0.010950858887388322,0.87,25.518,39.18802413982287,4,5.73,76.64,7.72,1.0,13.046964699302395,63.59303530069761,8.237439805789846,7.91,7.28,7.49,37.07,1.2289630099037485,99.54,0.001,0.0002,false,A_multi_body_candidate,false,99.53504180908203,FLAG_mass_ambiguous
1610837178107032192,HD 128717,71425.0,298163592.0,1089.1526376689824,0.3930494343714672,11.785816245593523,2.255980960863255,0.01964959383916602,1.28,13.581,73.63228039172374,3,6.02,145.02,15.46,1.0,23.410726027204813,121.6092739727952,7.866059118550789,23.81,16.85,19.14,70.22,1.6239859506681227,83.16,-0.0007,-0.0005,false,A_multi_body_candidate,false,83.16337585449219,FLAG_mass_ambiguous
2552960072918165504,LP 526-21,4014.0,388796175.0,1468.0424654578655,0.7699921067866459,96.63746771289142,2.415315444995747,0.25536556751175515,0.78,10.093,99.07856930545923,3,9.76,1315.18,149.65,1.0,304.2451353820506,1010.9348646179494,6.755328196578345,122.5,111.86,120.29,636.86,1.2447552988182589,60.89,0.0012,-0.0009,false,A_multi_body_candidate,false,60.886959075927734,FLAG_mass_ambiguous
6570788831708642688,HD 208946,108665.0,71272255.0,871.160528029552,0.28891754852475465,447.4534631753658,2.1581576747646407,0.5215130591194906,1.34,5.608,178.3166904422254,3,4.96,1552.47,165.39,1.0,621.3359648340722,931.1340351659278,5.6299294707414465,271.98,183.34,213.71,749.72,0.47761391426809197,87.26,0.0,0.0002,false,A_multi_body_candidate,false,87.26448822021484,FLAG_mass_ambiguous
4632430611684633344,HD 14717,10538.0,270342707.0,778.3571532792081,0.7324617891006516,29.846921447588954,1.8204454348133512,0.03902917126983722,1.3,9.484,105.44074230282581,4,5.98,168.91,25.64,1.0,46.49975175801355,122.41024824198644,4.774190649063433,28.25,19.72,22.56,81.71,0.7558568490762186,47.5,-0.0002,0.0004,false,A_multi_body_candidate,false,47.504112243652344,FLAG_mass_ambiguous
1035000055055287680,HD 68638,40497.0,81041820.0,241.6272531745606,0.31423487553218543,32.714158207601,0.7695160243022754,0.023071696216358923,1.01,30.788,32.48018708587762,9,4.27,75.71,10.57,1.0,27.487853617996244,48.22214638200375,4.562170897067526,9.2,8.21,8.18,36.51,0.2500446426923316,66.2,0.0111,-0.0062,false,A_multi_body_candidate,false,66.20049285888672,FLAG_mass_ambiguous
3309006602007842048,HD 30246,22203.0,436590739.0,814.7061800516827,0.5923695230586918,40.7347870318741,1.7722865829321204,0.06157250880313422,1.08,20.535,48.69734599464329,9,7.62,197.4,27.69,1.0,73.35811346515906,124.04188653484094,4.479663652395844,26.25,22.08,22.53,95.28,0.5530899175284937,57.34,-0.002,0.0004,false,A_multi_body_candidate,false,57.338680267333984,FLAG_mass_ambiguous
3751763647996317056,HD 89707,50671.0,308019693.0,297.47376851474417,0.6790770655866796,78.63467820264492,0.9356909288447673,0.05685044957191391,1.16,28.71,34.83106931382793,9,4.41,173.57,25.45,1.0,67.7322040519076,105.83779594809239,4.158656029394593,25.08,19.99,20.93,84.04,0.2661675545496924,53.54,0.0144,-0.017,false,A_multi_body_candidate,false,53.5408935546875,FLAG_mass_ambiguous
6421118739093252224,HD 175167,93281.0,467966544.0,898.713761660886,0.18983536871677717,9.001256759096107,1.9625798904938152,0.013501391233864521,1.24,14.059,71.12881428266591,8,3.34,62.31,12.03,1.0,16.0856948876009,46.2243051123991,3.842419377589285,9.76,7.2,7.96,30.26,0.8843209579546903,36.73,-0.0002,0.0003,false,A_multi_body_candidate,false,36.729915618896484,FLAG_mass_ambiguous
3708590877255536256,HD 109402,61354.0,399088589.0,176.28116180915043,0.7456960121446593,571.4161701574287,0.739378886967058,0.2323365421339747,1.19,14.861,67.29022273063724,3,5.14,617.3,102.3,1.0,276.8081202352965,340.49187976470347,3.328366371111471,92.05,71.17,76.18,299.37,0.13331789329485014,31.07,0.0001,0.0021,false,A_multi_body_candidate,false,31.06547737121582,FLAG_mass_ambiguous
2121783289552546432,BD+46 2473,90060.0,7900718.0,495.7664852218739,0.331620471708667,74.2609401207113,1.5370106451747025,0.0552647612366796,1.9,3.566,280.42624789680315,2,1.87,261.44,59.33,0.0,65.84299883552741,195.5970011644726,3.296763882765424,83.46,40.77,50.65,126.72,0.6820543871067122,17.76,0.0,0.0,false,A_multi_body_candidate,false,17.763933181762695,CORROBORATED_real_companion
321123400368013696,BD+35 228,5787.0,125994584.0,560.1810820327507,0.4043201016316578,52.90539180123044,1.505439422148146,0.05239833891030235,1.4,7.523,132.92569453675395,4,5.85,196.63,41.95,1.0,62.42791411111311,134.20208588888687,3.199096207124836,36.5,23.56,28.17,94.84,0.5324599070324784,18.91,-0.0001,-0.0001,false,A_multi_body_candidate,false,18.908123016357422,CORROBORATED_real_companion
3750881083756656128,HD 91669,51789.0,296882202.0,500.4524718504409,0.31735005506905556,46.44225089285072,1.251582097393226,0.05311381911658836,1.0,13.955,71.65890361877463,8,5.27,163.03,32.78,1.0,63.28034450862409,99.7496554913759,3.0430035232268424,19.68,17.6,17.54,78.63,0.3776733397454707,33.69,0.0008,-0.0006,false,A_multi_body_candidate,false,33.69145965576172,FLAG_mass_ambiguous
1146337324038514176,HD 90089,51502.0,367631379.0,2886.719914712987,0.6072908321913533,243.04893044363905,4.671363592782491,0.6639004223122034,1.4,43.463,23.00807583461795,4,26.61,1217.28,142.03,1.0,790.9777180797046,426.3022819202954,3.0014946273343335,225.99,145.85,174.42,587.13,0.7176332752488557,124.5,0.0,-0.0036,true,S_multi_body,false,124.49618530273438,REJECTED_likely_stellar
