sdss_id,gaia_dr3_source_id,ra,dec,g_mag,bp_mag,rp_mag,plx,classification,p_da,teff,logg,snr,bp_rp
67134006,2078450982255876736,298.2399,42.36724,17.78699,17.71443,18.01057,3.365525,DA,0.7901721,-9999.0,-9999.0,24.61641,-0.2961400000000012
75654376,3187858837446546560,71.87157,-6.872891,17.50298,17.42622,17.70135,4.930393,DA,0.7865911,27218.07,9.200001,24.61564,-0.27513000000000076
55789141,581069149132840064,131.7634,3.209091,18.70318,18.68805,18.90189,5.050401,DA,0.9862501,17507.94,8.452112,24.61152,-0.21384000000000114
68021330,2163277067385288704,313.4669,45.06444,17.60381,17.53815,17.79059,3.310753,DA,0.6686358,20841.04,7.599488,24.59576,-0.25244
80448719,3932117979113933440,188.6188,13.77323,18.11869,18.0984,18.2236,3.812253,DA,0.6661738,23447.15,8.267498,24.58731,-0.12519999999999953
110140114,6415527103989412224,291.9626,-74.26256,16.17347,16.06116,16.41612,5.091199,DA,0.998,25268.56,7.614254,24.58271,-0.3549599999999984
75731647,3200903374679030400,71.70609,-4.032556,17.68423,17.62107,17.85112,3.864293,DA,1.0,22335.39,7.779578,24.58217,-0.2300500000000021
55577293,540893067271579136,45.86681,68.49805,16.85964,16.81968,16.93698,6.901382,DBA:,0.1068133,-9999.0,-9999.0,24.54945,-0.11729999999999663
56147978,642971963014493952,147.574,24.0023,18.52888,18.45829,18.72828,3.364895,DA,0.994041,17757.44,7.928949,24.5183,-0.26998999999999995
59115697,1100971233759127168,101.6296,65.42758,16.41494,16.34295,16.5903,7.271465,DA,0.994,19121.69,7.840597,24.50304,-0.24735000000000085
98371942,5483512977347739776,99.35667,-58.81292,17.6622,17.63498,17.83086,4.462031,DA,0.9862387,16999.95,7.7,24.48978,-0.1958800000000025
64414651,1874541950969690752,338.9951,22.74403,17.5445,17.47189,17.76015,4.633547,DA,0.9960272,23203.94,7.963554,24.48538,-0.28826000000000107
112010314,6661782210704348672,287.1166,-47.80577,16.8242,16.80807,16.9584,8.621284,DA,0.992,14000.09,7.967126,24.45495,-0.1503300000000003
76315328,3302526729012505472,58.56793,9.960546,18.37176,18.36444,18.46575,3.510538,DA,0.9567346,11393.04,8.202088,24.44655,-0.10131000000000157
87710380,4296826776322759424,297.3017,6.131096,17.19977,17.1581,17.29431,6.298204,DA,1.0,17300.86,7.928708,24.44132,-0.1362099999999984
67652679,2125880546621044992,292.8167,43.19638,17.6042,17.51348,17.80655,3.402935,DA,0.8609935,28056.66,8.143802,24.39587,-0.29307000000000016
58593686,1008714030571152128,92.29845,65.63517,15.97487,15.92048,16.12544,10.16401,DA,0.9497581,18179.43,7.926737,24.3925,-0.20496000000000159
56995455,781593995293031680,164.3606,43.35193,16.57781,16.38841,16.69928,5.044559,DA,0.986,26430.85,7.92748,24.39002,-0.3108700000000013
94725283,5142056652043760384,26.31128,-17.8123,17.56242,17.50409,17.70382,5.166384,DA,0.9922405,16445.15,7.751857,24.382,-0.19972999999999885
89563412,4491037535225542016,261.9386,9.833943,17.27082,17.20443,17.43842,4.568666,DA,0.994,28351.69,8.003246,24.38066,-0.23399000000000214
68727246,2216076337307168256,322.7713,61.61512,18.17475,18.12935,18.30644,3.357715,DA,0.972254,23758.0,8.090048,24.37753,-0.17708999999999975
76194911,3275427718757784448,53.30239,4.668889,18.06327,18.01633,18.16412,4.335682,DA,0.9682778,22491.21,7.984451,24.36311,-0.14779000000000053
82403246,4058124519919481728,260.6183,-31.21497,17.05336,17.00185,17.17344,5.117553,DA,0.988174,22881.98,7.617435,24.35657,-0.17158999999999835
71108428,2691347041636683392,320.3698,1.539268,17.41278,17.33775,17.61157,4.290572,DA,0.966,24820.28,7.89377,24.32898,-0.2738200000000006
59893113,1228541795492213248,216.3699,14.34969,16.68258,16.59154,16.75576,7.109218,DA,0.9960272,19274.79,8.071743,24.31204,-0.16422000000000025
57615234,883210924357257088,106.8171,26.64923,17.82249,17.78878,17.96832,3.320693,DA,0.9905683,16678.31,7.48489,24.30732,-0.17953999999999937
88154230,4317033055609738112,295.1986,13.32254,17.38585,17.3259,17.47664,4.88552,DA,0.9702871,-9999.0,-9999.0,24.30722,-0.15073999999999899
56044384,623271978819915648,151.7311,17.6331,18.03754,17.96569,18.24558,3.372451,DA,0.994,20452.29,7.938952,24.30383,-0.27989000000000175
116534850,285036333529903872,75.7759,60.32506,16.56917,16.52746,16.69911,9.149175,DA,0.988197,16850.1,7.969894,24.30121,-0.17164999999999964
59433262,1155160797476563200,224.8054,4.471727,17.94051,17.95673,18.06324,5.580218,DA,0.9564176,-9999.0,-9999.0,24.29338,-0.1065100000000001
79128704,3678771464779336320,192.6516,-4.253112,18.75812,18.7313,18.83775,3.30426,DA,0.9761956,-9999.0,-9999.0,24.2425,-0.10644999999999882
73487084,3016598081671654400,82.35586,-7.260894,6.664109,6.596563,6.755628,3.289932,,-9999.0,-9999.0,-9999.0,24.2389,-0.159065
79915780,3827817996865666560,145.815,-1.379857,16.62681,16.6023,16.72859,8.521573,DA,1.0,15284.2,7.926265,24.23729,-0.1262900000000009
100522080,5664059967814073856,148.2379,-22.12763,18.56306,18.55463,18.70457,3.396868,DA,0.9920682,15826.17,7.910495,24.22722,-0.14994000000000085
78672835,3599610647668972928,175.881,-5.231976,17.57063,17.47219,17.82128,3.232738,DA,0.9581995,22115.54,7.573746,24.20188,-0.34909000000000034
110686797,6475631666600649472,307.9816,-50.95692,17.81289,17.778,17.90773,4.785941,DA,0.9802377,15754.3,7.799132,24.19456,-0.12973000000000212
115175725,96704457140110080,25.15195,20.938,17.60932,17.54555,17.751,3.847079,DA,1.0,25416.26,7.903441,24.19253,-0.20545000000000258
57871975,913763642370054528,131.563,42.70911,17.18184,17.14372,17.31418,6.683446,DA,0.994174,16253.92,8.166367,24.18717,-0.17046000000000205
115901492,205543017233952768,76.34943,44.34999,18.01602,17.8842,18.26477,3.595728,DA,0.9002551,36370.11,8.291739,24.18521,-0.38056999999999874
100524374,5664413224579515904,144.9852,-23.03771,17.98847,17.95981,18.13739,4.37116,DA,0.7028008,16842.79,7.96073,24.1835,-0.17757999999999896
68851399,2235127545215533824,297.1811,57.219,16.79483,16.69928,17.034,6.872558,DA,0.9622943,25243.11,8.206341,24.18263,-0.33471999999999724
57395466,856085770636726400,165.756,56.29109,18.7354,18.68938,18.83748,3.151413,DB,0.004202673,-9999.0,-9999.0,24.1688,-0.14809999999999945
76058916,3244407575160449920,56.16496,-6.272946,17.7459,17.6662,17.91506,4.674035,DA,0.9841792,23244.77,8.031746,24.1619,-0.24886000000000053
55828191,587551904050090496,139.8508,8.619657,17.0191,16.96795,17.16724,6.032125,DA,1.0,19555.75,8.057446,24.16182,-0.1992900000000013
89510085,4484785853849198208,274.0787,11.97529,17.28007,17.2329,17.44577,5.385746,DA,0.996348,20083.45,7.801212,24.16049,-0.21286999999999878
95917325,5275005994601150080,116.0716,-66.81665,16.92158,16.86522,17.07536,7.096406,DA,0.9411397,18023.37,8.143911,24.14935,-0.2101399999999991
79975399,3838898978130432256,141.3956,-1.67965,18.44399,18.42678,18.55819,3.883645,DA,0.998174,14066.84,7.981092,24.14295,-0.13140999999999892
74832034,3113803602585209344,103.9747,0.9451122,18.34623,18.34094,18.50988,4.676202,DA,0.9801943,17250.27,8.464856,24.14191,-0.1689399999999992
95807038,5263320655599792768,113.5578,-72.81341,16.76874,16.6914,16.9833,5.864948,DA,1.0,-9999.0,-9999.0,24.13597,-0.29189999999999827
56042560,622901172818524160,151.0087,17.42661,17.96931,17.92433,18.17186,3.197656,DA,0.996,23206.93,7.883025,24.11754,-0.24752999999999759
59693722,1196531988354226560,238.5378,17.35658,17.26244,17.21502,17.35545,6.17574,DBAZ:,0.008886074,-9999.0,-9999.0,24.09865,-0.14043000000000205
65047446,1961614574580422272,331.7383,43.02662,17.78615,17.73775,17.92663,3.395819,DA,1.0,18279.57,7.456522,24.09186,-0.18888000000000105
93919100,4988113410563793024,15.7064,-40.12358,18.34885,18.29962,18.54551,3.018583,DA,0.984,20368.83,7.823808,24.08234,-0.24588999999999928
90145792,4544782488225475328,257.1751,13.96909,17.22757,17.21269,17.35858,6.41716,DA,0.992174,16340.75,7.939796,24.063,-0.1458900000000014
75216033,3144093601739596288,119.3617,6.196084,18.54094,18.49776,18.61311,3.909207,DB/DB_MS,0.02214561,-9999.0,-9999.0,24.04716,-0.1153499999999994
80657931,3972652265545839232,174.6423,16.29283,18.34755,18.30078,18.4022,3.994927,DA,0.9452995,16500.03,8.308703,24.04619,-0.10142000000000095
110291697,6432846989110977792,276.3991,-69.20346,16.84052,16.70073,16.91017,4.345747,DA,0.6863165,-9999.0,-9999.0,24.04288,-0.20944000000000074
71576068,2780586635161919616,9.50495,15.47701,17.74282,17.68207,17.88313,4.274289,DA,0.976091,22074.85,8.182575,24.03814,-0.2010600000000018
78894636,3639585974172721280,215.3637,-7.602627,18.12943,18.08944,18.2347,3.936358,DA,0.9883752,16652.96,7.864933,24.03229,-0.1452600000000004
93105647,4849788044561438592,52.25764,-40.7386,18.23122,18.17005,18.41081,3.689469,DA,0.9883479,17773.14,7.888384,24.02047,-0.24076000000000164
86648742,4240710765160944640,299.5372,1.480159,17.16121,17.06485,17.38938,5.387255,DA,0.9321038,-9999.0,-9999.0,24.01448,-0.3245299999999993
100496978,5660269302693314432,146.4599,-24.67724,17.62969,17.55584,17.82831,3.251448,DA,0.998,24092.61,7.73391,24.01223,-0.27246999999999844
93473963,4909564437314321408,21.42999,-58.23489,17.43988,17.35231,17.66387,3.696593,DA,1.0,22544.62,7.532481,23.99457,-0.31156000000000006
76156352,3264871552432918784,53.03855,1.122611,17.16319,17.12515,17.26495,6.415051,DA,0.9960255,16224.12,8.044465,23.99316,-0.13979999999999748
59124039,1102199388247780736,108.4421,67.1613,16.66329,16.53356,16.93806,4.530678,DA,0.9821321,30368.78,7.931196,23.96957,-0.40449999999999875
80239385,3891718417216600448,181.8728,1.713977,16.97853,16.86618,17.22364,4.559566,DA,0.9940255,25903.1,7.875288,23.93294,-0.35745999999999967
114801001,6915752083707987328,315.5266,-2.861807,18.00105,17.93727,18.23516,3.045482,DB,0.007000038,-9999.0,-9999.0,23.92226,-0.2978899999999989
69646182,2399517624624673664,345.0026,-19.49475,16.88158,16.83906,16.99454,7.312449,DA,0.9827214,15656.48,8.020216,23.91849,-0.15548000000000073
55033156,483730866493578496,76.64476,67.6539,17.3325,17.30376,17.46039,5.810306,DA,0.9920933,15554.31,8.064184,23.90523,-0.15662999999999982
67624242,2122464127767907584,273.0064,47.51509,17.81683,17.72307,18.06047,3.272511,DA,0.9940016,25676.93,7.967186,23.89813,-0.3373999999999988
56388355,673368790895862656,117.8839,20.04075,17.89598,17.82987,17.98874,4.377551,DB,0.0138474,-9999.0,-9999.0,23.89567,-0.1588700000000003
80459295,3934247428194611584,190.1618,15.48333,17.87935,17.79885,18.11277,3.339111,DA,0.994174,-9999.0,-9999.0,23.89446,-0.31391999999999953
64852136,1940088649467462272,355.2728,47.71495,17.32093,17.25395,17.51102,4.503018,DA,0.998,24376.5,7.764748,23.89384,-0.2570699999999988
106653583,6021870154194477312,244.7254,-35.90744,17.917,17.82515,18.20979,6.37595,DZ,0.05690538,-9999.0,-9999.0,23.89018,-0.384640000000001
58839534,1052236755246289280,156.7194,62.73508,16.52964,16.48565,16.61404,8.699142,DA,0.996,-9999.0,-9999.0,23.88372,-0.12838999999999956
110070990,6406915140508389376,337.9149,-60.69758,18.04951,18.03828,18.15874,4.281366,DA,0.9900545,14911.48,7.744977,23.87886,-0.12046000000000134
110528643,6457328813792841472,312.2448,-57.82433,17.66206,17.57287,17.89387,3.585943,DA,0.9444482,23826.24,7.895962,23.85837,-0.32099999999999795
92226331,4720625527428316672,46.27996,-63.8486,18.32469,18.29027,18.49798,3.325868,DA,1.0,18927.89,7.79005,23.85833,-0.20770999999999873
63028809,1745413445682144768,321.0507,11.07101,16.97011,16.9021,17.1567,4.913644,DA,1.0,-9999.0,-9999.0,23.84486,-0.25459999999999994
68728482,2216213020344507520,324.4263,62.24631,18.38447,18.35316,18.49877,3.758094,DA,0.9940255,19075.43,7.944836,23.83783,-0.14561000000000135
110262620,6429998287622055296,307.3997,-62.41047,18.55027,18.5685,18.67948,3.485002,DA,0.9742028,14415.65,7.794179,23.82704,-0.11098000000000141
55747623,573684897761018368,23.66574,84.6992,17.75603,17.69853,17.97073,4.029323,DA,0.9462298,21548.13,8.081686,23.80546,-0.272199999999998
76371797,3317207206404636544,91.94196,3.329563,17.83652,17.80389,17.93351,3.440173,DA,0.976225,18900.48,7.967829,23.78818,-0.12961999999999918
55810745,584380087882309632,134.0701,6.416716,18.58811,18.54894,18.70809,4.294471,DB,0.009781281,-9999.0,-9999.0,23.78298,-0.1591499999999968
67807584,2140121185000138112,289.9676,54.5345,16.16492,16.06338,16.39069,7.204939,DA,0.6437042,26168.05,8.059404,23.77954,-0.32731000000000066
110670386,6474042421328042752,307.9967,-53.18332,18.41371,18.37687,18.56561,3.038398,DA,0.9921995,20274.2,7.986444,23.76874,-0.18873999999999924
76895470,3362101567540126976,110.1111,17.91894,18.15961,18.08166,18.2356,3.263786,DB,0.004169728,-9999.0,-9999.0,23.75496,-0.1539400000000022
93085967,4846541328458284928,52.23412,-45.43821,18.15993,18.04108,18.24939,3.199863,DA,0.998174,20183.45,7.812791,23.74729,-0.20830999999999733
60031613,1253031630294811136,215.701,22.61901,16.57115,16.51162,16.70338,7.454823,DA,1.0,17885.68,7.858071,23.72322,-0.1917599999999986
72380807,2904913401373772288,81.04721,-32.07952,17.04304,16.92048,17.29465,3.917017,DA,0.9900545,-9999.0,-9999.0,23.71767,-0.37416999999999945
65092584,1965212661969170176,318.7271,39.51231,18.09895,18.03175,18.29342,3.156332,DB,2.471679e-06,-9999.0,-9999.0,23.71316,-0.2616700000000023
56004891,615287570192354304,148.9226,14.08551,18.00948,17.99353,18.1897,3.950871,DA,1.0,18772.46,7.833371,23.6983,-0.19616999999999862
79004640,3658005916378354944,209.1356,-1.743587,18.51972,18.44979,18.7254,3.217407,DA,0.992041,19000.01,7.792027,23.68898,-0.27561000000000035
70354844,2545725591349577728,1.834103,-0.3904018,18.35367,18.27188,18.54929,3.063627,DB,0.01163329,-9999.0,-9999.0,23.67376,-0.2774099999999997
63584839,1810330471922736256,303.4799,18.59066,17.94053,17.85525,18.02401,3.707507,DA,0.996,21915.0,7.766391,23.66504,-0.1687599999999989
62931629,1733926920721491968,312.3817,2.849677,17.42578,17.38292,17.53855,5.539145,DA,1.0,18924.89,8.130545,23.66215,-0.15563000000000216
73728446,3035406636820638080,112.6499,-9.873328,17.33016,17.29522,17.39534,6.857875,DB,0.02796172,-9999.0,-9999.0,23.65647,-0.10012000000000043
63358874,1786564970453675264,324.4499,19.3954,17.69564,17.64824,17.84016,4.536171,DA,0.9724138,-9999.0,-9999.0,23.64661,-0.19191999999999965
57866813,912869017861605760,133.426,41.73141,17.34597,17.28185,17.52775,4.915694,DA,1.0,18238.35,7.814507,23.64614,-0.24590000000000245
79949777,3834423141170750208,149.8625,1.057732,18.7949,18.78955,18.93248,3.264871,DB,0.00446299,-9999.0,-9999.0,23.6378,-0.14293000000000333
63915605,1829566393484946560,305.274,23.00664,17.03517,16.96435,17.15766,5.966202,DB,0.008746241,-9999.0,-9999.0,23.6325,-0.19331000000000031
95210396,5223127870607632384,130.7552,-70.26408,16.88268,16.80699,17.02067,6.609245,DB,0.002389084,-9999.0,-9999.0,23.6268,-0.2136800000000001
76203494,3278304487852712832,56.98978,8.447515,18.1032,18.05939,18.1784,3.106065,DA,0.992174,23814.84,8.05239,23.60184,-0.1190099999999994
109795667,6367053278452930048,289.2889,-76.15922,16.3548,16.28822,16.53048,5.163083,DA,0.9980255,19003.64,7.290751,23.59306,-0.2422600000000017
80087829,3860058014253891456,155.1779,4.217417,17.94238,17.88849,18.09258,3.777292,DA,0.9645019,25926.2,7.865963,23.58242,-0.20409000000000077
93769957,4961664697013752320,28.4451,-38.36134,17.99119,17.9339,18.15751,3.858896,DA,1.0,-9999.0,-9999.0,23.56813,-0.2236099999999972
92735338,4794170245303703936,88.63612,-50.60604,18.05498,17.94722,18.27,3.147697,DA,0.9940273,25265.74,7.76098,23.54766,-0.32277999999999807
63354794,1785993671083791488,322.717,18.17412,17.05364,16.98136,17.18001,6.197843,DBA,0.01942939,-9999.0,-9999.0,23.54187,-0.19865000000000066
58105039,946227062481696384,107.3565,37.88732,17.95839,17.87094,18.27976,3.080753,DA,0.9642268,26118.04,7.983072,23.54171,-0.40881999999999863
93491183,4912652729255137408,24.12656,-54.00673,17.83263,17.76412,17.94343,3.964298,DB,0.0002795057,-9999.0,-9999.0,23.53775,-0.17931000000000097
88911667,4419453968137194496,225.7861,-0.2313296,18.0165,18.0191,18.15605,4.697105,DA,0.9922012,16974.69,8.237768,23.52131,-0.1369499999999988
79069963,3669157747422997376,217.1045,5.175218,17.35002,17.27435,17.45413,5.326315,DBA/DB,0.01559948,-9999.0,-9999.0,23.50934,-0.17978000000000094
78338383,3532105615886086144,168.1564,-27.51448,17.91569,17.88387,18.04362,4.745356,DA,0.992174,17023.61,8.169175,23.50172,-0.15974999999999895
93082077,4845915598968026112,51.76085,-47.47473,18.10429,18.09341,18.19423,4.435939,DA,0.9864025,14314.21,8.047269,23.49967,-0.10082000000000235
58756188,1037258898615762048,131.5101,57.05785,16.78578,16.74323,16.90567,7.565622,DA,0.9155179,18152.81,8.17906,23.49317,-0.16244000000000014
64077115,1844275552657910912,315.5584,25.37589,17.98579,17.95858,18.09465,5.87162,DA,0.9568057,16637.71,8.375793,23.47556,-0.13607000000000014
116697329,314289974256918272,15.85855,32.4231,17.09175,17.03104,17.21874,6.20606,DA,1.0,18704.02,7.876871,23.4738,-0.18769999999999953
95077848,5208047381438507520,113.7671,-79.73634,16.56434,16.43245,16.84028,10.37596,DA:,0.4568548,72177.88,8.750557,23.4724,-0.4078300000000006
109592115,6332151923231497472,224.636,-8.99864,18.59516,18.53963,18.792,3.017829,DA,0.9880255,18098.48,7.734062,23.46899,-0.25237000000000265
55382760,519905894260275968,25.66608,67.60416,18.05488,17.95475,18.27642,3.565874,DA,0.9162079,-9999.0,-9999.0,23.46264,-0.321670000000001
69270162,2309194286295898240,4.214478,-34.59621,17.90147,17.87814,18.08162,3.281064,DA,0.998174,16593.73,7.499999,23.45839,-0.20348000000000255
89557764,4490377622091361792,260.9325,8.012959,17.6173,17.58506,17.73316,7.606611,DA,0.9642279,18058.44,8.543091,23.45193,-0.148100000000003
79028276,3662037310121298560,207.3438,-0.5843957,17.09211,17.05712,17.20683,5.087309,DA,0.998,15493.25,7.549232,23.44612,-0.1497099999999989
95938575,5277169627326448000,121.199,-64.34359,16.88066,16.84121,17.0294,7.389467,DA,0.998174,16918.67,7.869938,23.41709,-0.18818999999999875
76989667,3369220905330364416,95.65424,16.39446,17.89746,17.83803,18.11558,3.998083,DA,0.994,20695.74,8.002966,23.40721,-0.2775500000000015
67251506,2087569060381096960,302.8147,49.17752,17.34281,17.32035,17.43577,13.52887,DC,0.07727522,-9999.0,-9999.0,23.39846,-0.1154200000000003
112536760,6708579388390422784,278.8626,-45.86243,17.09304,16.87696,17.03631,6.244393,DA,0.9680272,-9999.0,-9999.0,23.37601,-0.15934999999999988
114714725,6906582603409871232,308.5791,-8.57504,16.8056,16.72002,16.97873,8.492702,DA,0.9821281,-9999.0,-9999.0,23.3747,-0.2587099999999971
110219055,6424680641369603328,307.4533,-68.35189,17.41301,17.38116,17.52516,5.549699,DA,0.9980504,16991.77,8.037369,23.35445,-0.14399999999999835
79003128,3657728190908600064,209.8005,-2.258596,18.16962,18.13183,18.32774,3.600244,DA,0.998,22829.78,8.027343,23.32139,-0.1959099999999978
106311866,5993907103920657920,245.8497,-40.43488,16.69831,16.61135,16.88836,6.694942,DA,0.8707064,21239.49,7.972186,23.30922,-0.2770099999999971
70399012,2553812774250153856,8.929098,3.962711,18.61501,18.59623,18.74077,3.124403,DA,0.5059245,18716.08,8.657207,23.27395,-0.14454000000000278
92958658,4825191630147406080,76.66724,-34.71376,17.94139,17.92331,18.0976,4.547105,DA,0.992348,-9999.0,-9999.0,23.26744,-0.17428999999999917
74669946,3104183902332650496,96.69392,-5.455442,18.1952,18.15682,18.4011,3.035861,DA,0.994,-9999.0,-9999.0,23.26719,-0.24427999999999983
71706025,2805143162216686336,12.32781,25.54068,18.3786,18.31632,18.52136,3.03438,DA,0.9980273,-9999.0,-9999.0,23.26319,-0.20504000000000033
55897764,599013144538544384,126.5154,7.706779,18.46873,18.44289,18.63817,3.234929,DA,0.998174,-9999.0,-9999.0,23.2609,-0.19528000000000034
70563528,2588261229462464128,25.66579,14.6014,18.71956,18.70229,18.8333,3.050409,DA,0.8021433,17387.56,7.853684,23.2516,-0.13100999999999985
62072044,1576821930476727552,192.3182,57.30033,16.5833,16.50568,16.78474,7.920543,DA,0.9671675,22948.78,8.118176,23.24437,-0.27905999999999764
111194560,6550627254493163648,352.3015,-37.83057,18.08496,18.04913,18.20988,3.983931,DA,1.0,17772.14,7.938711,23.23057,-0.16074999999999662
110090182,6409328980846987136,332.3916,-61.01332,18.26167,18.21601,18.40005,3.779669,DB,0.0003627679,-9999.0,-9999.0,23.21396,-0.18403999999999954
111513064,6606086277399983360,344.7057,-29.75006,17.03174,16.97808,17.19201,5.39202,DA,0.9961182,-9999.0,-9999.0,23.18744,-0.21393000000000129
87764888,4301281795606135552,294.9194,8.425903,17.15251,17.10634,17.25686,5.019462,DA,0.986,24400.18,7.53167,23.17832,-0.1505200000000002
92235662,4722124578391137152,49.28184,-62.51429,18.40157,18.36356,18.52508,3.822902,DA,0.992215,15796.43,8.061028,23.16186,-0.16151999999999944
74587436,3098036670260637696,123.9175,8.210632,17.62447,17.49814,17.9292,3.350651,DA,0.9900515,25806.34,8.051185,23.1567,-0.4310600000000022
101521506,5753023034164420992,126.731,-8.244545,17.31854,17.25571,17.4789,6.822618,DA,0.996,-9999.0,-9999.0,23.13213,-0.2231899999999989
92332845,4738033270397107072,37.55719,-58.87688,17.94267,17.89126,18.10854,3.577288,DA,1.0,-9999.0,-9999.0,23.12946,-0.21728000000000236
75934705,3228662190693193472,76.71964,0.7466049,18.43026,18.36724,18.62491,3.578299,DA,0.986,22985.17,8.258524,23.12012,-0.25767000000000095
109978846,6394918747093851520,341.5294,-62.03072,18.33378,18.28955,18.53862,3.288595,DA,0.998,18001.18,7.786923,23.10347,-0.24907000000000323
110516811,6455914296380435712,315.1066,-60.19165,17.60099,17.55229,17.78168,4.966157,DA,0.8321588,19472.99,7.258248,23.10021,-0.2293900000000022
71522792,2770285997915948544,358.7505,13.4569,17.60591,17.58349,17.71745,3.900369,DA,1.0,16754.46,7.399601,23.09966,-0.1339599999999983
92830881,4806709488222864384,80.42624,-41.61514,17.90787,17.89678,18.03733,4.654916,DA,0.996174,-9999.0,-9999.0,23.07915,-0.14055000000000106
80135195,3869757115560938752,159.3442,8.864921,17.76089,17.69809,17.89528,3.926744,DA,1.0,20949.79,7.719577,23.07051,-0.1971899999999991
67209873,2084206620688204672,304.4792,47.86237,17.14121,17.03767,17.36829,5.833302,DA,0.9347759,-9999.0,-9999.0,23.06969,-0.3306199999999997
90247385,4555268019523504000,261.4069,20.93942,17.7463,17.66461,17.9375,3.927641,DA,1.0,21306.13,7.762728,23.06803,-0.2728900000000003
110673415,6474337674559982720,306.7522,-52.27006,18.09159,18.11013,18.24944,6.499081,DA,0.9705765,-9999.0,-9999.0,23.06701,-0.13930999999999827
88908181,4418961661806565376,228.358,0.04016296,17.00708,16.89035,17.24367,8.461514,DA/DAH,0.483664,-9999.0,-9999.0,23.06563,-0.3533200000000001
74323169,3074636765014979328,132.6107,0.04407137,16.6271,16.55157,16.83022,7.488153,DA,0.996,21657.03,8.139791,23.04149,-0.27864999999999895
92940683,4822501778029346432,80.65433,-35.17599,18.18605,18.14064,18.3495,3.023256,DA,1.0,15557.14,7.346426,23.03893,-0.20885999999999783
79705806,3786874520309717632,170.6569,-4.142369,18.7828,18.75611,18.98368,3.204054,DA,0.992,18344.27,7.794088,23.02831,-0.22757000000000005
110641059,6471167580677954560,311.5324,-53.58186,18.00007,17.93227,18.20267,3.234523,DA,0.994174,21298.59,7.889815,23.02504,-0.2704000000000022
56670050,717385711688132480,132.1373,35.65209,18.06686,18.03176,18.14283,4.541686,DA,0.9980137,13500.01,7.968859,23.01991,-0.11107000000000156
76081316,3248568917433907968,51.62122,-4.655763,17.80917,17.77195,17.94676,4.276144,DA,0.9940255,18315.18,7.994466,23.00846,-0.1748100000000008
94867342,5173108509679603968,44.24368,-9.890147,18.31913,18.30912,18.44538,3.578409,DB,0.002009402,-9999.0,-9999.0,22.99496,-0.13626000000000005
98243597,5465939208122463744,154.2686,-26.95209,18.30395,18.23235,18.47906,3.063048,DA,0.9721051,20694.64,7.777351,22.99054,-0.2467100000000002
57928010,922688683193407104,120.9155,42.20497,18.1247,18.11744,18.22863,5.584857,DA,0.9823294,14499.88,8.39234,22.98521,-0.11119000000000057
80405076,3923096799741149440,177.604,13.74444,16.32632,16.24507,16.47194,8.22337,DA,0.9623967,19907.47,7.872997,22.98239,-0.22687000000000168
111634660,6632023589198789120,283.5473,-61.14626,17.59215,17.53073,17.74246,3.780514,DA,0.998,19937.62,7.417615,22.98117,-0.21173000000000286
61034031,1395012150905705600,229.1475,43.75563,17.40896,17.33288,17.57867,4.205028,DA,1.0,22701.36,7.867088,22.94828,-0.2457899999999995
100529724,5665234594124738048,146.7083,-20.41237,17.91685,17.93807,18.09539,5.643982,DA,0.9960272,14499.99,8.155202,22.94169,-0.15731999999999857
55834834,588723639847804160,144.6344,9.808198,17.74584,17.68325,17.94094,4.326751,DA,0.988,20389.21,7.964989,22.94033,-0.2576900000000002
77290906,3398293092283113856,87.00272,18.14509,18.14591,18.10383,18.34671,3.248266,DA,0.9902667,-9999.0,-9999.0,22.93201,-0.2428800000000031
63297282,1778301144139021824,333.1526,20.13574,17.85893,17.75304,18.19257,4.113392,DA,0.7603148,34909.51,8.480289,22.92494,-0.4395300000000013
110595251,6466106764873252352,320.6907,-51.878,18.15807,18.12791,18.23478,3.309989,DA,0.998,18861.87,7.713561,22.91757,-0.10687000000000069
56282759,661297901272035456,130.1169,19.72619,17.6848,17.62377,17.74726,5.278077,DA,0.9644266,17129.93,8.062082,22.90438,-0.12349000000000032
94853681,5169997922565331968,50.56499,-5.785357,17.76714,17.68039,17.97723,3.596223,DA,0.988,-9999.0,-9999.0,22.90032,-0.29683999999999955
60731671,1350791163330448384,269.7013,47.08928,17.83351,17.78663,18.00137,3.966938,DA,0.9685867,21013.71,8.137176,22.89996,-0.2147400000000026
75673734,3191010170914663424,65.75854,-10.57188,18.1429,18.12358,18.24629,4.678432,DA,0.9548873,14500.0,8.227601,22.89818,-0.12270999999999788
70804565,2638457268164822528,347.926,-1.689065,16.6119,16.54221,16.79148,6.661325,DA,0.9863729,20174.24,7.814618,22.89265,-0.24926999999999921
92360329,4742571745159508096,34.45191,-55.14108,17.86913,17.7979,18.07713,3.386456,DA,0.9645073,21106.21,7.614482,22.87903,-0.27923000000000187
109932335,6388071096051230848,351.4342,-67.37893,16.5255,16.43679,16.65355,3.014271,DA,0.948535,31013.74,7.237155,22.85504,-0.21676000000000073
74527852,3092456511310986240,128.5965,4.629129,18.359,18.31786,18.50558,3.33155,DA,1.0,18237.56,7.909291,22.84861,-0.18771999999999878
64785041,1930870545839378048,347.2668,42.57749,17.78247,17.70596,17.92785,3.05868,DA,0.9227199,40889.12,7.846236,22.8396,-0.22188999999999837
