sdss_id,gid,classification,spectype,g_mag,bprp,MG,snr,sigHa,ewHa,npkHa,lamHa,pkw,sigHb,npkHb
99115862,5550454165824297856,DA_MS,,18.46845,0.18373000000000062,8.569458540645464,24.58952,5.556765321384047,8.08575071619302,1,6564.47509765625,9.1,1.6486791028574517,0
60235467,1285676091868623488,DC:,DC,19.20445,0.2827699999999993,12.571108587692393,18.40874,5.534520283927999,-0.1130931675535228,1,6657.32861328125,12.3,2.4672536655536024,0
79066319,3668476222012308480,DA,DA,17.80606,0.4705300000000001,13.670405150803214,35.17532,5.417330004021591,-10.968760600944192,3,6684.978515625,6.3,0.2994683783036231,0
75786929,3209150124204756224,DC,DC,17.06644,0.58324,14.045529537261814,67.62405,5.355375209658986,0.3047674199033259,1,6547.869140625,3.0,2.417800874131764,0
88510120,4361621688038664064,DA,DA,14.62601,0.18528000000000056,12.536302371145156,36.20029,5.277757315188313,-24.36513335732246,1,6440.20947265625,13.3,-3.291431278782558,0
73488398,3016646254024894080,DZ:,DZ,19.33816,0.5094399999999979,13.824834031131953,12.65175,5.240475338543102,1.6197049152639296,2,6538.8291015625,3.0,2.4024003463634234,0
68488214,2193418533689879936,DA,DA,17.91474,0.3978999999999999,12.95895611745846,13.38967,5.1591950327653535,-4.588414583360939,2,6447.62841796875,87.1,0.8106116819509891,0
78860119,3634202348631058176,DA,DAZ,18.46077,0.668099999999999,13.770863641800739,16.29798,5.149480983520752,-5.949411252117013,1,6440.20947265625,8.9,3.083716304276155,1
62413060,1638282976905808128,DZA/DA_MS,DA,19.15692,0.381689999999999,12.764178294535473,26.75361,5.1302680083444585,11.959034952376363,3,6591.73876953125,48.6,0.5400755807635981,0
64443337,1878861244958915968,DA_MS:,,18.97565,0.6737399999999987,12.993788294139321,25.7639,5.102299602288062,16.969150834184425,3,6541.84130859375,9.0,1.348658769006201,0
110916600,6505553879119892352,DA,DA,17.51665,0.6357200000000027,12.892579362316344,27.11985,5.099464303153252,-5.364389089766591,4,6597.81298828125,1.5,0.7821187565778371,1
99175157,5556943934422853504,DA,,18.83654,0.484650000000002,13.180405017199558,15.1109,5.096411363433254,-11.168151330302146,1,6481.865234375,14.9,3.44912463284292,1
75795764,3210561858478068224,DA_MS:,,19.58165,-0.12124000000000024,11.16886593793877,5.445193,5.08763197662704,-5.1665598361382115,1,6565.98681640625,7.6,0.1722119426262857,0
62064711,1575432899396755584,DA,DA,19.19706,0.5831799999999987,13.167294179781988,46.5846,5.068217053808037,-10.423752066695332,2,6471.42626953125,10.4,6.816674671166045,1
87996604,4312012101374503040,DA/DC,,19.91997,0.5608199999999997,10.604764441073526,5.645569,5.053403733726014,4.2058173469474385,2,6562.9638671875,7.6,2.293610397232485,0
72360550,2902786945883712512,DA,,19.09718,0.6747900000000016,13.259113271880393,14.90134,5.033983110271926,-8.038152456442779,1,6471.42626953125,8.9,1.545051737781741,0
66870290,2062152612159463296,DB_MS:,DB,19.03248,-0.07796999999999699,11.306264627610949,10.81263,4.972238466296635,54.77144266836749,6,6569.01123046875,9.1,2.36186542230336,1
88578241,4372558083524803072,DA,DAH,16.83374,0.22894999999999754,13.210272581104487,39.77822,4.96716388353173,-24.816495903015312,2,6443.17626953125,5.9,-4.243824531241349,0
85842832,4168931003962377344,DA,DA,16.66158,0.4339000000000013,13.412411932829505,43.14741,4.8104100123060185,-13.145923614979116,2,6614.54541015625,4.6,1.7977366202875575,0
56587863,704098457263679488,DA,DA,19.76716,0.34121000000000024,12.71306909161458,16.77015,4.787777820879839,-20.51242556724534,2,6468.44677734375,8.9,-0.1606330366022225,0
65961436,2017940321888028160,DA,DA:,18.64267,0.4149300000000018,12.846817102503316,25.02058,4.7681821415789525,-16.06586777860843,4,6668.06787109375,12.3,0.6769990502975053,0
115728665,191051797573331968,DA,DA,17.42377,0.31657000000000224,12.695028790988637,38.31301,4.762483870738935,-17.83124111837394,2,6453.56982421875,7.4,-0.154430252106901,0
72177951,2884350506708797568,DA_MS/DZ,,19.57391,0.5943100000000001,12.894517722555076,30.15475,4.538960617864279,10.868575243653613,4,6540.3349609375,9.0,1.954439180426425,0
54808079,459237630076876672,DA,DA,15.94506,0.4660000000000011,13.06373970192617,66.10757,4.525294894133423,-11.54175861638295,2,6440.20947265625,7.8,1.5640976180244202,0
109961593,6392641284852438784,DA_MS,,19.23263,0.36196999999999946,12.337610944283744,25.80486,4.400911270047024,11.348857691412082,5,6526.79541015625,21.0,-1.6180170199023711,0
79298955,3707668520142907392,DA,DA,17.83565,0.4548899999999989,13.367639812445223,22.48287,4.368263890856464,-14.068549697239169,2,6658.86181640625,7.7,0.7115005176366145,1
65091917,1965172083108927616,DA_MS:,,19.95486,-0.1940199999999983,10.641348816938002,10.50617,4.367077727614287,27.492381735559743,4,6562.9638671875,7.6,3.9583181785207184,3
87414478,4278728059014734848,DA,DA,16.48218,0.5089999999999968,13.41448665505063,23.42504,4.3635061602222285,-10.231723162788365,2,6484.85107421875,11.8,1.7986274871479282,0
57461969,866574493091351936,DC/DZ,DZ,17.4497,0.2420599999999986,12.881988569456063,43.04052,4.304578306822257,2.4877651600861657,6,6570.52392578125,5.8,3.679846693303248,1
70108042,2498452260713727104,DC/CV,DQ,19.39115,0.4402399999999993,12.990224787653151,47.54278,4.274459847074041,13.97108095646873,4,6540.3349609375,9.0,4.43149014702063,1
89909262,4519762315183631104,CV:,,19.36235,0.4755099999999999,12.732286329769515,12.8846,4.23025512420278,14.024851212339051,3,6559.94189453125,6.0,2.528006511967501,0
61299673,1436332038395459456,DA_MS,DA,17.73384,0.34506000000000014,13.019600120361357,13.67638,4.227459093822714,29.386221396236753,6,6538.8291015625,17.5,-1.538271958772566,0
76239510,3286801651151281152,DA,DA,18.95851,0.6732000000000014,13.790018322545322,14.22397,4.188623776160946,-7.850006300318905,3,6510.28515625,1.5,2.7484791641898245,0
76102160,3252501909182919424,DZ,DZ,18.25756,0.3122000000000007,13.122305546311653,29.17791,4.17368634364755,3.173786245650902,2,6561.45263671875,4.5,2.083324626844352,0
75756598,3204452254615111168,DA_MS/DC,,19.26695,0.5939599999999992,12.515037724905456,15.1726,4.132723132914598,22.595437158265952,4,6564.47509765625,12.1,2.9952354654986,2
62784569,1706625016212384128,DZ,DZ,16.88233,0.27047999999999917,13.125444975032892,44.98152,4.099119946187013,-1.7541967375992742,2,6463.97998046875,6.0,2.4468186067547992,0
62017766,1566493698065054592,DA_MS,DA,19.09938,0.36896999999999736,12.973187807801745,35.45971,4.011670640433473,-3.0646974134787004,4,6510.28515625,12.0,1.0218008332143904,0
56611401,707714849790402176,DZ,DC:,19.12847,0.18884999999999863,12.554395634736395,19.11102,4.0104101141043005,-6.410983563949569,3,6675.7490234375,6.1,0.9649543709993488,0
57456965,866081701427025536,DZ,DZ,17.94942,0.35009000000000157,13.278781910534267,52.16438,4.00322719517462,0.0204245320260224,2,6683.43896484375,4.7,0.8936236803139562,0
65307928,1977227536619592320,CV/DC,,18.68787,-0.15541999999999945,8.508396327709548,6.648509,3.958903315081792,18.42458722140313,3,6526.79541015625,4.5,2.218734599614569,0
66761279,2058001302926573568,DC:,DB:,18.37758,0.28505999999999787,12.418580830420755,29.96892,3.9452047811832927,10.511634976125483,4,6538.8291015625,6.0,0.0617131291664696,0
80032943,3849230779658154368,DA/DC,DZ,19.27662,0.5869700000000009,13.619053971937683,20.26711,3.922248745110654,0.2719458683122842,1,6629.79345703125,9.2,5.125614539058732,3
71981995,2853830018130309120,DC,DC,19.16891,0.1911399999999972,12.919756947275179,26.32762,3.9073297337710335,-0.3062691981505839,2,6658.86181640625,4.6,2.576030778119162,0
78676623,3600228641923396864,DA,DA,18.92388,0.5745700000000014,13.500879439909742,13.17776,3.887488841688315,-4.126409404589612,2,6655.7958984375,6.1,2.201318264826633,0
97616113,5403256428180815744,DA/DC,DA:,18.45277,0.11438000000000059,12.9448981174152,14.42862,3.864193826503216,-11.620426078894498,6,6689.59765625,14.6,0.7478881430851682,0
76358264,3315373564607614208,DC,DC,15.86612,0.15590000000000082,12.584322747454534,70.66113,3.7920819459877175,-0.1189216667104985,1,6631.3203125,6.1,5.156098221364558,3
116626445,302799729854936832,DA_MS,,19.0542,0.643180000000001,13.314863926371473,22.02887,3.77665800790567,-0.532517105734503,2,6468.44677734375,10.4,2.04764909273686,0
58802379,1045618618665087488,DC/CV,DC,18.92321,0.49878,13.590648717010595,12.97929,3.74988979454255,22.284374502109465,2,6522.28857421875,12.0,1.9467692463352837,1
86513667,4227640144583303296,DC/DQ,DQ:,18.11445,0.304199999999998,12.723823318273165,16.71899,3.736233368690786,4.505823625834523,2,6516.2841796875,14.0,3.80648805698311,2
89520160,4485778777267902848,DA/DA_MS,,19.56915,0.2078400000000009,9.816230621695214,5.367823,3.725826132995991,-2.954413411296677,2,6564.47509765625,8.9,0.8507454442640553,0
57442479,864715940481842304,DA_MS,,19.03876,0.4742299999999986,12.529430695237759,17.65753,3.717160586956741,14.481095206074702,2,6538.8291015625,6.0,0.3856556415230967,0
78717168,3607853003443272576,DQ,DQ,16.59031,0.29642000000000124,13.08561612992873,93.07523,3.703229277581037,0.5414917684238774,3,6572.037109375,11.6,3.550793407583172,2
65134384,1968448455965841152,DA,,19.86004,0.6722399999999986,12.510618248022848,11.64221,3.694809521325496,-4.395829367604235,2,6588.7041015625,4.6,1.4013833704454275,0
71073743,2687339493552038400,DQ/DC,DQ,19.11843,0.53885,13.70316250622613,12.32494,3.674412058150252,3.442570472465276,2,6507.28759765625,5.8,2.7235597760902093,0
61679351,1502063317405058304,DC,DZ,16.84027,0.5115599999999993,13.867071819701518,21.44472,3.6570967490516826,3.3549452156616937,3,6547.869140625,3.0,1.5585996136532485,0
95760867,5258857772275765248,DA_MS,,19.64701,0.3765199999999993,10.25211084879794,17.37706,3.6261680788731314,2.410899525939599,2,6478.880859375,17.9,0.4928055432714129,0
67546665,2113961462615081472,DA,DA,18.17407,0.3212500000000027,13.52538820521039,16.56406,3.616412858430403,-19.22786653043526,2,6678.82421875,0.0,0.0874714429797726,0
100595252,5676366251706824960,DC,DC,19.30589,0.49155000000000015,13.589432671197837,12.43932,3.615462006671195,3.097570116407975,2,6483.35791015625,10.4,2.3220819875368863,0
65993960,2019319251203096320,DA:,DA,18.73831,0.6910199999999982,13.708364852789604,21.42735,3.612043715087609,-0.8024341991488874,2,6522.28857421875,10.9,2.302463829408288,0
79127435,3678567097350325504,DA,DA,19.26919,0.3661999999999992,13.03627216243989,13.89985,3.593343236497365,-9.97321827923037,2,6468.44677734375,6.0,1.7898575495460676,1
88372668,4333033075751327104,DA,DA,17.41891,0.26096000000000075,12.671516376515653,25.12341,3.5599702449060406,-23.74140704316913,2,6481.865234375,4.5,-1.5220180043130125,0
74628254,3100974462254079360,DA,DA,18.42503,0.5327400000000004,13.373854391695579,19.78422,3.510272514310158,-10.015888973066293,2,6675.7490234375,4.6,3.2290666463125497,1
98265911,5469352538891664512,DC,DC,17.70258,0.4768100000000004,13.854876977065022,38.08101,3.509236005777287,2.2475500809919415,4,6652.7314453125,6.1,3.0057139264174775,1
57831287,907000821224488832,DC,DQ,17.90593,0.3580600000000018,13.279871455082446,58.52322,3.439678899999609,1.9025899582327837,3,6538.8291015625,0.0,5.251585880563052,6
78869650,3635773447667412992,DQ,DQ,17.49027,0.4763599999999997,13.58743942649087,39.87788,3.342673437585975,2.1845794261225233,1,6582.63818359375,0.0,7.4445808901393375,2
76105001,3253038260402114944,DZ,DZA,17.76944,0.23536999999999964,12.949866440083593,43.41736,3.1274783083583517,0.5690251810493863,3,6461.00390625,5.9,5.100857035779881,3
57902424,919059474484211968,DQ,DQ,19.3913,0.3553699999999971,12.846991812008396,27.21514,2.428810575282393,1.742356041210769,1,6481.865234375,5.8,5.835500841788146,3
55772193,578379365734698752,DC/DQ,DQZ,18.45021,0.31377000000000166,13.136108764656813,48.50969,2.1615951482352673,-0.2074707323290728,1,6492.3212890625,1.5,6.389377070601781,3
116390448,265551406937807104,DA,,18.30426,0.378899999999998,13.365623483876384,21.19575,2.1133752233667615,-4.198787455785097,0,6466.95751953125,,5.268766852142565,2
54800709,458875306644097408,DC,DC:,17.93836,0.49957000000000207,14.289123534450072,22.6923,1.9667782805098843,2.8944047370877426,0,6547.869140625,,5.716128133448988,5
79161619,3684069981248650624,DQ,DQ,17.85823,0.36285000000000167,13.206513145091655,39.18481,1.8283130197722224,-0.7148333403060856,0,6538.8291015625,,6.613767588877422,2
88579189,4372699744431573888,hotDQ/DQ,DQ,18.13973,0.6930900000000015,13.464267005821842,14.32956,0.6894946545512863,-10.48157409912161,0,6489.33203125,,12.931629934898066,2
70096227,2496042440461991296,DQ/DC,DAH,17.01911,0.16847999999999885,13.012175527697186,149.8703,0.6488296663038838,-1.757012273519595,0,6684.978515625,,9.145585393469322,2
71390478,2742338954958639104,DQ/DC,DQ,18.69626,0.22347999999999857,13.37862110568692,14.03936,0.5368771127803583,-5.04794142184698,0,6444.65966796875,,5.354226784028746,3
