mjd,m,dm,uJy,duJy,filter,err,chiN,ra,dec,mag5sig,obs
59882.858831,20.524,10.471,22,235,o,0,0.96,334.24962,-18.20795,17.07,03a59883o0236o
59882.865976,-17.293,0.573,-439,252,o,0,1.70,334.24962,-18.20795,15.87,03a59883o0251o
59882.869490,18.032,0.393,222,87,o,0,0.83,334.24962,-18.20795,17.28,03a59883o0258o
59883.804895,-21.146,1.648,-13,21,o,0,1.00,334.24962,-18.20795,18.79,03a59884o0133o
59883.808074,21.560,2.540,9,22,o,0,0.82,334.24962,-18.20795,18.90,03a59884o0140o
59883.822783,-20.694,1.138,-19,22,o,0,1.07,334.24962,-18.20795,18.79,03a59884o0171o
59883.828215,21.552,2.744,9,24,o,0,0.85,334.24962,-18.20795,18.84,03a59884o0183o
59889.068146,-20.049,0.886,-35,31,o,0,0.84,334.24962,-18.20795,18.37,04a59889o0153o
59889.090044,-19.227,0.485,-74,36,o,0,1.32,334.24962,-18.20795,18.26,04a59889o0201o
59889.093290,21.435,4.683,10,45,o,0,0.87,334.24962,-18.20795,17.97,04a59889o0208o
59889.110510,-21.968,8.156,-6,48,o,0,1.69,334.24962,-18.20795,17.78,04a59889o0245o
59890.799351,-19.492,0.423,-58,24,o,0,0.80,334.24962,-18.20795,18.62,03a59891o0122o
59890.802613,-20.618,1.107,-20,23,o,0,0.91,334.24962,-18.20795,18.64,03a59891o0129o
59890.807626,-21.823,3.878,-7,26,o,0,0.60,334.24962,-18.20795,18.65,03a59891o0140o
59890.831629,20.634,1.143,20,23,o,0,1.24,334.24962,-18.20795,18.65,03a59891o0192o
59891.825378,-20.471,1.178,-24,28,o,0,0.75,334.24962,-18.20795,18.57,03a59892o0179o
59891.840993,21.108,1.934,13,25,o,0,0.91,334.24962,-18.20795,18.64,03a59892o0213o
59891.843935,21.126,2.011,13,26,o,0,0.82,334.24962,-18.20795,18.58,03a59892o0219o
59891.849341,-20.838,1.549,-17,26,o,0,0.90,334.24962,-18.20795,18.59,03a59892o0231o
59894.069669,-22.692,5.500,-3,17,o,0,1.13,334.24962,-18.20795,19.02,04a59894o0161o
59894.072370,-22.089,3.344,-5,18,o,0,0.74,334.24962,-18.20795,19.02,04a59894o0167o
59894.096745,20.075,0.710,34,24,o,0,1.00,334.24962,-18.20795,18.61,04a59894o0220o
59894.102165,21.716,3.300,8,25,o,0,0.88,334.24962,-18.20795,18.53,04a59894o0232o
59894.821622,-21.679,1.404,-8,11,o,0,1.65,334.24962,-18.20795,19.29,03a59895o0166o
59894.824657,-21.207,0.975,-12,12,o,0,1.35,334.24962,-18.20795,19.23,03a59895o0172o
59894.844311,-20.505,0.615,-23,14,o,0,0.67,334.24962,-18.20795,19.28,03a59895o0215o
59894.858555,22.139,2.784,5,14,o,0,1.50,334.24962,-18.20795,19.09,03a59895o0246o
59895.789966,-21.302,1.574,-11,17,o,0,0.93,334.24962,-18.20795,19.13,03a59896o0069o
59895.812370,21.608,2.171,8,18,o,0,1.26,334.24962,-18.20795,18.92,03a59896o0117o
59895.815180,-18.765,1.839,-113,208,o,0,1.11,334.24962,-18.20795,16.48,03a59896o0123o
59895.826967,20.458,0.715,24,17,o,0,0.83,334.24962,-18.20795,19.06,03a59896o0148o
59897.065937,-19.672,0.245,-49,12,o,0,1.34,334.24962,-18.20795,19.26,04a59897o0148o
59897.068641,-21.080,1.080,-13,14,o,0,0.76,334.24962,-18.20795,19.30,04a59897o0154o
59897.086514,21.195,1.110,12,13,o,0,1.35,334.24962,-18.20795,19.22,04a59897o0193o
59897.091502,-21.107,0.959,-13,13,o,0,1.05,334.24962,-18.20795,19.33,04a59897o0204o
59898.039545,-22.369,3.000,-4,12,o,0,1.26,334.24962,-18.20795,19.39,04a59898o0088o
59898.042951,-20.583,0.547,-21,12,o,0,1.14,334.24962,-18.20795,19.40,04a59898o0094o
59898.064475,21.359,1.275,10,13,o,0,0.85,334.24962,-18.20795,19.37,04a59898o0140o
59898.082637,-20.951,0.756,-15,11,o,0,1.27,334.24962,-18.20795,19.38,04a59898o0178o
59898.778930,-22.037,2.028,-6,11,c,0,0.90,334.24962,-18.20795,19.58,03a59899o0060c
59898.781780,-21.308,1.232,-11,13,c,0,0.91,334.24962,-18.20795,19.36,03a59899o0066c
59898.792075,-22.824,3.812,-3,10,c,0,0.90,334.24962,-18.20795,19.50,03a59899o0087c
59898.796860,-24.086,13.000,-1,11,c,0,0.84,334.24962,-18.20795,19.55,03a59899o0097c
59899.811021,-20.761,0.678,-18,12,c,0,0.71,334.24962,-18.20795,19.58,03a59900o0127c
59899.813810,-22.460,2.840,-4,11,c,0,0.81,334.24962,-18.20795,19.57,03a59900o0133c
59899.828620,-25.926,78.000,-0,12,c,0,0.77,334.24962,-18.20795,19.54,03a59900o0165c
59899.838291,-22.669,4.062,-3,13,c,0,0.83,334.24962,-18.20795,19.30,03a59900o0186c
59901.031890,21.038,1.102,14,15,o,0,1.15,334.24962,-18.20795,19.22,04a59901o0067o
59901.035043,-21.006,1.042,-14,15,o,0,0.82,334.24962,-18.20795,19.24,04a59901o0074o
59901.045750,-19.952,0.427,-38,16,o,0,0.78,334.24962,-18.20795,19.24,04a59901o0097o
59901.064642,20.537,0.669,22,15,o,0,0.99,334.24962,-18.20795,19.25,04a59901o0134o
59902.076862,22.766,5.105,3,14,o,0,1.38,334.24962,-18.20795,19.26,04a59902o0165o
59902.150029,21.374,1.921,10,20,o,0,0.72,334.24962,-18.20795,18.95,04a59902o0216o
59902.155522,-22.077,6.875,-5,37,o,0,0.68,334.24962,-18.20795,18.91,04a59902o0228o
59902.848019,22.415,2.652,4,10,c,0,1.02,334.24962,-18.20795,19.45,03a59903o0207c
59902.851212,-20.245,0.391,-29,11,c,0,1.17,334.24962,-18.20795,19.41,03a59903o0214c
59902.857605,-21.425,1.154,-10,11,c,0,0.99,334.24962,-18.20795,19.40,03a59903o0228c
59902.874128,-21.666,1.395,-8,11,c,0,1.02,334.24962,-18.20795,19.40,03a59903o0264c
59903.774064,-20.829,0.615,-17,10,c,0,0.98,334.24962,-18.20795,19.57,03a59904o0044c
59903.778120,20.372,0.414,26,11,c,0,0.88,334.24962,-18.20795,19.59,03a59904o0053c
59903.785676,22.512,3.038,4,11,c,0,0.99,334.24962,-18.20795,19.63,03a59904o0069c
59903.796075,-20.853,0.949,-17,16,c,0,0.63,334.24962,-18.20795,19.31,03a59904o0091c
59905.116213,-22.517,3.750,-4,13,o,0,1.31,334.24962,-18.20795,19.16,04a59905o0244o
59905.118978,-21.352,1.583,-10,16,o,0,0.86,334.24962,-18.20795,19.21,04a59905o0250o
59905.126249,-20.012,0.428,-36,15,o,0,0.94,334.24962,-18.20795,19.21,04a59905o0266o
59905.136465,-21.672,2.294,-8,18,o,0,1.07,334.24962,-18.20795,19.17,04a59905o0288o
59906.036133,-21.067,1.321,-14,18,o,0,0.89,334.24962,-18.20795,19.14,04a59906o0068o
59906.048275,20.659,0.817,20,16,o,0,0.95,334.24962,-18.20795,19.17,04a59906o0094o
59906.051043,21.219,1.296,12,15,o,0,1.32,334.24962,-18.20795,19.14,04a59906o0100o
59906.056547,-20.880,1.022,-16,16,o,0,1.10,334.24962,-18.20795,19.14,04a59906o0112o
59906.794974,23.963,14.667,1,14,c,0,1.23,334.24962,-18.20795,19.14,03a59907o0080c
59906.812388,21.517,1.225,9,11,c,0,1.39,334.24962,-18.20795,19.38,03a59907o0116c
59906.816687,21.607,1.538,8,13,c,0,0.86,334.24962,-18.20795,19.41,03a59907o0125c
59907.848836,-22.011,2.250,-6,13,c,0,1.01,334.24962,-18.20795,19.41,03a59908o0202c
59907.852100,20.998,0.964,14,14,c,0,1.21,334.24962,-18.20795,19.22,03a59908o0209c
59907.858112,-21.907,1.833,-6,12,c,0,1.16,334.24962,-18.20795,19.35,03a59908o0222c
59907.875073,23.122,5.100,2,10,c,0,1.56,334.24962,-18.20795,19.33,03a59908o0259c
59909.034530,-21.753,2.158,-7,16,o,0,1.52,334.24962,-18.20795,19.01,04a59909o0061o
59909.038145,24.478,33.333,1,20,o,0,0.78,334.24962,-18.20795,19.03,04a59909o0069o
59909.046773,-22.376,4.130,-4,17,o,0,1.32,334.24962,-18.20795,19.17,04a59909o0088o
59909.057755,21.311,1.656,11,18,o,0,0.85,334.24962,-18.20795,19.19,04a59909o0111o
59910.089658,-22.056,3.485,-6,19,o,0,0.85,334.24962,-18.20795,19.07,04a59910o0180o
59910.092867,20.083,0.540,34,18,o,0,0.94,334.24962,-18.20795,19.10,04a59910o0187o
59910.099711,-19.811,0.414,-43,18,o,0,1.10,334.24962,-18.20795,19.02,04a59910o0202o
59910.109510,-21.529,2.085,-9,18,o,0,0.74,334.24962,-18.20795,19.00,04a59910o0223o
59910.815027,21.570,1.517,9,13,c,0,0.82,334.24962,-18.20795,19.41,03a59911o0111c
59910.818215,-20.601,0.575,-21,12,c,0,1.13,334.24962,-18.20795,19.26,03a59911o0118c
59910.823710,20.625,0.677,20,14,c,0,0.85,334.24962,-18.20795,19.37,03a59911o0130c
59910.833896,-22.239,2.966,-5,14,c,0,1.13,334.24962,-18.20795,19.35,03a59911o0152c
59911.777630,-21.727,3.145,-7,23,o,0,1.35,334.24962,-18.20795,18.56,03a59912o0057o
59911.781240,20.437,0.811,24,20,o,0,1.08,334.24962,-18.20795,18.82,03a59912o0065o
59911.791360,-21.263,2.000,-11,23,o,0,0.89,334.24962,-18.20795,18.85,03a59912o0087o
59911.796780,22.583,9.250,3,31,o,0,1.22,334.24962,-18.20795,18.28,03a59912o0099o
59914.025943,18.677,0.938,123,115,o,0,1.29,334.24962,-18.20795,17.11,04a59914o0035o
59914.042335,19.686,1.071,48,52,o,0,1.11,334.24962,-18.20795,18.07,04a59914o0070o
59914.046372,-20.554,2.351,-22,51,o,0,1.09,334.24962,-18.20795,18.08,04a59914o0078o
59915.814821,24.017,31.833,1,29,o,0,0.62,334.24962,-18.20795,18.61,03a59916o0117o
59915.818922,-21.322,2.273,-11,24,o,0,1.24,334.24962,-18.20795,18.57,03a59916o0126o
59915.835055,24.881,98.000,0,40,o,0,0.94,334.24962,-18.20795,18.12,03a59916o0161o
59915.840969,-21.191,3.290,-12,40,o,0,0.83,334.24962,-18.20795,18.16,03a59916o0174o
59918.027552,-19.417,1.020,-62,63,o,0,0.90,334.24962,-18.20795,17.87,04a59918o0033o
59918.030714,-20.222,1.704,-30,50,o,0,1.17,334.24962,-18.20795,18.18,04a59918o0040o
59918.035219,21.233,4.424,12,52,o,0,0.94,334.24962,-18.20795,18.48,04a59918o0050o
59918.047436,-25.379,150.000,-0,38,o,0,1.03,334.24962,-18.20795,18.49,04a59918o0077o
59918.051044,19.786,0.935,44,41,o,0,0.89,334.24962,-18.20795,18.61,04a59918o0085o
59918.053296,-21.356,4.472,-10,47,o,0,0.87,334.24962,-18.20795,18.54,04a59918o0090o
59918.826341,-12.630,0.388,-32210,12513,o,0,1.14,334.24962,-18.20795,11.69,03a59919o0130o
59918.829496,15.395,2.165,2524,5465,o,0,1.98,334.24962,-18.20795,12.50,03a59919o0137o
59918.836304,14.823,1.618,4274,6913,o,0,0.89,334.24962,-18.20795,12.42,03a59919o0152o
59921.059268,20.396,1.333,25,34,o,0,0.80,334.24962,-18.20795,18.29,04a59921o0099o
59921.075128,-19.705,0.634,-48,30,o,0,1.49,334.24962,-18.20795,18.16,04a59921o0134o
59921.078300,-19.438,0.614,-61,37,o,0,0.94,334.24962,-18.20795,18.15,04a59921o0141o
59921.084160,20.161,1.242,31,39,o,0,1.08,334.24962,-18.20795,18.10,04a59921o0154o
59926.083239,-21.031,1.297,-14,18,o,0,1.14,334.24962,-18.20795,18.80,04a59926o0145o
59926.086439,-22.232,4.538,-5,21,o,0,0.87,334.24962,-18.20795,18.79,04a59926o0152o
59926.093019,-21.528,2.283,-9,20,o,0,0.95,334.24962,-18.20795,18.83,04a59926o0166o
59926.104859,20.149,0.689,32,22,o,0,1.14,334.24962,-18.20795,18.62,04a59926o0192o
59929.032919,19.407,0.591,63,37,c,0,0.88,334.24962,-18.20795,18.15,04a59929o0031c
59929.036073,-23.264,13.250,-2,24,c,0,1.23,334.24962,-18.20795,18.50,04a59929o0038c
59929.043758,21.378,1.721,10,18,c,0,1.26,334.24962,-18.20795,18.92,04a59929o0055c
59929.053691,21.145,1.320,13,17,c,0,0.92,334.24962,-18.20795,19.04,04a59929o0077c
59934.033756,19.476,0.719,59,42,c,0,1.14,334.24962,-18.20795,17.95,04a59934o0029c
59934.036912,-21.796,4.094,-7,28,c,0,1.18,334.24962,-18.20795,18.32,04a59934o0036c
59934.043231,-20.134,0.582,-32,19,c,0,1.09,334.24962,-18.20795,18.85,04a59934o0050c
59934.054042,-21.785,2.343,-7,16,c,0,0.90,334.24962,-18.20795,19.10,04a59934o0074c
59937.033991,-18.977,0.680,-93,63,c,0,0.87,334.24962,-18.20795,17.63,04a59937o0027c
59937.037143,-21.938,6.290,-6,38,c,0,1.07,334.24962,-18.20795,18.07,04a59937o0034c
59937.042546,20.266,0.758,28,22,c,0,1.14,334.24962,-18.20795,18.62,04a59937o0046c
59937.053488,21.991,3.656,6,21,c,0,0.52,334.24962,-18.20795,18.98,04a59937o0070c
59942.037155,20.093,4.597,33,153,o,0,1.26,334.24962,-18.20795,16.48,04a59942o0025o
59942.042567,23.477,44.000,2,65,o,0,1.40,334.24962,-18.20795,17.38,04a59942o0037o
59942.053853,-19.550,0.686,-55,38,o,0,1.16,334.24962,-18.20795,18.10,04a59942o0062o
59942.785830,20.746,6.315,18,115,o,0,1.19,334.24962,-18.20795,16.96,03a59943o0028o
59942.788983,-19.249,1.285,-72,93,o,0,0.96,334.24962,-18.20795,17.19,03a59943o0035o
59942.794391,-19.533,0.921,-56,51,o,0,1.34,334.24962,-18.20795,17.74,03a59943o0047o
59942.805715,19.730,0.731,46,34,o,0,1.08,334.24962,-18.20795,18.34,03a59943o0072o
60054.398253,-20.085,0.520,-34,18,c,0,1.15,334.24962,-18.20795,19.14,04a60054o0957c
60054.415861,21.734,2.450,7,18,c,0,0.96,334.24962,-18.20795,19.03,04a60054o0995c
60054.417686,-22.620,7.294,-3,24,c,0,0.52,334.24962,-18.20795,18.92,04a60054o0999c
60054.425356,-19.740,0.996,-46,46,c,0,0.77,334.24962,-18.20795,18.08,04a60054o1015c
60063.106802,21.280,1.973,11,22,o,0,0.63,334.24962,-18.20795,19.05,03a60063o0822o
60063.116662,-20.202,0.595,-30,18,o,0,1.15,334.24962,-18.20795,19.08,03a60063o0842o
60063.126052,-20.841,0.960,-17,16,o,0,1.05,334.24962,-18.20795,19.15,03a60063o0862o
60066.127532,20.814,1.189,17,20,o,0,0.91,334.24962,-18.20795,18.99,03a60066o0846o
60066.130790,-20.360,0.712,-26,19,o,0,1.04,334.24962,-18.20795,18.97,03a60066o0853o
60066.134111,-21.292,2.029,-11,22,o,0,0.64,334.24962,-18.20795,19.00,03a60066o0860o
60066.139360,-20.381,0.703,-26,18,o,0,0.79,334.24962,-18.20795,18.98,03a60066o0871o
60067.350045,20.973,1.825,15,27,o,0,1.00,334.24962,-18.20795,18.64,04a60067o0837o
60067.356612,22.564,6.478,3,22,o,0,1.08,334.24962,-18.20795,18.69,04a60067o0849o
60067.359522,-19.631,0.537,-51,27,o,0,0.86,334.24962,-18.20795,18.72,04a60067o0855o
60067.365152,-21.809,3.818,-7,26,o,0,0.93,334.24962,-18.20795,18.80,04a60067o0867o
60068.153252,-21.865,2.333,-6,15,o,0,0.88,334.24962,-18.20795,19.16,03a60068o0981o
60068.156886,-20.903,0.834,-16,13,o,0,1.40,334.24962,-18.20795,19.22,03a60068o0989o
60068.162210,-22.219,3.167,-5,15,o,0,1.03,334.24962,-18.20795,19.20,03a60068o0999o
60068.167321,-20.235,0.538,-29,16,o,0,0.93,334.24962,-18.20795,19.20,03a60068o1009o
60068.175801,-20.384,0.919,-26,23,o,0,1.31,334.24962,-18.20795,18.73,03a60068o1026o
60068.403095,-19.716,0.483,-47,23,o,0,0.95,334.24962,-18.20795,18.78,04a60068o0962o
60068.407579,-24.296,32.500,-1,23,o,0,0.75,334.24962,-18.20795,18.92,04a60068o0971o
60068.410862,20.998,1.315,14,19,o,0,1.43,334.24962,-18.20795,18.91,04a60068o0978o
60068.420074,22.085,2.940,5,16,o,0,0.95,334.24962,-18.20795,19.07,04a60068o0994o
60068.428588,23.157,11.842,2,24,o,0,0.77,334.24962,-18.20795,18.72,04a60068o1010o
60069.093099,20.075,0.847,34,29,o,0,1.12,334.24962,-18.20795,18.42,03a60069o0845o
60069.096406,20.764,1.800,18,32,o,0,1.02,334.24962,-18.20795,18.40,03a60069o0852o
60069.103855,-19.479,0.462,-59,27,o,0,1.57,334.24962,-18.20795,18.44,03a60069o0867o
60069.119637,20.744,1.400,18,26,o,0,0.87,334.24962,-18.20795,18.53,03a60069o0898o
60072.111241,21.292,2.321,11,26,o,0,1.19,334.24962,-18.20795,18.59,03a60072o0885o
60072.130129,-21.383,2.198,-10,22,o,0,1.11,334.24962,-18.20795,18.73,03a60072o0922o
60072.140145,21.282,2.022,11,22,o,0,1.38,334.24962,-18.20795,18.80,03a60072o0941o
60072.142422,20.297,0.809,28,22,o,0,1.01,334.24962,-18.20795,18.76,03a60072o0946o
60072.383908,-20.672,1.265,-20,25,o,0,1.28,334.24962,-18.20795,18.62,04a60072o0934o
60072.387125,22.815,10.158,3,28,o,0,0.91,334.24962,-18.20795,18.63,04a60072o0941o
60072.393489,-20.527,1.236,-22,28,o,0,0.90,334.24962,-18.20795,18.65,04a60072o0953o
60072.400826,20.046,0.736,35,26,o,0,1.06,334.24962,-18.20795,18.65,04a60072o0969o
60072.428103,-23.661,23.625,-1,29,o,0,1.44,334.24962,-18.20795,18.41,04a60072o1027o
60075.097260,-23.274,14.231,-2,25,o,0,0.92,334.24962,-18.20795,18.62,03a60075o0845o
60075.100644,19.536,0.456,56,25,o,0,1.36,334.24962,-18.20795,18.62,03a60075o0852o
60075.107580,21.698,4.216,8,32,o,0,1.03,334.24962,-18.20795,18.46,03a60075o0867o
60075.126438,19.871,1.059,41,43,o,0,1.69,334.24962,-18.20795,17.90,03a60075o0904o
60075.175150,-20.821,4.594,-17,78,o,0,1.19,334.24962,-18.20795,17.35,03a60075o0998o
60081.114741,21.110,1.034,13,14,c,0,0.70,334.24962,-18.20795,19.53,03a60081o0889c
60081.117939,-21.366,1.136,-10,12,c,0,1.02,334.24962,-18.20795,19.43,03a60081o0896c
60081.134318,-21.428,1.387,-10,14,c,0,0.56,334.24962,-18.20795,19.50,03a60081o0929c
60081.153259,19.324,0.620,68,42,c,0,0.77,334.24962,-18.20795,18.04,03a60081o0968c
60084.113274,-21.015,0.890,-14,13,c,0,1.07,334.24962,-18.20795,19.49,03a60084o0871c
60084.115598,-20.721,0.593,-19,11,c,0,1.09,334.24962,-18.20795,19.60,03a60084o0876c
60084.120798,-20.646,0.523,-20,10,c,0,0.94,334.24962,-18.20795,19.61,03a60084o0887c
60084.135408,-22.641,2.840,-3,9,c,0,1.52,334.24962,-18.20795,19.64,03a60084o0914c
60085.249956,-21.401,2.444,-10,24,o,0,1.14,334.24962,-18.20795,18.60,04a60085o0657o
60085.255466,-20.546,1.113,-22,24,o,0,0.99,334.24962,-18.20795,18.66,04a60085o0669o
60085.259574,-20.401,0.914,-25,23,o,0,1.08,334.24962,-18.20795,18.75,04a60085o0678o
60085.269562,-20.522,0.969,-22,22,o,0,0.80,334.24962,-18.20795,18.86,04a60085o0700o
60092.114681,-20.722,0.615,-19,12,c,0,0.75,334.24962,-18.20795,19.59,03a60092o0886c
60092.123501,-24.094,15.200,-1,13,c,0,0.81,334.24962,-18.20795,19.47,03a60092o0905c
60092.126764,-21.280,1.097,-11,12,c,0,1.02,334.24962,-18.20795,19.42,03a60092o0912c
60092.136536,23.599,9.875,1,13,c,0,0.68,334.24962,-18.20795,19.48,03a60092o0933c
60093.139531,23.022,5.875,2,13,c,0,1.36,334.24962,-18.20795,19.26,03a60093o0917c
60101.062711,-21.541,2.333,-9,20,o,0,1.39,334.24962,-18.20795,18.64,03a60101o0816o
60101.075843,-19.063,0.342,-86,29,o,0,0.66,334.24962,-18.20795,18.49,03a60101o0844o
60101.078930,20.901,1.462,16,23,o,0,1.07,334.24962,-18.20795,18.63,03a60101o0850o
60101.084434,20.705,1.209,19,23,o,0,0.96,334.24962,-18.20795,18.66,03a60101o0862o
60102.040888,-22.159,5.697,-5,28,o,0,1.34,334.24962,-18.20795,18.47,03a60102o0717o
60102.065331,20.618,1.220,21,25,o,0,1.07,334.24962,-18.20795,18.54,03a60102o0766o
60106.298942,-22.237,12.941,-5,60,o,0,1.16,334.24962,-18.20795,17.73,04a60106o0496o
60106.303340,20.795,1.605,18,28,o,0,0.86,334.24962,-18.20795,18.87,04a60106o0505o
60106.306066,-20.156,0.598,-32,19,o,0,1.68,334.24962,-18.20795,18.69,04a60106o0511o
60106.317222,24.313,24.600,1,17,o,0,1.30,334.24962,-18.20795,18.97,04a60106o0535o
60109.186588,-20.360,0.674,-26,18,c,0,0.77,334.24962,-18.20795,18.75,04a60109o0518c
60109.191080,22.132,2.667,5,14,c,0,1.15,334.24962,-18.20795,18.84,04a60109o0526c
60109.209908,22.058,2.875,6,16,c,0,0.91,334.24962,-18.20795,18.96,04a60109o0561c
60109.215529,21.647,2.000,8,16,c,0,0.75,334.24962,-18.20795,18.95,04a60109o0573c
60112.303079,-26.001,87.000,-0,13,c,0,1.00,334.24962,-18.20795,19.54,04a60112o0761c
60112.306234,21.384,0.986,10,10,c,0,1.23,334.24962,-18.20795,19.57,04a60112o0768c
60112.324974,-22.026,1.868,-6,10,c,0,0.80,334.24962,-18.20795,19.52,04a60112o0805c
60112.327695,-23.291,6.417,-2,11,c,0,1.09,334.24962,-18.20795,19.56,04a60112o0811c
60116.082072,22.280,2.560,4,11,o,0,1.67,334.24962,-18.20795,19.35,03a60116o0058o
60116.084777,-21.803,1.957,-7,14,o,0,0.66,334.24962,-18.20795,19.48,03a60116o0064o
60116.089786,21.512,1.339,9,12,o,0,0.94,334.24962,-18.20795,19.47,03a60116o0075o
60116.107365,-20.851,0.815,-17,14,o,0,0.98,334.24962,-18.20795,19.36,03a60116o0112o
60125.993924,-21.846,3.292,-7,22,o,0,0.79,334.24962,-18.20795,18.92,03a60126o0295o
60125.996710,22.685,8.400,3,26,o,0,0.56,334.24962,-18.20795,18.88,03a60126o0301o
60126.003388,21.676,2.417,8,19,o,0,1.18,334.24962,-18.20795,18.97,03a60126o0314o
60126.014995,21.566,2.111,9,18,o,0,0.94,334.24962,-18.20795,18.95,03a60126o0338o
60127.234544,20.573,1.592,21,34,o,0,1.28,334.24962,-18.20795,18.16,04a60127o0631o
60127.237516,21.481,3.517,9,33,o,0,1.21,334.24962,-18.20795,18.27,04a60127o0637o
60127.242546,19.301,0.403,69,28,o,0,1.34,334.24962,-18.20795,18.32,04a60127o0648o
60127.253492,21.194,2.464,12,30,o,0,1.08,334.24962,-18.20795,18.34,04a60127o0671o
60127.991653,22.413,7.690,4,30,o,0,0.87,334.24962,-18.20795,18.58,03a60128o0540o
60128.003479,0.000,20.370,-0,26,o,0,1.04,334.24962,-18.20795,18.58,03a60128o0564o
60128.012320,20.747,1.625,18,30,o,0,0.85,334.24962,-18.20795,18.59,03a60128o0583o
60128.016220,-20.093,0.850,-33,28,o,0,1.08,334.24962,-18.20795,18.60,03a60128o0591o
60129.072365,20.878,2.300,16,37,o,0,1.40,334.24962,-18.20795,18.34,03a60129o0797o
60129.073719,21.041,2.398,14,33,o,0,0.87,334.24962,-18.20795,18.32,03a60129o0800o
60137.077153,-21.950,1.952,-6,12,o,0,0.94,334.24962,-18.20795,19.44,03a60137o0748o
60137.080359,20.452,0.669,24,16,o,0,0.72,334.24962,-18.20795,19.31,03a60137o0755o
60137.085904,22.320,2.912,4,12,o,0,0.95,334.24962,-18.20795,19.47,03a60137o0767o
60137.102189,22.910,5.105,2,13,o,0,1.04,334.24962,-18.20795,19.48,03a60137o0802o
60138.018883,-21.439,1.032,-10,10,c,0,1.19,334.24962,-18.20795,19.69,03a60138o0687c
60138.021172,-22.373,2.467,-4,10,c,0,0.59,334.24962,-18.20795,19.76,03a60138o0692c
60138.023989,-22.881,3.350,-3,9,c,0,1.02,334.24962,-18.20795,19.80,03a60138o0698c
60138.040104,-21.835,1.086,-7,7,c,0,1.51,334.24962,-18.20795,19.81,03a60138o0729c
60138.041491,-22.707,2.958,-3,9,c,0,1.04,334.24962,-18.20795,19.81,03a60138o0732c
60139.218221,-20.411,0.532,-25,13,o,0,1.09,334.24962,-18.20795,19.37,04a60139o0586o
60139.251881,22.300,3.793,4,17,o,0,0.63,334.24962,-18.20795,19.47,04a60139o0657o
60139.252790,22.971,5.412,2,13,o,0,1.43,334.24962,-18.20795,19.41,04a60139o0659o
60139.255045,-20.846,0.943,-17,16,o,0,0.73,334.24962,-18.20795,19.44,04a60139o0664o
60139.257749,-21.257,1.205,-11,14,o,0,24.43,334.24962,-18.20795,19.49,04a60139o0670o
60139.259109,21.993,2.184,6,13,o,0,1.13,334.24962,-18.20795,19.51,04a60139o0673o
60139.284558,-20.637,0.496,-20,10,o,0,1.60,334.24962,-18.20795,19.36,04a60139o0726o
60140.158715,-21.759,2.000,-7,14,c,0,0.96,334.24962,-18.20795,19.29,03a60140o0328c
60140.161572,21.726,2.211,7,16,c,0,0.94,334.24962,-18.20795,19.11,03a60140o0334c
60140.168508,23.177,9.500,2,18,c,0,1.33,334.24962,-18.20795,18.88,03a60140o0348c
60140.175930,22.737,5.714,3,17,c,0,1.40,334.24962,-18.20795,18.99,03a60140o0363c
60140.193607,-20.577,2.019,-21,43,c,0,1.05,334.24962,-18.20795,18.03,03a60140o0400c
60141.064361,20.807,0.471,17,8,c,0,1.79,334.24962,-18.20795,19.64,03a60141o0656c
60141.090991,-20.754,0.466,-18,8,c,0,1.26,334.24962,-18.20795,19.64,03a60141o0704c
60141.145115,-20.697,0.588,-19,11,c,0,1.22,334.24962,-18.20795,19.38,03a60141o0813c
60142.239586,22.338,3.121,4,13,o,0,0.89,334.24962,-18.20795,19.45,04a60142o0624o
60142.242298,-20.687,0.876,-19,17,o,0,0.89,334.24962,-18.20795,19.46,04a60142o0630o
60142.251225,22.835,5.250,3,14,o,0,1.43,334.24962,-18.20795,19.42,04a60142o0648o
60142.273076,-20.888,1.065,-16,17,o,0,1.34,334.24962,-18.20795,19.42,04a60142o0688o
60142.273527,-20.305,1.105,-27,30,o,0,0.99,334.24962,-18.20795,19.47,04a60142o0689o
60142.279525,22.039,4.900,6,27,o,0,0.68,334.24962,-18.20795,19.45,04a60142o0702o
60142.956019,-21.418,0.959,-10,9,c,0,0.77,334.24962,-18.20795,19.77,03a60143o0553c
60142.958393,-20.700,0.514,-19,10,c,0,0.77,334.24962,-18.20795,19.77,03a60143o0558c
60142.986023,25.333,37.000,0,10,c,0,0.92,334.24962,-18.20795,19.75,03a60143o0615c
60142.988787,-21.409,0.868,-10,9,c,0,1.18,334.24962,-18.20795,19.78,03a60143o0621c
60147.059165,-21.472,1.048,-9,10,c,0,1.57,334.24962,-18.20795,19.43,03a60147o0720c
60147.062182,20.778,0.694,18,12,c,0,1.01,334.24962,-18.20795,19.42,03a60147o0726c
60147.067406,-22.436,3.200,-4,12,c,0,0.83,334.24962,-18.20795,19.49,03a60147o0736c
60147.104329,20.486,0.571,23,13,c,0,1.24,334.24962,-18.20795,19.29,03a60147o0804c
60148.340289,22.200,2.641,5,13,o,0,1.14,334.24962,-18.20795,19.36,04a60148o0603o
60148.365440,-22.283,3.562,-4,16,o,0,0.86,334.24962,-18.20795,19.25,04a60148o0652o
