MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs,snr
58043.299341,20.188,0.971,30,30,o,0,1.12,313.22651,-14.84044,6951.54,5120.87,3.6,3.18,-81.3,-0.412,18.36,19.82,01a58043o0233o,1.0
58043.307251,21.187,7.182,12,87,o,0,0.84,313.22651,-14.84044,6895.96,5074.96,3.59,3.04,-84.3,-0.424,17.36,18.79,01a58043o0250o,0.13793103448275862
58043.315058,-21.369,4.625,-10,48,o,0,1.12,313.22651,-14.84044,6879.64,5221.67,3.38,2.84,-84.4,-0.437,17.88,19.21,01a58043o0267o,-0.20833333333333334
58047.280528,-20.517,0.917,-22,21,o,0,0.96,313.22651,-14.84044,9639.15,5584.69,3.92,3.21,-84.3,-0.406,19.03,20.48,01a58047o0196o,-1.0476190476190477
58047.287889,-20.964,1.254,-15,19,o,0,1.06,313.22651,-14.84044,9660.1,5652.77,3.81,3.09,-83.8,-0.412,19.01,20.39,01a58047o0212o,-0.7894736842105263
58047.295721,-19.938,0.517,-38,20,o,0,1.06,313.22651,-14.84044,9604.77,5606.19,3.83,3.11,-85.1,-0.416,18.99,20.31,01a58047o0229o,-1.9
58047.303529,-24.191,25.0,-1,19,o,0,1.26,313.22651,-14.84044,9588.36,5752.91,3.81,3.11,-84.8,-0.407,18.94,20.26,01a58047o0246o,-0.05263157894736842
58049.282201,-17.762,3.086,-285,880,c,0,1.4,313.22651,-14.84044,47.66,6356.55,2.36,2.16,18.3,-0.357,15.74,17.07,02a58049o0011c,-0.32386363636363635
58049.291457,-21.816,9.4,-7,64,c,0,0.89,313.22651,-14.84044,9718.31,6375.18,2.5,2.46,-72.3,-0.419,17.59,18.95,02a58049o0031c,-0.109375
58049.297936,20.642,4.769,20,96,c,0,0.97,313.22651,-14.84044,86.07,6394.88,2.47,2.14,14.4,-0.396,16.38,17.66,02a58049o0045c,0.20833333333333334
58049.299303,17.538,0.847,351,297,c,0,0.99,313.22651,-14.84044,9700.45,6335.97,2.41,2.34,-24.5,-0.455,16.56,17.85,02a58049o0048c,1.1818181818181819
58049.305715,-20.55,0.525,-22,12,c,0,1.48,313.22651,-14.84044,106.58,6277.87,2.45,2.16,16.2,-0.399,19.54,20.92,02a58049o0062c,-1.8333333333333333
58049.307115,20.445,0.454,24,11,c,0,1.29,313.22651,-14.84044,9757.94,6413.34,2.52,2.34,-8.3,-0.442,19.53,20.98,02a58049o0065c,2.1818181818181817
58049.31491,20.814,0.895,17,15,c,0,1.24,313.22651,-14.84044,9778.47,6296.0,2.49,2.35,-10.7,-0.454,19.09,20.55,02a58049o0082c,1.1333333333333333
58053.244332,-21.052,2.008,-14,28,o,0,1.28,313.22651,-14.84044,555.74,6892.77,2.1,1.89,16.7,-0.435,18.42,18.64,02a58053o0130o,-0.5
58053.250354,-20.207,0.577,-30,17,o,0,1.13,313.22651,-14.84044,537.45,6852.91,2.04,1.86,3.9,-0.446,19.01,19.43,02a58053o0143o,-1.7647058823529411
58053.254019,-20.159,0.604,-31,19,o,0,1.15,313.22651,-14.84044,10232.87,6899.49,2.17,2.14,59.0,-0.499,19.11,19.74,02a58053o0151o,-1.631578947368421
58053.256774,21.978,2.984,6,18,o,0,1.11,313.22651,-14.84044,594.6,6930.53,2.07,1.9,11.7,-0.458,19.04,19.52,02a58053o0157o,0.3333333333333333
58053.260924,-20.664,0.88,-20,17,o,0,1.38,313.22651,-14.84044,10214.34,6859.87,2.15,2.05,61.6,-0.477,19.15,19.77,02a58053o0166o,-1.1764705882352942
58053.263677,-21.376,1.611,-10,16,o,0,1.18,313.22651,-14.84044,615.1,6812.91,2.1,1.95,16.9,-0.445,19.05,19.53,02a58053o0172o,-0.625
58053.267783,-20.756,1.105,-18,20,o,0,0.79,313.22651,-14.84044,10272.99,6936.81,2.09,2.01,58.7,-0.466,19.19,19.8,02a58053o0181o,-0.9
58053.274677,24.821,41.0,0,18,o,0,1.02,313.22651,-14.84044,10292.14,6819.0,2.09,2.04,54.2,-0.48,19.18,19.8,02a58053o0196o,0.0
58055.264417,21.275,4.377,11,49,o,0,0.63,313.22651,-14.84044,10470.48,5734.47,3.4,2.76,-83.4,-0.464,18.57,19.28,01a58055o0174o,0.22448979591836735
58055.270849,20.851,3.183,17,53,o,0,0.74,313.22651,-14.84044,10492.77,5799.25,3.61,2.9,-88.2,-0.442,18.48,19.25,01a58055o0188o,0.32075471698113206
58055.277755,20.299,1.316,28,36,o,0,1.38,313.22651,-14.84044,10438.97,5749.74,3.42,2.68,-85.9,-0.463,18.51,19.22,01a58055o0203o,0.7777777777777778
58055.284718,-24.751,99.5,0,46,o,0,0.85,313.22651,-14.84044,10422.56,5892.77,3.62,2.8,-84.0,-0.452,18.46,19.2,01a58055o0218o,0.0
58057.270433,18.131,0.785,203,159,o,0,1.67,313.22651,-14.84044,9401.33,7412.42,2.29,2.15,31.2,-0.473,16.97,16.59,02a58057o0061o,1.2767295597484276
58059.266623,-21.096,2.81,-13,37,o,0,0.99,313.22651,-14.84044,9125.83,5476.36,3.42,3.03,-88.7,-0.425,18.48,19.39,01a58059o0097o,-0.35135135135135137
58059.274445,-20.158,1.007,-31,32,o,0,1.46,313.22651,-14.84044,9113.17,5623.96,3.44,3.0,-80.2,-0.434,18.53,19.34,01a58059o0114o,-0.96875
58061.229349,-21.346,2.158,-10,23,o,0,1.31,313.22651,-14.84044,1165.36,4901.76,2.12,1.98,33.3,-0.516,18.76,19.1,02a58061o0101o,-0.43478260869565216
58061.233912,-21.453,2.305,-10,22,o,0,1.12,313.22651,-14.84044,1146.76,4863.12,2.29,2.16,44.7,-0.476,18.71,19.07,02a58061o0111o,-0.45454545454545453
58061.238929,20.719,1.313,19,25,o,0,0.81,313.22651,-14.84044,1204.33,4940.71,2.12,1.99,32.2,-0.506,18.71,19.05,02a58061o0122o,0.76
58061.243491,20.292,0.906,28,25,o,0,1.25,313.22651,-14.84044,1224.55,4823.93,2.42,2.3,45.1,-0.467,18.59,19.02,02a58061o0132o,1.12
58063.239003,21.313,1.679,11,18,o,0,1.2,313.22651,-14.84044,6953.81,4548.8,3.08,2.82,-82.5,-0.445,18.92,19.94,01a58063o0131o,0.6111111111111112
58063.246395,20.879,1.398,16,23,o,0,0.85,313.22651,-14.84044,6975.25,4616.85,2.99,2.69,-85.1,-0.465,18.86,19.73,01a58063o0147o,0.6956521739130435
58063.253312,21.243,2.0,12,23,o,0,0.89,313.22651,-14.84044,6920.64,4567.74,3.13,2.74,-84.2,-0.448,18.77,19.63,01a58063o0162o,0.5217391304347826
58063.261191,20.509,0.896,23,20,o,0,1.52,313.22651,-14.84044,6905.07,4714.18,3.19,2.77,-82.1,-0.445,18.72,19.56,01a58063o0179o,1.15
58065.24287,-18.896,0.713,-100,72,o,0,0.7,313.22651,-14.84044,1272.81,6723.66,2.11,2.04,18.6,-0.471,17.85,18.69,02a58065o0138o,-1.3888888888888888
58065.249734,-20.386,1.086,-25,28,o,0,0.98,313.22651,-14.84044,1348.99,6800.99,2.35,2.3,6.1,-0.453,18.47,19.53,02a58065o0153o,-0.8928571428571429
58065.257073,-17.979,0.784,-234,183,o,0,1.6,313.22651,-14.84044,1370.03,6683.53,2.14,2.02,13.7,-0.468,15.51,16.43,02a58065o0169o,-1.278688524590164
58067.228764,25.645,91.0,0,18,o,0,0.86,313.22651,-14.84044,10400.86,3880.2,3.32,2.68,-82.3,-0.462,19.09,20.2,01a58067o0097o,0.0
58067.236575,20.306,0.712,27,20,o,0,0.97,313.22651,-14.84044,10422.61,3949.9,3.45,2.67,-82.8,-0.457,19.06,20.19,01a58067o0114o,1.35
58067.241196,-20.71,0.892,-19,17,o,0,0.94,313.22651,-14.84044,727.15,4026.4,2.95,2.46,88.8,-0.494,19.12,20.23,01a58067o0124o,-1.1176470588235294
58067.243486,20.988,1.3,15,19,o,0,1.13,313.22651,-14.84044,10347.5,3900.34,3.49,2.66,-84.0,-0.456,19.02,20.15,01a58067o0129o,0.7894736842105263
58067.248101,-21.399,1.879,-10,19,o,0,0.85,313.22651,-14.84044,748.44,4091.48,2.97,2.45,86.8,-0.499,19.13,20.21,01a58067o0139o,-0.5263157894736842
58067.250853,-21.857,2.935,-7,19,o,0,1.02,313.22651,-14.84044,10330.63,4045.63,3.49,2.67,-84.6,-0.465,19.05,20.19,01a58067o0145o,-0.3684210526315789
58067.255454,22.028,3.312,6,19,o,0,0.84,313.22651,-14.84044,693.32,4043.91,3.03,2.45,85.3,-0.495,19.09,20.22,01a58067o0155o,0.3157894736842105
58067.262804,20.408,0.686,25,17,o,0,1.08,313.22651,-14.84044,677.69,4188.48,3.09,2.49,86.9,-0.489,19.08,20.19,01a58067o0171o,1.4705882352941178
58075.212469,-20.184,0.6,-31,18,o,0,1.11,313.22651,-14.84044,9174.16,6370.54,3.95,3.13,-83.7,-0.408,19.0,20.44,01a58075o0073o,-1.7222222222222223
58075.220357,-20.649,0.857,-20,17,o,0,1.24,313.22651,-14.84044,9196.25,6439.74,3.92,3.07,-82.6,-0.408,19.01,20.43,01a58075o0090o,-1.1764705882352942
58075.227709,20.6,1.058,21,22,o,0,0.92,313.22651,-14.84044,9141.25,6390.9,4.22,3.38,-84.8,-0.413,18.92,20.4,01a58075o0106o,0.9545454545454546
58075.235082,-22.02,3.684,-6,21,o,0,0.96,313.22651,-14.84044,9125.13,6535.69,4.16,3.34,-79.3,-0.396,18.93,20.45,01a58075o0122o,-0.2857142857142857
58079.195951,24.748,53.0,0,24,o,0,0.88,313.22651,-14.84044,9802.41,5477.03,3.51,2.96,-85.4,-0.434,18.9,20.01,01a58079o0035o,0.0
58079.201943,23.384,13.333,2,21,o,0,1.0,313.22651,-14.84044,9826.79,5539.75,3.91,3.17,-85.7,-0.412,18.95,20.33,01a58079o0048o,0.09523809523809523
58079.207932,-20.886,1.041,-16,17,o,0,1.15,313.22651,-14.84044,154.4,5633.9,3.54,2.86,87.5,-0.404,19.1,20.46,01a58079o0061o,-0.9411764705882353
58079.208867,-20.676,1.107,-20,22,o,0,0.73,313.22651,-14.84044,9771.25,5489.52,3.94,3.01,-84.4,-0.425,18.99,20.41,01a58079o0063o,-0.9090909090909091
58079.214863,-20.613,0.697,-21,14,o,0,1.53,313.22651,-14.84044,176.77,5698.96,3.68,2.94,88.3,-0.401,19.05,20.48,01a58079o0076o,-1.5
58079.215779,22.472,5.0,4,19,o,0,1.09,313.22651,-14.84044,9756.07,5632.23,4.09,2.98,-83.5,-0.416,18.99,20.4,01a58079o0078o,0.21052631578947367
58079.221766,21.908,3.077,6,19,o,0,1.0,313.22651,-14.84044,121.65,5648.47,3.83,2.94,89.9,-0.387,19.02,20.45,01a58079o0091o,0.3157894736842105
58079.228654,-18.191,0.108,-192,21,o,0,55.13,313.22651,-14.84044,86.3,5791.72,3.77,2.96,89.3,-0.378,19.05,20.47,01a58079o0106o,-9.142857142857142
58083.207715,17.912,0.473,248,117,o,0,0.92,313.22651,-14.84044,7124.08,4253.53,3.21,3.17,39.1,-0.424,17.04,17.45,01a58083o0037o,2.1196581196581197
58083.214656,-15.532,1.143,-2225,2544,o,0,0.85,313.22651,-14.84044,7145.49,4318.27,3.05,2.96,84.7,-0.458,13.51,13.77,01a58083o0052o,-0.8746069182389937
58083.221127,-14.981,0.552,-3696,2040,o,0,1.02,313.22651,-14.84044,7091.35,4265.85,3.21,3.13,-89.5,-0.468,13.74,14.01,01a58083o0066o,-1.811764705882353
58083.228084,17.713,2.88,298,860,o,0,0.96,313.22651,-14.84044,7074.65,4407.81,3.21,3.02,89.8,-0.458,14.75,14.95,01a58083o0081o,0.34651162790697676
58091.194161,20.414,1.708,25,42,o,0,1.04,313.22651,-14.84044,7384.84,5021.67,3.25,3.1,-5.3,-0.424,17.98,18.48,01a58091o0002o,0.5952380952380952
58091.196002,21.992,5.0,6,29,o,0,1.87,313.22651,-14.84044,7404.59,5066.06,3.15,3.11,-76.6,-0.426,18.17,18.73,01a58091o0006o,0.20689655172413793
58091.199781,-20.269,1.089,-28,31,o,0,1.18,313.22651,-14.84044,7348.66,5000.91,3.26,3.25,-82.0,-0.417,18.26,18.97,01a58091o0014o,-0.9032258064516129
58091.205474,-20.591,1.489,-21,31,o,0,1.13,313.22651,-14.84044,7334.14,5136.56,3.32,3.08,-80.3,-0.424,18.28,19.01,01a58091o0026o,-0.6774193548387096
58095.193714,-19.355,1.619,-66,106,o,0,1.06,313.22651,-14.84044,10484.44,5735.53,3.43,2.71,-87.9,-0.465,17.76,18.16,01a58095o0028o,-0.6226415094339622
58095.19463,20.186,2.006,31,61,o,0,1.21,313.22651,-14.84044,832.51,5831.01,2.97,2.62,-89.1,-0.474,18.1,18.61,01a58095o0030o,0.5081967213114754
58095.197893,19.494,0.856,58,50,o,0,1.05,313.22651,-14.84044,10506.87,5788.9,3.47,2.69,-86.6,-0.453,18.48,19.14,01a58095o0037o,1.16
58095.199285,-22.641,10.778,-3,34,o,0,0.68,313.22651,-14.84044,854.66,5886.04,2.97,2.56,89.3,-0.479,18.67,19.54,01a58095o0040o,-0.08823529411764706
58095.203886,-20.555,0.967,-22,21,o,0,1.23,313.22651,-14.84044,10449.43,5732.39,3.8,2.85,-86.1,-0.424,18.71,19.81,01a58095o0050o,-1.0476190476190477
58095.205739,-21.158,1.831,-12,23,o,0,0.91,313.22651,-14.84044,798.51,5832.17,2.95,2.55,-88.9,-0.476,18.92,19.97,01a58095o0054o,-0.5217391304347826
58095.210835,-20.741,1.295,-18,24,o,0,1.02,313.22651,-14.84044,10431.61,5872.69,3.68,2.83,-85.0,-0.432,18.8,19.88,01a58095o0065o,-0.75
58095.21268,20.924,1.37,16,21,o,0,1.04,313.22651,-14.84044,781.47,5972.93,3.1,2.66,89.0,-0.454,18.9,20.02,01a58095o0069o,0.7619047619047619
58097.207095,-21.298,1.553,-11,17,o,0,1.27,313.22651,-14.84044,1272.81,5273.68,2.41,2.3,-54.2,-0.432,18.97,19.92,02a58097o0003o,-0.6470588235294118
58097.214024,-20.586,0.775,-21,16,o,0,0.92,313.22651,-14.84044,1294.48,5160.24,2.23,2.22,-40.0,-0.435,19.06,19.93,02a58097o0018o,-1.3125
58099.192722,18.044,0.709,220,156,o,0,1.61,313.22651,-14.84044,8677.57,6139.8,3.26,2.92,89.8,-0.455,17.25,17.43,01a58099o0025o,1.4102564102564104
58099.195931,-20.044,1.935,-35,67,o,0,1.5,313.22651,-14.84044,8697.36,6190.34,3.35,3.0,-84.6,-0.432,17.91,18.31,01a58099o0032o,-0.5223880597014925
58099.201004,-20.199,1.212,-30,37,o,0,0.99,313.22651,-14.84044,8639.56,6130.29,3.43,2.98,-82.9,-0.424,18.48,19.34,01a58099o0043o,-0.8108108108108109
58099.207958,-21.521,3.027,-9,27,o,0,0.96,313.22651,-14.84044,8623.25,6270.12,3.57,2.95,-84.6,-0.429,18.66,19.74,01a58099o0058o,-0.3333333333333333
58103.195547,-20.554,8.405,-22,183,o,0,1.08,313.22651,-14.84044,8554.87,5278.5,3.9,3.39,-84.8,-0.417,17.25,17.71,01a58103o0005o,-0.12021857923497267
58103.198779,-19.71,1.451,-47,69,o,0,1.14,313.22651,-14.84044,8574.72,5328.65,3.8,3.14,-83.6,-0.425,17.88,18.52,01a58103o0012o,-0.6811594202898551
58103.203852,21.346,3.4,10,36,o,0,0.75,313.22651,-14.84044,8517.99,5267.85,3.76,3.09,-87.3,-0.409,18.37,19.33,01a58103o0023o,0.2777777777777778
58103.210819,-20.046,0.824,-35,29,o,0,1.15,313.22651,-14.84044,8501.11,5406.26,3.7,2.85,-84.1,-0.44,18.56,19.59,01a58103o0038o,-1.206896551724138
58111.19668,17.311,1.867,432,806,o,0,0.98,313.22651,-14.84044,1046.68,6679.62,4.22,3.96,-47.6,-0.294,16.59,16.9,01a58111o0025o,0.5359801488833746
58111.200431,19.355,4.207,66,277,o,0,1.03,313.22651,-14.84044,990.61,6614.39,3.47,2.95,-81.9,-0.495,17.5,17.88,01a58111o0033o,0.23826714801444043
58111.206043,-19.366,1.314,-65,86,o,0,1.07,313.22651,-14.84044,972.83,6746.92,3.73,3.18,-82.4,-0.425,18.14,18.97,01a58111o0045o,-0.7558139534883721
58264.600925,20.952,0.91,15,14,o,0,1.31,313.22651,-14.84044,2509.55,6249.9,3.06,2.84,-89.5,-0.442,19.24,20.81,01a58264o0695o,1.0714285714285714
58264.612481,-21.397,1.51,-10,15,o,0,0.96,313.22651,-14.84044,2487.3,6167.55,3.03,2.91,-89.5,-0.446,19.12,20.59,01a58264o0716o,-0.6666666666666666
58264.623864,-18.089,0.872,-211,184,o,0,1.3,313.22651,-14.84044,2540.29,6203.89,3.15,2.91,-87.3,-0.498,17.19,18.09,01a58264o0737o,-1.1467391304347827
58269.53127,23.461,22.0,2,33,o,0,1.01,313.22651,-14.84044,8845.8,5556.33,2.12,2.04,54.4,-0.483,18.53,18.91,02a58269o0602o,0.06060606060606061
58269.540731,-21.081,2.782,-13,37,o,0,1.55,313.22651,-14.84044,8867.19,5595.99,2.21,2.19,47.8,-0.455,18.22,18.53,02a58269o0620o,-0.35135135135135137
58269.548784,21.645,3.493,8,28,o,0,1.13,313.22651,-14.84044,8807.83,5519.51,2.17,2.15,58.5,-0.445,18.43,18.77,02a58269o0637o,0.2857142857142857
58269.557287,-19.409,0.69,-63,43,o,0,1.87,313.22651,-14.84044,8785.81,5637.87,2.17,2.12,-37.0,-0.444,18.06,18.25,02a58269o0655o,-1.4651162790697674
58280.61513,17.874,1.0,257,257,o,0,0.93,313.22651,-14.84044,8477.85,5906.43,3.74,2.87,-85.5,-0.435,15.95,17.4,01a58280o0803o,1.0
58284.607738,-21.457,1.667,-10,16,o,0,1.24,313.22651,-14.84044,8077.39,2930.17,3.9,3.47,-83.6,-0.391,19.06,20.87,01a58284o0733o,-0.625
58284.618651,-20.943,2.981,-15,45,o,0,1.03,313.22651,-14.84044,8097.62,2969.38,3.88,3.42,-85.9,-0.396,17.92,18.86,01a58284o0756o,-0.3333333333333333
58286.610946,20.503,0.579,23,13,c,0,0.97,313.22651,-14.84044,1445.04,5127.42,2.54,2.5,-61.4,-0.406,19.33,20.79,02a58286o0783c,1.7692307692307692
58286.62246,23.879,70.143,1,72,c,0,0.88,313.22651,-14.84044,1427.97,5088.17,2.69,2.64,-50.2,-0.415,17.27,18.35,02a58286o0806c,0.013888888888888888
58290.575472,-21.202,0.748,-12,9,o,0,1.88,313.22651,-14.84044,3119.88,3901.34,2.19,2.16,-45.3,-0.433,19.5,20.75,02a58290o0701o,-1.3333333333333333
58290.586428,21.875,1.516,6,10,o,0,1.32,313.22651,-14.84044,3103.5,3861.88,2.1,2.07,-89.0,-0.441,19.58,20.76,02a58290o0723o,0.6
58290.596856,-21.002,0.62,-14,9,o,0,1.44,313.22651,-14.84044,3161.58,3939.57,2.05,2.01,-87.5,-0.45,19.59,20.75,02a58290o0744o,-1.5555555555555556
58290.607957,-21.452,1.04,-10,10,o,0,1.86,313.22651,-14.84044,3181.71,3823.26,2.09,1.98,-74.0,-0.441,19.46,20.51,02a58290o0766o,-1.0
58292.569405,-21.685,2.154,-8,17,o,0,1.05,313.22651,-14.84044,10258.79,6640.11,4.52,2.97,-82.5,-0.424,19.4,21.18,01a58292o0708o,-0.47058823529411764
58292.580516,-20.317,0.628,-27,17,o,0,1.02,313.22651,-14.84044,10276.87,6677.54,4.71,3.06,-82.3,-0.412,19.36,21.06,01a58292o0730o,-1.588235294117647
58292.581548,-21.091,1.079,-13,14,o,0,1.12,313.22651,-14.84044,603.27,6801.16,2.92,2.69,-80.1,-0.443,19.36,21.08,01a58292o0732o,-0.9285714285714286
58292.586877,-21.045,1.255,-14,17,o,0,1.04,313.22651,-14.84044,10217.71,6599.13,4.51,2.96,-81.6,-0.425,19.32,20.91,01a58292o0743o,-0.8235294117647058
58292.587338,-22.698,4.824,-3,15,o,0,1.11,313.22651,-14.84044,621.88,6838.43,2.97,2.7,-82.1,-0.438,19.29,20.93,01a58292o0744o,-0.2
58292.599626,-20.442,0.815,-24,20,o,0,1.09,313.22651,-14.84044,10198.32,6714.26,4.59,3.78,-75.6,-0.387,19.19,20.93,01a58292o0770o,-1.2
58292.602065,21.739,1.878,7,14,o,0,1.15,313.22651,-14.84044,542.89,6760.9,3.0,2.66,-83.0,-0.443,19.28,20.9,01a58292o0775o,0.5
58292.613057,20.028,0.695,35,25,o,0,1.17,313.22651,-14.84044,523.45,6876.45,4.09,3.14,-6.0,-0.398,18.72,20.15,01a58292o0797o,1.4
58293.540815,-22.111,2.939,-5,15,o,0,0.88,313.22651,-14.84044,634.9,6869.16,2.28,2.06,-13.4,-0.431,19.2,20.19,02a58293o0583o,-0.3333333333333333
58293.544205,-21.522,1.538,-9,14,o,0,0.88,313.22651,-14.84044,141.08,3562.43,2.17,2.01,23.1,-0.432,19.3,20.27,02a58293o0590o,-0.6428571428571429
58293.546511,23.132,5.962,2,12,o,0,0.91,313.22651,-14.84044,161.05,3600.03,1.92,1.76,11.7,-0.442,19.41,20.32,02a58293o0595o,0.16666666666666666
58293.549266,22.244,3.548,5,16,o,0,0.77,313.22651,-14.84044,9835.28,3603.85,2.19,2.16,-38.6,-0.456,19.37,20.36,02a58293o0601o,0.3125
58293.556753,-22.305,2.425,-4,10,o,0,1.52,313.22651,-14.84044,676.27,6903.48,2.25,2.09,-1.4,-0.45,19.35,20.56,02a58293o0617o,-0.4
58293.558126,-21.082,1.196,-13,16,o,0,0.73,313.22651,-14.84044,10354.2,6906.39,2.46,2.3,55.3,-0.462,19.38,20.61,02a58293o0620o,-0.8125
58293.56994,-20.766,0.659,-18,12,o,0,1.06,313.22651,-14.84044,10377.99,6790.21,2.21,2.06,35.1,-0.494,19.46,20.7,02a58293o0645o,-1.5
58293.570855,-21.196,0.898,-12,11,o,0,0.91,313.22651,-14.84044,702.67,6788.49,2.1,1.91,5.4,-0.462,19.51,20.69,02a58293o0647o,-1.0909090909090908
58294.537535,20.87,1.131,16,18,o,0,0.94,313.22651,-14.84044,9620.97,5999.09,2.04,2.0,-0.4,-0.504,19.19,19.8,02a58294o0632o,0.8888888888888888
58294.548049,-21.963,2.226,-6,13,o,0,1.52,313.22651,-14.84044,864.37,4467.02,2.09,1.95,34.4,-0.473,19.16,19.86,02a58294o0653o,-0.46153846153846156
58294.558722,-21.039,1.154,-14,16,o,0,0.88,313.22651,-14.84044,805.7,4391.02,2.03,1.88,30.1,-0.471,19.25,19.95,02a58294o0674o,-0.875
58294.570514,23.575,12.385,1,17,o,0,0.77,313.22651,-14.84044,9672.27,5924.32,2.1,2.04,76.5,-0.489,19.28,20.06,02a58294o0695o,0.058823529411764705
58295.470844,20.2,1.526,30,46,o,0,1.03,313.22651,-14.84044,9165.99,5504.55,4.41,3.3,-85.5,-0.404,18.43,19.45,01a58295o0484o,0.6521739130434783
58295.482472,-19.792,1.06,-44,47,o,0,0.82,313.22651,-14.84044,9204.2,5541.87,4.37,3.13,-85.1,-0.412,18.45,19.45,01a58295o0509o,-0.9361702127659575
58295.486157,19.978,1.0,37,37,o,0,1.12,313.22651,-14.84044,9147.33,5464.43,4.3,3.02,-85.3,-0.415,18.52,19.47,01a58295o0517o,1.0
58295.496297,-20.29,1.383,-28,38,o,0,0.85,313.22651,-14.84044,9224.09,5425.09,3.8,3.18,-83.5,-0.411,18.52,19.53,01a58295o0539o,-0.7368421052631579
58306.555509,21.377,1.39,10,14,o,0,0.72,313.22651,-14.84044,520.63,7253.43,2.5,2.33,22.2,-0.435,19.27,20.49,02a58306o0070o,0.7142857142857143
58306.566167,22.101,2.892,5,15,o,0,0.82,313.22651,-14.84044,502.32,7214.53,2.59,2.42,31.9,-0.423,19.26,20.48,02a58306o0092o,0.3333333333333333
58306.567092,-20.419,0.525,-25,13,o,0,1.39,313.22651,-14.84044,10182.42,7260.92,2.72,2.48,58.7,-0.456,19.27,20.5,02a58306o0094o,-1.9230769230769231
58306.57641,-20.806,0.9,-17,16,o,0,0.99,313.22651,-14.84044,560.29,7293.43,2.6,2.45,31.2,-0.424,19.26,20.42,02a58306o0113o,-1.0625
58306.577802,20.185,0.498,31,15,o,0,0.89,313.22651,-14.84044,10163.51,7223.46,2.67,2.42,56.4,-0.472,19.31,20.47,02a58306o0116o,2.066666666666667
58306.587064,22.604,4.944,3,16,o,0,1.08,313.22651,-14.84044,580.95,7177.21,2.91,2.8,27.1,-0.414,19.11,20.39,02a58306o0135o,0.1875
58306.587988,20.17,0.521,31,16,o,0,1.11,313.22651,-14.84044,10222.16,7302.43,2.98,2.73,58.1,-0.436,19.19,20.45,02a58306o0137o,1.9375
58306.598694,-20.699,0.713,-19,14,o,0,1.22,313.22651,-14.84044,10260.98,7186.38,2.44,2.3,42.2,-0.502,19.32,20.45,02a58306o0159o,-1.3571428571428572
58310.56334,-24.947,40.0,0,15,c,0,1.28,313.22651,-14.84044,1147.09,5417.73,2.6,2.55,-79.0,-0.41,19.19,20.89,02a58310o0681c,0.0
58310.574101,23.596,11.125,1,15,c,0,1.2,313.22651,-14.84044,1129.29,5379.04,2.47,2.43,49.2,-0.437,19.27,20.94,02a58310o0704c,0.06666666666666667
58310.584874,-20.956,0.768,-15,12,c,0,1.03,313.22651,-14.84044,1186.97,5457.19,2.5,2.46,-73.6,-0.424,19.4,21.13,02a58310o0727c,-1.25
58310.595663,-22.635,8.8,-3,28,c,0,0.75,313.22651,-14.84044,1208.34,5341.07,2.51,2.46,28.8,-0.441,18.54,20.16,02a58310o0750c,-0.10714285714285714
58312.546988,-20.793,0.855,-18,15,o,0,0.91,313.22651,-14.84044,8721.52,5163.82,3.34,2.77,-80.1,-0.452,19.32,20.88,01a58312o0663o,-1.2
58312.557808,20.996,1.014,14,15,o,0,1.09,313.22651,-14.84044,8739.42,5202.51,3.33,2.71,-82.3,-0.457,19.33,20.88,01a58312o0686o,0.9333333333333333
58312.568633,-21.892,2.031,-6,13,o,0,1.4,313.22651,-14.84044,8679.96,5125.8,3.28,2.64,-84.0,-0.467,19.35,20.92,01a58312o0709o,-0.46153846153846156
58312.579488,21.704,1.969,8,15,o,0,1.17,313.22651,-14.84044,8661.7,5241.94,3.81,2.75,-85.7,-0.445,19.23,20.82,01a58312o0732o,0.5333333333333333
58316.520925,-20.626,0.859,-20,18,o,0,1.36,313.22651,-14.84044,7625.28,5990.26,3.64,3.16,-81.6,-0.403,19.05,20.66,01a58316o0599o,-1.1111111111111112
58316.531658,21.081,1.152,13,16,o,0,1.13,313.22651,-14.84044,7643.2,6027.19,3.96,3.3,-81.0,-0.396,19.08,20.81,01a58316o0621o,0.8125
58316.541948,-20.411,0.623,-25,16,o,0,1.42,313.22651,-14.84044,7584.83,5949.66,4.11,3.49,-82.6,-0.394,19.1,20.85,01a58316o0642o,-1.5625
58316.552711,-21.572,2.542,-8,22,o,0,1.04,313.22651,-14.84044,7565.84,6064.98,4.01,3.45,-78.0,-0.394,18.93,20.64,01a58316o0664o,-0.36363636363636365
58320.51776,-18.514,0.798,-143,114,o,0,1.35,313.22651,-14.84044,1239.21,5008.1,2.62,2.54,-26.4,-0.502,16.92,18.38,01a58320o0527o,-1.2543859649122806
58320.528256,19.701,1.757,48,84,o,0,0.84,313.22651,-14.84044,1257.34,5045.56,2.58,2.48,-78.9,-0.514,17.72,19.11,01a58320o0549o,0.5714285714285714
58320.538622,-20.93,4.6,-15,71,o,0,1.26,313.22651,-14.84044,1197.32,4968.05,2.62,2.55,-77.5,-0.503,17.28,18.74,01a58320o0570o,-0.2112676056338028
58320.54972,19.735,2.783,46,129,o,0,1.27,313.22651,-14.84044,1179.09,5082.83,2.63,2.5,-85.1,-0.512,16.59,18.1,01a58320o0592o,0.35658914728682173
