MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs,snr
59470.35534,-23.342,7.533,-2,13,o,0,1.08,313.22651,-14.84044,9877.68,2881.81,2.3,1.9,-57.7,-0.446,19.45,20.54,02a59470o0313o,-0.15384615384615385
59477.368022,22.025,9.167,6,52,o,0,0.87,313.22651,-14.84044,8359.57,9289.06,2.52,2.35,54.8,-0.432,18.05,18.27,02a59477o0348o,0.11538461538461539
59477.371714,-24.028,60.833,-1,54,o,0,0.65,313.22651,-14.84044,8338.61,9248.19,2.4,2.32,76.6,-0.44,18.11,18.23,02a59477o0356o,-0.018518518518518517
59477.37906,-21.197,4.475,-12,54,o,0,0.93,313.22651,-14.84044,8398.77,9325.82,2.4,2.29,73.9,-0.439,17.97,18.11,02a59477o0372o,-0.2222222222222222
59478.390868,20.614,1.957,21,40,o,0,0.8,313.22651,-14.84044,8364.05,9292.44,2.3,2.18,-88.9,-0.447,18.47,18.61,02a59478o0382o,0.525
59478.394086,20.043,0.796,35,28,o,0,1.91,313.22651,-14.84044,8344.45,9253.39,2.29,2.18,75.8,-0.451,18.41,18.53,02a59478o0389o,1.25
59478.401086,-21.468,3.486,-9,33,o,0,1.54,313.22651,-14.84044,8403.8,9332.65,2.35,2.17,-65.5,-0.448,18.47,18.57,02a59478o0404o,-0.2727272727272727
59478.411197,-22.073,10.595,-5,57,o,0,1.4,313.22651,-14.84044,8424.1,9215.47,2.28,2.19,88.3,-0.449,18.44,18.54,02a59478o0426o,-0.08771929824561403
59479.357659,-20.411,1.267,-25,32,o,0,1.08,313.22651,-14.84044,569.64,5765.42,2.78,2.56,-51.1,-0.48,18.64,19.4,01a59479o0329o,-0.78125
59479.360901,21.159,3.08,12,38,o,0,0.85,313.22651,-14.84044,590.33,5802.9,2.75,2.51,-59.4,-0.482,18.66,19.39,01a59479o0336o,0.3157894736842105
59479.365996,-21.153,3.111,-13,39,o,0,0.74,313.22651,-14.84044,530.34,5726.7,2.86,2.54,-47.1,-0.48,18.66,19.38,01a59479o0347o,-0.3333333333333333
59479.377531,20.401,1.437,25,36,o,0,0.93,313.22651,-14.84044,514.61,5841.4,2.85,2.57,-49.0,-0.469,18.62,19.35,01a59479o0372o,0.6944444444444444
59480.383384,-20.273,0.888,-28,25,o,0,0.93,313.22651,-14.84044,5349.58,9203.95,2.79,2.75,12.6,-0.462,18.85,19.75,01a59480o0399o,-1.12
59480.388921,21.078,1.736,13,23,o,0,1.19,313.22651,-14.84044,5370.1,9242.31,2.82,2.73,46.8,-0.462,18.8,19.72,01a59480o0411o,0.5652173913043478
59480.392146,-22.871,10.214,-3,26,o,0,1.08,313.22651,-14.84044,5310.5,9165.16,2.78,2.74,17.5,-0.463,18.79,19.69,01a59480o0418o,-0.11538461538461539
59480.405541,20.44,1.042,24,25,o,0,1.23,313.22651,-14.84044,5294.39,9282.66,2.92,2.9,-2.3,-0.454,18.72,19.6,01a59480o0447o,0.96
59481.325336,-23.605,16.429,-1,22,o,0,1.01,313.22651,-14.84044,8357.72,9284.58,2.92,2.67,-60.7,-0.404,18.99,19.93,02a59481o0276o,-0.045454545454545456
59481.328539,-20.402,0.769,-25,19,o,0,1.09,313.22651,-14.84044,8338.56,9250.4,2.8,2.58,-61.6,-0.417,19.02,19.93,02a59481o0283o,-1.3157894736842106
59481.33403,-20.697,0.963,-19,18,o,0,1.27,313.22651,-14.84044,8398.65,9326.97,2.86,2.57,-62.9,-0.407,19.0,19.92,02a59481o0295o,-1.0555555555555556
59481.344557,-21.003,1.587,-14,23,o,0,1.07,313.22651,-14.84044,8420.0,9213.85,3.24,2.98,-66.1,-0.394,18.83,19.92,02a59481o0318o,-0.6086956521739131
59484.317603,-23.424,10.571,-2,16,o,0,1.0,313.22651,-14.84044,5343.75,9213.45,3.27,3.01,49.4,-0.411,19.16,20.58,01a59484o0005o,-0.125
59484.326368,22.057,3.08,6,17,o,0,1.07,313.22651,-14.84044,5365.64,9248.62,3.13,3.05,69.9,-0.429,19.16,20.58,01a59484o0024o,0.35294117647058826
59484.33236,-21.692,1.976,-8,15,o,0,1.0,313.22651,-14.84044,5306.91,9170.71,2.85,2.77,-34.1,-0.462,19.27,20.66,01a59484o0037o,-0.5333333333333333
59484.346194,-21.017,1.025,-14,15,o,0,1.06,313.22651,-14.84044,5292.55,9287.37,2.77,2.63,-36.5,-0.478,19.28,20.56,01a59484o0067o,-0.9333333333333333
59485.32343,-23.73,9.375,-1,11,o,0,1.7,313.22651,-14.84044,10074.3,6843.84,2.51,2.38,49.0,-0.426,19.44,20.73,02a59485o0274o,-0.09090909090909091
59485.326644,24.107,16.167,1,13,o,0,1.08,313.22651,-14.84044,10055.71,6806.03,2.46,2.3,52.7,-0.427,19.41,20.74,02a59485o0281o,0.07692307692307693
59485.332152,-21.305,1.1,-11,12,o,0,1.09,313.22651,-14.84044,10117.96,6883.14,2.42,2.31,56.6,-0.428,19.42,20.72,02a59485o0293o,-0.9166666666666666
59485.338152,-17.852,0.084,-262,22,o,0,3.97,313.22651,-14.84044,39.96,6755.22,2.19,2.18,-38.3,-0.407,19.38,20.7,02a59485o0306o,-11.909090909090908
59485.343664,22.129,2.622,5,13,o,0,1.2,313.22651,-14.84044,10139.18,6767.03,2.47,2.31,46.9,-0.417,19.42,20.71,02a59485o0318o,0.38461538461538464
59486.248788,-20.536,1.2,-22,27,o,0,1.52,313.22651,-14.84044,10510.88,7272.42,2.84,2.79,65.3,-0.426,18.48,20.55,01a59486o0115o,-0.8148148148148148
59486.300931,-20.972,1.051,-15,16,o,0,0.82,313.22651,-14.84044,42.38,6756.36,2.15,1.88,-54.5,-0.396,19.53,20.71,02a59486o0227o,-0.9375
59486.305089,20.614,0.576,21,12,o,0,1.61,313.22651,-14.84044,10083.25,6841.74,2.35,2.25,88.1,-0.439,19.54,20.73,02a59486o0236o,1.75
59486.308307,21.312,1.072,11,12,o,0,1.88,313.22651,-14.84044,10063.46,6803.99,2.34,2.24,86.7,-0.442,19.54,20.72,02a59486o0243o,0.9166666666666666
59486.314826,-22.669,3.5,-3,11,o,0,1.43,313.22651,-14.84044,10124.34,6883.03,2.35,2.22,-81.4,-0.437,19.49,20.75,02a59486o0257o,-0.2727272727272727
59486.346053,-20.53,0.515,-22,12,o,0,0.95,313.22651,-14.84044,10140.4,6766.89,2.34,2.24,-80.9,-0.436,19.51,20.78,02a59486o0324o,-1.8333333333333333
59488.310516,-19.429,1.15,-61,71,o,0,1.19,313.22651,-14.84044,6271.07,3382.36,2.77,2.68,-46.5,-0.465,17.85,19.13,01a59488o0224o,-0.8591549295774648
59488.313818,18.991,1.056,92,97,o,0,1.23,313.22651,-14.84044,6291.42,3419.67,2.86,2.74,-50.8,-0.459,17.36,18.62,01a59488o0231o,0.9484536082474226
59488.318968,21.657,12.143,8,96,o,0,1.13,313.22651,-14.84044,6231.39,3342.42,2.86,2.68,-47.0,-0.457,17.77,19.06,01a59488o0242o,0.08333333333333333
59488.329157,-18.307,0.473,-173,82,o,0,1.22,313.22651,-14.84044,6216.2,3458.56,2.91,2.75,-52.7,-0.453,17.31,18.59,01a59488o0264o,-2.1097560975609757
59489.313937,21.705,1.644,8,12,o,0,0.92,313.22651,-14.84044,10075.4,6844.17,2.39,2.16,47.3,-0.431,19.44,20.64,02a59489o0240o,0.6666666666666666
59489.317139,-22.943,4.526,-2,11,o,0,1.34,313.22651,-14.84044,10056.3,6806.41,2.43,2.12,42.9,-0.432,19.42,20.67,02a59489o0247o,-0.18181818181818182
59489.320806,-23.338,13.941,-2,23,o,0,7.19,313.22651,-14.84044,37.09,6756.36,2.08,2.05,-59.4,-0.375,19.41,20.65,02a59489o0255o,-0.08695652173913043
59489.322634,22.823,5.048,3,14,o,0,0.73,313.22651,-14.84044,10116.62,6883.74,2.4,2.17,45.4,-0.431,19.45,20.7,02a59489o0259o,0.21428571428571427
59489.334081,25.356,42.5,0,11,o,0,1.24,313.22651,-14.84044,10137.71,6768.63,2.41,2.19,43.2,-0.43,19.43,20.72,02a59489o0284o,0.0
59490.325437,22.147,2.489,5,12,o,0,0.86,313.22651,-14.84044,2083.89,3364.47,2.17,1.91,46.2,-0.444,19.42,20.59,02a59490o0284o,0.4166666666666667
59490.328671,-21.569,1.646,-9,14,o,0,0.63,313.22651,-14.84044,2065.04,3325.5,2.17,1.94,42.2,-0.442,19.45,20.58,02a59490o0291o,-0.6428571428571429
59490.335112,25.125,39.0,0,13,o,0,1.34,313.22651,-14.84044,2123.16,3404.08,2.17,1.91,45.9,-0.447,19.46,20.56,02a59490o0305o,0.0
59490.348078,-20.637,0.613,-20,12,o,0,1.08,313.22651,-14.84044,2145.43,3288.92,2.18,1.92,46.3,-0.448,19.42,20.45,02a59490o0333o,-1.6666666666666667
59491.329464,-20.359,0.497,-26,13,o,0,1.07,313.22651,-14.84044,6283.32,3379.01,2.69,2.63,47.6,-0.469,19.28,20.66,01a59491o0269o,-2.0
59491.332687,-22.255,2.5,-5,11,o,0,1.45,313.22651,-14.84044,6304.17,3417.24,2.74,2.64,48.7,-0.465,19.26,20.64,01a59491o0276o,-0.45454545454545453
59491.338216,-20.385,0.593,-26,15,o,0,0.8,313.22651,-14.84044,6243.81,3340.81,2.73,2.65,63.6,-0.467,19.28,20.63,01a59491o0288o,-1.7333333333333334
59491.351148,22.952,5.857,2,14,o,0,0.86,313.22651,-14.84044,6227.64,3456.04,2.68,2.61,-59.6,-0.475,19.28,20.61,01a59491o0316o,0.14285714285714285
59492.277641,-22.684,14.5,-3,44,o,0,0.99,313.22651,-14.84044,6263.74,3389.78,2.77,2.53,-51.4,-0.48,18.01,19.23,01a59492o0184o,-0.06818181818181818
59492.280865,-21.429,4.556,-10,44,o,0,0.94,313.22651,-14.84044,6285.5,3427.88,2.69,2.6,-44.6,-0.475,17.97,19.17,01a59492o0191o,-0.22727272727272727
59492.287319,-20.17,2.767,-31,86,o,0,0.99,313.22651,-14.84044,6225.32,3350.87,2.82,2.63,-48.4,-0.465,17.27,18.52,01a59492o0205o,-0.36046511627906974
59492.298868,20.566,1.955,22,42,o,0,0.83,313.22651,-14.84044,6208.73,3464.76,2.82,2.63,-52.7,-0.466,18.11,19.42,01a59492o0230o,0.5238095238095238
59493.293685,-20.8,0.728,-17,13,o,0,0.82,313.22651,-14.84044,2084.85,3362.77,2.2,2.11,50.5,-0.436,19.42,20.57,02a59493o0220o,-1.3076923076923077
59493.29689,20.84,0.676,17,11,o,0,1.14,313.22651,-14.84044,2066.03,3324.52,2.18,2.08,47.8,-0.439,19.41,20.56,02a59493o0227o,1.5454545454545454
59493.303801,20.703,0.608,19,12,o,0,1.28,313.22651,-14.84044,2124.2,3401.82,2.18,2.07,47.8,-0.435,19.42,20.56,02a59493o0242o,1.5833333333333333
59493.313896,-20.873,0.776,-16,13,o,0,1.05,313.22651,-14.84044,2144.66,3287.32,2.14,2.01,50.5,-0.44,19.42,20.55,02a59493o0264o,-1.2307692307692308
59494.299505,24.042,15.0,1,13,o,0,1.33,313.22651,-14.84044,2087.2,3361.26,2.46,2.4,39.3,-0.415,19.31,20.62,02a59494o0133o,0.07692307692307693
59494.302735,-23.203,7.143,-2,14,o,0,0.72,313.22651,-14.84044,2068.86,3321.93,2.35,2.31,-71.5,-0.422,19.37,20.63,02a59494o0140o,-0.14285714285714285
59494.309642,-21.267,1.135,-11,13,o,0,1.1,313.22651,-14.84044,2127.2,3401.3,2.28,2.23,66.3,-0.42,19.36,20.64,02a59494o0155o,-0.8461538461538461
59494.320256,22.77,4.5,3,13,o,0,1.1,313.22651,-14.84044,2148.42,3287.07,2.56,2.49,80.3,-0.413,19.22,20.6,02a59494o0178o,0.23076923076923078
59495.298091,-20.105,1.698,-33,56,o,0,1.01,313.22651,-14.84044,6275.55,3381.82,3.47,3.31,-37.5,-0.408,17.71,19.15,01a59495o0232o,-0.5892857142857143
59495.301315,20.109,1.409,33,46,o,0,1.16,313.22651,-14.84044,6296.12,3419.17,3.79,3.68,-28.7,-0.413,17.86,19.41,01a59495o0239o,0.717391304347826
59495.306857,23.782,30.5,1,34,o,0,1.11,313.22651,-14.84044,6236.24,3341.47,3.75,3.59,-54.8,-0.402,18.16,19.67,01a59495o0251o,0.029411764705882353
59495.317001,-23.976,35.5,-1,33,o,0,0.91,313.22651,-14.84044,6220.1,3456.81,3.45,3.32,-51.7,-0.404,18.33,19.8,01a59495o0273o,-0.030303030303030304
59496.270104,22.545,4.714,4,16,o,0,1.13,313.22651,-14.84044,4324.64,3533.31,3.51,3.2,-37.8,-0.389,18.94,20.41,01a59496o0173o,0.25
59496.273331,-23.499,10.333,-1,15,o,0,1.2,313.22651,-14.84044,4345.97,3572.35,3.46,3.1,-16.0,-0.402,18.99,20.42,01a59496o0180o,-0.06666666666666667
59496.280701,21.748,2.654,7,19,o,0,1.25,313.22651,-14.84044,4285.62,3495.51,3.4,2.98,-14.7,-0.41,18.8,20.19,01a59496o0196o,0.3684210526315789
59496.296378,21.262,1.538,11,18,o,0,1.07,313.22651,-14.84044,4269.84,3608.55,3.8,3.56,-35.4,-0.354,18.87,20.44,01a59496o0230o,0.6111111111111112
59498.31131,22.512,3.643,4,13,o,0,1.06,313.22651,-14.84044,2189.31,5304.26,2.41,2.14,43.0,-0.42,19.21,20.18,02a59498o0074o,0.3076923076923077
59498.314515,-22.056,2.533,-6,14,o,0,1.05,313.22651,-14.84044,2170.45,5265.47,2.37,2.06,43.3,-0.425,19.23,20.21,02a59498o0081o,-0.42857142857142855
59498.320025,-20.529,0.613,-22,14,o,0,1.09,313.22651,-14.84044,2229.67,5343.68,2.3,2.09,40.3,-0.426,19.25,20.2,02a59498o0093o,-1.5714285714285714
59498.330107,22.24,2.738,5,13,o,0,1.15,313.22651,-14.84044,2250.46,5228.31,2.21,1.95,45.2,-0.435,19.31,20.25,02a59498o0115o,0.38461538461538464
59499.261431,-21.69,3.033,-8,23,o,0,1.12,313.22651,-14.84044,4359.03,3539.96,3.37,3.12,-15.3,-0.386,18.62,19.86,01a59499o0158o,-0.34782608695652173
59499.264656,22.015,3.5,6,20,o,0,1.19,313.22651,-14.84044,4380.03,3578.71,3.57,3.22,-15.9,-0.367,18.73,20.05,01a59499o0165o,0.3
59499.271107,20.239,0.628,29,18,o,0,1.04,313.22651,-14.84044,4320.71,3502.47,2.93,2.84,-22.3,-0.438,18.96,20.16,01a59499o0179o,1.6111111111111112
59499.282171,-19.658,1.578,-50,78,o,0,1.25,313.22651,-14.84044,4306.99,3619.1,2.72,2.67,-42.5,-0.477,17.42,18.48,01a59499o0203o,-0.6410256410256411
59505.287558,-18.467,0.495,-149,74,o,0,1.05,313.22651,-14.84044,2178.08,5307.0,2.35,1.89,44.8,-0.43,17.39,17.33,02a59505o0219o,-2.0135135135135136
59505.291226,-18.454,0.535,-151,81,o,0,1.15,313.22651,-14.84044,2157.8,5268.47,2.32,1.91,45.8,-0.429,17.04,17.04,02a59505o0227o,-1.8641975308641976
59505.297641,-20.019,1.235,-36,44,o,0,0.98,313.22651,-14.84044,2216.73,5346.91,2.3,1.88,45.4,-0.427,17.87,18.03,02a59505o0241o,-0.8181818181818182
59505.311405,-19.167,0.862,-78,67,o,0,0.81,313.22651,-14.84044,2238.0,5231.62,2.4,1.9,43.7,-0.423,17.68,17.77,02a59505o0271o,-1.164179104477612
59506.296316,20.855,1.457,16,24,o,0,1.05,313.22651,-14.84044,3319.58,1436.15,1.94,1.85,-72.1,-0.477,18.76,19.09,02a59506o0239o,0.6666666666666666
59506.303212,20.288,1.0,28,28,o,0,0.63,313.22651,-14.84044,3301.82,1396.6,1.94,1.86,79.0,-0.476,18.75,19.08,02a59506o0254o,1.0
59506.306882,21.038,1.451,14,20,o,0,1.68,313.22651,-14.84044,3362.06,1478.19,1.95,1.88,-83.9,-0.47,18.72,19.06,02a59506o0262o,0.7
59506.317415,-22.333,5.727,-4,24,o,0,1.26,313.22651,-14.84044,3381.6,1359.65,1.95,1.84,-64.5,-0.475,18.75,19.03,02a59506o0285o,-0.16666666666666666
59508.292771,21.551,3.865,9,34,o,0,1.18,313.22651,-14.84044,2583.91,5622.32,2.67,2.53,-45.3,-0.494,18.69,19.38,01a59508o0235o,0.2647058823529412
59508.295997,21.761,4.641,7,33,o,0,1.06,313.22651,-14.84044,2604.43,5660.74,2.81,2.69,-51.8,-0.472,18.58,19.35,01a59508o0242o,0.21212121212121213
59508.301538,-19.376,0.579,-64,37,o,0,0.79,313.22651,-14.84044,2545.79,5586.07,2.78,2.63,-40.7,-0.484,18.62,19.32,01a59508o0254o,-1.7297297297297298
59508.312598,20.811,1.989,17,34,o,0,1.34,313.22651,-14.84044,2529.14,5704.4,2.81,2.65,-44.8,-0.479,18.53,19.23,01a59508o0278o,0.5
59509.28438,-21.33,2.086,-11,22,o,0,0.93,313.22651,-14.84044,3318.28,1431.06,2.41,2.11,-55.3,-0.446,18.89,19.43,02a59509o0219o,-0.5
59509.288058,20.806,1.279,17,22,o,0,1.14,313.22651,-14.84044,3301.05,1396.66,2.44,2.13,-53.8,-0.442,18.8,19.41,02a59509o0227o,0.7727272727272727
59509.294023,20.012,0.555,36,20,o,0,1.42,313.22651,-14.84044,3356.89,1470.11,2.43,2.19,-59.7,-0.43,18.78,19.39,02a59509o0240o,1.8
59509.304121,20.006,0.634,36,23,o,0,1.18,313.22651,-14.84044,3379.93,1355.94,2.56,2.25,-53.9,-0.436,18.7,19.34,02a59509o0262o,1.565217391304348
59510.25835,-20.585,0.83,-21,18,o,0,0.95,313.22651,-14.84044,3326.13,1434.3,2.09,1.95,-58.1,-0.459,19.13,19.77,02a59510o0162o,-1.1666666666666667
59510.263837,-21.212,1.368,-12,16,o,0,1.18,313.22651,-14.84044,3307.21,1395.27,2.15,2.0,-57.4,-0.461,19.03,19.71,02a59510o0174o,-0.75
59510.267072,-20.728,0.838,-19,16,o,0,1.48,313.22651,-14.84044,3365.39,1474.04,2.08,2.0,-62.6,-0.454,19.05,19.67,02a59510o0181o,-1.1875
59510.277626,23.473,11.214,2,17,o,0,1.22,313.22651,-14.84044,3388.4,1356.89,2.09,1.94,-61.4,-0.462,18.99,19.6,02a59510o0204o,0.11764705882352941
59513.251463,21.226,0.876,12,10,c,0,1.12,313.22651,-14.84044,3324.04,1434.55,2.45,2.25,-68.0,-0.427,19.54,21.12,02a59513o0150c,1.2
59513.255122,20.716,0.6,19,11,c,0,0.88,313.22651,-14.84044,3304.51,1393.58,2.45,2.3,-76.4,-0.426,19.52,21.12,02a59513o0158c,1.7272727272727273
59513.260647,-21.496,1.269,-9,12,c,0,0.98,313.22651,-14.84044,3364.36,1474.87,2.48,2.31,-69.8,-0.42,19.52,21.12,02a59513o0170c,-0.75
59513.271206,26.068,77.0,0,10,c,0,1.06,313.22651,-14.84044,3383.48,1358.15,2.46,2.28,-67.5,-0.428,19.51,21.11,02a59513o0193c,0.0
59515.282994,-20.807,0.872,-17,15,o,0,1.27,313.22651,-14.84044,4085.53,1215.67,2.64,2.61,54.3,-0.481,19.05,20.19,01a59515o0220o,-1.1333333333333333
59515.28622,-21.484,1.648,-9,15,o,0,1.16,313.22651,-14.84044,4107.09,1254.52,2.67,2.63,41.3,-0.477,19.12,20.28,01a59515o0227o,-0.6
59515.291749,-23.212,9.0,-2,17,o,0,1.33,313.22651,-14.84044,4047.75,1178.16,2.78,2.76,-79.2,-0.459,18.95,20.14,01a59515o0239o,-0.11764705882352941
59515.306994,-22.595,5.158,-3,17,o,0,0.91,313.22651,-14.84044,4030.32,1297.51,2.64,2.63,-87.7,-0.482,19.12,20.27,01a59515o0272o,-0.17647058823529413
59517.307823,-22.581,4.0,-3,14,c,0,0.64,313.22651,-14.84044,2272.92,7243.87,2.41,2.3,61.5,-0.39,19.47,21.03,02a59517o0091c,-0.21428571428571427
59517.311024,21.633,1.459,8,12,c,0,0.89,313.22651,-14.84044,2254.57,7204.52,2.4,2.32,63.6,-0.396,19.45,21.03,02a59517o0098c,0.6666666666666666
59517.318359,-20.989,0.704,-15,10,c,0,1.2,313.22651,-14.84044,2312.37,7283.57,2.44,2.34,59.5,-0.389,19.41,21.01,02a59517o0114c,-1.5
59517.329873,21.376,1.103,10,11,c,0,0.9,313.22651,-14.84044,2332.24,7166.43,2.38,2.28,56.3,-0.391,19.42,20.97,02a59517o0139c,0.9090909090909091
59519.24877,-22.346,3.375,-4,14,o,0,0.96,313.22651,-14.84044,4085.95,1214.34,2.73,2.65,39.5,-0.471,19.16,20.41,01a59519o0152o,-0.2857142857142857
59519.252466,25.774,84.0,0,15,o,0,0.86,313.22651,-14.84044,4106.74,1253.25,2.83,2.65,48.3,-0.458,19.13,20.4,01a59519o0160o,0.0
59519.258926,-21.022,1.091,-14,15,o,0,1.13,313.22651,-14.84044,4045.42,1176.95,2.78,2.73,-52.9,-0.477,19.14,20.39,01a59519o0174o,-0.9333333333333333
59519.269078,19.983,0.462,37,17,o,0,0.95,313.22651,-14.84044,4029.19,1295.05,2.95,2.9,-88.1,-0.451,19.09,20.41,01a59519o0196o,2.176470588235294
59520.282206,20.627,0.839,20,17,o,0,1.11,313.22651,-14.84044,4679.41,7406.57,2.77,2.69,-37.1,-0.474,19.13,20.35,01a59520o0225o,1.1764705882352942
59520.284982,20.651,0.918,20,18,o,0,0.78,313.22651,-14.84044,4700.06,7446.22,2.75,2.7,-55.2,-0.47,19.13,20.34,01a59520o0231o,1.1111111111111112
59520.291013,20.121,0.569,32,18,o,0,1.14,313.22651,-14.84044,4640.31,7370.44,2.88,2.75,-51.7,-0.473,19.05,20.31,01a59520o0244o,1.7777777777777777
59520.301153,-21.808,2.486,-7,17,o,0,1.08,313.22651,-14.84044,4624.24,7489.18,2.93,2.76,-49.1,-0.46,19.05,20.32,01a59520o0266o,-0.4117647058823529
59522.273192,20.968,0.816,15,12,c,0,1.33,313.22651,-14.84044,7865.68,3082.08,2.72,2.48,-65.3,-0.378,19.29,20.86,02a59522o0204c,1.25
59522.278691,-23.257,6.917,-2,12,c,0,1.16,313.22651,-14.84044,7847.51,3043.49,2.69,2.44,-64.3,-0.381,19.31,20.83,02a59522o0216c,-0.16666666666666666
59522.282816,20.808,0.722,17,12,c,0,1.26,313.22651,-14.84044,7906.04,3121.33,2.71,2.44,-62.6,-0.382,19.29,20.8,02a59522o0225c,1.4166666666666667
59522.294764,-21.506,1.593,-9,14,c,0,1.09,313.22651,-14.84044,7927.03,3005.27,2.83,2.56,-58.8,-0.369,19.17,20.72,02a59522o0251c,-0.6428571428571429
59524.232337,-20.796,1.012,-17,18,o,0,1.09,313.22651,-14.84044,4673.03,7400.45,3.01,2.81,-38.2,-0.452,19.08,20.46,01a59524o0116o,-0.9444444444444444
59524.235557,-20.374,0.899,-26,23,o,0,0.82,313.22651,-14.84044,4693.4,7439.06,3.23,3.03,-38.2,-0.439,18.79,20.24,01a59524o0123o,-1.1304347826086956
59524.242073,-21.147,1.316,-13,17,o,0,0.88,313.22651,-14.84044,4634.74,7363.82,3.19,2.92,-42.5,-0.449,19.09,20.51,01a59524o0137o,-0.7647058823529411
59524.256873,-22.115,3.421,-5,18,o,0,0.94,313.22651,-14.84044,4618.47,7482.88,3.58,3.23,-44.6,-0.421,18.94,20.5,01a59524o0169o,-0.2777777777777778
59526.23494,-21.654,1.323,-8,10,c,0,0.95,313.22651,-14.84044,7874.8,3080.0,2.49,2.3,-69.5,-0.384,19.48,20.92,02a59526o0122c,-0.8
59526.238142,21.584,1.262,8,11,c,0,0.89,313.22651,-14.84044,7855.57,3041.58,2.51,2.32,-70.8,-0.381,19.42,20.92,02a59526o0129c,0.7272727272727273
59526.245511,-21.391,1.077,-10,11,c,0,1.07,313.22651,-14.84044,7913.0,3120.03,2.51,2.29,-67.3,-0.384,19.47,20.9,02a59526o0145c,-0.9090909090909091
59526.25747,21.304,1.061,11,12,c,0,1.15,313.22651,-14.84044,7935.27,3004.06,2.55,2.32,-65.7,-0.378,19.44,20.88,02a59526o0171c,0.9166666666666666
59527.268007,20.964,1.576,15,24,o,0,0.95,313.22651,-14.84044,4680.27,7405.83,3.28,3.23,-69.9,-0.393,18.74,20.13,01a59527o0193o,0.625
59527.273632,-20.281,1.248,-28,35,o,0,1.06,313.22651,-14.84044,4699.79,7445.81,3.09,2.99,-57.9,-0.432,18.52,19.71,01a59527o0205o,-0.8
59527.288997,-20.239,0.694,-29,20,o,0,1.14,313.22651,-14.84044,4639.35,7371.73,3.44,3.31,-37.5,-0.404,18.8,20.14,01a59527o0238o,-1.45
59527.291968,20.588,0.837,21,18,o,0,1.43,313.22651,-14.84044,4623.27,7488.6,3.29,3.2,-40.3,-0.411,18.85,20.14,01a59527o0244o,1.1666666666666667
59528.262243,22.349,6.955,4,29,o,0,1.06,313.22651,-14.84044,3498.06,9383.84,2.81,2.64,-44.6,-0.48,18.58,19.28,01a59528o0188o,0.13793103448275862
59528.267785,-21.297,1.937,-11,21,o,0,1.38,313.22651,-14.84044,3519.0,9422.73,2.72,2.52,-45.7,-0.5,18.75,19.42,01a59528o0200o,-0.5238095238095238
59528.27471,20.327,0.951,27,26,o,0,1.02,313.22651,-14.84044,3459.79,9347.56,2.87,2.65,-45.1,-0.474,18.69,19.4,01a59528o0215o,1.0384615384615385
59528.290431,19.989,0.776,37,28,o,0,1.22,313.22651,-14.84044,3442.19,9468.45,3.15,2.76,-44.1,-0.46,18.47,19.29,01a59528o0249o,1.3214285714285714
59530.239117,17.814,0.64,272,174,o,0,1.09,313.22651,-14.84044,8117.33,6956.13,2.52,2.2,-7.4,-0.486,16.67,17.66,02a59530o0133o,1.5632183908045978
59530.242801,19.239,1.407,73,103,o,0,0.87,313.22651,-14.84044,8098.58,6917.52,2.38,2.07,-2.4,-0.492,17.4,18.01,02a59530o0141o,0.7087378640776699
59530.249697,-18.928,1.627,-97,158,o,0,1.46,313.22651,-14.84044,8159.25,6995.26,2.32,1.98,-6.2,-0.501,16.88,17.79,02a59530o0156o,-0.6139240506329114
59530.260719,18.502,0.608,144,88,o,0,0.71,313.22651,-14.84044,8181.17,6878.29,2.27,1.96,-8.4,-0.499,17.55,18.04,02a59530o0180o,1.6363636363636365
59531.265617,-20.485,1.425,-23,33,o,0,1.15,313.22651,-14.84044,3506.87,9387.18,3.4,3.31,-48.4,-0.41,18.34,19.18,01a59531o0146o,-0.696969696969697
59531.269305,-20.301,1.252,-28,34,o,0,1.36,313.22651,-14.84044,3525.65,9425.89,3.33,3.19,-52.1,-0.405,18.25,19.04,01a59531o0154o,-0.8235294117647058
59531.274845,21.339,3.475,11,37,o,0,1.09,313.22651,-14.84044,3465.84,9350.26,3.33,3.18,-41.8,-0.41,18.19,18.92,01a59531o0166o,0.2972972972972973
59531.292361,19.867,0.978,41,40,o,0,0.96,313.22651,-14.84044,3446.37,9471.77,3.72,3.58,-31.4,-0.371,18.17,19.09,01a59531o0204o,1.025
59532.228862,-20.31,0.876,-27,24,o,0,1.25,313.22651,-14.84044,3494.06,9380.87,3.23,3.0,-23.2,-0.431,18.58,19.54,01a59532o0061o,-1.125
59532.231637,23.121,14.111,2,29,o,0,1.02,313.22651,-14.84044,3514.04,9419.4,3.26,2.94,-37.1,-0.449,18.6,19.52,01a59532o0067o,0.06896551724137931
59532.238098,-21.361,2.816,-10,29,o,0,0.96,313.22651,-14.84044,3454.89,9345.41,3.63,3.26,-32.4,-0.417,18.52,19.51,01a59532o0081o,-0.3448275862068966
59532.250088,-19.727,0.532,-47,25,o,0,0.98,313.22651,-14.84044,3436.23,9464.0,3.15,2.77,-38.5,-0.463,18.6,19.45,01a59532o0107o,-1.88
