# Subset of vw_below_ms.csv with |b|>10 deg, -0.5<G-W1 excess<1.8, w1_amp>0.15, W1<15.5 (226 rows): input to vw_pipeline.py.
designation,ra,dec,vartype,confidence,variability_snr,period1,period2,period_significance,suspect_period,w1_amp,w2_amp,n_obs,w1mag,w2mag,w3mag,jmag,hmag,kmag,gmag,bpmag,rpmag,plx,e_plx,simbad_type,known_extragalactic,blended_source,latent_artifact,cat,bprp,MG,d_ridge,env,gw1_exc,b
VarWISE J185726.71-192719.4,284.3613,-19.4554,rr,0.7522,4.615,5.1284,9.7753,5.309,0,0.182,0.325,220,13.864,13.848,12.09,14.78,14.17,13.92,17.27,18.13,16.15,3.9287,0.2778,,0,0.04,0.4,varwiseext,1.9800000000000004,10.241244334286916,1.817770716380393,10.207232387595244,0.485999999999998,-10.012876582260976
VarWISE J093346.15+643614.7,143.44233,64.6041,yso,0.5136,33.724,230.0,196.5,10.667,0,0.871,0.55,313,13.41,12.841,10.87,16.92,15.36,14.57,18.67,20.01,17.27,6.2231,0.1366,,0,0.04,0.05,varwisepure,2.740000000000002,12.640033898943928,1.815053775088174,11.933859583957576,1.1499999999999986,41.31720906352814
VarWISE J044639.62+652459.0,71.66511,65.4164,agn,0.9915,4.2,52.885,386.5,5.833,0,0.236,0.379,357,14.628,14.055,11.91,16.21,15.57,15.36,19.04,19.89,17.66,2.4841,0.3701,,0,0.04,0.08,varwiseext,2.2300000000000004,11.015845374137104,1.8084884156184489,10.79745157951997,1.0786666666666649,12.878315516857148
VarWISE J181632.78-520132.1,274.13661,-52.0256,ew,0.856,3.998,0.474275,0.4461,7.013,0,0.234,0.391,255,14.62,14.388,12.62,15.52,15.0,14.71,19.33,20.38,17.69,4.2419,0.544,,0,0.05,0.2,varwiseext,2.6899999999999977,12.467802130473556,1.8032843558178744,11.803098393949355,0.6750000000000025,-16.045245351867052
VarWISE J165135.87+123950.3,252.89947,12.664,cv,0.8325,4.231,0.742325,0.9277,7.353,0,0.244,0.488,196,14.718,14.58,12.52,15.93,15.42,14.97,19.62,21.25,18.26,5.6732,0.3681,,0,0.07,0.17,varwiseext,2.9899999999999984,13.389140471115706,1.7923698185442571,12.41103769793041,0.4170000000000033,32.24970990457562
VarWISE J152807.41-413704.8,232.03089,-41.618,ew,0.8515,4.502,29.6665,0.24655,5.586,0,0.324,0.683,266,14.928,14.93,12.53,15.92,15.34,15.26,18.79,19.57,17.37,2.6385,0.3082,,0,0.05,0.2,varwiseext,2.1999999999999993,10.896785492565712,1.789368786165339,10.765761672056698,0.578666666666666,12.29640214823594
VarWISE J141614.11+190236.2,214.05882,19.0434,ew,0.8713,8.593,0.4695,0.3483,8.986,0,0.284,0.476,155,13.6,13.694,,,,,18.45,20.02,17.04,9.5237,0.2101,,0,0.05,0.14,varwiseext,2.9800000000000004,13.34402853257401,1.776471169338084,12.389428090870815,0.379999999999999,68.9280554094469
VarWISE J170654.90-233449.8,256.72877,-23.5805,ea,0.4352,4.586,0.97965,0.864025,6.037,0,0.213,0.424,206,14.384,14.357,11.58,15.73,15.13,15.04,18.47,19.43,17.25,2.9416,0.3923,,0,0.05,0.09,varwiseext,2.1799999999999997,10.812918084304028,1.7721282126491715,10.744635067081184,0.8359999999999985,10.18509048087632
VarWISE J162512.26-312137.4,246.30109,-31.3604,rr,0.9403,4.249,3.674725,2.0696,6.868,0,0.247,0.542,232,14.58,14.557,12.61,15.53,15.06,14.65,18.72,19.61,17.21,3.6072,0.2628,,0,0.05,0.08,varwiseext,2.3999999999999986,11.50585111149257,1.759409435530069,11.065858044543717,0.5400000000000005,12.437064013117617
VarWISE J113341.25-501221.2,173.42191,-50.2059,cv,,3.561,,,,0,0.319,0.899,228,15.399,15.318,12.1,,,,20.05,21.21,18.74,2.148,0.4233,,0,0.06,0.05,varwiseext,2.4700000000000024,11.71017138513759,1.7479529117967498,11.303674586632214,0.945999999999998,10.76603706696084
VarWISE J183927.71-281446.3,279.86547,-28.2462,ew,0.7743,6.311,0.4231,0.1399,6.746,0,0.245,0.432,136,14.007,14.024,11.62,15.02,14.37,14.19,17.87,18.68,16.49,3.8922,0.3118,,0,0.04,0.03,varwiseext,2.1900000000000013,10.820975741569352,1.7468724525417318,10.755198369568944,0.596333333333332,-10.0698957022501
VarWISE J173013.40-152330.8,262.55586,-15.3919,rr,0.9835,4.528,2.739475,1.435575,5.977,0,0.18,0.307,237,13.962,13.85,11.98,15.06,14.48,14.28,18.8,20.27,17.1,10.1546,0.8549,,0,0.04,0.07,varwiseext,3.169999999999998,13.83331410388671,1.741305641135872,12.75684558406448,0.0830000000000037,10.17862980624566
VarWISE J233545.06+482306.3,353.93777,48.3851,agn,0.9996,6.074,771.0,96.51,6.888,1,0.285,0.343,318,14.363,13.672,11.9,15.86,15.13,14.65,20.19,21.58,18.71,3.5595,0.5672,,1,0.04,0.07,varwisepure,2.8699999999999974,12.946944986365102,1.727248802976492,12.181666602542156,1.5220000000000056,-12.604215342141298
VarWISE J034552.32+360003.2,56.46803,36.0009,cv,,4.068,,,,0,0.151,0.276,266,14.173,13.662,11.25,16.25,15.35,14.8,20.05,21.33,18.61,3.0685,0.5327,,0,0.05,0.28,varwiseext,2.719999999999999,12.484630638099754,1.7238354539240337,11.881555107954286,1.7970000000000024,-14.67338005491538
VarWISE J193020.48+421835.6,292.58534,42.3099,ea,0.5006,3.932,2.511675,1.4388,7.497,0,0.206,0.418,504,14.553,14.43,13.04,15.58,14.98,14.63,18.84,20.05,17.43,4.6271,0.1516,,0,0.05,0.21,varwiseext,2.620000000000001,12.166544427452903,1.7167068305533064,11.615851819867078,0.3569999999999975,11.288855443867607
VarWISE J184928.62-234741.6,282.36929,-23.7949,ew,0.5919,4.772,0.28555,0.813025,8.952,0,0.286,0.588,213,14.612,14.531,12.2,16.03,15.55,15.25,19.67,20.94,18.3,3.233,0.4706,,0,0.07,0.19,varwiseext,2.640000000000001,12.218028523057782,1.7106507272274882,11.670943567917558,1.0980000000000008,-10.195422742668617
VarWISE J195148.95-211640.7,297.95397,-21.278,cv,0.8897,3.743,0.81345,0.960925,6.552,0,0.231,0.545,211,14.686,14.538,11.95,15.77,15.21,14.93,19.04,20.2,17.59,4.1429,0.3403,,0,0.05,0.15,varwiseext,2.609999999999999,12.12652225281499,1.7054547553807478,11.588305945841832,0.439,-22.42276490526219
VarWISE J134132.22-493712.7,205.38427,-49.6202,ew,0.6169,4.227,2.73325,6.45405,5.644,0,0.276,0.646,256,14.812,14.803,13.05,16.54,16.04,14.73,19.41,20.53,18.22,2.2522,0.3673,,0,0.12,0.16,varwiseext,2.3100000000000023,11.173034770682603,1.7021080621312237,10.84215959253006,1.132999999999997,12.445178654199486
VarWISE J182959.22-350645.7,277.49676,-35.1127,ew,0.4794,4.536,0.907425,4.771225,6.137,0,0.185,0.323,263,13.878,13.859,12.26,14.66,14.14,13.88,18.37,19.88,17.07,7.424,0.1645,,0,0.05,0.43,varwiseext,2.8099999999999987,12.72318981605403,1.6875762653186666,12.0715647902365,0.2770000000000028,-11.199963855682276
VarWISE J171927.21-144413.9,259.8634,-14.7372,ew,0.9211,4.159,0.18205,0.862025,5.504,0,0.345,0.787,222,14.966,15.144,12.24,15.85,15.1,15.16,18.74,19.84,17.56,2.882,0.5541,,0,0.05,0.15,varwiseext,2.280000000000001,11.038469882389853,1.6660146314820743,10.830368888512773,0.3573333333333299,12.724074213850525
VarWISE J234628.27+455650.2,356.61781,45.9473,cv,,5.461,,,,0,0.385,0.516,314,14.982,14.335,12.41,16.16,15.63,15.36,19.3,20.53,18.15,2.5737,0.2974,,0,0.05,0.38,varwisepure,2.3800000000000026,11.352789612729715,1.6640358129884003,10.982667039214157,0.7479999999999971,-15.450954644419655
VarWISE J225116.07+414328.1,342.81699,41.7245,agn,1.0,4.14,190.0,349.0,5.5,1,0.344,0.391,319,15.213,14.094,10.87,,,,20.09,21.43,18.8,2.5688,0.4363,,0,0.06,0.02,varwiseext,2.629999999999999,12.13865146279223,1.6600437664272911,11.643397693892313,0.9320000000000022,-15.755182748570318
VarWISE J005530.74-095326.8,13.87811,-9.8908,yso,0.9772,4.708,52.605,87.235,5.393,0,0.304,0.64,254,14.982,14.815,12.55,16.83,16.1,15.6,19.78,21.08,18.43,3.038,0.3412,,0,0.06,0.06,varwiseext,2.6499999999999986,12.19293884763384,1.656790952338202,11.698489441942792,0.823000000000004,-72.73577776771789
VarWISE J161809.46-341650.8,244.53942,-34.2808,ew,0.9798,4.037,0.299575,3.69445,8.671,0,0.341,0.785,238,15.098,15.187,12.44,16.26,15.67,15.03,19.94,21.32,18.48,3.6918,0.4954,,0,0.06,0.2,varwiseext,2.84,12.776190827358365,1.6513067981031924,12.127341274375146,0.5820000000000007,11.487029610834554
VarWISE J133709.14-492031.9,204.28812,-49.3422,yso,0.5165,4.001,5.8496,5.33735,5.373,0,0.214,0.437,302,14.537,14.475,12.48,15.65,14.92,14.61,18.32,19.52,17.17,3.8429,0.191,,0,0.05,0.23,varwiseext,2.349999999999998,11.243295416970136,1.6410734315606312,10.857880531219775,0.2580000000000022,12.852939507357261
VarWISE J191838.64-094409.9,289.66103,-9.7361,unclear,0.3915,4.013,1.755675,0.4555,6.949,0,0.182,0.377,183,14.259,14.272,12.39,15.52,14.93,14.33,19.29,20.03,17.34,3.9898,0.7123,,0,0.05,0.16,varwiseext,2.6900000000000013,12.294755629970872,1.6302378553151795,11.803098393949366,0.9959999999999968,-10.427754358483083
VarWISE J062536.51-434227.7,96.40215,-43.7077,yso,0.9998,4.219,158.5,525.0,7.731,1,0.188,0.341,597,14.238,13.873,12.09,15.68,15.11,14.54,19.06,20.27,17.6,4.2744,0.2155,,0,0.04,0.12,varwiseext,2.669999999999998,12.214375805874246,1.6140429708985875,11.750793917946076,0.817000000000002,-22.794596239727273
VarWISE J171230.93-084126.5,258.1289,-8.6907,ea,0.7424,4.239,13.94545,9.8107,4.886,0,0.256,0.666,190,14.794,14.682,12.25,16.35,15.52,15.32,19.71,21.15,18.38,3.6643,0.6564,,0,0.16,0.25,varwiseext,2.7699999999999996,12.529955112930764,1.6133688668884716,11.997196144718307,0.761000000000001,17.406793729601834
VarWISE J190047.88-454754.2,285.19954,-45.7984,cv,0.7805,3.918,5.8198,11.6901,5.059,0,0.324,0.67,266,15.135,15.003,12.61,16.54,16.61,15.75,19.47,20.84,18.26,3.1199,0.4719,,0,0.08,0.18,varwiseext,2.5799999999999983,11.940703370502163,1.6059461714639711,11.50566832376611,0.4650000000000016,-20.623496383964916
VarWISE J124911.10-112408.9,192.29625,-11.4025,agn,0.9772,4.662,1.061625,1.3986,6.635,0,0.2,0.472,158,14.451,14.289,12.01,,,,19.11,20.33,17.95,2.7303,0.2884,,0,0.17,0.04,varwiseext,2.379999999999999,11.291051845435272,1.6022980456939688,10.98266703921414,1.089,51.465370745019044
VarWISE J053448.75-055046.3,83.70316,-5.8462,lpv,0.8243,8.267,1.0609,0.31185,7.46,0,0.592,0.434,221,13.817,13.876,8.86,15.86,15.29,15.19,19.01,20.17,17.73,3.0818,0.2326,,0,0.21,0.02,varwisepure,2.4400000000000013,11.454022254139833,1.5922048257349264,11.232240055202883,1.5329999999999997,-19.69258285769746
VarWISE J182524.33+374121.8,276.35139,37.6894,agn,0.9973,4.924,4.1499,3.429175,5.515,0,0.379,0.561,158,15.188,14.965,,,,,19.64,20.99,18.39,2.9333,0.2926,,0,0.3,0.04,varwiseext,2.599999999999998,11.976782411189491,1.5844850132206023,11.56076007181659,0.5520000000000032,21.014563515291577
VarWISE J154819.24+732400.3,237.0802,73.4001,agn,0.9998,4.347,382.0,191.5,9.765,1,0.254,0.454,783,14.862,14.383,12.49,16.34,16.09,15.45,19.82,21.2,18.53,2.9349,0.3634,,1,0.05,0.07,varwiseext,2.669999999999998,12.15796654122641,1.5576337062507513,11.750793917946076,0.953000000000003,38.25742881637659
VarWISE J062042.94-513113.0,95.17894,-51.5203,agn,0.9998,5.651,52.605,384.0,11.162,0,0.273,0.426,717,14.45,13.794,11.22,15.95,15.39,14.89,19.08,19.89,17.63,2.2614,0.2195,,0,0.04,0.08,varwisepure,2.2600000000000016,10.851886939166242,1.5450793266875316,10.822508419167912,1.2466666666666626,-25.529144805015864
VarWISE J114103.07-401417.8,175.2628,-40.2383,agn,0.9993,4.062,349.5,277.5,5.182,1,0.261,0.529,313,14.813,14.671,,,,,19.51,21.15,18.12,5.6078,0.3167,,0,0.08,0.25,varwiseext,3.0299999999999976,13.253962581457367,1.5403387715438086,12.4974761261688,0.1520000000000045,20.673646394173726
VarWISE J183552.53-363000.7,278.9689,-36.5002,ew,0.8399,4.171,6.04105,3.721125,4.911,0,0.271,0.633,265,14.752,14.763,12.62,15.73,15.26,14.98,18.61,19.84,17.38,3.6756,0.214,,0,0.06,0.03,varwiseext,2.460000000000001,11.436641214270988,1.5102012943428154,11.288755072249938,0.1679999999999974,-12.866999041905443
VarWISE J171829.33-182448.5,259.62223,-18.4135,rr,0.8689,4.648,1.8617,2.562825,7.265,0,0.213,0.463,235,14.142,14.045,12.46,15.34,14.7,14.43,18.82,20.3,17.2,8.24,0.8687,,0,0.04,0.05,varwiseext,3.1000000000000014,13.39963605848558,1.4927406218348818,12.631017629320924,0.0279999999999986,10.901722415453769
VarWISE J173659.01-094018.4,264.24588,-9.6718,ew,0.6602,4.587,2.63915,3.3725,6.956,0,0.287,0.676,266,14.843,14.8,12.29,16.09,15.21,14.92,19.46,20.86,18.07,3.9945,0.4288,,0,0.05,0.13,varwiseext,2.789999999999999,12.467312127473114,1.4912122290842866,12.034380467477405,0.4320000000000021,11.73733090781981
VarWISE J073850.86+391746.3,114.71192,39.2962,agn,0.9738,4.607,0.98525,1.26855,5.748,0,0.297,0.588,159,14.877,14.751,,,,,19.53,20.99,18.18,3.9465,0.4244,,0,0.1,0.07,varwiseext,2.8099999999999987,12.51106053570692,1.4754469849715584,12.0715647902365,0.4380000000000024,25.483481852613235
VarWISE J184507.70-265151.4,281.2821,-26.8643,rr,0.9265,4.497,10.5764,2.51205,5.944,0,0.253,0.693,243,14.511,14.627,12.23,15.3,14.73,14.58,18.46,19.42,17.09,3.2253,0.4046,,0,0.04,0.17,varwiseext,2.330000000000002,11.002850582895231,1.4662762359147834,10.850020061874918,0.4539999999999984,-10.614187532160358
VarWISE J054040.34-052726.6,85.16809,-5.4574,ew,0.963,5.662,0.207075,3.974525,6.358,0,0.386,1.108,249,14.919,15.6,12.11,16.25,15.67,15.32,19.44,20.83,18.14,3.4137,0.3648,,0,0.07,0.16,varwiseext,2.6899999999999977,12.10612676071058,1.4416089860548968,11.803098393949355,0.4860000000000042,-18.215931129071418
VarWISE J183218.21-324330.3,278.07591,-32.7251,rr,0.6139,4.469,4.93875,0.33175,5.768,0,0.307,0.668,242,14.763,14.695,12.27,15.74,15.3,14.98,18.97,20.35,17.71,3.9367,0.237,,0,0.07,0.1,varwiseext,2.640000000000001,11.945661601118,1.438283805287707,11.670943567917558,0.2469999999999981,-10.606991819865176
VarWISE J184341.99-292833.2,280.92497,-29.4759,rr,0.841,4.372,1.113175,0.9609,6.418,0,0.34,0.782,197,14.871,15.109,11.59,16.05,15.53,15.27,19.22,20.55,17.89,3.599,0.613,,0,0.07,0.04,varwiseext,2.66,12.000909233264554,1.4326688681289,11.72464167994444,0.3589999999999982,-11.432627339333955
VarWISE J161749.42-643918.3,244.45595,-64.6551,rr,0.6025,4.199,12.78735,1.117475,5.018,0,0.228,0.509,315,14.563,14.648,12.88,15.52,15.16,14.77,18.48,19.63,17.19,3.6525,0.3783,,0,0.05,0.08,varwiseext,2.4399999999999977,11.292951123031672,1.4311336946267763,11.232240055202867,0.2570000000000032,-10.103958435648394
VarWISE J055239.08-083925.5,88.16284,-8.6571,cv,,10.267,,,,0,0.345,0.377,300,13.816,13.396,11.3,15.38,14.79,14.42,18.58,19.81,17.37,3.4704,0.1894,,0,0.04,0.09,varwisepure,2.4399999999999977,11.281897673350588,1.4200802449456926,11.232240055202867,1.104000000000001,-16.968957312394704
VarWISE J053231.29-030219.6,83.13041,-3.0388,agn,0.9442,4.86,5.33015,6.2286,5.453,0,0.238,0.332,274,14.506,13.905,12.1,15.82,15.04,14.65,19.8,21.18,18.49,2.853,0.4692,,0,0.04,0.21,varwiseext,2.6900000000000013,12.076508858285385,1.4119910836296905,11.803098393949366,1.2589999999999986,-18.916270200457568
VarWISE J181538.99-401859.3,273.91246,-40.3165,rr,0.5621,4.816,1.36945,1.12745,6.807,0,0.266,0.525,267,14.639,14.595,12.53,15.46,14.84,14.75,18.78,19.93,17.31,4.0882,0.4091,,0,0.05,0.15,varwiseext,2.620000000000001,11.837660669453882,1.3878230725542853,11.615851819867078,0.2110000000000003,-10.922977269328584
VarWISE J052848.67-055709.7,82.20282,-5.9527,agn,0.8904,10.196,43.385,39.32,5.19,0,0.788,0.693,260,15.091,14.65,12.18,,,,20.01,21.48,18.61,3.3057,0.6465,,0,0.06,0.09,varwisepure,2.870000000000001,12.606317188923096,1.3866210055344723,12.18166660254216,0.6140000000000008,-21.072839545920825
VarWISE J231916.07+463533.0,349.81699,46.5925,ea,0.9648,4.759,0.926275,0.309275,14.366,0,0.206,0.341,344,14.151,13.983,12.56,15.05,14.48,14.28,18.15,19.49,16.78,6.2004,0.4803,,0,0.04,0.07,varwiseext,2.7099999999999973,12.112098537966432,1.3833958236307282,11.85540286995264,-0.0659999999999971,-13.386795246221327
VarWISE J185442.20+435828.1,283.67584,43.9745,ew,0.9135,9.361,2.937025,10.63595,6.53,0,0.563,1.141,401,14.103,14.699,12.99,16.44,15.94,15.23,19.21,20.44,18.01,2.5175,0.1854,,0,0.15,0.15,varwiseext,2.4299999999999997,11.214847396128278,1.3818739058339735,11.190644552538089,1.4620000000000015,17.907524873495273
VarWISE J174147.98-055832.1,265.44995,-5.9756,ea,0.5408,4.043,0.9521,2.797625,6.467,0,0.279,0.623,268,14.928,14.895,12.15,16.28,15.7,14.68,19.76,21.39,18.34,4.7504,0.653,,0,0.06,0.06,varwiseext,3.0500000000000007,13.143650901259848,1.3716005126752222,12.540695340288003,0.2569999999999997,12.554425078632214
VarWISE J052808.96+024033.9,82.03736,2.6761,agn,0.7942,6.146,75.61,128.5,5.8,0,0.272,0.461,273,14.42,13.942,12.49,16.01,15.46,14.86,19.27,20.47,18.08,2.3085,0.3366,,0,0.04,0.1,varwiseext,2.390000000000001,11.0866493944358,1.3690516565838902,11.024262541878937,1.2649999999999983,-17.141186530317174
VarWISE J170347.13-240210.3,255.9464,-24.0362,rr,0.6624,5.072,0.21375,0.9206,7.215,0,0.315,0.771,209,14.747,14.819,11.77,15.88,15.26,14.86,18.97,20.21,17.54,3.9636,0.4633,,0,0.06,0.2,varwiseext,2.6700000000000017,11.960449098695191,1.3601162637195223,11.750793917946083,0.2179999999999964,10.496938994734942
VarWISE J191008.53-134526.2,287.53556,-13.7573,cv,0.9219,4.112,5.047,3.982625,7.264,0,0.201,0.494,136,14.492,14.225,12.2,15.71,15.23,15.05,20.05,22.02,18.44,7.0686,0.7028,,0,0.05,0.11,varwiseext,3.5799999999999983,14.296667031868624,1.349566100799139,13.433070457893374,0.2440000000000015,-10.306272207684886
VarWISE J220041.86-463612.9,330.17445,-46.6036,cv,,5.687,,,,0,0.16,0.254,298,13.271,12.836,11.7,14.32,13.79,13.5,17.36,18.79,16.17,7.6936,0.1004,,0,0.04,0.15,varwisepure,2.6199999999999974,11.790648015190229,1.3408104182906424,11.61585181986707,0.1590000000000024,-51.334293841624515
VarWISE J183912.07+220305.0,279.80033,22.0514,ea,0.5107,4.427,1.523775,1.197375,7.936,0,0.354,0.677,123,15.138,15.075,12.56,16.4,15.65,14.98,19.47,20.92,18.21,3.3058,0.2956,,0,0.09,0.08,varwiseext,2.710000000000001,12.066382876661418,1.3376801623257035,11.855402869952648,0.2669999999999977,12.428150377167968
VarWISE J180049.45-440734.3,270.20607,-44.1262,cv,0.8162,4.657,0.140825,4.29195,7.023,0,0.184,0.336,286,14.104,14.026,12.74,15.78,15.42,14.83,18.9,20.17,17.66,3.2236,0.2401,,0,0.05,0.09,varwiseext,2.5100000000000016,11.441705735500577,1.3363730485090812,11.363352644161305,1.030999999999997,-10.226203804935823
VarWISE J054149.60-010040.6,85.45669,-1.0113,cv,,3.447,,,,0,0.201,0.543,281,14.697,14.667,11.73,15.72,14.98,14.71,18.26,19.5,17.15,3.3627,0.141,,0,0.05,0.2,varwiseext,2.3500000000000014,10.89344061942157,1.291218634012056,10.857880531219784,0.0379999999999998,-15.913780776197907
VarWISE J220510.06+731459.2,331.29192,73.2498,agn,0.9997,4.022,158.5,386.5,7.421,1,0.186,0.295,656,14.15,13.714,12.14,16.01,15.33,14.97,20.07,21.47,18.58,3.1536,0.4453,,0,0.05,0.09,varwiseext,2.890000000000001,12.56403303467684,1.279281523328038,12.217399769329626,1.584999999999999,14.166132544891035
VarWISE J191104.06+425327.9,287.76695,42.8911,agn,0.9904,4.803,0.6087,2.162625,6.959,0,0.275,0.445,286,14.725,14.533,,,,,19.53,21.17,18.19,4.5929,0.2696,,0,0.1,0.09,varwiseext,2.9800000000000004,12.840434948708412,1.2728775854724876,12.389428090870815,0.3350000000000008,14.747817059635103
VarWISE J181259.10-573426.0,273.24626,-57.5739,unclear,0.3239,4.365,0.39505,3.824325,5.415,0,0.181,0.407,299,14.351,14.203,12.63,15.28,14.7,14.61,18.15,19.56,16.97,4.9453,0.1505,,0,0.04,0.08,varwiseext,2.59,11.620963213126664,1.2574359146231195,11.533214197791356,-0.086000000000002,-17.769854608501532
VarWISE J090826.06+123646.7,137.10862,12.613,ew,0.999,10.564,0.1392,0.2088,50.628,0,0.151,0.139,268,10.902,10.677,,,,,15.44,16.91,14.18,20.4743,0.0369,,0,0.06,0.06,varwisepure,2.7300000000000004,11.996045312520245,1.2031576585045087,11.90770734595593,0.4429999999999996,36.04084425414093
VarWISE J142830.05-494646.9,217.12524,-49.7797,ew,0.9587,4.289,0.1935,0.4119,8.212,0,0.239,0.574,284,14.707,14.671,12.05,16.0,15.43,15.24,19.33,20.78,18.01,3.5973,0.3629,,0,0.06,0.17,varwiseext,2.7699999999999996,12.109883288497148,1.193297042454855,11.997196144718307,0.4679999999999982,10.121820853359608
VarWISE J204530.31+591727.5,311.37632,59.291,cv,0.9973,3.938,24.016,0.3579,6.05,0,0.231,0.5,591,14.666,14.514,13.2,16.05,15.44,15.07,19.92,21.3,18.65,2.2891,0.3154,,0,0.06,0.35,varwiseext,2.650000000000002,11.71832382684926,1.182175931553612,11.698489441942804,1.278999999999998,10.08199692336394
VarWISE J004609.73+415025.4,11.54055,41.8404,cv,0.4941,4.247,3.73775,5.9616,5.098,0,0.322,0.644,249,14.883,14.778,12.88,15.74,15.44,14.98,19.15,20.73,17.9,4.2028,0.2915,,0,0.06,0.07,varwiseext,2.830000000000002,12.267693617927447,1.172566414845539,12.108749112995602,0.0219999999999966,-21.020564624994165
VarWISE J060849.24-702227.4,92.20517,-70.3743,yso,0.6912,4.235,0.8201,66.7,6.039,0,0.207,0.489,1285,14.596,14.497,13.18,16.1,15.48,14.86,19.76,20.69,17.96,2.7555,0.497,,0,0.1,0.11,varwiseext,2.7300000000000004,11.96100207680745,1.1681144227917135,11.90770734595593,1.0690000000000008,-28.9967648046718
VarWISE J182526.21-371136.6,276.35924,-37.1935,rr,0.7448,5.052,3.510475,6.7604,6.853,0,0.252,0.512,255,14.416,14.369,,,,,19.67,21.97,18.18,9.359,0.3952,,0,0.07,0.07,varwiseext,3.789999999999999,14.526147236381208,1.1675297662078723,13.735138400506894,-0.3329999999999975,-11.267295185924931
VarWISE J184853.68-254742.0,282.2237,-25.795,rr,0.429,4.611,0.2322,2.95445,5.709,0,0.285,0.521,244,14.654,14.687,12.48,15.7,14.94,14.8,18.76,20.37,17.54,5.0068,0.2499,,0,0.05,0.03,varwiseext,2.830000000000002,12.257801217798246,1.1626740147163377,12.108749112995602,-0.1390000000000011,-10.925418564528663
VarWISE J163829.92-260140.0,249.62469,-26.0278,cv,0.6688,4.105,1.13935,1.353775,7.035,0,0.165,0.366,250,13.91,13.87,12.43,15.06,14.34,14.08,18.39,19.67,16.9,5.4229,0.4987,,0,0.04,0.22,varwiseext,2.770000000000003,12.061157979904904,1.1445717338626,11.997196144718314,0.3249999999999957,13.781395722841431
VarWISE J175705.69-034134.4,269.27372,-3.6929,yso,0.9476,4.24,16.6425,6.25425,5.327,0,0.21,0.411,258,14.408,14.307,12.4,15.66,14.99,14.55,19.18,21.2,17.82,7.8995,0.3461,,0,0.05,0.14,varwiseext,3.379999999999999,13.667998017140189,1.1285781331102631,13.0643986737876,-0.2819999999999991,10.326383650751868
VarWISE J173903.67-071008.0,264.76532,-7.1689,yso,0.6969,4.091,0.890325,4.68435,7.092,0,0.186,0.372,254,14.268,14.073,11.92,15.87,14.84,14.29,19.72,21.47,18.29,5.0452,0.4164,,0,0.04,0.09,varwiseext,3.1799999999999997,13.234391935297497,1.1172494835296138,12.774598416919805,0.6819999999999986,12.553249416705002
VarWISE J203838.65-241404.5,309.66105,-24.2346,ew,0.8372,4.196,0.317825,0.2802,6.712,0,0.152,0.263,262,13.853,13.663,12.44,14.82,14.3,13.96,18.23,19.93,16.96,7.5851,0.1468,,0,0.04,0.04,varwiseext,2.969999999999999,12.629806553934056,1.0914624800336643,12.367818483811217,-0.0779999999999976,-33.580046496097815
VarWISE J181715.17-413947.5,274.31321,-41.6632,ew,0.6222,3.958,0.633025,1.77815,5.356,0,0.223,0.507,259,14.508,14.437,12.11,15.77,15.34,15.04,18.78,20.39,17.53,4.9613,0.2701,,0,0.06,0.44,varwiseext,2.859999999999999,12.257977443793456,1.0708089243849308,12.163800019148423,-0.0179999999999971,-11.789061089861649
VarWISE J114124.14-475505.5,175.35059,-47.9182,ew,0.8395,4.283,0.520625,1.43665,6.378,0,0.215,0.607,329,14.601,14.631,12.75,15.5,14.99,14.58,18.94,20.35,17.44,4.91,0.9462,,0,0.05,0.07,varwiseext,2.91,12.395407460614845,1.0456006213058655,12.25313293611709,-0.0259999999999998,13.320736363774527
VarWISE J003931.09+404422.9,9.87957,40.7397,ew,0.6051,4.019,0.693375,6.2424,6.081,0,0.239,0.462,280,14.547,14.429,12.78,15.72,15.14,14.7,19.18,20.84,17.86,4.8381,0.2805,,0,0.05,0.04,varwiseext,2.9800000000000004,12.603374203344847,1.0358168401089216,12.389428090870815,0.1629999999999984,-22.07566051493556
VarWISE J153700.77-423026.2,234.25322,-42.5073,yso,0.583,4.665,3.988875,2.00135,4.838,0,0.156,0.346,257,13.992,13.844,12.46,15.2,14.5,14.17,19.13,20.97,17.28,10.3374,1.0248,,0,0.04,0.11,varwiseext,3.6899999999999977,14.202056606922362,1.0330757762150355,13.542279265440406,-0.318999999999999,10.607953403507722
VarWISE J064456.23+311538.1,101.23433,31.2606,ea,0.817,6.305,0.187925,0.165975,17.367,0,0.253,0.46,251,14.385,14.156,12.32,15.32,14.9,14.6,19.2,20.93,17.8,5.792,0.3366,,0,0.04,0.4,varwisepure,3.129999999999999,13.01414276594545,1.026340300455118,12.685211002740672,0.120000000000001,12.418368656668731
VarWISE J181408.00-452636.6,273.53337,-45.4435,ew,0.8311,4.401,0.726225,0.91655,6.222,0,0.255,0.442,278,14.533,14.403,12.77,15.82,15.23,14.6,19.24,21.09,17.9,6.0695,0.2959,,0,0.06,0.29,varwiseext,3.1900000000000013,13.15576457878246,1.0134881379975358,12.792351249775123,-0.0780000000000029,-12.92790552351319
