night,band,n,flux,err,snr
58489.5,c,4,3.0493166116553505,13.151458894958308,0.23186147149228628
58618.5,o,5,-1.9875316393353495,5.12397075386681,-0.38788895073912294
58620.5,o,5,9.093870422653486,17.968633499811773,0.5060969395780012
58621.5,o,4,10.216703172472268,12.481881166343364,0.8185227079409304
58624.5,o,4,14.309267977396114,15.969526726715142,0.8960358201134659
58625.5,o,4,-21.404695748292852,10.130327933585997,-2.112932166522262
58626.5,o,10,-11.166667455203774,6.210416470076001,-1.7980545280672813
58630.5,o,4,-26.921409165971202,9.026091058529389,-2.982621047295027
58632.5,o,4,0.003107409840723054,9.026091058529389,0.000344269719923404
58634.5,c,3,16.748166259168702,6.526979928930764,2.565990158010544
58636.5,o,4,-12.047320524610328,8.802249489180252,-1.368663832968939
58642.5,c,5,9.811901851132918,5.553662091573384,1.7667444812713031
58645.5,o,4,4.753589448647857,10.83213807708761,0.43884129013299417
58647.5,o,3,-3.820182868446249,7.493012917346286,-0.5098326815375622
58649.5,o,4,-8.539499618232504,9.026091058529389,-0.9460905682048188
58650.5,o,5,-1.0112948653351634,10.163655022584116,-0.0995011010397361
58651.5,o,8,-14.70788447452779,16.4973817147741,-0.8915284091024128
58659.5,o,4,0.26058631921824127,8.218514095709034,0.03170723030751944
58660.5,o,4,3.3173949607365567,7.8654159299086945,0.42176980725481694
58664.5,o,5,-9.331374631925087,5.3477833237787165,-1.7449051442367685
58665.5,c,7,-3.7757250590659948,3.741252068250033,-1.0092142924847314
58668.5,o,4,-3.3664360712153663,6.4710614021883845,-0.5202293506405153
58669.5,o,4,4.044374079813758,7.689363804337775,0.5259699219241283
58673.5,o,4,8.468354430379746,5.613210973425821,1.5086470953026356
58674.5,o,4,2.2446421929096685,5.408834122631164,0.41499556873408927
58675.5,o,4,10.027110528215195,9.078520067831022,1.1044873452166972
58677.5,o,4,8.191382862838417,10.88029789069219,0.7528638411496003
58678.5,o,4,-17.499061723067815,14.582289128360786,-1.2000215857079846
58679.5,o,4,-57.620984660211775,21.085341063520445,-2.732750894881246
58686.5,o,2,-19.26360655737705,17.51544517482017,-1.0998068484762238
58688.5,o,4,17.079693901683356,6.174709350064124,2.766072528013968
58690.5,o,4,-15.589603911659504,4.536987427157621,-3.436113536119328
58691.5,o,8,-3.8249893152435814,4.476760738662797,-0.8544100385373958
58694.5,c,4,5.560439560439561,4.193139346887673,1.326080318453227
58695.5,o,6,1.707576135385382,6.236240761262637,0.2738149793690218
58699.5,o,8,2.351528893259504,4.481165949743498,0.5247582704215865
58701.5,c,4,2.75,4.0,0.6875
58703.5,o,8,-4.608912759414833,4.1283493075793904,-1.1164057147376456
58704.5,c,4,27.71379935222923,22.46574611175383,1.233602445891155
58706.5,o,4,19.389512014821168,12.688126918547045,1.5281618901902914
58714.5,o,4,1.1361805194418417,12.61944457720632,0.09003411461500062
58716.5,o,4,-5.821963394342762,6.363372728294433,-0.9149178655613995
58717.5,o,4,-16.889925245182088,5.465756508003906,-3.090134955783145
58718.5,o,4,2.14,5.091168824543142,0.42033569770533663
58720.5,c,4,-4.177814029363784,4.846754350332116,-0.8619817980000382
58720.5,o,8,-6.9852675260996335,4.717169717351637,-1.4808175123326655
58722.5,o,4,-6.727903966105684,4.773312495612421,-1.4094832408919178
58723.5,o,8,-3.9022372014733326,4.06148863123855,-0.9607898866094686
58725.5,c,4,7.558725158621751,4.7734008110948025,1.5835094218472137
58729.5,c,4,-3.0,5.0,-0.6
58734.5,o,2,-69.32786885245902,46.021293968700185,-1.5064302385676076
58743.5,o,4,-15.921001173249904,5.87312073139466,-2.710824772960052
58744.5,o,4,-3.7715565939759084,10.584822100833287,-0.3563174286773316
58748.5,c,2,-7.500000000000001,7.0710678118654755,-1.0606601717798214
58750.5,o,3,2.5159420289855077,7.537346628814317,0.33379677927606266
58752.5,c,4,7.681087263674897,5.1675812117108775,1.48639894546173
58754.5,o,4,-4.5490553152743,4.224520575775597,-1.0768216732946365
58758.5,o,4,-1.5403706224173879,12.166458833980741,-0.12660796731709273
58759.5,o,4,-10.448881789137381,6.2350139824239665,-1.6758393515382628
58760.5,o,4,14.904988123515441,7.237077926353565,2.0595312466153572
58761.5,o,8,-3.1505848110321897,7.055205836088028,-0.44656171403485606
58762.5,o,4,-9.522740655251196,7.066212978145338,-1.3476441602741813
58767.5,o,4,-10.439831800934886,37.8468290609114,-0.2758442929031868
58768.5,o,8,-15.85147594219732,10.508372932049523,-1.5084614949143884
58769.5,o,4,9.731555819391456,14.012713852358608,0.6944804498204642
58770.5,o,3,-14.07642665959157,11.564922594936796,-1.2171656614246886
58771.5,o,4,-7.741755143805805,7.876023575232535,-0.9829522562820965
58773.5,o,4,-6.4820982345067675,7.038586834350086,-0.9209374533638608
58774.5,o,4,-23.026026262151973,7.525875644261931,-3.059581017619931
58777.5,c,4,-6.593922651933702,4.73029498104873,-1.393977051822632
58778.5,o,4,-5.861967543473068,4.291504564729348,-1.365946943561684
58779.5,o,4,-2.5274725274725274,4.193139346887673,-0.6027637811151031
58781.5,c,4,-10.7647985181007,10.460665017946024,-1.0290740119899562
58782.5,o,4,-0.8652249532372923,4.536987427157621,-0.19070472800039198
58783.5,o,4,-1.6268656716417922,4.703523607717751,-0.3458823229827864
58787.5,o,4,-0.9891475082107669,5.576823175682441,-0.17736755802549253
58789.5,o,4,-2.1026067491361062,9.970350795950258,-0.2108859349251924
58790.5,o,4,9.84028917263218,10.070737188743246,0.977117065832216
58794.5,o,4,-32.379011968253344,11.699762967803744,-2.7674929874525027
58795.5,o,4,-9.521858091869309,8.594130430472415,-1.1079489855200972
58796.5,o,4,-15.585998456290568,13.686699382087163,-1.1387696932022313
58797.5,o,4,-25.94588223441964,13.970737876470357,-1.8571590465610215
58798.5,o,4,-16.67089609531688,7.800517918430131,-2.13715246470095
58799.5,o,4,-30.753974232855118,9.654839180677875,-3.1853429826571023
58800.5,o,4,-11.606948193744733,13.841747297918236,-0.8385464597732101
58801.5,o,4,1.4581115594205234,9.426370941355408,0.15468429669189987
58810.5,o,4,-9.396557344982723,5.3293436643312315,-1.7631734669079326
58813.5,c,4,3.705624524290701,5.071857084460224,0.7306247913894195
58814.5,o,4,-6.566800476570164,6.564761347084577,-1.0003106174585452
58815.5,o,4,-0.6996805111821087,6.2350139824239665,-0.1122179538256779
58820.5,o,4,18.889291580220043,14.406102946984193,1.3112006522329045
58824.5,o,4,8.47762020002511,11.551593066207518,0.7338918668131703
58825.5,o,7,4.431485293150221,7.356873454718998,0.602359863932101
58826.5,o,4,-12.651082481073184,8.297816908096822,-1.5246278173152439
58829.5,o,7,-11.310906275401685,7.973193191153344,-1.4186168582935754
58831.5,o,4,-13.99761278640392,10.365593448138632,-1.3503918378081379
58835.5,o,4,10.460052362454041,7.799963138257526,1.3410386917278132
58849.5,o,4,-3.8141700001681724,12.023088919716288,-0.3172371114974816
58964.5,o,2,7.244583706356312,47.99967267122053,0.1509298564592086
58966.5,c,8,-1.052155701987685,5.717610028237991,-0.18402019319109286
58972.5,o,4,12.16470588235294,6.442505906317912,1.8881947582575738
58974.5,o,4,-2.5824795165695367,11.903121986501118,-0.21695816605914225
58985.5,o,4,-11.135038404918731,6.425960521207179,-1.7328208550566861
58988.5,o,4,14.802214411887896,5.888999277832285,2.5135364624015586
58990.5,c,4,-3.842327779159413,5.77344746711191,-0.6655170590963195
58992.5,o,4,-2.371311078858249,6.532268902162529,-0.36301492090645854
59000.5,o,4,3.7512747531689348,5.012130088534387,0.7484392238242678
